part,task,id,value,lo,hi,role,value_verified,lo_verified,hi_verified,status,ci_status,twin_file,twin_where,twin_source,decision_note
16,M8,M8#03:Qwen2.5_Omni_A_edaic_part14_conflict_minus_agreement_src_primary,-0.7264,-0.7786,-0.6655,SUPERSEDED / NOT USED,-0.7264,-0.7786,-0.6655,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 4,Mac verifier (verify folder),
16,M8,M8#04:Qwen2_Audio_A_edaic_part14_conflict_src_primary,0.2280,0.1816,0.2782,PAPER VALUE,0.2280,0.1816,0.2782,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 5,Mac verifier (verify folder),
16,M8,M8#05:Qwen2_Audio_A_edaic_part14_agreement_src_primary,0.9478,0.9128,0.9762,SUPERSEDED / NOT USED,0.9478,0.9128,0.9762,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 6,Mac verifier (verify folder),
16,M8,M8#06:Qwen2_Audio_A_edaic_part14_conflict_minus_agreement_src_primary,-0.7198,-0.7689,-0.6679,SUPERSEDED / NOT USED,-0.7198,-0.7689,-0.6679,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 7,Mac verifier (verify folder),
16,M8,M8#07:Qwen3_Omni_30B_A3B_A_edaic_part14_conflict_src_primary,0.3008,0.2454,0.3641,PAPER VALUE,0.3008,0.2454,0.3641,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 8,Mac verifier (verify folder),
16,M8,M8#08:Qwen3_Omni_30B_A3B_A_edaic_part14_agreement_src_primary,0.9638,0.9336,0.9864,SUPERSEDED / NOT USED,0.9638,0.9336,0.9864,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 9,Mac verifier (verify folder),
16,M8,M8#09:Qwen3_Omni_30B_A3B_A_edaic_part14_conflict_minus_agreement_src_primary,-0.6630,-0.7192,-0.6030,SUPERSEDED / NOT USED,-0.6630,-0.7192,-0.6030,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 10,Mac verifier (verify folder),
16,M8,M8#10:Audio_Flamingo_2_A_edaic_part14_conflict_src_primary,0.5286,0.4512,0.6015,PAPER VALUE,0.5286,0.4512,0.6015,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 11,Mac verifier (verify folder),
16,M8,M8#11:Audio_Flamingo_2_A_edaic_part14_agreement_src_primary,0.6083,0.5126,0.6997,SUPERSEDED / NOT USED,0.6083,0.5126,0.6997,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 12,Mac verifier (verify folder),
16,M8,M8#12:Audio_Flamingo_2_A_edaic_part14_conflict_minus_agreement_src_primary,-0.0797,-0.1488,-0.0104,SUPERSEDED / NOT USED,-0.0797,-0.1488,-0.0104,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 13,Mac verifier (verify folder),
16,M8,M8#13:Audio_Flamingo_3_A_edaic_part14_conflict_src_primary,0.4235,0.3606,0.4880,PAPER VALUE,0.4235,0.3606,0.4880,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 14,Mac verifier (verify folder),
16,M8,M8#14:Audio_Flamingo_3_A_edaic_part14_agreement_src_primary,0.8095,0.7447,0.8696,SUPERSEDED / NOT USED,0.8095,0.7447,0.8696,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 15,Mac verifier (verify folder),
16,M8,M8#15:Audio_Flamingo_3_A_edaic_part14_conflict_minus_agreement_src_primary,-0.3860,-0.4675,-0.3018,SUPERSEDED / NOT USED,-0.3860,-0.4675,-0.3018,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 16,Mac verifier (verify folder),
16,M8,M8#16:Kimi_Audio_A_edaic_part14_conflict_src_primary,0.5258,0.4501,0.5977,PAPER VALUE,0.5258,0.4501,0.5977,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 17,Mac verifier (verify folder),
16,M8,M8#17:Kimi_Audio_A_edaic_part14_agreement_src_primary,0.8744,0.8172,0.9223,SUPERSEDED / NOT USED,0.8744,0.8172,0.9223,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 18,Mac verifier (verify folder),
16,M8,M8#18:Kimi_Audio_A_edaic_part14_conflict_minus_agreement_src_primary,-0.3486,-0.4248,-0.2795,SUPERSEDED / NOT USED,-0.3486,-0.4248,-0.2795,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 19,Mac verifier (verify folder),
16,M8,M8#19:Qwen2.5_Omni_B_pitt_conflict_src_primary,0.5322,0.4216,0.6447,PAPER VALUE,0.5322,0.4216,0.6447,yes,same,release/edaic_rerun/part16/verify/M8_verify_cells.csv,line 20,Mac verifier (verify folder),
16,M8,M8#20:Qwen2.5_Omni_B_pitt_agreement_src_primary,0.7054,0.6431,0.7658,PAPER VALUE,0.7054,0.6431,0.7658,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 21,Mac verifier (verify folder),
16,M8,M8#21:Qwen2.5_Omni_B_pitt_conflict_minus_agreement_src_primary,-0.1731,-0.2958,-0.0392,PAPER VALUE,-0.1731,-0.2958,-0.0392,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 22,Mac verifier (verify folder),
16,M8,M8#22:Qwen2_Audio_B_pitt_conflict_src_primary,0.4132,0.3005,0.5423,PAPER VALUE,0.4132,0.3005,0.5423,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 23,Mac verifier (verify folder),
16,M8,M8#23:Qwen2_Audio_B_pitt_agreement_src_primary,0.6985,0.6372,0.7597,PAPER VALUE,0.6985,0.6372,0.7597,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 24,Mac verifier (verify folder),
16,M8,M8#24:Qwen2_Audio_B_pitt_conflict_minus_agreement_src_primary,-0.2853,-0.3950,-0.1485,PAPER VALUE,-0.2853,-0.3950,-0.1485,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 25,Mac verifier (verify folder),
16,M8,M8#25:Qwen3_Omni_30B_A3B_B_pitt_conflict_src_primary,0.6066,0.4956,0.7123,PAPER VALUE,0.6066,0.4956,0.7123,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 26,Mac verifier (verify folder),
16,M8,M8#26:Qwen3_Omni_30B_A3B_B_pitt_agreement_src_primary,0.8231,0.7664,0.8720,PAPER VALUE,0.8231,0.7664,0.8720,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 27,Mac verifier (verify folder),
16,M8,M8#27:Qwen3_Omni_30B_A3B_B_pitt_conflict_minus_agreement_src_primary,-0.2165,-0.3242,-0.1052,PAPER VALUE,-0.2165,-0.3242,-0.1052,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 28,Mac verifier (verify folder),
16,M8,M8#28:Audio_Flamingo_2_B_pitt_conflict_src_af2_pitt468,0.6310,0.5336,0.7260,PAPER VALUE,0.6310,0.5336,0.7260,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 29,Mac verifier (verify folder),
16,M8,M8#29:Audio_Flamingo_2_B_pitt_agreement_src_af2_pitt468,0.5544,0.4760,0.6296,PAPER VALUE,0.5544,0.4760,0.6296,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 30,Mac verifier (verify folder),
16,M8,M8#30:Audio_Flamingo_2_B_pitt_conflict_minus_agreement_src_af2_pitt468,0.0766,-0.0307,0.1869,PAPER VALUE,0.0766,-0.0307,0.1869,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 31,Mac verifier (verify folder),
16,M8,M8#31:Audio_Flamingo_2_B_pitt_conflict_src_af2_pitt_audio,0.6691,0.5650,0.7654,SUPERSEDED / NOT USED,0.6691,0.5650,0.7654,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 32,Mac verifier (verify folder),
16,M8,M8#32:Audio_Flamingo_2_B_pitt_agreement_src_af2_pitt_audio,0.4895,0.4182,0.5591,SUPERSEDED / NOT USED,0.4895,0.4182,0.5591,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 33,Mac verifier (verify folder),
16,M8,M8#33:Audio_Flamingo_2_B_pitt_conflict_minus_agreement_src_af2_pitt_audio,0.1796,0.0702,0.2825,SUPERSEDED / NOT USED,0.1796,0.0702,0.2825,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 34,Mac verifier (verify folder),
16,M8,M8#34:Audio_Flamingo_3_B_pitt_conflict_src_primary,0.6169,0.5188,0.7209,PAPER VALUE,0.6169,0.5188,0.7209,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 35,Mac verifier (verify folder),
16,M8,M8#35:Audio_Flamingo_3_B_pitt_agreement_src_primary,0.5822,0.5080,0.6528,PAPER VALUE,0.5822,0.5080,0.6528,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 36,Mac verifier (verify folder),
16,M8,M8#36:Audio_Flamingo_3_B_pitt_conflict_minus_agreement_src_primary,0.0347,-0.0698,0.1474,PAPER VALUE,0.0347,-0.0698,0.1474,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 37,Mac verifier (verify folder),
16,M8,M8#37:Kimi_Audio_B_pitt_conflict_src_primary,0.7197,0.6201,0.8147,PAPER VALUE,0.7197,0.6201,0.8147,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 38,Mac verifier (verify folder),
16,M8,M8#38:Kimi_Audio_B_pitt_agreement_src_primary,0.7227,0.6560,0.7896,PAPER VALUE,0.7227,0.6560,0.7896,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 39,Mac verifier (verify folder),
16,M8,M8#39:Kimi_Audio_B_pitt_conflict_minus_agreement_src_primary,-0.0030,-0.1134,0.1065,PAPER VALUE,-0.0030,-0.1134,0.1065,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 40,Mac verifier (verify folder),
16,M8,M8#40:Kimi_Audio_B_pitt_conflict_src_alt_overnight_copy,0.7078,0.6037,0.8083,SUPERSEDED / NOT USED,0.7078,0.6037,0.8083,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 41,Mac verifier (verify folder),
16,M8,M8#41:Kimi_Audio_B_pitt_agreement_src_alt_overnight_copy,0.7014,0.6309,0.7730,SUPERSEDED / NOT USED,0.7014,0.6309,0.7730,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 42,Mac verifier (verify folder),
16,M8,M8#42:Kimi_Audio_B_pitt_conflict_minus_agreement_src_alt_overnight_copy,0.0064,-0.1140,0.1224,SUPERSEDED / NOT USED,0.0064,-0.1140,0.1224,yes,same,release/edaic_rerun/part16/verify/M8_verify_compare.csv,line 43,Mac verifier (verify folder),
16,M9,M9.AudioFlamingo2.adress2020.zero_shot_answer,0.9676,0.9664,0.9689,SUPPORT,0.9676,0.9664,0.9689,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[0],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo2.adresso.zero_shot_answer,0.9614,0.9607,0.9628,SUPPORT,0.9614,0.9607,0.9628,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[1],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo2.edaic.zero_shot_answer,0.9392,0.9383,0.9407,SUPPORT,0.9392,0.9383,0.9407,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[2],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo2.edaic_conflict.zero_shot_answer,0.9453,0.9437,0.9479,SUPPORT,0.9453,0.9437,0.9479,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[3],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo2.edaic_conflict_v2.zero_shot_answer,0.9423,0.9409,0.9434,SUPPORT,0.9423,0.9409,0.9434,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[97],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo2.kcl.zero_shot_answer,0.9304,0.9285,0.9341,SUPPORT,0.9304,0.9285,0.9341,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[4],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo2.neurovoz.zero_shot_answer,0.9412,0.9398,0.9427,SUPPORT,0.9412,0.9398,0.9427,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[5],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo2.pcgita.zero_shot_answer,0.9400,0.9390,0.9413,SUPPORT,0.9400,0.9390,0.9413,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[6],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo2.pitt.zero_shot_answer,0.9626,0.9614,0.9639,SUPPORT,0.9626,0.9614,0.9639,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[7],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo3.adress2020.zero_shot_answer,0.9457,0.9415,0.9477,SUPPORT,0.9457,0.9415,0.9477,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[8],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo3.adresso.zero_shot_answer,0.9579,0.9541,0.9614,SUPPORT,0.9579,0.9541,0.9614,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[9],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo3.edaic.zero_shot_answer,0.9272,0.9226,0.9328,SUPPORT,0.9272,0.9226,0.9328,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[10],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo3.edaic_conflict.zero_shot_answer,0.9332,0.9239,0.9435,SUPPORT,0.9332,0.9239,0.9435,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[11],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo3.edaic_conflict_v2.zero_shot_answer,0.9311,0.9271,0.9361,SUPPORT,0.9311,0.9271,0.9361,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[96],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo3.edaic_full.zero_shot_answer,0.9413,0.9342,0.9476,SUPPORT,0.9413,0.9342,0.9476,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[88],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo3.edaic_mid30.zero_shot_answer,0.9266,0.9192,0.9333,SUPPORT,0.9266,0.9192,0.9333,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[78],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo3.edaic_mid300.zero_shot_answer,0.9398,0.9334,0.9441,SUPPORT,0.9398,0.9334,0.9441,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[83],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo3.kcl.zero_shot_answer,0.9434,0.9374,0.9501,SUPPORT,0.9434,0.9374,0.9501,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[12],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo3.neurovoz.zero_shot_answer,0.9132,0.9076,0.9177,SUPPORT,0.9132,0.9076,0.9177,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[13],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo3.pcgita.zero_shot_answer,0.8968,0.8921,0.9013,SUPPORT,0.8968,0.8921,0.9013,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[14],Mac verifier (verify folder),
16,M9,M9.AudioFlamingo3.pitt.zero_shot_answer,0.9487,0.9463,0.9505,SUPPORT,0.9487,0.9463,0.9505,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[15],Mac verifier (verify folder),
16,M9,M9.Kimi-Audio.adress2020.zero_shot_answer,0.9971,0.9967,0.9976,SUPPORT,0.9971,0.9967,0.9976,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[16],Mac verifier (verify folder),
16,M9,M9.Kimi-Audio.adresso.zero_shot_answer,0.9956,0.9953,0.9962,SUPPORT,0.9956,0.9953,0.9962,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[17],Mac verifier (verify folder),
16,M9,M9.Kimi-Audio.edaic.zero_shot_answer,0.9981,0.9980,0.9982,SUPPORT,0.9981,0.9980,0.9982,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[18],Mac verifier (verify folder),
16,M9,M9.Kimi-Audio.edaic_conflict.zero_shot_answer,0.9992,0.9990,0.9993,SUPPORT,0.9992,0.9990,0.9993,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[19],Mac verifier (verify folder),
16,M9,M9.Kimi-Audio.edaic_conflict_v2.zero_shot_answer,0.9992,0.9991,0.9994,SUPPORT,0.9992,0.9991,0.9994,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[95],Mac verifier (verify folder),
16,M9,M9.Kimi-Audio.edaic_full.zero_shot_answer,0.9983,0.9981,0.9984,SUPPORT,0.9983,0.9981,0.9984,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[89],Mac verifier (verify folder),
16,M9,M9.Kimi-Audio.edaic_mid30.zero_shot_answer,0.9991,0.9990,0.9992,SUPPORT,0.9991,0.9990,0.9992,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[79],Mac verifier (verify folder),
16,M9,M9.Kimi-Audio.edaic_mid300.zero_shot_answer,0.9987,0.9985,0.9989,SUPPORT,0.9987,0.9985,0.9989,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[84],Mac verifier (verify folder),
16,M9,M9.Kimi-Audio.kcl.zero_shot_answer,0.9973,0.9970,0.9977,SUPPORT,0.9973,0.9970,0.9977,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[20],Mac verifier (verify folder),
16,M9,M9.Kimi-Audio.neurovoz.zero_shot_answer,0.9961,0.9961,0.9962,SUPPORT,0.9961,0.9961,0.9962,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[21],Mac verifier (verify folder),
16,M9,M9.Kimi-Audio.pcgita.zero_shot_answer,0.9959,0.9958,0.9960,SUPPORT,0.9959,0.9958,0.9960,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[22],Mac verifier (verify folder),
16,M9,M9.Kimi-Audio.pitt.zero_shot_answer,0.9966,0.9963,0.9970,SUPPORT,0.9966,0.9963,0.9970,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[23],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.adress2020.transcript_only,0.9424,0.9341,0.9503,SUPPORT,0.9424,0.9341,0.9503,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[24],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.adresso.transcript_only,0.9110,0.8975,0.9225,SUPPORT,0.9110,0.8975,0.9225,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[26],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.conflict.transcript_only,0.9808,0.9713,0.9864,SUPPORT,0.9808,0.9713,0.9864,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[28],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.edaic.transcript_only,0.9595,0.9497,0.9643,SUPPORT,0.9595,0.9497,0.9643,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[29],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.edaic30.transcript_only,0.9595,0.9497,0.9643,SUPPORT,0.9595,0.9497,0.9643,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[29],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.edaicfull.transcript_only,0.9664,0.9611,0.9720,SUPPORT,0.9664,0.9611,0.9720,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[33],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.pitt.transcript_only,0.9300,0.9236,0.9362,SUPPORT,0.9300,0.9236,0.9362,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[37],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.adress2020.zero_shot_answer,0.9967,0.9965,0.9971,SUPPORT,0.9967,0.9965,0.9971,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[25],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.adresso.zero_shot_answer,0.9969,0.9966,0.9971,SUPPORT,0.9969,0.9966,0.9971,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[27],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.edaic.zero_shot_answer,0.9959,0.9952,0.9964,SUPPORT,0.9959,0.9952,0.9964,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[30],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.edaic_conflict.zero_shot_answer,0.9989,0.9985,0.9992,SUPPORT,0.9989,0.9985,0.9992,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[32],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.edaic_conflict_v2.zero_shot_answer,0.9989,0.9987,0.9992,SUPPORT,0.9989,0.9987,0.9992,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[93],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.edaic_full.zero_shot_answer,0.9970,0.9965,0.9975,SUPPORT,0.9970,0.9965,0.9975,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[86],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.edaic_mid30.zero_shot_answer,0.9990,0.9987,0.9993,SUPPORT,0.9990,0.9987,0.9993,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[76],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.edaic_mid300.zero_shot_answer,0.9972,0.9969,0.9976,SUPPORT,0.9972,0.9969,0.9976,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[81],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.kcl.zero_shot_answer,0.9991,0.9989,0.9994,SUPPORT,0.9991,0.9989,0.9994,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[34],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.neurovoz.zero_shot_answer,0.9992,0.9992,0.9992,SUPPORT,0.9992,0.9992,0.9992,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[32],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.pcgita.zero_shot_answer,0.9994,0.9994,0.9994,SUPPORT,0.9994,0.9994,0.9994,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[34],Mac verifier (verify folder),
16,M9,M9.Qwen2-Audio.pitt.zero_shot_answer,0.9967,0.9965,0.9969,SUPPORT,0.9967,0.9965,0.9969,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[38],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.adress2020.transcript_only,0.9968,0.9967,0.9969,SUPPORT,0.9968,0.9967,0.9969,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[39],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.adresso.transcript_only,0.9975,0.9974,0.9975,SUPPORT,0.9975,0.9974,0.9975,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[41],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.conflict.transcript_only,0.9986,0.9984,0.9988,SUPPORT,0.9986,0.9984,0.9988,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[43],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.edaic.transcript_only,0.9986,0.9985,0.9986,SUPPORT,0.9986,0.9985,0.9986,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[44],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.edaic30.transcript_only,0.9986,0.9985,0.9986,SUPPORT,0.9986,0.9985,0.9986,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[44],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.edaicfull.transcript_only,0.9989,0.9988,0.9990,SUPPORT,0.9989,0.9988,0.9990,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[48],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.kcl.transcript_only,0.9980,0.9979,0.9981,SUPPORT,0.9980,0.9979,0.9981,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[49],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.neurovoz.transcript_only,0.9973,0.9973,0.9974,SUPPORT,0.9973,0.9973,0.9974,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[51],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.pcgita.transcript_only,0.9978,0.9978,0.9978,SUPPORT,0.9978,0.9978,0.9978,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[53],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.pitt.transcript_only,0.9966,0.9965,0.9968,SUPPORT,0.9966,0.9965,0.9968,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[55],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.pitt_all.transcript_only,0.9966,0.9965,0.9966,SUPPORT,0.9966,0.9965,0.9966,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[55],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.adress2020.zero_shot_answer,0.9967,0.9965,0.9968,SUPPORT,0.9967,0.9965,0.9968,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[40],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.adresso.zero_shot_answer,0.9967,0.9966,0.9968,SUPPORT,0.9967,0.9966,0.9968,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[42],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.edaic.zero_shot_answer,0.9966,0.9965,0.9967,SUPPORT,0.9966,0.9965,0.9967,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[45],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.edaic_conflict.zero_shot_answer,0.9967,0.9965,0.9968,SUPPORT,0.9967,0.9965,0.9968,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[40],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.edaic_conflict_v2.zero_shot_answer,0.9967,0.9966,0.9968,SUPPORT,0.9967,0.9966,0.9968,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[42],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.edaic_full.zero_shot_answer,0.9962,0.9960,0.9964,SUPPORT,0.9962,0.9960,0.9964,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[85],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.edaic_mid30.zero_shot_answer,0.9958,0.9956,0.9960,SUPPORT,0.9958,0.9956,0.9960,yes,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[75],Mac verifier (verify folder),
