file,row,field,old,new,why,closes
<local data dir>/release/scores/part22/rows/P22.tsv,line 27 (P22_S1_tok_300s),what (note),audio tokens at the 300 s cap: code formula processing_qwen2_5_omni.py:151-152 vs measured 5.17.0 processor [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"audio tokens at the 300 s cap: code formula processing_qwen2_5_omni.py:151-152 vs measured 5.17.0 processor [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives formula 7500 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22.tsv,line 28 (P22_S1_tok_900s_off),what (note),audio tokens for 900 s with audio_kwargs truncation False: code formula vs measured 5.17.0 processor [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"audio tokens for 900 s with audio_kwargs truncation False: code formula vs measured 5.17.0 processor [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives formula 22500 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22.tsv,line 29 (P22_S1_formula_match),what (note),E-DAIC full windows whose logged n_audio_tok equals the code formula on win_dur_s (of 275) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"E-DAIC full windows whose logged n_audio_tok equals the code formula on win_dur_s (of 275) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives formula matches 275 of 275 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22.tsv,line 30 (P22_S1_gt300_at_7500),what (note),E-DAIC full windows longer than 300 s that received exactly 7500 audio tokens (of 217) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified],"E-DAIC full windows longer than 300 s that received exactly 7500 audio tokens (of 217) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives 217 of 217 windows over 300 s at 7500 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/scores/part22/rows/P22.tsv,line 31 (P22_S1_capped900),what (note),"E-DAIC full windows capped at 900 s (windows_full.csv capped==1, of 275) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; not yet verified]","E-DAIC full windows capped at 900 s (windows_full.csv capped==1, of 275) [value restored by the PART 22 verifier from P22_step1_processor_config.sidecar.json results after a rows-file schema clash] [value re-derived by the pod job from the cited source after it blanked this row by mistake; verified afterwards: the PART 22 verifier agrees (agree_4dp True, verify/out/rows_S1_check.json), and a recheck from the cited sources on 23 Sep gives capped 89 (leftovers_23sep/tables/my_verifier_p22s1_out.json)]","stale ""not yet verified"" note on rows that are verified","ledger 6 LEFT me 12 (9 P22_S1 ""not yet verified"" texts); audit_p2223 item 1 left and problem 7"
<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_sftfull.json,(whole file),backup,,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_sftfull.json.bak_pre_notefix_23sep (md5 d51f428c67d81a57b1f6655abe1fa1d5),copy before the note fix,
<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_sftfull.json,key n,sidecar key,(missing),"n: 966 (rows of p14_o25_sftfull.csv, recounted; 138 speakers)","POD1 verifier required key n was missing (verify/POD1_verify_out.json ""missing:['n']"")",ledger 6 LEFT me 12 (p14_o25_sftfull.json n); audit_p16 item 1 left
<local data dir>/release/edaic_rerun/part16/POD1/out16/p14_o25_sftfull.json,(whole file),backup,,<local data dir>/release/edaic_rerun/part16/POD1/out16/p14_o25_sftfull.json.bak_pre_notefix_23sep (md5 d51f428c67d81a57b1f6655abe1fa1d5),copy before the note fix,
<local data dir>/release/edaic_rerun/part16/POD1/out16/p14_o25_sftfull.json,key n,sidecar key,(missing),"n: 966 (rows of p14_o25_sftfull.csv, recounted; 138 speakers)","POD1 verifier required key n was missing (verify/POD1_verify_out.json ""missing:['n']"")",ledger 6 LEFT me 12 (p14_o25_sftfull.json n); audit_p16 item 1 left
<local data dir>/release_from_mac/summary/summary_all_v2.csv,"(new file, 1532 rows, 25 columns)",new file,,v1 kept unchanged (md5 74230359244cd86570ade0baeaec1d54),value_verified filled from real twin files for the 870 PART 16/17 rows; agree_4dp recomputed; T7b intervals on 4 rows; 16 note texts refreshed; 8 new columns,ledger 1 spot check 23; ledger 6 LEFT me 4; ledger 3 item 8
<local data dir>/release_from_mac/summary/summary_counts_v2.json,(new file),new file,,counts for v2,v2 tallies,ledger 6 LEFT me 4
scripts/leftovers_23sep/tables/saved_scripts/scratch_root/m9_verify.py,(new file),saved copy,<local data dir>/scratch/m9_verify.py,sha256 189ca319c3486efb759999cb4a951fbca29545fb1cd6385580f117c0c75aa70d,cited by release/edaic_rerun/part16/sidecars/M9.json (M9 verifier),"ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
scripts/leftovers_23sep/tables/saved_scripts/scratch_root/m5_diag.py,(new file),saved copy,<local data dir>/scratch/m5_diag.py,sha256 2dfd7673c705077b68990d534f06866c1bb7aa598727b7c2a976381a990eeaec,M5 verifier diagnostics (not cited by a sidecar; saved because it lives only in <local data dir>/scratch),"ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
scripts/leftovers_23sep/tables/saved_scripts/scratch_root/m5_diag2.py,(new file),saved copy,<local data dir>/scratch/m5_diag2.py,sha256 9dfc1b0dbfe373f3e6c8dbf5915b0e5df831b691e3417a1c37066f65cb29ca0f,M5 verifier diagnostics (not cited by a sidecar),"ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
scripts/leftovers_23sep/tables/saved_scripts/scratch_root/m5_diag3.py,(new file),saved copy,<local data dir>/scratch/m5_diag3.py,sha256 1b7c0b81d5babd203c702fbbef99a53f56ba460fbd43611c048ec672ac20ccff,M5 verifier diagnostics (not cited by a sidecar),"ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
scripts/leftovers_23sep/tables/saved_scripts/run_63e432df/p16m/MEDAIC_run.py,(new file),saved copy,<local data dir>/scratch/p16m/MEDAIC_run.py,sha256 82df954c27b16cb423315a05964d20241a5292cb3f9d31bf1528a6852dcb4aa1,cited by release/edaic_rerun/part16/MEDAIC_full_window.sidecar.json (MEDAIC run command),"ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
scripts/leftovers_23sep/tables/saved_scripts/run_63e432df/p15/direction_q3o.py,(new file),saved copy,<local data dir>/scratch/p15/direction_q3o.py,sha256 b6e9070c57c8e1ca7381aae1d638499a099197565d198b9196949bbaff1a7b33,cited by release/edaic_rerun/part16/M5_readout_direction_q2a.json,"ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
scripts/leftovers_23sep/tables/saved_scripts/run_63e432df/verify1.py,(new file),saved copy,<local data dir>/scratch/verify1.py,sha256 68137dfa7a043a766d7a0d69544334335b5394d675159f4cdf35853000b4c3c3,"verifier script in a scratch folder, no on-disk copy","ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
scripts/leftovers_23sep/tables/saved_scripts/run_63e432df/verify2_perlayer.py,(new file),saved copy,<local data dir>/scratch/verify2_perlayer.py,sha256 e6ce7e31d01d0b57e2c3c879d2c43ef567e48f9766d733ae1790738713b823d8,"verifier script in a scratch folder, no on-disk copy","ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
scripts/leftovers_23sep/tables/saved_scripts/run_63e432df/verify_curves.py,(new file),saved copy,<local data dir>/scratch/verify_curves.py,sha256 fb41594deec491760ace0b70ff02296c747a4eb97f19465e8b31654541b4be30,"verifier script in a scratch folder, no on-disk copy","ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
<local data dir>/leftovers_23sep/tables/saved_scripts/run_40730cb7/part14_select.py,(new file),saved copy,<local data dir>/scratch/part14_select.py,sha256 19cb3ce7108895532d8d0a65548d61a06db25f2badab910aa6ff7d49bd0bd2d9,cited by release/edaic_rerun/part16/M2_distilbert_sentiment.json (M2 pair builder),"ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
<local data dir>/leftovers_23sep/tables/saved_scripts/run_40730cb7/part14_sentiment.py,(new file),saved copy,<local data dir>/scratch/part14_sentiment.py,sha256 da815c679b3606f099df301d9b1ca72abfaac555036094fa4a8392597bfef036,cited by release/edaic_rerun/part16/M2_distilbert_sentiment.json (M2 sentiment scorer),"ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
scripts/leftovers_23sep/tables/saved_scripts/run_40730cb7/build_master.py,(new file),saved copy,<local data dir>/scratch/build_master.py,sha256 e2374cebf372e414127a2280a43418731472dcfc0189077c28489062eea1080b,cited by release/edaic_rerun/part17/T4_lookup.json (master_lookup builder),"ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
scripts/leftovers_23sep/tables/saved_scripts/run_40730cb7/verify.py,(new file),saved copy,<local data dir>/scratch/verify.py,sha256 82a8945bbc07f58aed6e0283ca2689e1b96ddc7fb37563665363ce9c627389a6,"verifier script in an older scratch folder, no on-disk copy","ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
scripts/leftovers_23sep/tables/saved_scripts/run_40730cb7/verify_indep.py,(new file),saved copy,<local data dir>/scratch/verify_indep.py,sha256 7b96279cf970e1d6cf45bc6745fd9e4948414f25eb5c2f60a8bc538d96ec78d4,"verifier script in an older scratch folder, no on-disk copy","ledger 6 LEFT me 11 (copy the <local data dir>/scratch verifier scripts cited by the M9, MEDAIC and M2 sidecars); audit_p16 problem (sidecars cite <local data dir>/scratch scripts)"
