part,task,id,value,lo,hi,role,twin_value,twin_file,twin_loc,ci_twinned,ci_how,keyed,twin_key,ctx_overlap,score,twin_text,twin_lo,twin_hi,dis_value,dis_file,dis_loc,dis_pair,dis_overlap,dis_text
16,M9,M9.AudioFlamingo3.edaic.zero_shot_answer,0.9272,0.9226,0.9328,SUPPORT,0.9272385239601135,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[10],yes,,False,median,7,27,"{""model"": ""Audio Flamingo 3"", ""dataset"": ""edaic"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.5975"", ""master_n"": ""275"", ""source"": ""<local data dir>/release/overnight2/part10/af3_edaic.json"", ""resolved"": ""<local data dir>/release/overnight2/part10/af3_edaic.csv"", ""how"": ""json->sibling.csv"", ""n"": 275, ""n_speakers"": 275, ""median"": 0.9272385239601135, ""p10"": 0.8869",0.9226,0.9328,,,,,,
16,M9,M9.AudioFlamingo3.edaic_conflict.zero_shot_answer,0.9332,0.9239,0.9435,SUPPORT,0.9332423061132431,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[11],yes,,False,median,8,28,"{""model"": ""Audio Flamingo 3"", ""dataset"": ""edaic_conflict"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.641"", ""master_n"": ""390"", ""source"": ""<local data dir>/release/edaic_conflict_new/af3_edaic_conflict.json"", ""resolved"": ""<local data dir>/release/edaic_conflict_new/af3_edaic_conflict.csv"", ""how"": ""json->sibling.csv"", ""n"": 390, ""n_speakers"": 74, ""median"": 0.9332",0.9239,0.9435,,,,,,
16,M9,M9.AudioFlamingo3.edaic_conflict_v2.zero_shot_answer,0.9311,0.9271,0.9361,SUPPORT,0.9310977533459663,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[96],yes,,False,median,9,28,"{""model"": ""Audio Flamingo 3"", ""dataset"": ""edaic_conflict_v2"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6283"", ""master_n"": ""966"", ""source"": ""<local data dir>/release/edaic_rerun/part14/p14_af3.json"", ""resolved"": ""<local data dir>/release/edaic_rerun/part14/p14_af3.csv"", ""how"": ""json->sibling.csv"", ""n"": 966, ""n_speakers"": 138, ""median"": 0.9310977533459663, ""p1",0.9271,0.9361,,,,,,
16,M9,M9.AudioFlamingo3.edaic_full.zero_shot_answer,0.9413,0.9342,0.9476,SUPPORT,0.9413084536790848,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[88],yes,,False,median,8,28,"{""model"": ""Audio Flamingo 3"", ""dataset"": ""edaic_full"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.8565"", ""master_n"": ""275"", ""source"": ""<local data dir>/release/edaic_rerun/variants/af3_full.json"", ""resolved"": ""<local data dir>/release/edaic_rerun/variants/af3_full.csv"", ""how"": ""json->sibling.csv"", ""n"": 275, ""n_speakers"": 275, ""median"": 0.9413084536790848, ""p10",0.9342,0.9476,,,,,,
16,M9,M9.AudioFlamingo3.edaic_mid30.zero_shot_answer,0.9266,0.9192,0.9333,SUPPORT,0.9266144931316376,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[78],yes,,False,median,8,28,"{""model"": ""Audio Flamingo 3"", ""dataset"": ""edaic_mid30"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6949"", ""master_n"": ""275"", ""source"": ""<local data dir>/release/edaic_rerun/variants/af3_mid30.json"", ""resolved"": ""<local data dir>/release/edaic_rerun/variants/af3_mid30.csv"", ""how"": ""json->sibling.csv"", ""n"": 275, ""n_speakers"": 275, ""median"": 0.9266144931316376, """,0.9192,0.9333,,,,,,
16,M9,M9.AudioFlamingo3.edaic_mid300.zero_shot_answer,0.9398,0.9334,0.9441,SUPPORT,0.9398461580276489,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[83],yes,,False,median,8,28,"{""model"": ""Audio Flamingo 3"", ""dataset"": ""edaic_mid300"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.8374"", ""master_n"": ""275"", ""source"": ""<local data dir>/release/edaic_rerun/variants/af3_mid300.json"", ""resolved"": ""<local data dir>/release/edaic_rerun/variants/af3_mid300.csv"", ""how"": ""json->sibling.csv"", ""n"": 275, ""n_speakers"": 275, ""median"": 0.9398461580276489",0.9334,0.9441,,,,,,
16,M9,M9.AudioFlamingo3.kcl.zero_shot_answer,0.9434,0.9374,0.9501,SUPPORT,0.9434018433094025,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[12],yes,,False,median,7,27,"{""model"": ""Audio Flamingo 3"", ""dataset"": ""kcl"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6339"", ""master_n"": ""37"", ""source"": ""<local data dir>/release/overnight2/part3/af3_kcl.json"", ""resolved"": ""<local data dir>/release/overnight2/part3/af3_kcl.csv"", ""how"": ""json->sibling.csv"", ""n"": 37, ""n_speakers"": 37, ""median"": 0.9434018433094025, ""p10"": 0.920396250486373",0.9374,0.9501,,,,,,
16,M9,M9.AudioFlamingo3.neurovoz.zero_shot_answer,0.9132,0.9076,0.9177,SUPPORT,0.913163885474205,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[13],yes,,False,median,7,27,"{""model"": ""Audio Flamingo 3"", ""dataset"": ""neurovoz"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6006"", ""master_n"": ""1270"", ""source"": ""<local data dir>/release/overnight2/af3_new/af3_neurovoz.json"", ""resolved"": ""<local data dir>/release/overnight2/af3_new/af3_neurovoz.csv"", ""how"": ""json->sibling.csv"", ""n"": 1270, ""n_speakers"": 107, ""median"": 0.913163885474205, """,0.9076,0.9177,,,,,,
16,M9,M9.AudioFlamingo3.pcgita.zero_shot_answer,0.8968,0.8921,0.9013,SUPPORT,0.89680315554142,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[14],yes,,False,median,7,27,"{""model"": ""Audio Flamingo 3"", ""dataset"": ""pcgita"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.5508"", ""master_n"": ""1100"", ""source"": ""<local data dir>/release/overnight2/part3/af3_pcgita.json"", ""resolved"": ""<local data dir>/release/overnight2/part3/af3_pcgita.csv"", ""how"": ""json->sibling.csv"", ""n"": 1100, ""n_speakers"": 100, ""median"": 0.89680315554142, ""p10"": 0.841",0.8921,0.9013,,,,,,
16,M9,M9.AudioFlamingo3.pitt.zero_shot_answer,0.9487,0.9463,0.9505,SUPPORT,0.948676809668541,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[15],yes,,False,median,7,27,"{""model"": ""Audio Flamingo 3"", ""dataset"": ""pitt"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.5885"", ""master_n"": ""468"", ""source"": ""<local data dir>/release/overnight2/part3/af3_pitt.json"", ""resolved"": ""<local data dir>/release/overnight2/part3/af3_pitt.csv"", ""how"": ""json->sibling.csv"", ""n"": 468, ""n_speakers"": 228, ""median"": 0.948676809668541, ""p10"": 0.9133042812",0.9463,0.9505,,,,,,
16,M9,M9.Kimi-Audio.adress2020.zero_shot_answer,0.9971,0.9967,0.9976,SUPPORT,0.9971073567867279,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[16],yes,,False,median,9,28,"{""model"": ""Kimi-Audio"", ""dataset"": ""adress2020"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.7053"", ""master_n"": ""156"", ""source"": ""<local data dir>/release/overnight2/kimi_new/kimi_adress2020_zeroshot.json"", ""resolved"": ""<local data dir>/release/overnight2/kimi_new/kimi_adress2020_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 156, ""n_speakers"": 1",0.9967,0.9976,,,,,,
16,M9,M9.Kimi-Audio.adresso.zero_shot_answer,0.9956,0.9953,0.9962,SUPPORT,0.9955982565879822,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[17],yes,,False,median,9,28,"{""model"": ""Kimi-Audio"", ""dataset"": ""adresso"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.7531"", ""master_n"": ""237"", ""source"": ""<local data dir>/release/overnight2/kimi_new/kimi_adresso_zeroshot.json"", ""resolved"": ""<local data dir>/release/overnight2/kimi_new/kimi_adresso_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 237, ""n_speakers"": 237, ""medi",0.9953,0.9962,,,,,,
16,M9,M9.Kimi-Audio.edaic.zero_shot_answer,0.9981,0.9980,0.9982,SUPPORT,0.9980505704879761,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[18],yes,,False,median,9,28,"{""model"": ""Kimi-Audio"", ""dataset"": ""edaic"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6293"", ""master_n"": ""275"", ""source"": ""<local data dir>/release/overnight2/part3/kimi_edaic_zeroshot.json"", ""resolved"": ""<local data dir>/release/overnight2/part3/kimi_edaic_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 275, ""n_speakers"": 275, ""median"": 0.99805",0.9980,0.9982,,,,,,
16,M9,M9.Kimi-Audio.edaic_conflict.zero_shot_answer,0.9992,0.9990,0.9993,SUPPORT,0.999193474650383,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[19],yes,,False,median,10,28,"{""model"": ""Kimi-Audio"", ""dataset"": ""edaic_conflict"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6899"", ""master_n"": ""390"", ""source"": ""<local data dir>/release/edaic_conflict_new/kimi/kimi_edaic_conflict_zeroshot_scores.csv"", ""resolved"": ""<local data dir>/release/edaic_conflict_new/kimi/kimi_edaic_conflict_zeroshot_scores.csv"", ""how"": ""direct"", ""n"": 390, ""n_spea",0.9990,0.9993,,,,,,
16,M9,M9.Kimi-Audio.edaic_conflict_v2.zero_shot_answer,0.9992,0.9991,0.9994,SUPPORT,0.9992291331291199,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[95],yes,,False,median,11,28,"{""model"": ""Kimi-Audio"", ""dataset"": ""edaic_conflict_v2"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.7146"", ""master_n"": ""966"", ""source"": ""<local data dir>/release/edaic_rerun/part14/p14_kimi_zeroshot.json"", ""resolved"": ""<local data dir>/release/edaic_rerun/part14/p14_kimi_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 966, ""n_speakers"": 138, ""medi",0.9991,0.9994,,,,,,
16,M9,M9.Kimi-Audio.edaic_full.zero_shot_answer,0.9983,0.9981,0.9984,SUPPORT,0.9982790946960449,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[89],yes,,False,median,10,28,"{""model"": ""Kimi-Audio"", ""dataset"": ""edaic_full"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.5929"", ""master_n"": ""275"", ""source"": ""<local data dir>/release/edaic_rerun/pitt_all/kimi_full_zeroshot.json"", ""resolved"": ""<local data dir>/release/edaic_rerun/pitt_all/kimi_full_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 275, ""n_speakers"": 275, ""media",0.9981,0.9984,,,,,,
16,M9,M9.Kimi-Audio.edaic_mid30.zero_shot_answer,0.9991,0.9990,0.9992,SUPPORT,0.9991161748766899,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[79],yes,,False,median,10,28,"{""model"": ""Kimi-Audio"", ""dataset"": ""edaic_mid30"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6664"", ""master_n"": ""275"", ""source"": ""<local data dir>/release/edaic_rerun/variants/kimi_mid30_zeroshot.json"", ""resolved"": ""<local data dir>/release/edaic_rerun/variants/kimi_mid30_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 275, ""n_speakers"": 275, ""me",0.9990,0.9992,,,,,,
16,M9,M9.Kimi-Audio.edaic_mid300.zero_shot_answer,0.9987,0.9985,0.9989,SUPPORT,0.9987076371908188,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[84],yes,,False,median,10,28,"{""model"": ""Kimi-Audio"", ""dataset"": ""edaic_mid300"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6581"", ""master_n"": ""275"", ""source"": ""<local data dir>/release/edaic_rerun/variants/kimi_mid300_zeroshot.json"", ""resolved"": ""<local data dir>/release/edaic_rerun/variants/kimi_mid300_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 275, ""n_speakers"": 275, ",0.9985,0.9989,,,,,,
16,M9,M9.Kimi-Audio.kcl.zero_shot_answer,0.9973,0.9970,0.9977,SUPPORT,0.9972690641880035,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[20],yes,,False,median,9,28,"{""model"": ""Kimi-Audio"", ""dataset"": ""kcl"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.7113"", ""master_n"": ""37"", ""source"": ""<local data dir>/release/overnight2/kimi_new/kimi_kcl_zeroshot.json"", ""resolved"": ""<local data dir>/release/overnight2/kimi_new/kimi_kcl_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 37, ""n_speakers"": 37, ""median"": 0.99726906",0.9970,0.9977,,,,,,
16,M9,M9.Kimi-Audio.neurovoz.zero_shot_answer,0.9961,0.9961,0.9962,SUPPORT,0.9961485117673874,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[21],yes,,False,median,9,28,"{""model"": ""Kimi-Audio"", ""dataset"": ""neurovoz"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6204"", ""master_n"": ""1270"", ""source"": ""<local data dir>/release/overnight2/kimi_new/kimi_neurovoz_zeroshot.json"", ""resolved"": ""<local data dir>/release/overnight2/kimi_new/kimi_neurovoz_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 1270, ""n_speakers"": 107, ",0.9961,0.9962,,,,,,
16,M9,M9.Kimi-Audio.pcgita.zero_shot_answer,0.9959,0.9958,0.9960,SUPPORT,0.9959426373243332,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[22],yes,,False,median,9,28,"{""model"": ""Kimi-Audio"", ""dataset"": ""pcgita"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6147"", ""master_n"": ""1100"", ""source"": ""<local data dir>/release/overnight2/part3/kimi_pcgita_zeroshot.json"", ""resolved"": ""<local data dir>/release/overnight2/part3/kimi_pcgita_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 1100, ""n_speakers"": 100, ""median"": 0.",0.9958,0.9960,,,,,,
16,M9,M9.Kimi-Audio.pitt.zero_shot_answer,0.9966,0.9963,0.9970,SUPPORT,0.9966231435537338,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[23],yes,,False,median,9,28,"{""model"": ""Kimi-Audio"", ""dataset"": ""pitt"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.718"", ""master_n"": ""468"", ""source"": ""<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot.json"", ""resolved"": ""<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 468, ""n_speakers"": 228, ""median"": 0.996623143",0.9963,0.9970,,,,,,
16,M9,M9.Qwen2-Audio.adress2020.transcript_only,0.9424,0.9341,0.9503,SUPPORT,0.9424025788903236,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[24],yes,,False,median,8,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""adress2020"", ""stream"": ""transcript only"", ""master_auc"": ""0.7383"", ""master_n"": ""156"", ""source"": ""<local data dir>/paper1_local_runs/qwen2audio_adress2020_text.csv"", ""resolved"": ""<local data dir>/paper1_local_runs/qwen2audio_adress2020_text.csv"", ""how"": ""direct"", ""n"": 156, ""n_speakers"": 156, ""median"": 0.9424025788903236, ""p10"": 0.8551567308604717, ""min"": ",0.9341,0.9503,,,,,,
16,M9,M9.Qwen2-Audio.adresso.transcript_only,0.9110,0.8975,0.9225,SUPPORT,0.9109534621238708,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[26],yes,,False,median,8,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""adresso"", ""stream"": ""transcript only"", ""master_auc"": ""0.6825"", ""master_n"": ""237"", ""source"": ""<local data dir>/paper1_local_runs/qwen2audio_adresso_text.csv"", ""resolved"": ""<local data dir>/paper1_local_runs/qwen2audio_adresso_text.csv"", ""how"": ""direct"", ""n"": 237, ""n_speakers"": 237, ""median"": 0.9109534621238708, ""p10"": 0.7951909348368644, ""min"": 0.5272713",0.8975,0.9225,,,,,,
16,M9,M9.Qwen2-Audio.conflict.transcript_only,0.9808,0.9713,0.9864,SUPPORT,0.9808017835021019,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[28],yes,,False,median,8,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""conflict"", ""stream"": ""transcript only"", ""master_auc"": ""0.6171"", ""master_n"": ""390"", ""source"": ""<local data dir>/paper1_local_runs/qwen2audio_conflict_text.csv"", ""resolved"": ""<local data dir>/paper1_local_runs/qwen2audio_conflict_text.csv"", ""how"": ""direct"", ""n"": 390, ""n_speakers"": 74, ""median"": 0.9808017835021019, ""p10"": 0.8778848350048065, ""min"": 0.61035",0.9713,0.9864,,,,,,
16,M9,M9.Qwen2-Audio.edaic.transcript_only,0.9595,0.9497,0.9643,SUPPORT,0.9594515860080719,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[29],yes,,False,median,8,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""edaic"", ""stream"": ""transcript only"", ""master_auc"": ""0.6116"", ""master_n"": ""275"", ""source"": ""<local data dir>/paper1_local_runs/qwen2audio_edaic30_text.csv"", ""resolved"": ""<local data dir>/paper1_local_runs/qwen2audio_edaic30_text.csv"", ""how"": ""direct"", ""n"": 275, ""n_speakers"": 275, ""median"": 0.9594515860080719, ""p10"": 0.8766993522644043, ""min"": 0.652323942",0.9497,0.9643,,,,,,
16,M9,M9.Qwen2-Audio.edaic30.transcript_only,0.9595,0.9497,0.9643,SUPPORT,0.9594515860080719,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[29],yes,,False,median,8,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""edaic"", ""stream"": ""transcript only"", ""master_auc"": ""0.6116"", ""master_n"": ""275"", ""source"": ""<local data dir>/paper1_local_runs/qwen2audio_edaic30_text.csv"", ""resolved"": ""<local data dir>/paper1_local_runs/qwen2audio_edaic30_text.csv"", ""how"": ""direct"", ""n"": 275, ""n_speakers"": 275, ""median"": 0.9594515860080719, ""p10"": 0.8766993522644043, ""min"": 0.652323942",0.9497,0.9643,,,,,,
16,M9,M9.Qwen2-Audio.edaicfull.transcript_only,0.9664,0.9611,0.9720,SUPPORT,0.9664300009608269,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[33],yes,,False,median,8,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""edaicfull"", ""stream"": ""transcript only"", ""master_auc"": ""0.72"", ""master_n"": ""275"", ""source"": ""<local data dir>/paper1_local_runs/qwen2audio_edaicfull_text.csv"", ""resolved"": ""<local data dir>/paper1_local_runs/qwen2audio_edaicfull_text.csv"", ""how"": ""direct"", ""n"": 275, ""n_speakers"": 275, ""median"": 0.9664300009608269, ""p10"": 0.9095821246504784, ""min"": 0.807",0.9611,0.9720,,,,,,
16,M9,M9.Qwen2-Audio.pitt.transcript_only,0.9300,0.9236,0.9362,SUPPORT,0.930038794875145,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[37],yes,,False,median,8,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""pitt"", ""stream"": ""transcript only"", ""master_auc"": ""0.6762"", ""master_n"": ""468"", ""source"": ""<local data dir>/paper1_local_runs/qwen2audio_pitt_text.csv"", ""resolved"": ""<local data dir>/paper1_local_runs/qwen2audio_pitt_text.csv"", ""how"": ""direct"", ""n"": 468, ""n_speakers"": 228, ""median"": 0.930038794875145, ""p10"": 0.7991005212068558, ""min"": 0.4424881786108017,",0.9236,0.9362,,,,,,
16,M9,M9.Qwen2-Audio.adress2020.zero_shot_answer,0.9967,0.9965,0.9971,SUPPORT,0.9967229887843132,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[25],yes,,False,median,9,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""adress2020"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6824"", ""master_n"": ""156"", ""source"": ""<local data dir>/paper1_local_runs/probe2/adress2020_zeroshot_scores.csv"", ""resolved"": ""<local data dir>/paper1_local_runs/probe2/adress2020_zeroshot_scores.csv"", ""how"": ""direct"", ""n"": 156, ""n_speakers"": 156, ""median"": 0.9967229887843132, ""p10"": 0.9931092709",0.9965,0.9971,,,,,,
16,M9,M9.Qwen2-Audio.adresso.zero_shot_answer,0.9969,0.9966,0.9971,SUPPORT,0.9969336986541748,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[27],yes,,False,median,9,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""adresso"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6649"", ""master_n"": ""237"", ""source"": ""<local data dir>/paper1_local_runs/probe2/adresso_zeroshot_scores.csv"", ""resolved"": ""<local data dir>/paper1_local_runs/probe2/adresso_zeroshot_scores.csv"", ""how"": ""direct"", ""n"": 237, ""n_speakers"": 237, ""median"": 0.9969336986541748, ""p10"": 0.993613463640213, ""m",0.9966,0.9971,,,,,,
16,M9,M9.Qwen2-Audio.edaic.zero_shot_answer,0.9959,0.9952,0.9964,SUPPORT,0.9959258288145065,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[30],yes,,False,median,9,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""edaic"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6464"", ""master_n"": ""275"", ""source"": ""<local data dir>/paper1_local_runs/probe2/edaic_zeroshot_scores.csv"", ""resolved"": ""<local data dir>/paper1_local_runs/probe2/edaic_zeroshot_scores.csv"", ""how"": ""direct"", ""n"": 275, ""n_speakers"": 275, ""median"": 0.9959258288145065, ""p10"": 0.9872762873768807, ""min"": ",0.9952,0.9964,,,,,,
16,M9,M9.Qwen2-Audio.edaic_conflict.zero_shot_answer,0.9989,0.9985,0.9992,SUPPORT,0.9989346556831151,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[32],yes,,False,median,10,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""edaic_conflict"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6568"", ""master_n"": ""390"", ""source"": ""<local data dir>/release/edaic_conflict_new/q2a_edaic_conflict_zeroshot.json"", ""resolved"": ""<local data dir>/release/edaic_conflict_new/q2a_edaic_conflict_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 390, ""n_spe",0.9985,0.9992,,,,,,
16,M9,M9.Qwen2-Audio.edaic_conflict_v2.zero_shot_answer,0.9989,0.9987,0.9992,SUPPORT,0.9989490555599332,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[93],yes,,False,median,11,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""edaic_conflict_v2"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6277"", ""master_n"": ""966"", ""source"": ""<local data dir>/release/edaic_rerun/part14/p14_q2a_zeroshot.json"", ""resolved"": ""<local data dir>/release/edaic_rerun/part14/p14_q2a_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 966, ""n_speakers"": 138, ""media",0.9987,0.9992,,,,,,
16,M9,M9.Qwen2-Audio.edaic_full.zero_shot_answer,0.9970,0.9965,0.9975,SUPPORT,0.9970297515392303,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[86],yes,,False,median,10,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""edaic_full"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.633"", ""master_n"": ""275"", ""source"": ""<local data dir>/release/edaic_rerun/variants/q2a_full_zeroshot.json"", ""resolved"": ""<local data dir>/release/edaic_rerun/variants/q2a_full_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 275, ""n_speakers"": 275, ""median""",0.9965,0.9975,,,,,,
16,M9,M9.Qwen2-Audio.edaic_mid30.zero_shot_answer,0.9990,0.9987,0.9993,SUPPORT,0.9989950340241194,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[76],yes,,False,median,10,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""edaic_mid30"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6891"", ""master_n"": ""275"", ""source"": ""<local data dir>/release/edaic_rerun/variants/q2a_mid30_zeroshot.json"", ""resolved"": ""<local data dir>/release/edaic_rerun/variants/q2a_mid30_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 275, ""n_speakers"": 275, ""med",0.9987,0.9993,,,,,,
16,M9,M9.Qwen2-Audio.edaic_mid300.zero_shot_answer,0.9972,0.9969,0.9976,SUPPORT,0.9972422420978546,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[81],yes,,False,median,10,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""edaic_mid300"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6332"", ""master_n"": ""275"", ""source"": ""<local data dir>/release/edaic_rerun/variants/q2a_mid300_zeroshot.json"", ""resolved"": ""<local data dir>/release/edaic_rerun/variants/q2a_mid300_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 275, ""n_speakers"": 275, """,0.9969,0.9976,,,,,,
16,M9,M9.Qwen2-Audio.kcl.zero_shot_answer,0.9991,0.9989,0.9994,SUPPORT,0.9991311356425285,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[34],yes,,False,median,9,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""kcl"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.5923"", ""master_n"": ""37"", ""source"": ""<local data dir>/paper1_local_runs/probe2/kcl_zeroshot_scores.csv"", ""resolved"": ""<local data dir>/paper1_local_runs/probe2/kcl_zeroshot_scores.csv"", ""how"": ""direct"", ""n"": 37, ""n_speakers"": 37, ""median"": 0.9991311356425285, ""p10"": 0.9980243504047394, ""min"": 0.9968684",0.9989,0.9994,,,,,,
16,M9,M9.Qwen2-Audio.neurovoz.zero_shot_answer,0.9992,0.9992,0.9992,SUPPORT,0.9992037137271836,<local data dir>/release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[32],yes,,False,hi,8,28,"{""model"": ""Qwen2-Audio"", ""dataset"": ""edaic_conflict"", ""stream"": ""zero shot answer"", ""master_auc"": ""0.6568"", ""master_n"": ""390"", ""source"": ""<local data dir>/release/edaic_conflict_new/q2a_edaic_conflict_zeroshot.json"", ""resolved"": ""<local data dir>/release/edaic_conflict_new/q2a_edaic_conflict_zeroshot_scores.csv"", ""how"": ""json->sibling_scores.csv"", ""n"": 390, ""n_spe",0.9992,0.9992,,,,,,
