order_group,line,context,paper_value,file_value,file_path,estimator,status,red_span,reason,value_status,method_constant,kind,section,item_id,added_basis,tex_file
added_23sep,140,"The E-DAIC answer rises with the audio it hears: 0.66 on the first 30 s, which is mostly session setup, 0.72 on a middle 30 s, 0.81 on a middle five minutes and 0.84 on the whole interview, while the encoder probe never exceeds 0.63 on any window.",0.63,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,point,Audio LLM performance,L140_674,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Size of the gap. The encoder probe, with its layer chosen inside the training folds, reaches 0.75 to 0.92 on the Parkinson's sets and 0.77 to 0.88 on the Alzheimer's sets (Fig. \reffig:gap).",0.77 to 0.88,0.7768 to 0.9160,omni_kcl_enc_nested_oof.csv ; omni_neurovoz_enc_nested_oof.csv ; omni_pcgita_enc_nested_oof.csv,"Qwen2.5-Omni encoder probe SINGLE-SPLIT OOF (M7), PD",MISMATCH,,"no compatible named set matches both ends; closest SET 'Qwen2.5-Omni encoder probe SINGLE-SPLIT OOF (M7), PD' gives 0.7768 (kcl) to 0.9160 (neurovoz); members: pcgita 0.9089; neurovoz 0.9160; kcl 0.7768; others: Qwen2.5-Omni encoder_probe, PD gives 0.75 to 0.92 | Qwen2.5-Omni best probe (max over encoder/LM/answer-state/projector), PD gives 0.75 to 0.93",,no,range,Probing Results,L149_152,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"The paired difference \Delta excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL (37 speakers), from 0.11 [0.05, 0.18] on Pitt to 0.33 on PC-GITA.",37,,<local data dir>/release/omni_final/omni_kcl_nested_repeats.json,"five split nested, mean of 5 repeats (json field enc.mean)",MATCH,,count: 88 index rows for kcl carry n_spk/n = 37 (e.g. handcheck_values.csv:38),current,no,integer,Probing Results,L149_314,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"The paired difference \Delta excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL (37 speakers), from 0.11 [0.05, 0.18] on Pitt to 0.33 on PC-GITA.",0.11,0.7506,<local data dir>/release/omni_final/omni_kcl_nested_repeats.json,"five split nested, mean of 5 repeats (json field enc.mean)",MISMATCH,,"context [model=Qwen2-Audio/Qwen2.5-Omni/Qwen3-Omni/Audio Flamingo 2/Audio F; data=kcl; stream=encoder_probe; arm=all; every model except , stream from previous sentence]; best current candidate Qwen2.5-Omni|kcl|encoder_probe|all = 0.7506 (five split nested, mean of 5 repeats (json field enc.mean)) rounds to 0.75; same-tier values: 0.7506 (kcl five split nested, mean of 5 repeats (js, current), 0.7506 (kcl five split nested, mean of 5 repeats, current), 0.7661 (kcl five split nested, mean of 5 repeats (js, current), 0.7661 (kcl five split nested, mean of 5 repeats, current)",current,no,point,Probing Results,L149_333,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"The paired difference \Delta excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL (37 speakers), from 0.11 [0.05, 0.18] on Pitt to 0.33 on PC-GITA.","0.05, 0.18",0.7506,<local data dir>/release/omni_final/omni_kcl_nested_repeats.json,"five split nested, mean of 5 repeats (json field enc.mean)",MISMATCH,,"context [model=Qwen2-Audio/Qwen2.5-Omni/Qwen3-Omni/Audio Flamingo 2/Audio F; data=kcl; stream=encoder_probe; arm=all; every model except , stream from previous sentence]; best current candidate Qwen2.5-Omni|kcl|encoder_probe|all = 0.7506 (five split nested, mean of 5 repeats (json field enc.mean)) rounds to 0.75; same-tier values: 0.7506 (kcl five split nested, mean of 5 repeats (js, current), 0.7506 (kcl five split nested, mean of 5 repeats, current), 0.7661 (kcl five split nested, mean of 5 repeats (js, current), 0.7661 (kcl five split nested, mean of 5 repeats, current)",current,no,interval,Probing Results,L149_339,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"The paired difference \Delta excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL (37 speakers), from 0.11 [0.05, 0.18] on Pitt to 0.33 on PC-GITA.",0.33,0.8941,<local data dir>/release/omni_final/omni_pcgita_nested_repeats.json,"five split nested, mean of 5 repeats (json field enc.mean)",MISMATCH,,"context [model=Qwen2-Audio/Qwen2.5-Omni/Qwen3-Omni/Audio Flamingo 2/Audio F; data=pcgita; stream=encoder_probe; arm=all; every model except , stream from previous sentence]; best current candidate Qwen2.5-Omni|pcgita|encoder_probe|all = 0.8941 (five split nested, mean of 5 repeats (json field enc.mean)) rounds to 0.89; same-tier values: 0.001203 (pcgita pcgita pcgita_groupkfold5_pod_seed0..4.c, current), 0.8298 (pcgita PC-GITA Omni encoder nested probe AUC, A, current), 0.8941 (pcgita five split nested, mean of 5 repeats (js, current), 0.8941 (pcgita five split nested, mean of 5 repeats, current)",current,no,point,Probing Results,L149_362,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.76, so its Alzheimer's gap is only 0.05.",0.90,0.8969,<local data dir>/release/edaic_rerun/part16/POD3/q3o_pcgita_encoder_nested_oof.csv,"mean of five per-repeat AUCs (five split nested, layer chosen inside the training folds), POD3 re-extraction; the AUC of the averaged probabilities is 0.9109 and is NOT used; same convention as the Qw",MATCH,,"context [model=Qwen3-Omni; data=pcgita; stream=encoder_probe; arm=all]; tier current; same-tier values that round differently: 0.001203 (pcgita pcgita pcgita_groupkfold5_pod_seed0..4.c, current), 0.9091 (pcgita single split nested OOF, current), 0.9109 (pcgita Qwen3-Omni PC-GITA encoder probe, AUC of, current), 0.9133 (pcgita Q3O PC-GITA ENCODER best single stage = , current)",current,no,point,Probing Results,L149_531,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.76, so its Alzheimer's gap is only 0.05.",0.81,0.8122,<local data dir>/release/edaic_rerun/part16/POD3/q3o_pitt_encoder_nested_oof.csv,"mean of five per-repeat AUCs (five split nested, layer chosen inside the training folds), POD3 re-extraction; the AUC of the averaged probabilities is 0.8354 and is NOT used; per-repeat AUCs also in p",MATCH,,"context [model=Qwen3-Omni; data=pitt; stream=encoder_probe; arm=all]; tier current; same-tier values that round differently: 0.8276 (pitt Q3O Pitt ENCODER best single stage = lay, current), 0.8354 (pitt Qwen3-Omni Pitt encoder probe, AUC of av, current), 0.8442 (pitt single split nested OOF, current)",current,no,point,Probing Results,L149_551,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.76, so its Alzheimer's gap is only 0.05.",0.60,0.7619,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MISMATCH,,"context [model=Qwen3-Omni; data=pitt; stream=zero_shot; arm=all]; best CONTESTED candidate Qwen3-Omni|pitt|zero_shot|all = 0.7619 (zero shot answer, rank AUC recomputed here from per-clip p_y) rounds to 0.76; same-tier values: 0.7619 (pitt Q3O Pitt zero-shot answer AUC, SHIPPED f, CONTESTED), 0.7619 (pitt zero shot answer, rank AUC recomputed he, CONTESTED), 0.7619 (pitt zero shot, 30 s window, CONTESTED), 0.7619 (pitt zero shot, CONTESTED)",CONTESTED,no,point,Probing Results,L149_593,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.76, so its Alzheimer's gap is only 0.05.",0.76,0.7619,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MATCH,,"context [model=Qwen3-Omni; data=pitt; stream=zero_shot; arm=all]; tier CONTESTED; same-tier values that round differently: 0.7673 (pitt Q3O Pitt zero-shot AUC, sdpa attention k, CONTESTED), 0.7673 (pitt Q3O Pitt zero-shot answer AUC, THIS pod , CONTESTED), 0.7679 (pitt Q3O Pitt zero-shot AUC, eager attention , CONTESTED); NOTE S6: shipped 0.7619 vs 2026-09-22 rerun 0.7673 on the same 468 clips; unresolved",CONTESTED,no,point,Probing Results,L149_602,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.76, so its Alzheimer's gap is only 0.05.",0.05,-0.2165,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,Qwen3-Omni-30B-A3B | B_pitt | conflict_minus_agreement | src=primary,MISMATCH,,"context [model=Qwen3-Omni; data=pitt; stream=zero_shot; arm=all; delta]; best current candidate Qwen3-Omni|pitt|zero_shot|conflict-agreement = -0.2165 (Qwen3-Omni-30B-A3B | B_pitt | conflict_minus_agreement | src) rounds to -0.22; same-tier values: -0.2165 (pitt Pitt conflict MINUS agreement paired del, current), -0.2165 (pitt Qwen3-Omni-30B-A3B | B_pitt | conflict_m, current), -0.2165 (pitt paired speaker bootstrap of the AUC diff, current), -0.2165 (pitt zero shot answer, current)",current,no,point,Probing Results,L149_639,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"\par\parAcoustic, channel and age controls. The eGeMAPS baseline reads 0.53 to 0.84.",0.53 to 0.84,,,,UNMATCHED,,"no named set compatible with context [model=Qwen3-Omni; data=pitt; stream=enc_minus_egemaps; arm=all; dataset from previous sentence] (streams ['enc_minus_egemaps'], group any)",,no,range,Probing Results,L149_735,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"The encoder probe is above it on every set, by 0.01 on MDVR-KCL to 0.18 on ADReSSo, and on PC-GITA and NeuroVoz the baseline itself beats the zero-shot answer by 0.27 and 0.15.",0.01 on MDVR-KCL to 0.18,0.5916 to 0.9213,edaic_full_perclip.csv ; omni_adress2020_nested_repeats.json ; omni_adresso_nested_repeats.json ; omni_kcl_nested_repeats.json ; omni_neurovoz_nested_repeats.json ; omni_pcgita_nested_repeats.json ; pitt_enc_nested5_oof.npz,"Qwen2.5-Omni encoder_probe, ALL7 (E-DAIC full)",MISMATCH,,"no compatible named set matches both ends; closest SET 'Qwen2.5-Omni encoder_probe, ALL7 (E-DAIC full)' gives 0.5916 (edaic_full) to 0.9213 (neurovoz); members: pcgita 0.8941; neurovoz 0.9213; kcl 0.7506; pitt 0.7706; adresso 0.8752; adress2020 0.8043; edaic_full 0.5916; others: Qwen2.5-Omni encoder_probe, ALL7 (E-DAIC first 30 s) gives 0.60 to 0.92 | Qwen2.5-Omni encoder_probe, ALL7 without MDVR-KCL (E-DAIC first 30 s) gives 0.60 to 0.92 | Qwen2.5-Omni best probe (max over encoder/LM/answer-state/projector), ALL7 (E-DAIC first 30 s) gives 0.61 to 0.93",,no,range,Probing Results,L149_796,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"The encoder probe is above it on every set, by 0.01 on MDVR-KCL to 0.18 on ADReSSo, and on PC-GITA and NeuroVoz the baseline itself beats the zero-shot answer by 0.27 and 0.15.",0.27,-0.0997,<local data dir>/release/edaic_rerun/part16/M3_speaker_level.csv,Omni zero shot neurovoz paired clip minus speaker AUC,MISMATCH,,"context [model=Qwen2.5-Omni (default); data=neurovoz; stream=zero_shot; arm=all; delta]; best current candidate Qwen2.5-Omni|neurovoz|zero_shot|all = -0.0997 (Omni zero shot neurovoz paired clip minus speaker AUC) rounds to -0.10; same-tier values: -0.0117 (neurovoz NeuroVoz PAIRED zero-shot delta, before , current), -0.0997 (neurovoz Omni zero shot neurovoz paired clip minu, current), 0.2078 (neurovoz projector gain, paired, current), 0.2209 (neurovoz paired probe minus zero-shot AUC, neurov, current)",current,no,point,Probing Results,L149_911,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"The encoder probe is above it on every set, by 0.01 on MDVR-KCL to 0.18 on ADReSSo, and on PC-GITA and NeuroVoz the baseline itself beats the zero-shot answer by 0.27 and 0.15.",0.15,0.6951,<local data dir>/release/omni_final/omni_neurovoz_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=neurovoz; stream=zero_shot; arm=all]; best current candidate Qwen2.5-Omni|neurovoz|zero_shot|all = 0.6951 (zero shot answer, rank AUC recomputed here from per-clip p_y) rounds to 0.70; same-tier values: 0.6951 (neurovoz NeuroVoz Qwen2.5-Omni zero-shot answer A, current), 0.6951 (neurovoz Omni zero shot neurovoz clip-level AUC, current), 0.6951 (neurovoz Qwen2.5-Omni zero-shot audio answer AUC,, current), 0.6951 (neurovoz zero shot AUC, current)",current,no,point,Probing Results,L149_920,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.",0.80,0.7986,<local data dir>/release/edaic_rerun/confounds/confound_auc.csv,"recording-only feature quiet_rolloff85_hz, speaker-level AUC, direction-free strength max(auc, 1-auc)",MATCH,,"context [model=Qwen2.5-Omni (default); data=neurovoz; stream=confound; arm=all]; tier current; same-tier values that round differently: 0.5252 (neurovoz recording-only feature loudness_db, spea, current), 0.6724 (neurovoz recording-only feature dur_s, speaker-le, current), 0.6965 (neurovoz recording-only feature noise_floor_db, s, current), 0.7161 (neurovoz recording-only feature snr_db, speaker-l, current)",current,no,point,Probing Results,L149_1065,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Five recording features from the quietest frames (noise floor, SNR, spectral centroid, roll-off and tilt) separate the NeuroVoz groups at 0.80 and the PC-GITA groups at 0.67, so part of the Parkinson's probe may come from the recording channel.",0.67,0.6872,<local data dir>/release/edaic_rerun/confounds/confound_auc.csv,"recording-only feature noise_floor_db, speaker-level AUC, direction-free strength max(auc, 1-auc)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pcgita; stream=confound; arm=all]; best current candidate recording|pcgita|confound_noise_floor_db|all = 0.6872 (recording-only feature noise_floor_db, speaker-level AUC, di) rounds to 0.69; same-tier values: 0.5712 (pcgita recording-only feature dur_s, speaker-le, current), 0.5936 (pcgita recording-only feature quiet_rolloff85_h, current), 0.5952 (pcgita recording-only feature quiet_tilt_db_per, current), 0.6024 (pcgita recording-only feature quiet_centroid_hz, current)",current,no,point,Probing Results,L149_1096,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",0.56,0.6872,<local data dir>/release/edaic_rerun/confounds/confound_auc.csv,"recording-only feature noise_floor_db, speaker-level AUC, direction-free strength max(auc, 1-auc)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pcgita; stream=confound; arm=all; stream from previous sentence]; best current candidate recording|pcgita|confound_noise_floor_db|all = 0.6872 (recording-only feature noise_floor_db, speaker-level AUC, di) rounds to 0.69; same-tier values: 0.5712 (pcgita recording-only feature dur_s, speaker-le, current), 0.5936 (pcgita recording-only feature quiet_rolloff85_h, current), 0.5952 (pcgita recording-only feature quiet_tilt_db_per, current), 0.6024 (pcgita recording-only feature quiet_centroid_hz, current)",current,no,point,Probing Results,L149_1224,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",0.83,0.8298,<local data dir>/release/edaic_rerun/part16/POD4/p16_pg_after_enc_nested_oof.csv,"PC-GITA Omni encoder nested probe AUC, AFTER normalisation",MATCH,,"context [model=Qwen2.5-Omni (default); data=pcgita; stream=encoder_probe; arm=all]; tier current; same-tier values that round differently: 0.8941 (pcgita five split nested, mean of 5 repeats (js, current), 0.8941 (pcgita five split nested, mean of 5 repeats, current), 0.8959 (pcgita PC-GITA Omni encoder nested probe AUC, B, current), 0.9089 (pcgita Qwen2.5-Omni nested encoder probe AUC, p, current)",current,no,point,Probing Results,L149_1274,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",0.07,0.8941,<local data dir>/release/omni_final/omni_pcgita_nested_repeats.json,"five split nested, mean of 5 repeats (json field enc.mean)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pcgita; stream=encoder_probe; arm=all]; best current candidate Qwen2.5-Omni|pcgita|encoder_probe|all = 0.8941 (five split nested, mean of 5 repeats (json field enc.mean)) rounds to 0.89; same-tier values: 0.8298 (pcgita PC-GITA Omni encoder nested probe AUC, A, current), 0.8941 (pcgita five split nested, mean of 5 repeats (js, current), 0.8941 (pcgita five split nested, mean of 5 repeats, current), 0.8959 (pcgita PC-GITA Omni encoder nested probe AUC, B, current)",current,no,point,Probing Results,L149_1283,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",0.12,0.8941,<local data dir>/release/omni_final/omni_pcgita_nested_repeats.json,"five split nested, mean of 5 repeats (json field enc.mean)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pcgita; stream=encoder_probe; arm=all]; best current candidate Qwen2.5-Omni|pcgita|encoder_probe|all = 0.8941 (five split nested, mean of 5 repeats (json field enc.mean)) rounds to 0.89; same-tier values: 0.8298 (pcgita PC-GITA Omni encoder nested probe AUC, A, current), 0.8941 (pcgita five split nested, mean of 5 repeats (js, current), 0.8941 (pcgita five split nested, mean of 5 repeats, current), 0.8959 (pcgita PC-GITA Omni encoder nested probe AUC, B, current)",current,no,point,Probing Results,L149_1292,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",0.02,0.8941,<local data dir>/release/omni_final/omni_pcgita_nested_repeats.json,"five split nested, mean of 5 repeats (json field enc.mean)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=pcgita; stream=encoder_probe; arm=all]; best current candidate Qwen2.5-Omni|pcgita|encoder_probe|all = 0.8941 (five split nested, mean of 5 repeats (json field enc.mean)) rounds to 0.89; same-tier values: 0.8298 (pcgita PC-GITA Omni encoder nested probe AUC, A, current), 0.8941 (pcgita five split nested, mean of 5 repeats (js, current), 0.8941 (pcgita five split nested, mean of 5 repeats, current), 0.8959 (pcgita PC-GITA Omni encoder nested probe AUC, B, current)",current,no,point,Probing Results,L149_1301,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",0.57,0.5728,<local data dir>/release/edaic_rerun/part16/POD4/p16_pg_before_zeroshot_scores.csv,"PC-GITA Omni zero-shot AUC, BEFORE normalisation",MATCH,,"context [model=Qwen2.5-Omni (default); data=pcgita; stream=zero_shot; arm=all]; tier current; same-tier values that round differently: 0.5635 (pcgita Omni zero shot pcgita clip-level AUC, current), 0.5635 (pcgita PC-GITA Qwen2.5-Omni zero-shot answer AU, current), 0.5635 (pcgita Qwen2.5-Omni zero-shot audio answer AUC,, current), 0.5635 (pcgita zero shot AUC, current)",current,no,point,Probing Results,L149_1332,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",0.60,0.6951,<local data dir>/release/omni_final/omni_neurovoz_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=neurovoz; stream=zero_shot; arm=all]; best current candidate Qwen2.5-Omni|neurovoz|zero_shot|all = 0.6951 (zero shot answer, rank AUC recomputed here from per-clip p_y) rounds to 0.70; same-tier values: 0.6951 (neurovoz NeuroVoz Qwen2.5-Omni zero-shot answer A, current), 0.6951 (neurovoz Omni zero shot neurovoz clip-level AUC, current), 0.6951 (neurovoz Qwen2.5-Omni zero-shot audio answer AUC,, current), 0.6951 (neurovoz zero shot AUC, current)",current,no,point,Probing Results,L149_1350,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",0.89,0.8924,<local data dir>/release/edaic_rerun/part16/POD4/p16_nv_after_enc_nested_oof.csv,"NeuroVoz Omni encoder nested probe AUC, AFTER normalisation",MATCH,,"context [model=Qwen2.5-Omni (default); data=neurovoz; stream=encoder_probe/lm_probe/answer_state_probe/projector_probe; arm=all]; tier current; same-tier values that round differently: 0.9092 (neurovoz five split nested, mean of 1 repeats (js, current), 0.9092 (neurovoz single split nested, current), 0.916 (neurovoz Qwen2.5-Omni nested encoder probe AUC, n, current), 0.9213 (neurovoz five split nested, mean of 5 repeats (js, current)",current,no,point,Probing Results,L149_1393,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"Normalising loudness and noise floor brings them to 0.56 on PC-GITA, where the encoder probe falls to 0.83 (-0.07 [-0.12, -0.02]) and the answer stays at 0.57, and only to 0.60 on NeuroVoz, where the probe falls to 0.89 (-0.03 [-0.061, -0.001]).",0.03,0.9213,<local data dir>/release/omni_final/omni_neurovoz_nested_repeats.json,"five split nested, mean of 5 repeats (json field enc.mean)",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=neurovoz; stream=encoder_probe/lm_probe/answer_state_probe/projector_probe; arm=all]; best current candidate Qwen2.5-Omni|neurovoz|encoder_probe|all = 0.9213 (five split nested, mean of 5 repeats (json field enc.mean)) rounds to 0.92; same-tier values: 0.8895 (neurovoz five split nested, mean of 5 repeats (js, current), 0.8895 (neurovoz five split nested, mean of 5 repeats, current), 0.8924 (neurovoz NeuroVoz Omni encoder nested probe AUC, , current), 0.9092 (neurovoz five split nested, mean of 1 repeats (js, current)",current,no,point,Probing Results,L149_1402,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
