stream_key,model,stream,seg_uid,clip_id,speaker_id,n_repeats_in_agreement_arm,p_yes
o25,Qwen2.5-Omni,audio,a005306,agreement_660_a005306,660,3,0.3489278403909889
o25,Qwen2.5-Omni,audio,a005326,agreement_660_a005326,660,1,0.2122294103989673
o25,Qwen2.5-Omni,audio,a005352,agreement_661_a005352,661,1,0.919722599853399
o25,Qwen2.5-Omni,audio,a005351,agreement_661_a005351,661,1,0.9100002866195953
o25,Qwen2.5-Omni,audio,a005340,agreement_661_a005340,661,1,0.4535327452404427
o25,Qwen2.5-Omni,audio,a005354,agreement_661_a005354,661,1,0.42280363427977424
o25,Qwen2.5-Omni,audio,a005373,agreement_662_a005373,662,1,0.14041749110039603
o25,Qwen2.5-Omni,audio,a005473,agreement_667_a005473,667,2,0.14816981565567836
o25,Qwen2.5-Omni,audio,a005466,agreement_667_a005466,667,2,0.20198974969262978
o25,Qwen2.5-Omni,audio,a005529,agreement_670_a005529,670,2,0.15628012222741736
o25,Qwen2.5-Omni,audio,a005622,agreement_680_a005622,680,1,0.6226491470278759
o25,Qwen2.5-Omni,audio,a005631,agreement_680_a005631,680,2,0.7983918743379949
o25,Qwen2.5-Omni,audio,a005602,agreement_680_a005602,680,1,0.4380334914266147
o25,Qwen2.5-Omni,audio,a005687,agreement_684_a005687,684,1,0.2691834692088944
o25,Qwen2.5-Omni,audio,a005741,agreement_688_a005741,688,1,0.8521304684879291
o25,Qwen2.5-Omni,audio,a005732,agreement_688_a005732,688,3,0.755184095123206
o25,Qwen2.5-Omni,audio,a005907,agreement_698_a005907,698,2,0.42277080332869454
o25,Qwen2.5-Omni,audio,a005919,agreement_698_a005919,698,1,0.6793615750112896
o25,Qwen2.5-Omni,audio,a005914,agreement_698_a005914,698,2,0.9755932042232607
o25,Qwen2.5-Omni,audio,a005917,agreement_698_a005917,698,2,0.8082299899820128
o25,Qwen2.5-Omni,audio,a005921,agreement_698_a005921,698,2,0.9325456134912062
o25,Qwen2.5-Omni,audio,a005896,agreement_698_a005896,698,1,0.422644343486012
o25,Qwen2.5-Omni,audio,a005928,agreement_698_a005928,698,1,0.43801854520144023
o25,Qwen2.5-Omni,audio,a005969,agreement_705_a005969,705,1,0.9197782972885941
o25,Qwen2.5-Omni,audio,a005988,agreement_707_a005988,707,1,0.21218295062817827
o25,Qwen2.5-Omni,audio,a006009,agreement_708_a006009,708,1,0.14043937276325993
o25,Qwen2.5-Omni,audio,a006073,agreement_712_a006073,712,2,0.07164250134443315
o25,Qwen2.5-Omni,audio,a006066,agreement_712_a006066,712,2,0.04211273276103922
o25,Qwen2.5-Omni,audio,a006094,agreement_713_a006094,713,3,0.22284536456374057
o25,Qwen2.5-Omni,audio,a006150,agreement_716_a006150,716,2,0.9604446960579073
o25,Qwen2.5-Omni,audio,a006145,agreement_716_a006145,716,1,0.6793833000062293
o25,Qwen2.5-Omni,audio,a006167,agreement_717_a006167,717,2,0.21220185522116333
o25,Qwen2.5-Omni,audio,a006210,agreement_718_a006210,718,1,0.19200883301440475
q3o,Qwen3-Omni-30B-A3B,audio,a000030,agreement_301_a000030,301,1,0.10668753340479499
q3o,Qwen3-Omni-30B-A3B,audio,a000018,agreement_301_a000018,301,1,0.005911556628552871
q3o,Qwen3-Omni-30B-A3B,audio,a000045,agreement_302_a000045,302,1,0.14805857664719335
q3o,Qwen3-Omni-30B-A3B,audio,a000033,agreement_302_a000033,302,1,0.01406516964090917
q3o,Qwen3-Omni-30B-A3B,audio,a000049,agreement_303_a000049,303,1,0.004609998645302613
q3o,Qwen3-Omni-30B-A3B,audio,a000143,agreement_306_a000143,306,1,0.01243205274978785
q3o,Qwen3-Omni-30B-A3B,audio,a000141,agreement_306_a000141,306,1,0.02297954166783877
q3o,Qwen3-Omni-30B-A3B,audio,a000152,agreement_306_a000152,306,1,0.022979687325141586
q3o,Qwen3-Omni-30B-A3B,audio,a000160,agreement_307_a000160,307,3,0.009709370564428069
q3o,Qwen3-Omni-30B-A3B,audio,a000167,agreement_307_a000167,307,1,0.00857787881866387
q3o,Qwen3-Omni-30B-A3B,audio,a000193,agreement_308_a000193,308,4,0.9986742423563458
q3o,Qwen3-Omni-30B-A3B,audio,a000189,agreement_308_a000189,308,1,0.9959281405437163
q3o,Qwen3-Omni-30B-A3B,audio,a000243,agreement_311_a000243,311,1,0.8519424468659136
q3o,Qwen3-Omni-30B-A3B,audio,a000262,agreement_312_a000262,312,1,0.015907521278872246
q3o,Qwen3-Omni-30B-A3B,audio,a000301,agreement_314_a000301,314,1,0.022979735915723817
q3o,Qwen3-Omni-30B-A3B,audio,a000310,agreement_314_a000310,314,1,0.1329686062968322
q3o,Qwen3-Omni-30B-A3B,audio,a000319,agreement_314_a000319,314,1,0.033088572486488006
q3o,Qwen3-Omni-30B-A3B,audio,a000305,agreement_314_a000305,314,2,0.029315631988220615
q3o,Qwen3-Omni-30B-A3B,audio,a000349,agreement_315_a000349,315,1,0.13297450875784042
q3o,Qwen3-Omni-30B-A3B,audio,a000351,agreement_315_a000351,315,2,0.24506517135507502
q3o,Qwen3-Omni-30B-A3B,audio,a000342,agreement_315_a000342,315,2,0.4073285377253768
q3o,Qwen3-Omni-30B-A3B,audio,a000394,agreement_318_a000394,318,1,0.07585739499131593
q3o,Qwen3-Omni-30B-A3B,audio,a000435,agreement_321_a000435,321,1,0.9986743847401115
q3o,Qwen3-Omni-30B-A3B,audio,a000439,agreement_321_a000439,321,1,0.7310427083065049
q3o,Qwen3-Omni-30B-A3B,audio,a000436,agreement_321_a000436,321,1,0.9984977414936619
q3o,Qwen3-Omni-30B-A3B,audio,a000472,agreement_323_a000472,323,1,0.0075775434974002754
q3o,Qwen3-Omni-30B-A3B,audio,a000484,agreement_323_a000484,323,1,0.0028012802707299347
q3o,Qwen3-Omni-30B-A3B,audio,a000550,agreement_327_a000550,327,1,0.3486416017307986
q3o,Qwen3-Omni-30B-A3B,audio,a000566,agreement_328_a000566,328,1,0.0015013334365758261
q3o,Qwen3-Omni-30B-A3B,audio,a000576,agreement_328_a000576,328,1,0.00247259181532012
q3o,Qwen3-Omni-30B-A3B,audio,a000572,agreement_328_a000572,328,1,0.004069988839128904
q3o,Qwen3-Omni-30B-A3B,audio,a000594,agreement_329_a000594,329,1,0.004609649897470238
q3o,Qwen3-Omni-30B-A3B,audio,a000647,agreement_332_a000647,332,1,0.9924212307240312
q3o,Qwen3-Omni-30B-A3B,audio,a000650,agreement_332_a000650,332,4,0.8670199404104981
q3o,Qwen3-Omni-30B-A3B,audio,a000814,agreement_338_a000814,338,6,0.8519473647940888
q3o,Qwen3-Omni-30B-A3B,audio,a000855,agreement_340_a000855,340,1,0.003173066889124965
q3o,Qwen3-Omni-30B-A3B,audio,a000951,agreement_345_a000951,345,2,0.9465884151580823
q3o,Qwen3-Omni-30B-A3B,audio,a000943,agreement_345_a000943,345,3,0.9525634414728292
q3o,Qwen3-Omni-30B-A3B,audio,a000937,agreement_345_a000937,345,4,0.05340421179776088
q3o,Qwen3-Omni-30B-A3B,audio,a000938,agreement_345_a000938,345,3,0.053407623389213565
q3o,Qwen3-Omni-30B-A3B,audio,a000977,agreement_346_a000977,346,3,0.6791366376015353
q3o,Qwen3-Omni-30B-A3B,audio,a000969,agreement_346_a000969,346,3,0.835476281413421
q3o,Qwen3-Omni-30B-A3B,audio,a000962,agreement_346_a000962,346,1,0.9796624347918234
q3o,Qwen3-Omni-30B-A3B,audio,a000979,agreement_346_a000979,346,1,0.04209177257927822
q3o,Qwen3-Omni-30B-A3B,audio,a000973,agreement_346_a000973,346,2,0.9924214062783507
q3o,Qwen3-Omni-30B-A3B,audio,a000980,agreement_346_a000980,346,1,0.4378224705673427
q3o,Qwen3-Omni-30B-A3B,audio,a000994,agreement_347_a000994,347,4,0.7772850975237181
q3o,Qwen3-Omni-30B-A3B,audio,a001012,agreement_348_a001012,348,2,0.9978153619769863
q3o,Qwen3-Omni-30B-A3B,audio,a001010,agreement_348_a001010,348,1,0.9859345975684888
q3o,Qwen3-Omni-30B-A3B,audio,a001011,agreement_348_a001011,348,4,0.998673468997648
q3o,Qwen3-Omni-30B-A3B,audio,a001133,agreement_354_a001133,354,3,0.7981771770502398
q3o,Qwen3-Omni-30B-A3B,audio,a001267,agreement_362_a001267,362,4,0.43781307987443824
q3o,Qwen3-Omni-30B-A3B,audio,a001270,agreement_362_a001270,362,2,0.9971980289183522
q3o,Qwen3-Omni-30B-A3B,audio,a001277,agreement_363_a001277,363,5,0.005220210839896868
q3o,Qwen3-Omni-30B-A3B,audio,a001280,agreement_363_a001280,363,2,0.0031726888959015417
q3o,Qwen3-Omni-30B-A3B,audio,a001342,agreement_364_a001342,364,1,0.00359402198702504
q3o,Qwen3-Omni-30B-A3B,audio,a001307,agreement_364_a001307,364,1,0.004609868778274997
q3o,Qwen3-Omni-30B-A3B,audio,a001349,agreement_364_a001349,364,1,0.11921049792219955
q3o,Qwen3-Omni-30B-A3B,audio,a001315,agreement_364_a001315,364,1,0.020333799827728122
q3o,Qwen3-Omni-30B-A3B,audio,a001434,agreement_366_a001434,366,1,0.3775463643306498
q3o,Qwen3-Omni-30B-A3B,audio,a001403,agreement_366_a001403,366,1,0.007577669156822569
q3o,Qwen3-Omni-30B-A3B,audio,a001432,agreement_366_a001432,366,1,0.010987864722885507
q3o,Qwen3-Omni-30B-A3B,audio,a001410,agreement_366_a001410,366,1,0.008578195219495656
q3o,Qwen3-Omni-30B-A3B,audio,a001402,agreement_366_a001402,366,1,0.017987637909086376
q3o,Qwen3-Omni-30B-A3B,audio,a001465,agreement_367_a001465,367,3,0.7981753775817623
q3o,Qwen3-Omni-30B-A3B,audio,a001453,agreement_367_a001453,367,1,0.9840903729460941
q3o,Qwen3-Omni-30B-A3B,audio,a001463,agreement_367_a001463,367,1,0.9796630121698254
q3o,Qwen3-Omni-30B-A3B,audio,a001468,agreement_367_a001468,367,1,0.9740389590869759
q3o,Qwen3-Omni-30B-A3B,audio,a001513,agreement_369_a001513,369,1,0.13297499955109493
q3o,Qwen3-Omni-30B-A3B,audio,a001529,agreement_369_a001529,369,1,0.000626372343916705
q3o,Qwen3-Omni-30B-A3B,audio,a001564,agreement_370_a001564,370,1,0.0035939949651836
q3o,Qwen3-Omni-30B-A3B,audio,a001544,agreement_370_a001544,370,1,0.01798762375576876
q3o,Qwen3-Omni-30B-A3B,audio,a001542,agreement_370_a001542,370,1,0.0675513607639186
q3o,Qwen3-Omni-30B-A3B,audio,a001662,agreement_374_a001662,374,4,0.006693456281139939
q3o,Qwen3-Omni-30B-A3B,audio,a001656,agreement_374_a001656,374,2,0.0031728673170489967
q3o,Qwen3-Omni-30B-A3B,audio,a001664,agreement_374_a001664,374,1,0.01590801557387819
q3o,Qwen3-Omni-30B-A3B,audio,a001749,agreement_377_a001749,377,4,0.5621754399037228
q3o,Qwen3-Omni-30B-A3B,audio,a001759,agreement_377_a001759,377,3,0.9924205174968111
q3o,Qwen3-Omni-30B-A3B,audio,a001761,agreement_377_a001761,377,1,0.00970938350434787
q3o,Qwen3-Omni-30B-A3B,audio,a001758,agreement_377_a001758,377,1,0.9997037029726829
q3o,Qwen3-Omni-30B-A3B,audio,a001773,agreement_378_a001773,378,1,0.006693439857308929
q3o,Qwen3-Omni-30B-A3B,audio,a001810,agreement_379_a001810,379,1,0.01243291704174645
q3o,Qwen3-Omni-30B-A3B,audio,a001818,agreement_379_a001818,379,1,0.015907320209179978
q3o,Qwen3-Omni-30B-A3B,audio,a001816,agreement_379_a001816,379,1,0.009708238480807504
q3o,Qwen3-Omni-30B-A3B,audio,a001879,agreement_381_a001879,381,6,0.22270956406388065
q3o,Qwen3-Omni-30B-A3B,audio,a001892,agreement_381_a001892,381,1,0.6513515079330331
q3o,Qwen3-Omni-30B-A3B,audio,a001882,agreement_381_a001882,381,1,0.9148931084896545
q3o,Qwen3-Omni-30B-A3B,audio,a001887,agreement_381_a001887,381,1,0.982009220159953
q3o,Qwen3-Omni-30B-A3B,audio,a001916,agreement_382_a001916,382,1,0.002472848350911679
q3o,Qwen3-Omni-30B-A3B,audio,a001974,agreement_384_a001974,384,3,0.7057446409395866
q3o,Qwen3-Omni-30B-A3B,audio,a001978,agreement_384_a001978,384,2,0.9046271307772843
q3o,Qwen3-Omni-30B-A3B,audio,a002035,agreement_387_a002035,387,1,0.022979723858965503
q3o,Qwen3-Omni-30B-A3B,audio,a002117,agreement_392_a002117,392,3,0.020333507999567495
q3o,Qwen3-Omni-30B-A3B,audio,a002307,agreement_403_a002307,403,1,0.017987976506669057
q3o,Qwen3-Omni-30B-A3B,audio,a002318,agreement_403_a002318,403,1,0.03732809721616632
q3o,Qwen3-Omni-30B-A3B,audio,a002325,agreement_404_a002325,404,2,0.010987703925765334
q3o,Qwen3-Omni-30B-A3B,audio,a002361,agreement_405_a002361,405,5,0.9241271731580096
q3o,Qwen3-Omni-30B-A3B,audio,a002365,agreement_405_a002365,405,2,0.7549014081748912
q3o,Qwen3-Omni-30B-A3B,audio,a002369,agreement_405_a002369,405,1,0.9740372495195794
q3o,Qwen3-Omni-30B-A3B,audio,a002370,agreement_405_a002370,405,4,0.9820088248079468
q3o,Qwen3-Omni-30B-A3B,audio,a002376,agreement_405_a002376,405,1,0.9964043458149663
q3o,Qwen3-Omni-30B-A3B,audio,a002403,agreement_406_a002403,406,1,0.22270147032867413
q3o,Qwen3-Omni-30B-A3B,audio,a002396,agreement_406_a002396,406,1,0.008577836221028355
q3o,Qwen3-Omni-30B-A3B,audio,a002414,agreement_407_a002414,407,1,0.08510324132353293
q3o,Qwen3-Omni-30B-A3B,audio,a002449,agreement_408_a002449,408,1,0.006693718676381088
q3o,Qwen3-Omni-30B-A3B,audio,a002524,agreement_411_a002524,411,1,0.020333508619182046
q3o,Qwen3-Omni-30B-A3B,audio,a002530,agreement_411_a002530,411,1,0.01798788615465414
q3o,Qwen3-Omni-30B-A3B,audio,a002503,agreement_411_a002503,411,1,0.014064698008561471
q3o,Qwen3-Omni-30B-A3B,audio,a002591,agreement_414_a002591,414,3,0.9770185706091511
q3o,Qwen3-Omni-30B-A3B,audio,a002596,agreement_414_a002596,414,5,0.9902883156844403
q3o,Qwen3-Omni-30B-A3B,audio,a002593,agreement_414_a002593,414,1,0.8354761206221862
q3o,Qwen3-Omni-30B-A3B,audio,a002590,agreement_414_a002590,414,1,0.9890100421754984
q3o,Qwen3-Omni-30B-A3B,audio,a002588,agreement_414_a002588,414,1,0.9706850672641605
q3o,Qwen3-Omni-30B-A3B,audio,a002605,agreement_415_a002605,415,2,0.008578111941606584
q3o,Qwen3-Omni-30B-A3B,audio,a002627,agreement_416_a002627,416,1,0.004610003108565718
q3o,Qwen3-Omni-30B-A3B,audio,a002638,agreement_416_a002638,416,1,0.004609745843586435
q3o,Qwen3-Omni-30B-A3B,audio,a002698,agreement_419_a002698,419,1,0.01590826237973742
q3o,Qwen3-Omni-30B-A3B,audio,a002697,agreement_419_a002697,419,1,0.001169664989405429
q3o,Qwen3-Omni-30B-A3B,audio,a002701,agreement_419_a002701,419,2,0.014065289756540809
q3o,Qwen3-Omni-30B-A3B,audio,a002712,agreement_419_a002712,419,1,0.001325045061921366
q3o,Qwen3-Omni-30B-A3B,audio,a002738,agreement_420_a002738,420,2,0.37754063425604273
q3o,Qwen3-Omni-30B-A3B,audio,a002740,agreement_420_a002740,420,1,0.18243011323596994
q3o,Qwen3-Omni-30B-A3B,audio,a002821,agreement_423_a002821,423,3,0.8519071480095326
q3o,Qwen3-Omni-30B-A3B,audio,a002846,agreement_424_a002846,424,1,0.0015013629285053585
q3o,Qwen3-Omni-30B-A3B,audio,a002826,agreement_424_a002826,424,1,0.003172900578471319
q3o,Qwen3-Omni-30B-A3B,audio,a002827,agreement_424_a002827,424,1,0.04209194151439255
q3o,Qwen3-Omni-30B-A3B,audio,a002894,agreement_426_a002894,426,1,0.9740350947412655
q3o,Qwen3-Omni-30B-A3B,audio,a002895,agreement_426_a002895,426,3,0.9980721965231595
q3o,Qwen3-Omni-30B-A3B,audio,a002951,agreement_429_a002951,429,2,0.16452090276782566
q3o,Qwen3-Omni-30B-A3B,audio,a002960,agreement_430_a002960,430,1,0.007578002325520089
q3o,Qwen3-Omni-30B-A3B,audio,a002978,agreement_430_a002978,430,2,0.18243155611720913
q3o,Qwen3-Omni-30B-A3B,audio,a002968,agreement_430_a002968,430,2,0.029314486424251537
q3o,Qwen3-Omni-30B-A3B,audio,a002994,agreement_431_a002994,431,2,0.1192110380699769
q3o,Qwen3-Omni-30B-A3B,audio,a003009,agreement_432_a003009,432,1,0.1192076942689402
q3o,Qwen3-Omni-30B-A3B,audio,a003064,agreement_434_a003064,434,1,0.08510858767655514
q3o,Qwen3-Omni-30B-A3B,audio,a003036,agreement_434_a003036,434,1,0.009709102826139791
q3o,Qwen3-Omni-30B-A3B,audio,a003058,agreement_434_a003058,434,2,0.18243174221235572
q3o,Qwen3-Omni-30B-A3B,audio,a003091,agreement_436_a003091,436,1,0.08510410409288045
q3o,Qwen3-Omni-30B-A3B,audio,a003112,agreement_437_a003112,437,1,0.24509218992561388
q3o,Qwen3-Omni-30B-A3B,audio,a003120,agreement_437_a003120,437,1,0.014065255091002735
q3o,Qwen3-Omni-30B-A3B,audio,a003142,agreement_438_a003142,438,1,0.02298008128670131
q3o,Qwen3-Omni-30B-A3B,audio,a003133,agreement_438_a003133,438,1,0.00591213122168283
q3o,Qwen3-Omni-30B-A3B,audio,a003161,agreement_439_a003161,439,1,0.008578185083321449
q3o,Qwen3-Omni-30B-A3B,audio,a003181,agreement_439_a003181,439,1,0.592614122091955
q3o,Qwen3-Omni-30B-A3B,audio,a003202,agreement_440_a003202,440,1,0.562168148381364
q3o,Qwen3-Omni-30B-A3B,audio,a003196,agreement_440_a003196,440,2,0.7057839361699285
q3o,Qwen3-Omni-30B-A3B,audio,a003206,agreement_440_a003206,440,1,0.979663918163059
q3o,Qwen3-Omni-30B-A3B,audio,a003205,agreement_440_a003205,440,1,0.962670154035772
q3o,Qwen3-Omni-30B-A3B,audio,a003229,agreement_441_a003229,441,1,0.9947778717385584
q3o,Qwen3-Omni-30B-A3B,audio,a003225,agreement_441_a003225,441,1,0.9241349055320561
q3o,Qwen3-Omni-30B-A3B,audio,a003223,agreement_441_a003223,441,1,0.5312107436966328
q3o,Qwen3-Omni-30B-A3B,audio,a003259,agreement_443_a003259,443,1,0.09535715717815443
q3o,Qwen3-Omni-30B-A3B,audio,a003309,agreement_445_a003309,445,2,0.53121049791189
q3o,Qwen3-Omni-30B-A3B,audio,a003302,agreement_445_a003302,445,1,0.012432830787905559
q3o,Qwen3-Omni-30B-A3B,audio,a003323,agreement_446_a003323,446,1,0.001325021138840876
q3o,Qwen3-Omni-30B-A3B,audio,a003344,agreement_447_a003344,447,1,0.0008040600124497744
q3o,Qwen3-Omni-30B-A3B,audio,a003346,agreement_447_a003346,447,1,0.006693134242554245
q3o,Qwen3-Omni-30B-A3B,audio,a003353,agreement_447_a003353,447,3,0.010987750431638951
q3o,Qwen3-Omni-30B-A3B,audio,a003392,agreement_448_a003392,448,5,0.9875669289982496
q3o,Qwen3-Omni-30B-A3B,audio,a003370,agreement_448_a003370,448,2,0.8519330686545201
q3o,Qwen3-Omni-30B-A3B,audio,a003385,agreement_448_a003385,448,1,0.9579027868182838
q3o,Qwen3-Omni-30B-A3B,audio,a003417,agreement_449_a003417,449,1,0.05340627803979356
q3o,Qwen3-Omni-30B-A3B,audio,a003483,agreement_451_a003483,451,2,0.20181810594741487
q3o,Qwen3-Omni-30B-A3B,audio,a003462,agreement_451_a003462,451,3,0.0035939310297477757
q3o,Qwen3-Omni-30B-A3B,audio,a003461,agreement_451_a003461,451,1,0.20182203164027807
q3o,Qwen3-Omni-30B-A3B,audio,a003493,agreement_452_a003493,452,4,0.7057537626664766
q3o,Qwen3-Omni-30B-A3B,audio,a003525,agreement_454_a003525,454,2,0.022979630102574592
q3o,Qwen3-Omni-30B-A3B,audio,a003534,agreement_454_a003534,454,1,0.0028014123163666144
q3o,Qwen3-Omni-30B-A3B,audio,a003596,agreement_457_a003596,457,1,0.04742784358403414
q3o,Qwen3-Omni-30B-A3B,audio,a003598,agreement_457_a003598,457,1,0.22269736537554
q3o,Qwen3-Omni-30B-A3B,audio,a003595,agreement_457_a003595,457,1,0.01798811278850119
q3o,Qwen3-Omni-30B-A3B,audio,a003602,agreement_457_a003602,457,1,0.10669615594199476
q3o,Qwen3-Omni-30B-A3B,audio,a003662,agreement_461_a003662,461,2,0.1824312553877425
q3o,Qwen3-Omni-30B-A3B,audio,a003672,agreement_461_a003672,461,1,0.9914190411905833
q3o,Qwen3-Omni-30B-A3B,audio,a003660,agreement_461_a003660,461,1,0.9706846289188736
q3o,Qwen3-Omni-30B-A3B,audio,a003717,agreement_463_a003717,463,2,0.07586292705691955
q3o,Qwen3-Omni-30B-A3B,audio,a003727,agreement_464_a003727,464,2,0.007577573154401511
q3o,Qwen3-Omni-30B-A3B,audio,a003724,agreement_464_a003724,464,1,0.02596025269244375
q3o,Qwen3-Omni-30B-A3B,audio,a003762,agreement_465_a003762,465,1,0.004070541801256249
q3o,Qwen3-Omni-30B-A3B,audio,a003774,agreement_465_a003774,465,2,0.002472868441952546
q3o,Qwen3-Omni-30B-A3B,audio,a003773,agreement_465_a003773,465,1,0.002801114022510666
q3o,Qwen3-Omni-30B-A3B,audio,a003758,agreement_465_a003758,465,1,0.14804276289882354
q3o,Qwen3-Omni-30B-A3B,audio,a003748,agreement_465_a003748,465,1,0.0420920736318336
q3o,Qwen3-Omni-30B-A3B,audio,a003810,agreement_467_a003810,467,1,0.004070675317989669
q3o,Qwen3-Omni-30B-A3B,audio,a003811,agreement_467_a003811,467,1,0.014064539890789747
q3o,Qwen3-Omni-30B-A3B,audio,a003837,agreement_468_a003837,468,1,0.008578085692295099
q3o,Qwen3-Omni-30B-A3B,audio,a003858,agreement_468_a003858,468,1,0.09535271280834004
q3o,Qwen3-Omni-30B-A3B,audio,a003847,agreement_468_a003847,468,1,0.01590819662696015
q3o,Qwen3-Omni-30B-A3B,audio,a003864,agreement_469_a003864,469,1,0.010987325629802256
q3o,Qwen3-Omni-30B-A3B,audio,a003884,agreement_469_a003884,469,2,0.6224564452857813
q3o,Qwen3-Omni-30B-A3B,audio,a003892,agreement_469_a003892,469,2,0.2450862281970336
q3o,Qwen3-Omni-30B-A3B,audio,a003889,agreement_469_a003889,469,1,0.02595903137255304
q3o,Qwen3-Omni-30B-A3B,audio,a003904,agreement_470_a003904,470,1,0.04742736858105384
q3o,Qwen3-Omni-30B-A3B,audio,a003909,agreement_470_a003909,470,2,0.008578142014246922
q3o,Qwen3-Omni-30B-A3B,audio,a003905,agreement_470_a003905,470,1,0.009709492972398584
q3o,Qwen3-Omni-30B-A3B,audio,a003916,agreement_470_a003916,470,1,0.03733074265860735
q3o,Qwen3-Omni-30B-A3B,audio,a003928,agreement_471_a003928,471,1,0.060091857605707566
q3o,Qwen3-Omni-30B-A3B,audio,a003934,agreement_471_a003934,471,1,0.16452729063437807
q3o,Qwen3-Omni-30B-A3B,audio,a003919,agreement_471_a003919,471,1,0.03733004858796948
q3o,Qwen3-Omni-30B-A3B,audio,a003938,agreement_472_a003938,472,1,0.22271899875643328
q3o,Qwen3-Omni-30B-A3B,audio,a003948,agreement_472_a003948,472,1,0.03308911567982773
q3o,Qwen3-Omni-30B-A3B,audio,a003950,agreement_472_a003950,472,1,0.18242724634197918
q3o,Qwen3-Omni-30B-A3B,audio,a003975,agreement_474_a003975,474,2,0.03308906365239842
q3o,Qwen3-Omni-30B-A3B,audio,a003964,agreement_474_a003964,474,1,0.06755103653359029
q3o,Qwen3-Omni-30B-A3B,audio,a003965,agreement_474_a003965,474,2,0.022978181594165273
q3o,Qwen3-Omni-30B-A3B,audio,a004001,agreement_476_a004001,476,2,0.46879488753621074
q3o,Qwen3-Omni-30B-A3B,audio,a004003,agreement_476_a004003,476,1,0.017987555819094152
q3o,Qwen3-Omni-30B-A3B,audio,a004036,agreement_477_a004036,477,2,0.007577728384708099
q3o,Qwen3-Omni-30B-A3B,audio,a004011,agreement_477_a004011,477,1,0.0004305889175489792
q3o,Qwen3-Omni-30B-A3B,audio,a004024,agreement_477_a004024,477,1,0.015907566002398534
q3o,Qwen3-Omni-30B-A3B,audio,a004037,agreement_477_a004037,477,1,0.04742936867463375
q3o,Qwen3-Omni-30B-A3B,audio,a004059,agreement_478_a004059,478,1,0.009709417748552163
q3o,Qwen3-Omni-30B-A3B,audio,a004057,agreement_478_a004057,478,1,0.007577548385103189
q3o,Qwen3-Omni-30B-A3B,audio,a004040,agreement_478_a004040,478,1,0.0059115478612989355
q3o,Qwen3-Omni-30B-A3B,audio,a004079,agreement_480_a004079,480,1,0.02931417365027866
q3o,Qwen3-Omni-30B-A3B,audio,a004082,agreement_480_a004082,480,1,0.014064602170204719
q3o,Qwen3-Omni-30B-A3B,audio,a004140,agreement_482_a004140,482,1,0.037327007129254255
q3o,Qwen3-Omni-30B-A3B,audio,a004229,agreement_485_a004229,485,1,0.817566245155353
q3o,Qwen3-Omni-30B-A3B,audio,a004239,agreement_486_a004239,486,1,0.07586385288559067
q3o,Qwen3-Omni-30B-A3B,audio,a004270,agreement_487_a004270,487,1,0.008578441434803756
q3o,Qwen3-Omni-30B-A3B,audio,a004279,agreement_488_a004279,488,1,0.005911614730169877
q3o,Qwen3-Omni-30B-A3B,audio,a004291,agreement_488_a004291,488,4,0.009709873296350214
q3o,Qwen3-Omni-30B-A3B,audio,a004290,agreement_488_a004290,488,2,0.10666986101652151
q3o,Qwen3-Omni-30B-A3B,audio,a004310,agreement_489_a004310,489,1,0.0021826748780143053
q3o,Qwen3-Omni-30B-A3B,audio,a004360,agreement_492_a004360,492,1,0.06009309691892455
q3o,Qwen3-Omni-30B-A3B,audio,a004419,agreement_603_a004419,603,3,0.017987121150641334
q3o,Qwen3-Omni-30B-A3B,audio,a004412,agreement_603_a004412,603,1,0.004070496667473524
q3o,Qwen3-Omni-30B-A3B,audio,a004415,agreement_603_a004415,603,1,0.004609488179567293
q3o,Qwen3-Omni-30B-A3B,audio,a004458,agreement_605_a004458,605,1,0.015907536792312528
q3o,Qwen3-Omni-30B-A3B,audio,a004494,agreement_608_a004494,608,1,0.010987380834901889
q3o,Qwen3-Omni-30B-A3B,audio,a004514,agreement_608_a004514,608,4,0.029314106997692
q3o,Qwen3-Omni-30B-A3B,audio,a004505,agreement_608_a004505,608,2,0.3775421723768262
q3o,Qwen3-Omni-30B-A3B,audio,a004547,agreement_609_a004547,609,1,0.042092954868806765
q3o,Qwen3-Omni-30B-A3B,audio,a004521,agreement_609_a004521,609,1,0.003173204727430694
q3o,Qwen3-Omni-30B-A3B,audio,a004524,agreement_609_a004524,609,1,0.012432183257591678
q3o,Qwen3-Omni-30B-A3B,audio,a004543,agreement_609_a004543,609,1,0.003593925553767587
q3o,Qwen3-Omni-30B-A3B,audio,a004563,agreement_612_a004563,612,1,0.04209095050691455
q3o,Qwen3-Omni-30B-A3B,audio,a004570,agreement_612_a004570,612,1,0.43780784107548426
q3o,Qwen3-Omni-30B-A3B,audio,a004600,agreement_615_a004600,615,1,0.8807826214123164
q3o,Qwen3-Omni-30B-A3B,audio,a004580,agreement_615_a004580,615,1,0.03308849800649913
q3o,Qwen3-Omni-30B-A3B,audio,a004604,agreement_615_a004604,615,1,0.029313320995507278
q3o,Qwen3-Omni-30B-A3B,audio,a004603,agreement_615_a004603,615,1,0.022980383837645675
q3o,Qwen3-Omni-30B-A3B,audio,a004684,agreement_620_a004684,620,1,0.005911699790737356
q3o,Qwen3-Omni-30B-A3B,audio,a004702,agreement_622_a004702,622,1,0.14804371635064215
