dataset,path,md5,dur_s,db_p5,db_med,db_max,frac_below_floor6,frac_below_m50,n_frames,mfcc,err
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/530-0.mp3,acdb29c9d1ff22ceb1c8485d05f955c5,70.7597,-82.7369,-54.0109,-8.7197,0.3735,0.5175,7074,-73.996506;-1.266217;-2.623107;-1.861155;-4.192100;-2.174929;-2.233079;-1.306062;-1.648471;-1.212077;-1.301990;-1.114065;-1.097097,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/539-0.mp3,af4c70447d1ebb9d3a736d1b815b34ce,121.3861,-37.2263,-34.5526,-10.2586,0.5751,0.0028,12137,-82.332100;9.394495;-3.756870;2.512245;-0.491842;-2.243629;1.786865;-0.140253;-0.675779;1.276419;-1.496913;-0.277133;0.543172,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/544-0.mp3,ae997b329e13264f8ac0d77189ba9c62,35.4718,-200.0,-47.5009,-17.0764,0.1272,0.4753,3545,-92.546295;-1.357872;0.810541;-0.118277;-1.397194;-2.204489;-2.014575;-0.347779;-1.737394;-0.778479;-0.692147;0.148671;-0.132666,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/544-1.mp3,9e2c7910838c8faae2606b0d4e8c3815,23.5803,-86.1865,-43.2117,-21.3888,0.2037,0.3701,2356,-87.961906;0.544469;-3.692408;-0.894155;-1.932207;-2.418367;-3.311684;-0.637453;-1.730171;-0.994686;-1.099892;-0.962303;-0.133122,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/551-0.mp3,e382e343335369a0afcb1f764e457fa8,82.2894,-43.0405,-28.6194,-2.3986,0.4083,0.003,8227,-72.830742;8.825976;-5.712790;-0.741780;-1.924072;-3.326584;-0.000532;-0.713559;-1.232111;0.162189;-1.901185;-0.821120;-0.374692,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/559-0.mp3,0b91e4d45f27786ae07c82b03f81b50f,57.8819,-93.474,-48.9521,-13.1695,0.2995,0.4914,5786,-89.555374;-2.882717;-3.666436;-2.553944;-3.519704;-1.529922;-2.223014;-1.295754;-1.551761;-1.038327;-2.137903;-0.947249;-0.492028,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/562-0.mp3,65ea8e97aa37ff437b2c58df5994f330,56.3175,-61.7405,-33.0201,-1.8535,0.0931,0.1758,5630,-70.577461;-6.016684;-1.561165;-1.376173;-2.796685;-2.125746;-2.368338;-1.082678;-0.998533;-0.556766;-0.805716;-0.924590;-0.816705,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/563-0.mp3,b68feb133096ccb051bbc543d131b319,80.3496,-51.3999,-39.9282,-12.7149,0.4167,0.1788,8033,-83.318520;9.087082;-6.699263;-1.903304;-3.026527;-3.715296;-0.274350;-0.787282;-0.411796;0.909888;-1.664700;-0.039283;0.490458,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/573-0.mp3,8a68a0e97e2d727489eede1c5507d6b3,53.4173,-71.4707,-31.7622,-9.7091,0.0674,0.1989,5340,-74.923744;-4.788592;-2.028363;-0.264546;-3.403751;-2.693390;-2.145423;-0.422164;-1.027147;-1.886216;-1.873697;-1.464969;-1.020806,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/578-0.mp3,d2030694d7c85402620df99f5d39a10d,82.7998,-40.6521,-21.6811,-5.037,0.2199,0.0033,8278,-66.933678;6.043763;-7.605191;0.892179;-2.595474;-4.230555;0.366163;-2.520203;-2.675478;-0.246097;-2.725187;-0.567691;0.084648,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/595-0.mp3,0950308ef2512c31929d4402023bf8d8,57.6502,-67.3743,-47.3563,-11.182,0.2752,0.463,5763,-91.475014;-7.544533;-1.714374;-2.742563;-2.103995;-0.553016;-0.795080;0.810262;-0.802087;-0.598008;-0.569118;-1.006446;-0.593880,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/598-0.mp3,bc92618749182050b7d38110c12673c4,37.1922,-74.4265,-40.2382,-8.7565,0.0856,0.3352,3717,-69.159615;-4.280736;-3.472284;-2.539335;-3.043921;-1.777053;-1.937598;-0.531280;-0.350232;-0.048452;-0.764907;-0.666146;-0.761828,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/601-0.mp3,04c1bb423f719ad157d476a57208b32c,40.3317,-91.43,-54.0073,-18.9376,0.2699,0.5326,4031,-97.173576;2.347078;-3.023573;-2.803147;-3.571938;-3.458011;-2.829110;-1.152728;-1.175561;-1.038540;-0.929156;-1.056311;-0.569263,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/607-0.mp3,16419c13d086a9ebc613b08b0957704f,55.5078,-71.0018,-36.0471,-10.3069,0.0815,0.3424,5549,-87.595528;-5.804410;-3.957034;-2.149555;-2.688206;-1.483647;-2.629045;-0.385888;-0.613448;-0.690700;-1.199369;-0.480607;-0.325014,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/609-0.mp3,61f97abb507c4b08349cba8c2f2e0f7a,116.9434,-77.5404,-58.9733,-10.3135,0.2969,0.6313,11692,-74.166901;-2.775012;-6.914068;-0.366891;-4.757396;-4.092693;-2.754087;-1.339111;-2.005024;-0.434444;-1.120642;-0.525590;0.085194,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/610-0.mp3,471514753b4894177658e4415eb9ea60,66.3247,-89.0461,-62.6447,-20.5129,0.3498,0.6038,6630,-102.133774;-0.189866;-2.791901;-3.077928;-2.189029;-2.895905;-2.617963;-0.745220;-1.158463;-0.710533;-0.886510;-0.860434;-0.769536,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/615-0.mp3,c4ffbbb30fbf2d6da673c1db7cd39316,28.3878,-80.5986,-41.3721,-18.8512,0.2041,0.3624,2837,-85.177597;0.083144;-1.190543;-1.463135;-4.015607;-1.714008;-1.192065;-0.605884;-0.765868;-0.509474;-1.181253;-1.244993;-0.867627,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/620-0.mp3,a612c8a8b1b65e87833144bf93cc8761,66.5514,-71.3137,-39.5567,-7.3239,0.1153,0.3988,6653,-84.809952;-4.058966;-2.642548;-2.027477;-2.376042;-2.928501;-2.374288;0.151142;-1.242905;-0.959399;-0.498684;-1.086027;-0.572961,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/579-0.mp3,715667edfa0cd9fc9915f76f407a34e7,46.1786,-84.7869,-68.1973,-12.6246,0.3785,0.6748,4616,-106.898239;-3.056365;-1.569848;-1.420951;-2.127310;-1.883689;-2.307698;-1.524036;-1.218559;-0.317279;-0.467311;-0.499170;-0.209170,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/580-0.mp3,9937ba48ca4f2be266b23954374706f3,49.4674,-55.0358,-28.8102,-13.1119,0.0902,0.0803,4945,-67.855064;-4.331053;-4.283828;-2.101232;-4.112484;-2.649838;-2.244031;0.103469;-0.497136;-0.954213;-1.093181;-0.564215;-0.178904,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/581-0.mp3,842c90411c0b353d1000a584a153308b,81.4234,-89.6183,-53.9844,-15.9519,0.2727,0.5333,8140,-90.384773;-1.014469;0.064821;-1.499247;-2.858421;-2.532153;-2.725824;0.000390;-1.066277;-0.832679;-0.905899;-0.987327;-0.638060,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/585-0.mp3,1374abde727bf541ba153426cd2f8093,80.0314,-81.9807,-49.3829,-9.6566,0.2633,0.4931,8001,-78.922058;-2.894502;-3.698032;-2.870185;-2.833611;-2.234196;-2.169825;-1.407194;-1.545089;-1.070964;-1.370146;-1.181662;-0.990097,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/587-0.mp3,0eddbf2176c79f8416fcad87c4efa408,66.5309,-90.5147,-54.4726,-19.4229,0.3105,0.5395,6651,-88.872101;3.955073;-1.867078;-1.814773;-3.847754;-2.281212;-2.163311;-1.333936;-1.988969;-1.338694;-1.886859;-1.249627;-1.160651,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/591-0.mp3,90b5064bde4c5fa3427681ce738c1146,93.6159,-51.9195,-40.6561,-11.4743,0.3337,0.1323,9360,-75.602554;0.536612;-1.737937;-2.102065;-3.585324;-3.279160;-2.244757;-0.469803;-0.939640;-0.553838;-1.031479;-1.024860;-0.767725,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/592-0.mp3,66f885702f4fac0eb08e9fa014b1e356,80.2959,-89.1779,-64.8192,-10.7683,0.3871,0.5922,8028,-96.056503;1.760037;-0.541229;-1.150170;-2.086323;-1.591478;-1.902073;-1.693839;-1.175898;-0.526268;-0.395357;0.098924;-0.462096,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/594-0.mp3,6371401046f84066f03a649a3710b1dc,58.3752,-78.4527,-57.4875,-20.5707,0.287,0.5828,5836,-86.161674;-9.318614;-3.306681;-2.714496;-4.435105;-2.026655;-1.404570;0.194526;-1.239756;-0.721304;-0.655284;-0.340413;-0.466659,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/624-0.mp3,f511b5ce12553ba5d0a89ba562be6649,59.4222,-74.426,-51.5469,-7.822,0.2423,0.5178,5940,-84.095093;-0.921255;-2.253987;-2.154981;-3.216056;-2.956097;-2.563105;-0.413724;-1.623880;-1.356891;-1.167282;-1.105691;-0.476258,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/635-0.mp3,dfe04bf377d2540f1ee2627fff41ec0d,94.0054,-82.8961,-73.392,-10.4991,0.4092,0.7358,9399,-95.833542;-1.823577;-1.581522;-1.305959;-3.116134;-1.690785;-2.126044;-1.255060;-1.205707;-1.375132;-1.975600;-1.760251;-1.339607,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/636-0.mp3,542b9a8fff2230334d279bf5580682cd,54.9614,-64.511,-43.5381,-4.2053,0.1187,0.283,5494,-73.287956;-2.555428;-3.685439;-0.076954;-1.498197;-4.154156;-2.909823;-1.140248;-0.926594;-0.880736;-0.939766;-1.144554;-1.482035,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/639-0.mp3,05e30f578a3f1d4b34fdc4b7843d4d76,65.1693,-80.9319,-54.1451,-13.1093,0.1276,0.6012,6515,-73.761307;-2.952470;-2.379490;-3.040374;-0.661930;-1.875795;-1.810843;-0.953029;-1.713181;-1.558536;-1.312178;-1.394456;-1.139898,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/640-0.mp3,9dfabbfc7c1a0fcf8dff2c8b412856d2,29.0403,-65.3523,-46.0481,-6.1559,0.235,0.4376,2902,-84.730202;0.675067;-0.072689;-0.498792;-3.149203;-2.355829;-1.704805;-0.603716;-1.503827;-1.095899;-1.314378;-1.221940;-0.636108,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/642-0.mp3,f607b0aea4c33d3418296cc804eac8fd,53.4963,-85.2847,-47.9033,-16.2781,0.2799,0.4809,5348,-93.988876;2.250704;0.142361;-2.097129;-3.888296;-2.631504;-1.935237;-1.137269;-1.208770;-1.023908;-1.506985;-1.271463;-0.992608,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/648-0.mp3,234bed240581e33ef59c395f65dfd719,55.6885,-72.6799,-48.6137,-17.2211,0.1746,0.4784,5567,-83.810379;-4.463171;-4.060460;-1.321852;-2.316616;-3.036509;-2.288428;-0.252586;-1.322105;-1.757351;-1.526504;-1.498563;-0.995919,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/650-0.mp3,7d31786c69270aad0d5cac3cedb28428,104.6903,-41.6039,-33.8216,-4.6075,0.4324,0.0066,10467,-71.067711;2.573034;-5.921316;1.149538;-3.498571;-1.749341;-2.028042;-0.697388;-1.137104;-0.215217;-0.827308;-0.926549;-1.209833,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/651-0.mp3,515c4b4f3d911840a6ef29ee806992b5,96.6764,-71.6972,-57.0237,-9.6866,0.2406,0.7149,9666,-85.497604;-0.987699;-1.725167;-2.684713;-3.481505;-2.672747;-2.417623;0.919405;-1.255758;-0.660070;-0.462760;-0.990279;-0.579255,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/656-0.mp3,765a29479594a79e47c5fee07b3b8d12,34.4795,-86.4866,-44.302,-15.9747,0.204,0.4272,3446,-98.082199;-2.136912;-2.196446;-2.130612;-2.371750;-1.845961;-1.874516;0.050603;-1.373201;-0.617249;-0.733048;-0.899440;-0.592336,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/657-0.mp3,1192b168e0dfaa84af9ed5fb1fc18159,35.2603,-86.1802,-46.0149,-10.4941,0.3391,0.477,3524,-81.198456;0.095727;-4.335650;-2.588387;-5.181629;-2.116225;-2.749632;-0.999322;-0.619639;-1.080099;-1.299411;-0.526300;-0.131054,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/660-0.mp3,8aa93cab3c465acd95094d2378dbedd6,30.7964,-90.0971,-41.7341,-12.2929,0.2196,0.4201,3078,-85.788994;1.110286;-3.024337;-2.226784;-3.856157;-2.093617;-2.471002;-1.145934;-0.434089;-1.816911;-0.687702;-1.267943;-0.839089,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/663-0.mp3,f058c10d7dd2cca082a63fee75d7fbf7,28.4681,-42.5891,-23.5381,-4.837,0.3185,0.0183,2845,-62.968353;8.798581;-3.682498;-0.653377;-1.644821;-2.659606;-2.079983;-1.041396;-0.442399;0.536880;-0.091389;-0.395943;-0.963596,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/672-0.mp3,d6b5b3b0f2abee60faa0bcdd3da6f564,40.9559,-62.3382,-33.8795,-4.7388,0.1192,0.2213,4094,-73.637390;4.915888;-2.874050;0.195938;-3.781526;-1.684298;-1.378763;-1.301050;-0.225575;-0.110716;-1.390480;-1.126666;-0.419852,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/674-0.mp3,c2eb2475330ecfe561c07461f746d075,43.8058,-87.1809,-74.1685,-20.9181,0.4152,0.6611,4379,-108.647316;-2.694076;-3.415049;-2.736296;-2.607622;-1.200391;-1.400676;-0.616581;-0.484172;-0.427381;-0.523781;-0.916488;-0.526155,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/676-0.mp3,f89b147ba2196b8095f62429990c1820,28.807,-71.8703,-35.4771,-11.9772,0.1125,0.3477,2879,-75.864403;2.421320;-2.639939;-1.530318;-2.430884;-1.403958;-1.408473;-0.153472;-1.258238;-0.389241;-1.154155;-0.433669;-0.414484,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/681-0.mp3,8c1ced108d09ccb30503b4f4b772d8b6,68.9293,-60.9172,-46.463,-5.3262,0.1631,0.3698,6891,-77.269615;-0.393204;-4.029744;-2.951568;-3.427773;-1.548277;-2.866522;-0.292112;-1.212845;-0.707717;-1.439377;-0.119679;0.437933,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/689-0.mp3,6e22a6b9a81780700e92a483a17bf279,51.9819,-83.4115,-72.5443,-12.8374,0.3774,0.6747,5196,-102.345490;-5.350567;-3.582148;-0.454469;-2.169914;-2.174120;-1.526597;0.372602;-1.029338;-0.145971;-1.217753;-0.959270;0.291207,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/690-0.mp3,181a34e7bf4a93e9aa3725ec6fcdb5ae,69.8946,-75.0373,-43.5639,-10.2882,0.1596,0.4026,6987,-77.339630;-0.258230;-3.320999;-0.979588;-2.065064;-1.727797;-0.902717;0.282529;-0.498165;-0.784028;-1.248810;-1.068591;-0.801313,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/695-0.mp3,5181a843f701f8181142c099d1084ce0,65.5853,-75.7727,-38.498,-7.08,0.1582,0.37,6557,-74.757744;-1.750889;-3.191767;-0.366976;-2.997739;-4.049370;-2.434389;-1.227614;-0.989572;-0.537964;-0.881449;-1.078928;-0.670984,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/698-0.mp3,aee22929094e4c347aaa22be5a1c52c2,107.2574,-68.7127,-53.0567,-3.7574,0.3468,0.5461,10724,-85.343987;-0.575432;-2.837240;-4.644235;-2.049153;-2.261058;-1.602929;-0.750070;-1.146122;-0.848845;-1.573798;-0.545514;-0.536790,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/702-0.mp3,bda324bc3701065b53da4ea4702fbd54,41.4786,-68.683,-46.2464,-10.5636,0.137,0.4221,4146,-79.316399;-2.950241;-2.266614;-0.464371;-1.180316;-0.586046;-1.503125;0.885170;-0.269461;-1.146497;-1.634595;-0.836543;0.145289,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/703-0.mp3,9d11bb0efc822653edfe41150aff34bd,35.655,-40.7356,-31.3532,-4.1698,0.4153,0.0129,3564,-63.216331;4.447475;-5.225259;-2.214391;-3.271910;-2.835161;-2.068651;-1.691588;-1.954046;-1.597600;-1.212831;-0.809697;-0.863082,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/704-0.mp3,d447f40402e3e826dc33feb3fd0879d2,59.3193,-81.5483,-57.372,-13.5893,0.3298,0.5695,5930,-89.654533;-2.785597;-1.322057;-1.139465;-3.565347;-2.701697;-2.267309;-0.341842;-0.443337;-0.914088;-1.269877;-0.984736;-1.012759,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S005.wav,08afe15e45741edaa783875fb26cb910,30.0,-90.7443,-81.9418,-18.0136,0.3919,0.9226,2998,-126.540794;-5.965808;-0.143146;-0.221757;-0.915312;-1.185659;-0.982043;-0.446151;-0.325843;-0.345369;-0.172114;0.301915;-0.245595,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S006.wav,2a4312616bb7d8f2ee76c3b7b0e61de3,30.0,-88.6296,-85.1519,-39.2754,0.6618,0.9757,2998,-129.352859;-5.343914;-1.146160;-1.160646;-0.780664;-1.218983;-0.134338;0.152503;-0.557663;-0.901712;-0.104293;0.177376;-0.038273,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S007.wav,088d73c941979feaf128250fc04756aa,30.0,-91.4887,-87.2047,-16.5969,0.5997,0.9653,2998,-132.520477;-3.953278;1.659999;-0.876423;-1.002736;-0.579794;-0.493102;-0.168505;-0.063660;-0.242637;-0.249947;0.095684;-0.204733,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S009.wav,55abc14b5f5bb34893ca77b0e1b06ebd,30.0,-89.4632,-83.3345,-25.5055,0.4973,0.7241,2998,-114.144623;0.138052;1.120647;-0.387984;-1.541671;-1.048160;-1.338728;-0.886887;-0.426720;-0.451281;-0.592044;-0.005221;-0.880904,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S011.wav,6aae77674301db2a4e78dd4ca73a6391,30.0,-83.8657,-80.3204,-29.3329,0.5544,0.7929,2998,-119.350975;-2.885104;-1.035324;-1.278449;-1.910955;-2.644740;-2.058638;-0.598327;-0.580587;-0.320002;0.059672;-0.395283;-0.246447,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S012.wav,7b40de1271907cf4605e20f486f80bfa,30.0,-66.4661,-47.3445,-20.7717,0.2298,0.459,2998,-91.814659;-1.776267;-1.280417;-1.734689;-0.355966;-1.863642;-1.146038;-1.464049;-0.856387;0.275804;-0.745207;0.137139;-1.008153,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S013.wav,9c69cc3c467fda7a7081b7abc34707ce,30.0,-85.2213,-69.0751,-24.9945,0.4053,0.6991,2998,-112.952232;-5.715842;-1.474107;-0.829257;-2.856173;-0.958744;-0.590141;-0.292335;-0.197488;-0.727689;-1.020651;-0.274007;-0.708591,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S015.wav,6c3e9dd35ad96552ec3d3d3607bbca8c,30.0,-76.1508,-54.0579,-24.3489,0.2201,0.5787,2998,-106.966759;-5.063327;1.213552;0.522060;-0.515304;-1.242173;-1.775982;-1.204443;-1.504926;-1.015129;-1.064575;-0.160609;-0.293979,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/705-0.mp3,5d8c0fe00bd63377fc68742e53844547,76.3486,-72.0565,-49.0705,-6.8436,0.1293,0.4847,7633,-83.183273;-1.248344;0.994422;-0.446898;-1.465987;-1.217345;-1.756614;-2.319951;-2.515717;-1.775211;-1.677637;-1.014882;-0.768828,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/707-0.mp3,df7f5f20a33ea399adc2442ba3dba346,50.0974,-200.0,-37.5848,-11.3296,0.0601,0.3013,5008,-79.299080;-0.097229;-4.853256;-0.444353;-4.437293;-1.554530;-2.165809;-0.752822;-1.971611;-0.961012;-1.764877;-1.023811;-1.200838,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/711-0.mp3,26f0754c401498ff18add213bbe69693,72.2484,-77.0475,-28.7554,-7.746,0.098,0.255,7223,-73.892967;-0.854286;-1.324953;-2.717693;-4.660249;-3.284019;-3.016220;-0.599419;-1.680991;-0.892424;-0.607424;-0.674209;-0.661911,
pitt_cookie_source_mp3,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/DementiaBank/Pitt/Dementia/cookie/714-0.mp3,cc37a18701a6d680aea75236e1ee917e,79.7434,-69.1922,-60.1172,-4.2216,0.4481,0.6645,7972,-86.030762;1.463840;-3.229912;-2.560579;-4.985160;-1.622974;-2.068045;-0.561513;-0.973840;-1.013326;-0.778573;-0.899522;-0.264466,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S001.wav,5ed7e3bd1409bdab49c4d97daca3a2d8,30.0,-78.587,-47.8852,-16.8881,0.2915,0.4553,2998,-92.232018;1.005572;-1.873927;-1.595254;-1.201419;-0.741550;-2.357404;-1.493471;-1.073300;-0.355289;-1.600896;-0.491356;-0.722508,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S002.wav,2965b71aa6d3061f10f7b05a628c7eed,30.0,-83.7731,-80.724,-41.7666,0.7305,0.9583,2998,-123.745705;-5.864696;-0.257900;-0.234352;-1.598933;-1.217834;-0.581228;-0.521725;-0.570520;-0.370800;-0.679101;-0.415270;-0.443401,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S003.wav,7f86a046493eddae6cf7b31908cc7c02,30.0,-85.3891,-34.9607,-12.3416,0.1604,0.2852,2998,-83.928574;2.413962;-0.614530;-3.068358;-4.763967;-4.971452;-3.374993;-0.573774;-1.235491;0.021952;-0.457267;-0.475148;-0.261859,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S004.wav,3e4e3debee9eef5d510951ed795c2c7a,30.0,-83.547,-38.1674,-11.2076,0.1951,0.3783,2998,-93.954826;-0.671877;-3.455108;-2.077297;-1.831263;-2.418468;-0.869538;-1.441850;-1.312308;-1.085627;-1.402424;-0.940048;-0.746573,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S016.wav,74c9bd8cad257ddaf032b0217751c6bd,30.0,-76.2906,-46.4947,-22.5227,0.1061,0.4026,2998,-93.690132;1.315120;-0.897513;-0.521826;-2.580501;0.317583;-1.246026;0.845071;-0.153328;1.341323;-0.495319;-0.838786;-0.995184,
adress2020_patient30s,/Volumes/G-Drive Pro/paper work/Hard drive data for paper/adress2020/segments_patient/S017.wav,663f9e04b0714005a8b76311c2b94d79,30.0,-68.4034,-53.4782,-24.6515,0.4239,0.5424,2998,-93.629944;-5.502530;-0.556457;1.783466;-3.755291;-1.897858;-2.234455;0.586262;-0.869173;-0.738160;-1.057762;-0.880023;-0.576990,
