status,order_group,line,paper_value,file_value,file_path,triage,triage_reason,triage_recomputed,method_constant,kind,section,item_id,reason,context,tex_line_text
UNMATCHED,added_23sep,149,0.81,,,,,,no,point,Probing Results,L149_1933,no indexed value for context [model=Qwen3-Omni; data=any; stream=answer_state_probe_minus_readout; arm=all]; hint: equal after rounding: Qwen3-Omni|adress2020|projector_probe|all=0.8149 (q3o_adress2020_nested_repeats.json) / Qwen3-Omni|kcl|projector_probe|all=0.8095 (q3o_kcl_nested_repeats.json) / Qwen3-Omni|pitt|encoder_probe|all=0.8122 (q3o_pitt_encoder_nested_oof.csv),"On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83.","The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig.~\ref{fig:gap}). The paired difference $\Delta$ of Section~\ref{sec:setup} excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.  On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67. On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77. The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.  Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel. Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89. On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63. Age alone separates the Pitt groups at 0.71. On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65. The information also survives past the audio encoder. On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77. The probe and the answer use different directions of that vector. The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions. Removing the readout direction from the state leaves the probe at 0.77. On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83. The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression. On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero."
UNMATCHED,added_23sep,149,0.83,,,,,,no,point,Probing Results,L149_1942,no indexed value for context [model=Qwen3-Omni; data=any; stream=answer_state_probe_minus_readout; arm=all]; hint: equal after rounding: Qwen3-Omni|pitt|answer_state_probe|all=0.8268 (q3o_pitt_nested_repeats.json) / Qwen3-Omni|pitt|answer_state_probe|all=0.8307 (readout_direction_q3o_by_arm.csv) / Qwen3-Omni|pitt|?|all=0.8305 (readout_direction_q3o_by_arm.csv),"On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83.","The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig.~\ref{fig:gap}). The paired difference $\Delta$ of Section~\ref{sec:setup} excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.  On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67. On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77. The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.  Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel. Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89. On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63. Age alone separates the Pitt groups at 0.71. On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65. The information also survives past the audio encoder. On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77. The probe and the answer use different directions of that vector. The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions. Removing the readout direction from the state leaves the probe at 0.77. On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83. The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression. On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero."
MISMATCH,added_23sep,180,0.96,0.1498,<local data dir>/release/edaic_rerun/part16/POD1/p14_o25_1a_joined.csv,MISPAIRING,Matcher paired the agreement 0.96 with the conflict value 0.1498. Both agreement definitions round to 0.96.,"311 distinct 0.9620 [0.9345, 0.9822] n=311 spk=138; 483 rows 0.9596 [0.9306, 0.9823] n=483 spk=138 (conflict 0.1498 [0.1131, 0.1887] n=483 spk=138)",no,point,Conflict Test Results,L180_791,"context [model=Qwen2.5-Omni; data=any; stream=transcript; arm=conflict]; best current candidate Qwen2.5-Omni|edaic_conflict_v2|transcript|conflict = 0.1498 (text-prompt conflict-arm AUC, o25) rounds to 0.15; same-tier values: 0.1498 (edaic_conflict_v2 E-DAIC Table 2 Qwen2.5-Omni transcript c, current), 0.1498 (edaic_conflict_v2 text-prompt conflict-arm AUC, o25, current), 0.1498 (edaic_conflict_v2 transcript-only, 483 conflict rows, current)","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
MISMATCH,added_23sep,180,0.22,0.7987,<local data dir>/paper1_local_runs/omni_pitt_text.csv,MISPAIRING,Matcher paired it with a Pitt Qwen2.5-Omni text file. The Qwen3-Omni transcript file gives 0.22.,"0.2243 [0.1757, 0.2742] n=483 spk=138; look-alike: Qwen2.5-Omni AUDIO conflict 0.2218 [0.1829, 0.2632] n=483 spk=138",no,point,Conflict Test Results,L180_830,"context [model=Qwen2.5-Omni; data=any; stream=transcript; arm=agreement]; best CONTESTED candidate Qwen2.5-Omni|pitt|transcript|agreement = 0.7987 (text only, Run A (local MPS, file mtime Sep 15), rank AUC re) rounds to 0.80; same-tier values: 0.7078 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.7078 (pitt text only, Run B (pod /workspace/text_sc, CONTESTED), 0.7987 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.7987 (pitt text only, Run A (local MPS, file mtime , CONTESTED)","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
MISMATCH,added_23sep,180,0.95,0.7987,<local data dir>/paper1_local_runs/omni_pitt_text.csv,MISPAIRING,Matcher paired it with a Pitt Qwen2.5-Omni text file. The Qwen3-Omni transcript agreement arm gives 0.95 (311 distinct) or 0.95 (483 rows).,"311 distinct 0.9523 [0.9249, 0.9750] n=311 spk=138; 483 rows 0.9470 [0.9131, 0.9757] n=483 spk=138; look-alike: Qwen2.5-Omni AUDIO agreement 483 0.9482 [0.9039, 0.9828] n=483 spk=138",no,point,Conflict Test Results,L180_839,"context [model=Qwen2.5-Omni; data=any; stream=transcript; arm=agreement]; best CONTESTED candidate Qwen2.5-Omni|pitt|transcript|agreement = 0.7987 (text only, Run A (local MPS, file mtime Sep 15), rank AUC re) rounds to 0.80; same-tier values: 0.7078 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.7078 (pitt text only, Run B (pod /workspace/text_sc, CONTESTED), 0.7987 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.7987 (pitt text only, Run A (local MPS, file mtime , CONTESTED)","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,86,,,,,,no,percent,Conflict Test Results,L180_905,percentage with no indexed file value for context [model=Qwen3-Omni; data=any; stream=zero_shot; arm=all],"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,0.34,,,,,,no,point,Conflict Test Results,L180_1002,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,0.24,,,,,,no,point,Conflict Test Results,L180_1011,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,0.60,,,,,,no,point,Conflict Test Results,L180_1051,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,0.80,,,,,,no,point,Conflict Test Results,L180_1060,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,0.26,,,,,,no,point,Conflict Test Results,L180_1069,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,0.19,,,,,,no,point,Conflict Test Results,L180_1078,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,15,,,,,,no,integer,Conflict Test Results,L180_1156,count 15 not found as n or n_spk in index rows for (no dataset),With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18.,"Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
