pid,win_dur_s,capped,audio_tok_expected_from_formula,audio_tok_observed,seq_len,fit_in_32k,wave_samples,audio_tok_formula_on_nsamples_floor160,mel_frames_cover_whole_wave,src_dur_s,stitched_s_rebuilt,d_stitch_s,win_s_rebuilt,d_win_s,feat_frames_formula,feat_frames_observed,proj_positions,enc_positions,audio_tok_part22_lifted,seq_len_part22_lifted,agree_part22,cut_wav_sha256_first1MB
422,804.1,0,20102,20102,20150,1,12865600,20102,1,804.1,804.1,0.0,804.1,0.0,80410,80410,20102,40205,20102,20150,1,25547bc13f44bedf96894b4bde3a9ee5798b2ff8abb1007ed0cef0e49295e98d
423,479.3,0,11982,11982,12030,1,7668800,11982,1,479.3,479.3,0.0,479.3,0.0,47930,47930,11982,23965,11982,12030,1,edccdfb7beb73779d6a81bc3ce6ea24a57506b0300805847f3a7973ef16ac0c0
424,900.0,1,22500,22500,22548,1,14400000,22500,1,1851.7001,1851.7001,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,e4384e4fc0ef45810e65a4af2e62948485939b8940379ca3bfaedca372574433
425,900.0,1,22500,22500,22548,1,14400000,22500,1,1788.0001,1788.0001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,3a59cc0c7d616ff846ff2c0c214fcb91653a7fdc8e1439bedffccdf8ccb53452
426,900.0,1,22500,22500,22548,1,14400000,22500,1,1276.9001,1276.9001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,9b5c3f21983a40e863a1b629f7c202fcaaf078a2825723a1f3c06e180e47e4a3
427,357.6,0,8940,8940,8988,1,5721600,8940,1,357.6,357.6,0.0,357.6,0.0,35760,35760,8940,17880,8940,8988,1,b3540de1e53e94d888682e817c8cb9372d81bac3291abfc5b25561bfd212855b
428,259.0,0,6475,6475,6523,1,4144000,6475,1,259.0,259.0,0.0,259.0,0.0,25900,25900,6475,12950,6475,6523,1,886ed0c61402701fc6e0066faaacd58f11c1bfa61c9a5334a389459ea3ed2c49
429,409.7001,0,10242,10242,10290,1,6555201,10242,1,409.7001,409.7001,-0.0,409.7001,-0.0,40970,40970,10242,20485,10242,10290,1,4b45e78b1534806245da31418f3fa17adb09edabfcaf3f0afd096d1f6aea9385
430,900.0,1,22500,22500,22548,1,14400000,22500,1,1349.6001,1349.6001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,ba5cb6d1c6c0d837dfe55e437d1ce1e8de3214493e86d3ee8b41ec13c5bdf76d
431,350.8,0,8770,8770,8818,1,5612800,8770,1,350.8,350.8,0.0,350.8,0.0,35080,35080,8770,17540,8770,8818,1,903f931c8a494bdc052574f9940f486997cc5e30c2024f0ea3a1d6fa26c1d9b9
432,415.5,0,10387,10387,10435,1,6648000,10387,1,415.5,415.5,0.0,415.5,0.0,41550,41550,10387,20775,10387,10435,1,832a6f0ccd747cdafc30c19884c671f6ee0bcf47b6c1fa98a5f29ed1454a3403
433,340.5001,0,8512,8512,8560,1,5448001,8512,1,340.5001,340.5001,-0.0,340.5001,-0.0,34050,34050,8512,17025,8512,8560,1,03489764fcbc9952b40ea1a38b74cc65427cc2a4922ef757655eda7e79be3f7f
434,864.3999,0,21610,21610,21658,1,13830398,21610,1,864.3999,864.3999,0.0,864.3999,-0.0,86439,86439,21610,43220,21610,21658,1,7b41dd6e318e682a42913755fa66860b45fe85d20810789a34a4f1025cefab7b
435,500.4001,0,12510,12510,12558,1,8006401,12510,1,500.4001,500.4001,-0.0,500.4001,-0.0,50040,50040,12510,25020,12510,12558,1,31c0873d06fc6c7804e56bcc0a57abfe37235d782eb2d365915af742e8bcec94
436,900.0,1,22500,22500,22548,1,14400000,22500,1,1050.8001,1050.8001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,4583747c091102c5fd38ec6abccfdf729477215b01890d19a727d5fec0a3fa18
437,485.9001,0,12147,12147,12195,1,7774401,12147,1,485.9001,485.9001,-0.0,485.9001,-0.0,48590,48590,12147,24295,12147,12195,1,c8e7296104e599b95d1f50a9181c1a4e61403389b8f7fd6bd2478738dcfb0f40
438,900.0,1,22500,22500,22548,1,14400000,22500,1,2536.8,2536.8,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,111a0fa2d0fa40ab83525090c385242956b9fe1a76a25090cdb0487f293bd0c7
439,900.0,1,22500,22500,22548,1,14400000,22500,1,987.8001,987.8001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,76518711f1dd1a5040681a1afaf722484cfae64696d8d6451f8dccc33f113f4f
440,724.6001,0,18115,18115,18163,1,11593601,18115,1,724.6001,724.6001,-0.0,724.6001,-0.0,72460,72460,18115,36230,18115,18163,1,89c22e5c087d09206162b18d6442e143d57c987e0dd6ad6a389deea29eba04cf
441,323.7001,0,8092,8092,8140,1,5179201,8092,1,323.7001,323.7001,-0.0,323.7001,-0.0,32370,32370,8092,16185,8092,8140,1,69fceb82759fdff64ebc1aea6661f6abfe2d0b03af6161c930fbc4b828bba8c0
442,900.0,1,22500,22500,22548,1,14400000,22500,1,1488.2999,1488.2999,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,620e403da70387757084af869bca17a608c194a717a2cbfc4379b31e43286694
443,193.4,0,4835,4835,4883,1,3094400,4835,1,193.4,193.4,0.0,193.4,0.0,19340,19340,4835,9670,4835,4883,1,fdf350c29a2db74ddf63b354462e6b069219e4dfd699970aa55f5806423934ce
444,900.0,1,22500,22500,22548,1,14400000,22500,1,962.2001,962.2001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,b62db9994315646b0314352ddb46e9543e7edb2afff154ff6a7bd9144fadeb29
445,360.6001,0,9015,9015,9063,1,5769601,9015,1,360.6001,360.6001,-0.0,360.6001,-0.0,36060,36060,9015,18030,9015,9063,1,eddd4febad5d6121aa918c919a380c83c409b28f9ba0a60f6ce669762316a328
446,665.0,0,16625,16625,16673,1,10640000,16625,1,665.0,665.0,0.0,665.0,0.0,66500,66500,16625,33250,16625,16673,1,4c7d35df4136e7bbacafaf052a6289cb0269b6eae25a822673b8f1a25ad9da04
447,462.0,0,11550,11550,11598,1,7392000,11550,1,462.0,462.0,0.0,462.0,0.0,46200,46200,11550,23100,11550,11598,1,b47b5989387e28606598a7b1162f9ccb93c0974aebea51f6a3f06707555c5356
448,900.0,1,22500,22500,22548,1,14400000,22500,1,2054.3001,2054.3001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,e46098b668ea4337203390912885e02581fc723d149636b7cfe859e75b237dee
449,900.0,1,22500,22500,22548,1,14400000,22500,1,1787.5999,1787.5999,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,6bb5591f6a636f1a1eb7b1ab8dbcbec0fae2ada89b70384065e60a6539d7872a
450,787.4,0,19685,19685,19733,1,12598400,19685,1,787.4,787.4,0.0,787.4,0.0,78740,78740,19685,39370,19685,19733,1,a0b80195701496ff214c046cd1329bcb437a6d1d15ecda3f2ac01acc434f0be0
451,685.7,0,17142,17142,17190,1,10971200,17142,1,685.7,685.7,0.0,685.7,0.0,68570,68570,17142,34285,17142,17190,1,4606592b33ff096ad5b921aff0c599ecec36a47671d31309ad8d43b45099b223
452,900.0,1,22500,22500,22548,1,14400000,22500,1,1083.5999,1083.5999,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,fdafb2eb2d1dd48f350612a217667d8f9a3ddcb6a37cd6145af59376a6782747
453,900.0,1,22500,22500,22548,1,14400000,22500,1,1491.5001,1491.5001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,63faf7c14874ca5fbac61dd9547ffe797021642de6c0070861b827601c8a57db
454,900.0,1,22500,22500,22548,1,14400000,22500,1,1032.2001,1032.2001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,59a10e254bfb705664de393bbd1f9c48a4bb0622190b19483696bbc5c647ce43
455,900.0,1,22500,22500,22548,1,14400000,22500,1,1173.0,1173.0,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,e721e9be7336f324b7c1880dc6f6cf851a96ac455f228a2ecf20c214c68678f9
456,508.7,0,12717,12717,12765,1,8139200,12717,1,508.7,508.7,0.0,508.7,0.0,50870,50870,12717,25435,12717,12765,1,15d4b7ae28d28bd8a458f2c51ee27c68811165077841ab11da672163fcb8b79c
457,900.0,1,22500,22500,22548,1,14400000,22500,1,1406.9,1406.9,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,ff337650341449a2f70feb83a97ea83d4507d440978fd270dffd68b27bcdd382
458,580.3,0,14507,14507,14555,1,9284800,14507,1,580.3,580.3,0.0,580.3,0.0,58030,58030,14507,29015,14507,14555,1,1f5839e7a837df5bfd4b008ea6583306a195ee99ba196289eeb14f610b1a797c
459,384.6,0,9615,9615,9663,1,6153600,9615,1,384.6,384.6,0.0,384.6,0.0,38460,38460,9615,19230,9615,9663,1,9a5083275b0fe3bab9a36421a31bc8885b6de3641f75c47f06075c17d30e1221
461,900.0,1,22500,22500,22548,1,14400000,22500,1,1207.7,1207.7,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,26801f0af1ff34d435ff55f592f4e47f0094b39205c3bfcc0386c429c3c2921b
462,900.0,1,22500,22500,22548,1,14400000,22500,1,1612.7001,1612.7001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,d1e90ed6479175f8b579e8823af2d4ba9e6cc92bf5555b61ef2540313877c03f
463,386.7999,0,9670,9670,9718,1,6188798,9670,1,386.7999,386.7999,0.0,386.7999,-0.0,38679,38679,9670,19340,9670,9718,1,636d7cf54c0845988185cf7932fcb2fe857813407100d440a39342aa5256f153
464,658.6999,0,16467,16467,16515,1,10539198,16467,1,658.6999,658.6999,0.0,658.6999,-0.0,65869,65869,16467,32935,16467,16515,1,f393b3f39a1c37a86efd3bc9d82d33e74107cd9d9b9455c3daeff7520e48d5f3
465,900.0,1,22500,22500,22548,1,14400000,22500,1,1932.9001,1932.9001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,9051fb9cc50d6d6a3a61ffb2f091c44b50b1aff53896806eeb50d5133181d34a
466,900.0,1,22500,22500,22548,1,14400000,22500,1,2586.1999,2586.1999,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,2ec9834c0fc5190a9e97688a0a1431035317f8c53feb06a059e8d3d82932c847
467,365.6999,0,9142,9142,9190,1,5851198,9142,1,365.6999,365.6999,0.0,365.6999,-0.0,36569,36569,9142,18285,9142,9190,1,42d2ee238f4318aa2a58146bf15c0e26d23e5282d3e869c1ca60986a48113ae8
468,900.0,1,22500,22500,22548,1,14400000,22500,1,1413.5001,1413.5001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,7b5a3cb568dd5f71f5877cb0e1400577b597ec523e69d1b1cf7a50429db82aa9
469,639.3999,0,15985,15985,16033,1,10230398,15985,1,639.3999,639.3999,-0.0,639.3999,-0.0,63939,63939,15985,31970,15985,16033,1,a51c60e017a09ac32ba6a7ec78e5df0533c28d75dc3023f116a30bbf7991c99f
470,900.0,1,22500,22500,22548,1,14400000,22500,1,1499.0001,1499.0001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,4e71466dd3ccad5d8cdc99827d4af88db3b5694e1589f55e5faf8ef224bd7575
471,900.0,1,22500,22500,22548,1,14400000,22500,1,1627.2001,1627.2001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,ca634096f4f082ec5ecf22825410fce0597e5f81e5fce451830b284cdd1aa0b8
472,397.8,0,9945,9945,9993,1,6364800,9945,1,397.8,397.8,0.0,397.8,0.0,39780,39780,9945,19890,9945,9993,1,bb6b70fd7d36b5ddf571660843863bfbbac1579a04f2822be707f74c89d8bb9b
473,101.1,0,2527,2527,2575,1,1617600,2527,1,101.1,101.1,0.0,101.1,0.0,10110,10110,2527,5055,2527,2575,1,77ae94e256c78dd64139dfdb24ef67e0a60a453baec7ba749043b444b088a7dd
474,900.0,1,22500,22500,22548,1,14400000,22500,1,1442.5001,1442.5001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,0b463e00ce14f90b03881c3265a0a36da777bdb0e5abef9bde5feaa2eb0c5cf8
475,224.5999,0,5615,5615,5663,1,3593598,5615,1,224.5999,224.5999,0.0,224.5999,-0.0,22459,22460,5615,11230,5615,5663,1,d6dbd7426823f903c2d44a1ea7eaf1115fb4a5fa89aaf2aba65e2bf81db2b950
476,785.6,0,19640,19640,19688,1,12569600,19640,1,785.6,785.6,0.0,785.6,0.0,78560,78560,19640,39280,19640,19688,1,5bb2c37a063f42d1ed0e899876561919a1f19e202268d603af6cf5372e52c2e1
477,829.6001,0,20740,20740,20788,1,13273601,20740,1,829.6001,829.6001,-0.0,829.6001,-0.0,82960,82960,20740,41480,20740,20788,1,be3c8e7dc47497388277c533493777f7b15de941a32911ae3d71c04e413d376c
478,900.0001,1,22500,22500,22548,1,14400000,22500,1,1305.6,1305.6,0.0,900.0,-0.0001,90000,90000,22500,45000,22500,22548,1,e2bf4354ef9eda86d43711682d0643f1f0cd347484366d99d8e14f1e1f224177
479,256.0001,0,6400,6400,6448,1,4096001,6400,1,256.0001,256.0001,-0.0,256.0001,-0.0,25600,25601,6400,12801,6400,6448,1,e5f72cc53b8af34f089af7b74e48e768dde071dc240489e658b6aafa3bd840a3
480,900.0,1,22500,22500,22548,1,14400000,22500,1,1205.3001,1205.3001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,fcba0130ca8f4df42219da8e818428b66c251bedba88de737952fc06508af0bc
481,656.3,0,16407,16407,16455,1,10500800,16407,1,656.3,656.3,0.0,656.3,0.0,65630,65630,16407,32815,16407,16455,1,5167cc7e9716d93c999015eedb273faeea502967b96a3d43cedb2319c2ea7d7d
482,900.0,1,22500,22500,22548,1,14400000,22500,1,1589.8,1589.8,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,cc3220b6a41288dee5adf899f350cfe0861d43840cd70e6127cd4c45b9349ff3
483,900.0001,1,22500,22500,22548,1,14400000,22500,1,2384.2001,2384.2001,0.0,900.0,-0.0001,90000,90000,22500,45000,22500,22548,1,846cbb013f6ed707bdc55a10936d5ff0d4cdf4f7984eb9f1daf5ae5b707dc842
484,573.5999,0,14340,14340,14388,1,9177598,14340,1,573.5999,573.5999,0.0,573.5999,-0.0,57359,57359,14340,28680,14340,14388,1,b022e67e7472cef45a39a8e66040509da5072c2fd4760b39db64593bba5e6766
485,212.4001,0,5310,5310,5358,1,3398401,5310,1,212.4001,212.4001,-0.0,212.4001,-0.0,21240,21241,5310,10621,5310,5358,1,7e306f714d374c2c411bb5b2b291b57784f6956fbea6ed28dac239778d7c1265
486,298.2001,0,7455,7455,7503,1,4771201,7455,1,298.2001,298.2001,0.0,298.2001,-0.0,29820,29821,7455,14911,7455,7503,1,aff97ca502b0fd61b9237362f9a8d726d76ae808daa5d7c4139c201ef702ae90
487,692.0001,0,17300,17300,17348,1,11072001,17300,1,692.0001,692.0001,-0.0,692.0001,-0.0,69200,69200,17300,34600,17300,17348,1,aba91b07bac03527e26fdd9c73d8dc1a93417eaf12705fce10f3bbd94ed0f64f
488,455.5,0,11387,11387,11435,1,7288000,11387,1,455.5,455.5,0.0,455.5,0.0,45550,45550,11387,22775,11387,11435,1,16695efec67a91d5e206f13f5b5420f3236ffc4ea1b6555fae4ccd12a7223eb5
489,842.8,0,21070,21070,21118,1,13484800,21070,1,842.8,842.8,0.0,842.8,0.0,84280,84280,21070,42140,21070,21118,1,51acaef856b43017f59126d1182cf8d50b7694d857197f075756e30318ad5fff
490,193.5999,0,4840,4840,4888,1,3097598,4840,1,193.5999,193.5999,0.0,193.5999,-0.0,19359,19360,4840,9680,4840,4888,1,12d9853ce9ed83a3dce3c90f3d3b8826b8359fcb86f610d783f273df25030f10
491,900.0,1,22500,22500,22548,1,14400000,22500,1,1268.9999,1268.9999,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,3308c572cd27816584af9722db6ca7e3d420162e23f92803b0c7763729cdf133
492,900.0,1,22500,22500,22548,1,14400000,22500,1,1447.4,1447.4,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,f8d4f17a4c3cbea8ec8cceab80e227ac1a2b6d9ab805bf714673d3916d252941
600,98.1999,0,2455,2455,2503,1,1571198,2455,1,98.1999,98.1999,0.0,98.1999,-0.0,9819,9820,2455,4910,2455,2503,1,7e27220f54e8cbe202e332ae1129e4327dfeba012ca0bf59c197b8f4200d1425
601,139.5,0,3487,3487,3535,1,2232000,3487,1,139.5,139.5,0.0,139.5,0.0,13950,13950,3487,6975,3487,3535,1,c528fa809ecc0e130f8109682d4fcf1ce34f70fe3042677213604e0d9a46ab0a
602,900.0001,1,22500,22500,22548,1,14400000,22500,1,1092.8,1092.8,0.0,900.0,-0.0001,90000,90000,22500,45000,22500,22548,1,948f6067aa90b92ef1de6704e4dfd54bc05768f3b46130c57c1ad4542679d88a
603,900.0,1,22500,22500,22548,1,14400000,22500,1,2052.4001,2052.4001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,9a957aa182b9c8a08751544a3e8e9a5546658240b62dbc591439a9da8045aca3
604,117.9999,0,2950,2950,2998,1,1887998,2950,1,117.9999,117.9999,0.0,117.9999,-0.0,11799,11800,2950,5900,2950,2998,1,a08ec6b2428ce425592669734eae723e1aee0291fb85c74c841f262a0f394272
605,208.5,0,5212,5212,5260,1,3336000,5212,1,208.5,208.5,0.0,208.5,0.0,20850,20850,5212,10425,5212,5260,1,86d95a2c902fe4f1201c9513972c89c05d50bd6599dc21aa87a92dbb34a86e57
606,65.9001,0,1648,1648,1696,1,1054401,1647,1,65.9001,65.9001,-0.0,65.9001,-0.0,6590,6591,1648,3296,1648,1696,1,096d057d4354db16cd1473406653e4996736a868117e0cd8b5624be7ce6419dd
607,220.3001,0,5508,5508,5556,1,3524801,5507,1,220.3001,220.3001,-0.0,220.3001,-0.0,22030,22031,5508,11016,5508,5556,1,fcfba9f74990ea6796e28d7b9086b6447c818ad827ab9b318b502cced54ab73f
608,653.4002,0,16335,16335,16383,1,10454403,16335,1,653.4002,653.4002,-0.0,653.4002,-0.0,65340,65340,16335,32670,16335,16383,1,6ab034e7354156b4c65ca493099d45c91dad77209686c184ae324ab258ae4324
609,740.6999,0,18517,18517,18565,1,11851199,18517,1,740.6999,740.6999,0.0,740.6999,0.0,74069,74069,18517,37035,18517,18565,1,1fc0d1305725e39656f3c21aa2302de224cd03a98155e01010ad0edc15d4462b
612,286.5,0,7162,7162,7210,1,4584000,7162,1,286.5,286.5,0.0,286.5,0.0,28650,28650,7162,14325,7162,7210,1,7c19d9a3415572c1b2bc84f70b4927933b264ecffd96f8ab7d65c1d428e788be
615,573.3999,0,14335,14335,14383,1,9174398,14335,1,573.3999,573.3999,0.0,573.3999,-0.0,57339,57339,14335,28670,14335,14383,1,ada6f5f9463f80bcac5ecc3f8b1834b512bcf50c2effc711ce4c1c36b4fc10a2
617,591.8,0,14795,14795,14843,1,9468800,14795,1,591.8,591.8,0.0,591.8,0.0,59180,59180,14795,29590,14795,14843,1,e7ad8f9b009d1b13cc5a3fa8920cf23eb274da35d67ce197dc211af8f9c91983
618,139.2001,0,3480,3480,3528,1,2227201,3480,1,139.2001,139.2001,-0.0,139.2001,-0.0,13920,13921,3480,6961,3480,3528,1,92b705183531c403b710861a95328db0e4ca8abc2eb1df3c5bfca8ab21eb5bc0
619,556.5,0,13912,13912,13960,1,8904000,13912,1,556.5,556.5,0.0,556.5,0.0,55650,55650,13912,27825,13912,13960,1,6a5a0dfc0e8fc37410a43ccedf0782d6e3db0062c973c56b6406029672c0f65d
620,393.2,0,9830,9830,9878,1,6291200,9830,1,393.2,393.2,0.0,393.2,0.0,39320,39320,9830,19660,9830,9878,1,b9e8b44795686045f79cfdab22e1940baae56bcc2d3eb5b654f872f546f3bb55
622,320.4001,0,8010,8010,8058,1,5126401,8010,1,320.4001,320.4001,-0.0,320.4001,-0.0,32040,32040,8010,16020,8010,8058,1,9ac596fc558bc907dbe5e754f3908cec40ca878584dce724e368ea95a8111bbe
623,725.6998,0,18142,18142,18190,1,11611197,18142,1,725.6998,725.6998,-0.0,725.6998,0.0,72569,72569,18142,36285,18142,18190,1,a49d99962fad20fd11cc2e24fdb21166a26a4e41aa4232348c16696d31505870
624,165.4999,0,4137,4137,4185,1,2647998,4137,1,165.4999,165.4999,0.0,165.4999,-0.0,16549,16550,4137,8275,4137,4185,1,1457270ba4c6fb310e384aca08944ff1554f2da60d3c2f8512125cf3395d401f
625,566.4,0,14160,14160,14208,1,9062400,14160,1,566.4,566.4,0.0,566.4,0.0,56640,56640,14160,28320,14160,14208,1,47c1b9e0dbaf18609555acffe4242535aed230680ec38e4b573726743c699726
626,89.8,0,2245,2245,2293,1,1436800,2245,1,89.8,89.8,0.0,89.8,0.0,8980,8980,2245,4490,2245,2293,1,aec26bcc7240a05a15105f9eb63a53022e51a63891655360341091a0f4382f8b
627,572.1999,0,14305,14305,14353,1,9155198,14305,1,572.1999,572.1999,-0.0,572.1999,-0.0,57219,57219,14305,28610,14305,14353,1,58ea0eaf14b642d6b7525d03dae7847a2ac9373fbedc98e10bd923ad57323785
628,562.1,0,14052,14052,14100,1,8993600,14052,1,562.1,562.1,0.0,562.1,0.0,56210,56210,14052,28105,14052,14100,1,7bd3473b95ba37bfee1eff3141055a9e3653246300f67297cdd13db1494d4b97
629,737.4999,0,18437,18437,18485,1,11799999,18437,1,737.4999,737.4999,0.0,737.4999,0.0,73749,73749,18437,36875,18437,18485,1,1a2e96d222b3da882c0beff8f48c961ecc709f7749ffd669018b7f595fd333cc
631,675.9,0,16897,16897,16945,1,10814400,16897,1,675.9,675.9,0.0,675.9,0.0,67590,67590,16897,33795,16897,16945,1,2b3c31beab7cff7e5b9f994f202dba36175be16c1698974836c7eefb0ac69671
632,581.2,0,14530,14530,14578,1,9299201,14530,1,581.2001,581.2001,-0.0,581.2001,0.0001,58120,58120,14530,29060,14530,14578,1,82fba41b02d50076383254efbfbe01e5b7f26a7cb132ce6a215850375ab2df17
633,900.0,1,22500,22500,22548,1,14400000,22500,1,1113.7999,1113.7999,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,05941582ca174b22a426480aa0704aacf8489a43ab9e02901ec1da487c10ffdd
634,377.1,0,9427,9427,9475,1,6033600,9427,1,377.1,377.1,-0.0,377.1,0.0,37710,37710,9427,18855,9427,9475,1,ec0dd38b0a3de6f49b02f68f146e4eb3c2fb1446fe315f58aa3c485f60c80aaa
635,84.5,0,2112,2112,2160,1,1352000,2112,1,84.5,84.5,0.0,84.5,0.0,8450,8450,2112,4225,2112,2160,1,d4b464c790f93f7daaeb4b699a7a9441ae26b3b23802106ef8842bb27c7b97f7
636,900.0,1,22500,22500,22548,1,14400000,22500,1,981.1,981.1,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,ab1038d6706044b3059b44ed270a8ee2f70ec4b1e33db8a7824580cdf2ae3b84
637,714.6001,0,17865,17865,17913,1,11433601,17865,1,714.6001,714.6001,-0.0,714.6001,-0.0,71460,71460,17865,35730,17865,17913,1,1101e029346fea0a035e2c94dc2f498f5916ec897d6d3ba512e7184f5c93d035
638,88.6,0,2215,2215,2263,1,1417600,2215,1,88.6,88.6,0.0,88.6,0.0,8860,8860,2215,4430,2215,2263,1,d9a0ebfb2a97aecbff278a4313462de572ca1d0a576789ed2018a7373f0a237d
640,407.0999,0,10177,10177,10225,1,6513599,10177,1,407.0999,407.0999,0.0,407.0999,0.0,40709,40709,10177,20355,10177,10225,1,493ace24c4b2b2454ea6baf3b50676cc5c11188c132e0b628d52934ae98139a1
641,186.7,0,4667,4667,4715,1,2987200,4667,1,186.7,186.7,0.0,186.7,0.0,18670,18670,4667,9335,4667,4715,1,f141a2df247e4126e5e322c8806f52a868a19b999a890d5b5afbc947bc45e229
649,368.0,0,9200,9200,9248,1,5888000,9200,1,368.0,368.0,-0.0,368.0,0.0,36800,36800,9200,18400,9200,9248,1,fe0da9b364740b4ad30921b9cadfd9e469e6022748a7bcac6929d00f48ec2f28
650,418.5,0,10462,10462,10510,1,6696000,10462,1,418.5,418.5,0.0,418.5,0.0,41850,41850,10462,20925,10462,10510,1,3ee0e62884d8f22d6c08bd55b46fcaa269036fa335faf22b035574216d4c7fee
651,74.5,0,1862,1862,1910,1,1192000,1862,1,74.5,74.5,0.0,74.5,0.0,7450,7450,1862,3725,1862,1910,1,c9c182d8c5a7d154925a2365df7e3fdd810fcb1e42fdff26e16273ab03f50f1d
652,355.4999,0,8887,8887,8935,1,5687998,8887,1,355.4999,355.4999,0.0,355.4999,-0.0,35549,35549,8887,17775,8887,8935,1,5f26eefcc5f563f5bd3b2c8406607bd5341e8f5cea8f2e01b27741f093af97ad
653,188.8,0,4720,4720,4768,1,3020800,4720,1,188.8,188.8,0.0,188.8,0.0,18880,18880,4720,9440,4720,4768,1,543eb3a5d08b09b960d612aec1e980bc71e40a311ded51c1e01c2cb75bce1503
654,143.3999,0,3585,3585,3633,1,2294398,3585,1,143.3999,143.3999,0.0,143.3999,-0.0,14339,14340,3585,7170,3585,3633,1,ed632ba8c8c81ed5791cd62d2b2242dc150c77a082665fc96d7ef73d8080969e
655,266.3001,0,6658,6658,6706,1,4260801,6657,1,266.3001,266.3001,0.0,266.3001,-0.0,26630,26631,6658,13316,6658,6706,1,c7db90eebccffe4c052f16c8ba85484e3062185f62a5b25e33c67f989f088a67
656,312.4,0,7810,7810,7858,1,4998400,7810,1,312.4,312.4,0.0,312.4,0.0,31240,31240,7810,15620,7810,7858,1,b4b1d36be1997dd8fca774cf1ee6de5ee4ff14d303271d0c6f8b4d7b657b8c50
657,900.0,1,22500,22500,22548,1,14400000,22500,1,2377.9001,2377.9001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,85fa1ee5069d273189d636ef754b5ddb412e2db31e1c2fd340b20fb6202c2d04
658,315.5001,0,7887,7887,7935,1,5048001,7887,1,315.5001,315.5001,-0.0,315.5001,-0.0,31550,31550,7887,15775,7887,7935,1,f856b4ed411d9727c01e4b3622656504f8098e381093e90f2e2ff8092c7b580e
659,692.3001,0,17307,17307,17355,1,11076801,17307,1,692.3001,692.3001,-0.0,692.3001,-0.0,69230,69230,17307,34615,17307,17355,1,af8d9b58dc5d63a3de8be7c8a373c573c3a2cf2290ca4478a949d1711d63c2d4
660,900.0,1,22500,22500,22548,1,14400000,22500,1,1560.2,1560.2,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,be14f5e938a90ad603fcd41408691be50952d1f8eb286979713a30f76eb68913
661,900.0,1,22500,22500,22548,1,14400000,22500,1,1781.7,1781.7,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,40b88c8840c375f19eb0dc79ea31f6d7d1f834341f833b26d92d4614a6d27c48
662,341.1,0,8527,8527,8575,1,5457600,8527,1,341.1,341.1,-0.0,341.1,0.0,34110,34110,8527,17055,8527,8575,1,f5c983e550ce0f786325672a03eed0ab85921d6ed1d22a1bc12055db1a0b74b9
663,307.2001,0,7680,7680,7728,1,4915201,7680,1,307.2001,307.2001,-0.0,307.2001,-0.0,30720,30720,7680,15360,7680,7728,1,b7eda980e4581de9b6b1530ba6b7f413a45682e241f26a0f908987355184e2be
664,900.0,1,22500,22500,22548,1,14400000,22500,1,1884.8999,1884.8999,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,860c0ab900936d9cf72b66e5e919b9bbb230b5d170379c2cb21c5031862494dd
666,628.0999,0,15702,15702,15750,1,10049599,15702,1,628.0999,628.0999,0.0,628.0999,0.0,62809,62809,15702,31405,15702,15750,1,25bd699ad876f56e657241a57ff1472910b16d2a9770e1c68e5ce7e7a6bf7703
