pid,win_dur_s,capped,wave_samples,wave_s,feat_frames_formula,feat_frames_observed,audio_tok_expected_from_formula,audio_tok_observed,enc_positions,proj_positions,seq_len,fit_in_32k,p_yes,answer_mass,p_yes_rule,answer_mass_rule,cut_wav_sha256_first1MB,peak_gpu_gib,model_sec
411,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.03113994811595107,0.9969915691763163,0.031139975838958032,0.9969930741935968,7d39ee837245a6875a5efad08b040191191db8620b782d86c97d5b9b8e7b3f96,27.76,2.164
412,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.4383397652258388,0.9956359267234802,0.4383396955643167,0.9956386685371399,c313e0a708f0852687196b92bdb74bd43b188767acff68708869e62f6ab2c810,27.76,1.967
413,596.2,0,9539200,596.2,59620,59620,14905,14905,29810,14905,14953,1,0.20179404407729792,0.9957717955112457,0.2017941482235346,0.9957737922668457,6b4090ec3a2714faaf44b139d2544b5c955a68000c5e125bb866c431174e9ffe,23.66,1.321
414,558.7999,0,8940798,558.7999,55879,55879,13970,13970,27940,13970,14018,1,0.9325861037303699,0.9983276128768921,0.9325860127444711,0.9983296915888786,9d1b3597ed01ca707ca25298ca7399f402b740efe46b8ae6472546058b1974cd,23.158,1.107
415,396.4,0,6342400,396.4,39640,39640,9910,9910,19820,9910,9958,1,0.08531219391452435,0.9967924430966377,0.08531230577631337,0.9967944547533989,a17e0d99e902650c8cb1cf425bcde1e1915fea34ffafa0a3d68a37574a736af9,20.964,0.707
416,493.3,0,7892800,493.3,49330,49330,12332,12332,24665,12332,12380,1,0.11284821618629001,0.996293917298317,0.11284825982093485,0.9962955787777901,da92f998039bfe7bc349b839871ccb4f1e5d54a51e420ae23f73e2896c4f289f,22.274,0.927
417,451.4999,0,7223998,451.4999,45149,45149,11287,11287,22575,11287,11335,1,0.8176646115446647,0.9955588132143021,0.8176644613981329,0.9955605268478394,fc2ec56dcf24e3af32a059a1e0542fa04e7259551843c11a7cc9d23a89991f74,21.712,0.814
418,606.9,0,9710400,606.9,60690,60690,15172,15172,30345,15172,15220,1,0.5624442804535542,0.9952462911605835,0.562444158898642,0.9952479898929596,d5f25ed588831b391caaef41acaf9937dede134a5b1a12ed6b3b95c9e7991549,23.808,1.23
419,649.7,0,10395200,649.7,64970,64970,16242,16242,32485,16242,16290,1,0.047456691374804766,0.9975288920104504,0.0474567299870359,0.9975301213562489,ff14d85f8a88060248260f78fec36d546c8ef594b19b61878b44a07dd1662210,24.384,1.345
420,403.8999,0,6462398,403.8999,40389,40389,10097,10097,20195,10097,10145,1,0.28150786179677056,0.9957670867443085,0.28150789789453784,0.9957685470581055,22346f83320b3288379b28d0fa201064fd212d1c06d29f14fce1b240799ae3bb,21.066,0.744
421,410.8001,0,6572801,410.8001,41080,41080,10270,10270,20540,10270,10318,1,0.9100306697971718,0.9979228079319,0.9100305428052466,0.9979250431060791,d4c40c759859fd94b3b28373acfb9b91a754732d12e573fc1e4a2acbffc3581d,21.162,0.764
422,804.1,0,12865600,804.1,80410,80410,20102,20102,40205,20102,20150,1,0.9323323088933337,0.9966723099350929,0.932332226605096,0.9966737404465675,25547bc13f44bedf96894b4bde3a9ee5798b2ff8abb1007ed0cef0e49295e98d,26.468,1.73
423,479.3,0,7668800,479.3,47930,47930,11982,11982,23965,11982,12030,1,0.20223873090427308,0.9947637468576431,0.20223878646296992,0.9947656840085983,edccdfb7beb73779d6a81bc3ce6ea24a57506b0300805847f3a7973ef16ac0c0,22.084,0.886
424,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.5158825470428894,0.9960185289382935,0.5158824646178206,0.9960208833217621,e4384e4fc0ef45810e65a4af2e62948485939b8940379ca3bfaedca372574433,27.76,2.181
425,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.9707063498735349,0.9984728302806616,0.9707063060492948,0.9984750244766474,3a59cc0c7d616ff846ff2c0c214fcb91653a7fdc8e1439bedffccdf8ccb53452,27.76,1.938
426,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.5479543742610652,0.9928451180458069,0.5479541266963505,0.9928480684757233,9b5c3f21983a40e863a1b629f7c202fcaaf078a2825723a1f3c06e180e47e4a3,27.76,1.975
427,357.6,0,5721600,357.6,35760,35760,8940,8940,17880,8940,8988,1,0.13312952663971803,0.9967754930257797,0.13312955199705548,0.9967776536941528,b3540de1e53e94d888682e817c8cb9372d81bac3291abfc5b25561bfd212855b,20.443,0.659
428,259.0,0,4144000,259.0,25900,25900,6475,6475,12950,6475,6523,1,0.09545549763997989,0.997153252363205,0.09545559514599715,0.9971548095345497,886ed0c61402701fc6e0066faaacd58f11c1bfa61c9a5334a389459ea3ed2c49,19.118,0.459
429,409.7001,0,6555201,409.7001,40970,40970,10242,10242,20485,10242,10290,1,0.08044454228916266,0.9969493895769119,0.08044459247684409,0.9969508051872253,4b45e78b1534806245da31418f3fa17adb09edabfcaf3f0afd096d1f6aea9385,21.144,0.76
430,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.9323777924361103,0.9971649646759033,0.9323776512061315,0.9971672892570496,ba5cb6d1c6c0d837dfe55e437d1ce1e8de3214493e86d3ee8b41ec13c5bdf76d,27.76,1.977
431,350.8,0,5612800,350.8,35080,35080,8770,8770,17540,8770,8818,1,0.056725485245385024,0.9975471086800098,0.05672554467058788,0.9975486248731613,903f931c8a494bdc052574f9940f486997cc5e30c2024f0ea3a1d6fa26c1d9b9,20.35,0.634
432,415.5,0,6648000,415.5,41550,41550,10387,10387,20775,10387,10435,1,0.07593813206694475,0.9972198903560638,0.0759381866556481,0.9972216263413429,832a6f0ccd747cdafc30c19884c671f6ee0bcf47b6c1fa98a5f29ed1454a3403,21.223,0.75
433,340.5001,0,5448001,340.5001,34050,34050,8512,8512,17025,8512,8560,1,0.05666504267490816,0.9980495199561119,0.05666511976731187,0.9980510547757149,03489764fcbc9952b40ea1a38b74cc65427cc2a4922ef757655eda7e79be3f7f,20.215,0.606
434,864.3999,0,13830398,864.3999,86439,86439,21610,21610,43220,21610,21658,1,0.12609065915455858,0.9960580617189407,0.12609077674689834,0.9960599690675735,7b41dd6e318e682a42913755fa66860b45fe85d20810789a34a4f1025cefab7b,27.288,1.867
435,500.4001,0,8006401,500.4001,50040,50040,12510,12510,25020,12510,12558,1,0.9627988184997376,0.9982774965465069,0.9627987684639243,0.99827915802598,31c0873d06fc6c7804e56bcc0a57abfe37235d782eb2d365915af742e8bcec94,22.373,0.949
436,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.050391942176606974,0.9971088916063309,0.05039203221079686,0.9971108064055443,4583747c091102c5fd38ec6abccfdf729477215b01890d19a727d5fec0a3fa18,27.76,2.014
437,485.9001,0,7774401,485.9001,48590,48590,12147,12147,24295,12147,12195,1,0.06018913294828948,0.9977831542491913,0.060189208322623804,0.9977845661342144,c8e7296104e599b95d1f50a9181c1a4e61403389b8f7fd6bd2478738dcfb0f40,22.175,0.928
438,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.16479692167970839,0.9951042979955673,0.16479700007972306,0.9951061755418777,111a0fa2d0fa40ab83525090c385242956b9fe1a76a25090cdb0487f293bd0c7,27.76,2.009
439,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.12600997090891752,0.9960809499025345,0.12601000314815675,0.9960823506116867,76518711f1dd1a5040681a1afaf722484cfae64696d8d6451f8dccc33f113f4f,27.76,2.005
440,724.6001,0,11593601,724.6001,72460,72460,18115,18115,36230,18115,18163,1,0.308124520321591,0.9945822060108185,0.3081245701761521,0.9945841729640961,89c22e5c087d09206162b18d6442e143d57c987e0dd6ad6a389deea29eba04cf,25.394,1.527
441,323.7001,0,5179201,323.7001,32370,32370,8092,8092,16185,8092,8140,1,0.5162962281812821,0.9946577847003937,0.5162962277153915,0.9946605563163757,69fceb82759fdff64ebc1aea6661f6abfe2d0b03af6161c930fbc4b828bba8c0,19.983,0.584
442,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.8268333452927323,0.9962988197803497,0.8268331139682689,0.9963011890649796,620e403da70387757084af869bca17a608c194a717a2cbfc4379b31e43286694,27.76,2.048
443,193.4,0,3094400,193.4,19340,19340,4835,4835,9670,4835,4883,1,0.15636478237077972,0.9953902810811996,0.156364848563643,0.9953923374414444,fdf350c29a2db74ddf63b354462e6b069219e4dfd699970aa55f5806423934ce,18.238,0.339
444,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.11293106693915178,0.9961931854486465,0.1129311100725084,0.9961950480937958,b62db9994315646b0314352ddb46e9543e7edb2afff154ff6a7bd9144fadeb29,27.76,2.149
445,360.6001,0,5769601,360.6001,36060,36060,9015,9015,18030,9015,9063,1,0.6218756449990761,0.9967322051525116,0.6218754464431911,0.9967344403266907,eddd4febad5d6121aa918c919a380c83c409b28f9ba0a60f6ce669762316a328,20.488,0.67
446,665.0,0,10640000,665.0,66500,66500,16625,16625,33250,16625,16673,1,0.04209677761978626,0.9974822103977203,0.042096822726962496,0.9974840618669987,4c7d35df4136e7bbacafaf052a6289cb0269b6eae25a822673b8f1a25ad9da04,24.592,1.396
447,462.0,0,7392000,462.0,46200,46200,11550,11550,23100,11550,11598,1,0.28149654541714525,0.996199369430542,0.28149654959734627,0.996201366186142,b47b5989387e28606598a7b1162f9ccb93c0974aebea51f6a3f06707555c5356,21.851,0.851
448,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.8741359729889627,0.9970445036888123,0.8741357877738882,0.9970463514328003,e46098b668ea4337203390912885e02581fc723d149636b7cfe859e75b237dee,27.76,1.938
449,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.04470711966299593,0.9966377690434456,0.04470714207086735,0.9966391026973724,6bb5591f6a636f1a1eb7b1ab8dbcbec0fae2ada89b70384065e60a6539d7872a,27.76,1.963
450,787.4,0,12598400,787.4,78740,78740,19685,19685,39370,19685,19733,1,0.9890386757355298,0.9990411503240466,0.9890386522031164,0.9990423191338778,a0b80195701496ff214c046cd1329bcb437a6d1d15ecda3f2ac01acc434f0be0,26.246,1.675
451,685.7,0,10971200,685.7,68570,68570,17142,17142,34285,17142,17190,1,0.11306936892794336,0.9963879734277725,0.11306947174672785,0.9963897690176964,4606592b33ff096ad5b921aff0c599ecec36a47671d31309ad8d43b45099b223,24.869,1.435
452,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.11936838999517654,0.9953478276729584,0.11936845574690595,0.9953495264053345,fdafb2eb2d1dd48f350612a217667d8f9a3ddcb6a37cd6145af59376a6782747,27.76,1.974
453,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.09541942762083366,0.994239017367363,0.09541943754671973,0.9942413344979286,63faf7c14874ca5fbac61dd9547ffe797021642de6c0070861b827601c8a57db,27.76,1.97
454,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.06763414843524782,0.9967614337801933,0.06763422809115616,0.996763564646244,59a10e254bfb705664de393bbd1f9c48a4bb0622190b19483696bbc5c647ce43,27.76,1.967
455,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.01691199239460827,0.9981072004884481,0.016912011917857444,0.9981082510203123,e721e9be7336f324b7c1880dc6f6cf851a96ac455f228a2ecf20c214c68678f9,27.76,1.963
456,508.7,0,8139200,508.7,50870,50870,12717,12717,25435,12717,12765,1,0.10685784145808601,0.9967936128377914,0.10685788923827175,0.9967954680323601,15d4b7ae28d28bd8a458f2c51ee27c68811165077841ab11da672163fcb8b79c,22.485,1.009
457,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.04739647622328748,0.9969337396323681,0.04739649589241887,0.9969357624650002,ff337650341449a2f70feb83a97ea83d4507d440978fd270dffd68b27bcdd382,27.76,1.973
458,580.3,0,9284800,580.3,58030,58030,14507,14507,29015,14507,14555,1,0.09019034586374165,0.9960443004965782,0.09019042190724266,0.9960460215806961,1f5839e7a837df5bfd4b008ea6583306a195ee99ba196289eeb14f610b1a797c,23.447,1.167
459,384.6,0,6153600,384.6,38460,38460,9615,9615,19230,9615,9663,1,0.7984543253942004,0.9961624145507812,0.7984542087316393,0.9961643517017365,9a5083275b0fe3bab9a36421a31bc8885b6de3641f75c47f06075c17d30e1221,20.804,0.694
461,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.9580159179795565,0.9974400922656059,0.9580158293542808,0.9974418021738529,26801f0af1ff34d435ff55f592f4e47f0094b39205c3bfcc0386c429c3c2921b,27.76,1.97
462,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.09019263872753702,0.9963504001498222,0.0901926959770203,0.99635249376297,d1e90ed6479175f8b579e8823af2d4ba9e6cc92bf5555b61ef2540313877c03f,27.76,1.973
463,386.7999,0,6188798,386.7999,38679,38679,9670,9670,19340,9670,9718,1,0.050418229123455206,0.997573871165514,0.05041827704605242,0.9975758045911789,636d7cf54c0845988185cf7932fcb2fe857813407100d440a39342aa5256f153,20.836,0.692
464,658.6999,0,10539198,658.6999,65869,65869,16467,16467,32935,16467,16515,1,0.4227029854715132,0.9962913691997528,0.4227030230483834,0.9962933957576752,f393b3f39a1c37a86efd3bc9d82d33e74107cd9d9b9455c3daeff7520e48d5f3,24.504,1.381
465,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.05036158356685828,0.9954127222299576,0.050361610379675646,0.9954146333038807,9051fb9cc50d6d6a3a61ffb2f091c44b50b1aff53896806eeb50d5133181d34a,27.76,1.971
466,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.6092416839459306,0.9940933287143707,0.6092414239644112,0.9940967857837677,2ec9834c0fc5190a9e97688a0a1431035317f8c53feb06a059e8d3d82932c847,27.76,1.97
467,365.6999,0,5851198,365.6999,36569,36569,9142,9142,18285,9142,9190,1,0.04471759289881865,0.9966089501976967,0.04471763492544418,0.9966101795434952,42d2ee238f4318aa2a58146bf15c0e26d23e5282d3e869c1ca60986a48113ae8,20.554,0.672
468,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.03506506581721371,0.996673971414566,0.03506509952899951,0.9966771565377712,7b5a3cb568dd5f71f5877cb0e1400577b597ec523e69d1b1cf7a50429db82aa9,27.76,1.96
469,639.3999,0,10230398,639.3999,63939,63939,15985,15985,31970,15985,16033,1,0.8438668185407555,0.9974731206893921,0.843866701582959,0.9974752366542816,a51c60e017a09ac32ba6a7ec78e5df0533c28d75dc3023f116a30bbf7991c99f,24.248,1.403
470,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.3076746011268232,0.9949844777584076,0.3076745804313276,0.9949867725372314,4e71466dd3ccad5d8cdc99827d4af88db3b5694e1589f55e5faf8ef224bd7575,27.76,2.149
471,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.5005599491249323,0.9948759377002716,0.5005598430888601,0.9948780536651611,ca634096f4f082ec5ecf22825410fce0597e5f81e5fce451830b284cdd1aa0b8,27.76,1.961
472,397.8,0,6364800,397.8,39780,39780,9945,9945,19890,9945,9993,1,0.031184119026023617,0.9976935386657715,0.031184157623839644,0.9976949319243431,bb6b70fd7d36b5ddf571660843863bfbbac1579a04f2822be707f74c89d8bb9b,20.989,0.714
473,101.1,0,1617600,101.1,10110,10110,2527,2527,5055,2527,2575,1,0.02934282429171494,0.9978174846619368,0.029342860433954523,0.9978193026036024,77ae94e256c78dd64139dfdb24ef67e0a60a453baec7ba749043b444b088a7dd,16.935,0.184
474,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.09014043294487906,0.9942117258906364,0.0901404559346777,0.9942150264978409,0b463e00ce14f90b03881c3265a0a36da777bdb0e5abef9bde5feaa2eb0c5cf8,27.76,1.961
475,224.5999,0,3593598,224.5999,22459,22460,5615,5615,11230,5615,5663,1,0.035175404711242426,0.9982224926352501,0.035175442218707886,0.9982240758836269,d6dbd7426823f903c2d44a1ea7eaf1115fb4a5fa89aaf2aba65e2bf81db2b950,18.651,0.391
476,785.6,0,12569600,785.6,78560,78560,19640,19640,39280,19640,19688,1,0.04217888917383335,0.9974801652133465,0.04217895494182926,0.9974817894399166,5bb2c37a063f42d1ed0e899876561919a1f19e202268d603af6cf5372e52c2e1,26.216,1.92
477,829.6001,0,13273601,829.6001,82960,82960,20740,20740,41480,20740,20788,1,0.044704142303179366,0.9974223859608173,0.04470416736886325,0.9974236600100994,be3c8e7dc47497388277c533493777f7b15de941a32911ae3d71c04e413d376c,26.813,1.77
478,900.0001,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.23378484680955833,0.9956153780221939,0.23378487417190938,0.9956177473068237,e2bf4354ef9eda86d43711682d0643f1f0cd347484366d99d8e14f1e1f224177,27.76,1.964
479,256.0001,0,4096001,256.0001,25600,25601,6400,6400,12801,6400,6448,1,0.2572277918303276,0.9950501918792725,0.25722780359684405,0.995052695274353,e5f72cc53b8af34f089af7b74e48e768dde071dc240489e658b6aafa3bd840a3,19.073,0.453
480,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.08040605336631074,0.9953584894537926,0.08040609270339462,0.9953604117035866,fcba0130ca8f4df42219da8e818428b66c251bedba88de737952fc06508af0bc,27.76,1.993
481,656.3,0,10500800,656.3,65630,65630,16407,16407,32815,16407,16455,1,0.6080524228722372,0.9948723018169403,0.608052174463099,0.9948748648166656,5167cc7e9716d93c999015eedb273faeea502967b96a3d43cedb2319c2ea7d7d,24.474,1.396
482,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.04739996499440792,0.9964530952274799,0.04740000378709831,0.9964546374976635,cc3220b6a41288dee5adf899f350cfe0861d43840cd70e6127cd4c45b9349ff3,27.76,1.969
483,900.0001,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.515891652235525,0.9963967800140381,0.5158914732154904,0.9963986277580261,846cbb013f6ed707bdc55a10936d5ff0d4cdf4f7984eb9f1daf5ae5b707dc842,27.76,1.97
484,573.5999,0,9177598,573.5999,57359,57359,14340,14340,28680,14340,14388,1,0.7773669800226626,0.9971967041492462,0.7773669342207673,0.9971983730792999,b022e67e7472cef45a39a8e66040509da5072c2fd4760b39db64593bba5e6766,23.362,1.145
485,212.4001,0,3398401,212.4001,21240,21241,5310,5310,10621,5310,5358,1,0.3208413018368494,0.997056782245636,0.3208413998402974,0.997058242559433,7e306f714d374c2c411bb5b2b291b57784f6956fbea6ed28dac239778d7c1265,18.488,0.378
486,298.2001,0,4771201,298.2001,29820,29821,7455,7455,14911,7455,7503,1,0.06764815944461824,0.9968785718083382,0.06764823545662023,0.9968803152441978,aff97ca502b0fd61b9237362f9a8d726d76ae808daa5d7c4139c201ef702ae90,19.639,0.523
487,692.0001,0,11072001,692.0001,69200,69200,17300,17300,34600,17300,17348,1,0.0851595678901187,0.996510237455368,0.08515960659853725,0.996512234210968,aba91b07bac03527e26fdd9c73d8dc1a93417eaf12705fce10f3bbd94ed0f64f,24.953,1.449
488,455.5,0,7288000,455.5,45550,45550,11387,11387,22775,11387,11435,1,0.0676455886307292,0.9961274042725563,0.06764566875221424,0.9961290881037712,16695efec67a91d5e206f13f5b5420f3236ffc4ea1b6555fae4ccd12a7223eb5,21.766,0.839
489,842.8,0,13484800,842.8,84280,84280,21070,21070,42140,21070,21118,1,0.03522802778901848,0.9978744983673096,0.03522807182273524,0.9978762120008469,51acaef856b43017f59126d1182cf8d50b7694d857197f075756e30318ad5fff,26.99,2.067
490,193.5999,0,3097598,193.5999,19359,19360,4840,4840,9680,4840,4888,1,0.047475939206499895,0.9977801404893398,0.04747599057009409,0.9977812580764294,12d9853ce9ed83a3dce3c90f3d3b8826b8359fcb86f610d783f273df25030f10,18.24,0.352
491,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.7057318820682275,0.9955215156078339,0.7057315550209429,0.9955247640609741,3308c572cd27816584af9722db6ca7e3d420162e23f92803b0c7763729cdf133,27.76,2.389
492,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.06376547935178502,0.9966940581798553,0.06376550999390122,0.9966956824064255,f8d4f17a4c3cbea8ec8cceab80e227ac1a2b6d9ab805bf714673d3916d252941,27.76,2.356
600,98.1999,0,1571198,98.1999,9819,9820,2455,2455,4910,2455,2503,1,0.28174894084676727,0.9961162507534027,0.2817489736093874,0.996118038892746,7e27220f54e8cbe202e332ae1129e4327dfeba012ca0bf59c197b8f4200d1425,16.892,0.371
601,139.5,0,2232000,139.5,13950,13950,3487,3487,6975,3487,3535,1,0.10100818097414169,0.997233435511589,0.10100824497352293,0.9972351640462875,c528fa809ecc0e130f8109682d4fcf1ce34f70fe3042677213604e0d9a46ab0a,17.481,0.247
602,900.0001,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.9048490022389172,0.9974681809544563,0.904848876501664,0.9974702298641205,948f6067aa90b92ef1de6704e4dfd54bc05768f3b46130c57c1ad4542679d88a,27.76,2.033
603,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.3487262089853697,0.9960428476333618,0.34872606028710074,0.9960447251796722,9a957aa182b9c8a08751544a3e8e9a5546658240b62dbc591439a9da8045aca3,27.76,2.163
604,117.9999,0,1887998,117.9999,11799,11800,2950,2950,5900,2950,2998,1,0.01323917940818609,0.9990375516936183,0.01323920564524291,0.9990395111963153,a08ec6b2428ce425592669734eae723e1aee0291fb85c74c841f262a0f394272,17.171,0.216
605,208.5,0,3336000,208.5,20850,20850,5212,5212,10425,5212,5260,1,0.8269539808488615,0.9967432171106339,0.8269538335914869,0.9967451244592667,86d95a2c902fe4f1201c9513972c89c05d50bd6599dc21aa87a92dbb34a86e57,18.436,0.364
606,65.9001,0,1054401,65.9001,6590,6591,1647,1648,3296,1648,1696,1,0.11304862584158645,0.9949516206979752,0.11304870892077731,0.9949533939361572,096d057d4354db16cd1473406653e4996736a868117e0cd8b5624be7ce6419dd,16.449,0.13
607,220.3001,0,3524801,220.3001,22030,22031,5507,5508,11016,5508,5556,1,0.1649214405359231,0.9969677031040192,0.1649215205503868,0.9969692975282669,fcfba9f74990ea6796e28d7b9086b6447c818ad827ab9b318b502cced54ab73f,18.596,0.39
608,653.4002,0,10454403,653.4002,65340,65340,16335,16335,32670,16335,16383,1,0.8669970754090324,0.9957867413759232,0.8669968890523115,0.9957891553640366,6ab034e7354156b4c65ca493099d45c91dad77209686c184ae324ab258ae4324,24.432,1.406
609,740.6999,0,11851199,740.6999,74069,74069,18517,18517,37035,18517,18565,1,0.053489658134753794,0.9971756301820278,0.05348970903558627,0.9971772581338882,1fc0d1305725e39656f3c21aa2302de224cd03a98155e01010ad0edc15d4462b,25.611,1.609
612,286.5,0,4584000,286.5,28650,28650,7162,7162,14325,7162,7210,1,0.06380654818026962,0.9963889494538307,0.06380659213228583,0.9963907152414322,7c19d9a3415572c1b2bc84f70b4927933b264ecffd96f8ab7d65c1d428e788be,19.483,0.496
615,573.3999,0,9174398,573.3999,57339,57339,14335,14335,28670,14335,14383,1,0.025961949023012094,0.9975166656076908,0.025961977482409408,0.9975177962332964,ada6f5f9463f80bcac5ecc3f8b1834b512bcf50c2effc711ce4c1c36b4fc10a2,23.354,1.157
617,591.8,0,9468800,591.8,59180,59180,14795,14795,29590,14795,14843,1,0.3349728818484548,0.9953687191009521,0.334972938048576,0.9953709542751312,e7ad8f9b009d1b13cc5a3fa8920cf23eb274da35d67ce197dc211af8f9c91983,23.603,1.207
618,139.2001,0,2227201,139.2001,13920,13921,3480,3480,6961,3480,3528,1,0.4690787179903426,0.9951375126838684,0.4690787014603297,0.9951393902301788,92b705183531c403b710861a95328db0e4ca8abc2eb1df3c5bfca8ab21eb5bc0,17.47,0.245
619,556.5,0,8904000,556.5,55650,55650,13912,13912,27825,13912,13960,1,0.9365076625440525,0.9980345368385315,0.9365076099322887,0.9980360567569733,6a5a0dfc0e8fc37410a43ccedf0782d6e3db0062c973c56b6406029672c0f65d,23.124,1.101
620,393.2,0,6291200,393.2,39320,39320,9830,9830,19660,9830,9878,1,0.013220684271531221,0.9986079037189484,0.01322071345026727,0.9986095037311316,b9e8b44795686045f79cfdab22e1940baae56bcc2d3eb5b654f872f546f3bb55,20.921,0.714
622,320.4001,0,5126401,320.4001,32040,32040,8010,8010,16020,8010,8058,1,0.03310286658940637,0.9983806982636452,0.03310291133015652,0.9983821623027325,9ac596fc558bc907dbe5e754f3908cec40ca878584dce724e368ea95a8111bbe,19.943,0.58
623,725.6998,0,11611197,725.6998,72569,72569,18142,18142,36285,18142,18190,1,0.039678904833979234,0.9981617219746113,0.0396789434034859,0.998162817209959,a49d99962fad20fd11cc2e24fdb21166a26a4e41aa4232348c16696d31505870,25.414,1.539
624,165.4999,0,2647998,165.4999,16549,16550,4137,4137,8275,4137,4185,1,0.9669568618858485,0.9986681044101715,0.966956824959015,0.9986698068678379,1457270ba4c6fb310e384aca08944ff1554f2da60d3c2f8512125cf3395d401f,17.844,0.521
625,566.4,0,9062400,566.4,56640,56640,14160,14160,28320,14160,14208,1,0.4841810540435069,0.9969993233680725,0.4841810748493296,0.9970006346702576,47c1b9e0dbaf18609555acffe4242535aed230680ec38e4b573726743c699726,23.262,1.718
626,89.8,0,1436800,89.8,8980,8980,2245,2245,4490,2245,2293,1,0.033138659512642235,0.9981401823461056,0.03313868884634471,0.9981413222849369,aec26bcc7240a05a15105f9eb63a53022e51a63891655360341091a0f4382f8b,16.777,0.166
627,572.1999,0,9155198,572.1999,57219,57219,14305,14305,28610,14305,14353,1,0.4224743449982322,0.9963680803775787,0.4224743830372506,0.9963701069355011,58ea0eaf14b642d6b7525d03dae7847a2ac9373fbedc98e10bd923ad57323785,23.336,1.132
628,562.1,0,8993600,562.1,56210,56210,14052,14052,28105,14052,14100,1,0.031196125281121083,0.9977887757122517,0.031196165777062888,0.9977900478988886,7bd3473b95ba37bfee1eff3141055a9e3653246300f67297cdd13db1494d4b97,23.205,1.115
629,737.4999,0,11799999,737.4999,73749,73749,18437,18437,36875,18437,18485,1,0.010989096135021532,0.9985983986407518,0.010989113885532248,0.9986003451049328,1a2e96d222b3da882c0beff8f48c961ecc709f7749ffd669018b7f595fd333cc,25.573,1.568
631,675.9,0,10814400,675.9,67590,67590,16897,16897,33795,16897,16945,1,0.5015375909096769,0.9959589540958405,0.5015373768466416,0.9959619343280792,2b3c31beab7cff7e5b9f994f202dba36175be16c1698974836c7eefb0ac69671,24.736,1.391
632,581.2,0,9299201,581.2001,58120,58120,14530,14530,29060,14530,14578,1,0.02933602474636136,0.9978056438267231,0.029336058434197676,0.9978067837655544,82fba41b02d50076383254efbfbe01e5b7f26a7cb132ce6a215850375ab2df17,23.458,1.2
633,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.39274735670462646,0.9957464933395386,0.3927473558952959,0.9957488477230072,05941582ca174b22a426480aa0704aacf8489a43ab9e02901ec1da487c10ffdd,27.76,1.977
634,377.1,0,6033600,377.1,37710,37710,9427,9427,18855,9427,9475,1,0.025984020391963476,0.9983666222542524,0.02598404982161879,0.9983675703406334,ec0dd38b0a3de6f49b02f68f146e4eb3c2fb1446fe315f58aa3c485f60c80aaa,20.71,0.677
635,84.5,0,1352000,84.5,8450,8450,2112,2112,4225,2112,2160,1,0.07170538779836858,0.996481217443943,0.07170544488931213,0.9964833334088326,d4b464c790f93f7daaeb4b699a7a9441ae26b3b23802106ef8842bb27c7b97f7,16.701,0.156
