seg_uid,set,pair_id,speaker_id,label,start,end,span,speech_s,nw,n_turns,p_pos,p_neg,p_neu,clearly_positive,clearly_negative,val,npos,nneg,oof
c002382,conflict,173,405,1,1226.4,1270.8,44.399999999999864,23.399999999999864,57,6,0.9725343,0.0026504693,0.024815207,1,0,14.5,4,0,0.3395042636864925
c002385,conflict,174,405,1,1380.0,1409.2,29.200000000000045,16.30000000000041,40,4,0.7636627,0.032929245,0.20340802,1,0,3.0,1,0,0.4260267335133672
c002386,conflict,175,405,1,1410.1,1437.7,27.600000000000136,26.600000000000136,76,2,0.89425945,0.029304646,0.076435864,1,0,5.7,3,1,0.465144289131261
c002387,conflict,176,405,1,1439.0,1478.0,39.0,25.59999999999991,56,5,0.8676983,0.036773067,0.09552861,1,0,20.5,7,1,0.4444229406282754
c002388,conflict,177,405,1,1479.1,1509.3,30.200000000000045,25.700000000000045,56,4,0.92438775,0.0063366075,0.06927571,1,0,14.0,7,0,0.5555516528346514
c002391,conflict,178,406,0,88.9,114.2,25.299999999999997,14.399999999999975,43,3,0.04476629,0.74878377,0.20644997,0,1,2.0,3,2,0.396368460484909
c002394,conflict,179,406,0,194.5,214.5,20.0,15.099999999999994,41,3,0.017077753,0.7533321,0.22959012,0,1,3.0,3,0,0.4352631172513875
c002426,conflict,180,407,0,758.8,771.7,12.900000000000093,12.900000000000093,41,1,0.02537023,0.7292045,0.24542528,0,1,0.5,1,2,0.3603600055251891
c002443,conflict,181,408,0,360.5,406.9,46.39999999999998,13.899999999999975,41,4,0.027812527,0.71689314,0.25529435,0,1,-12.0,0,4,0.2779458465965597
c002509,conflict,182,411,0,471.9,504.4,32.5,25.19999999999999,53,5,0.015656857,0.73094726,0.25339586,0,1,-1.0,1,1,0.3724922184456839
c002520,conflict,183,411,0,870.7,961.9,91.19999999999992,69.69999999999982,185,4,0.014157583,0.79430145,0.19154099,0,1,-5.0,5,6,0.4469998470184701
c002525,conflict,184,411,0,1087.8,1106.6,18.799999999999955,12.799999999999956,46,3,0.03315812,0.7056586,0.26118332,0,1,0.0,1,2,0.4991317737905664
c002579,conflict,185,414,1,34.8,91.7,56.900000000000006,20.0,52,10,0.9437372,0.0065222243,0.04974061,1,0,7.0,4,0,0.3924204016691805
c002581,conflict,186,414,1,134.6,163.3,28.700000000000017,16.700000000000045,40,4,0.9211703,0.0036129733,0.07521666,1,0,3.0,1,0,0.2738755997592003
c002582,conflict,187,414,1,164.6,218.6,54.0,28.10000000000005,78,7,0.9745594,0.0057617077,0.019678896,1,0,17.0,6,0,0.4280872523507122
c002583,conflict,188,414,1,223.0,254.9,31.90000000000001,18.600000000000023,40,4,0.9458582,0.007809557,0.04633226,1,0,15.0,5,0,0.3763987831100611
c002584,conflict,189,414,1,256.2,293.2,37.0,21.5,55,5,0.9543255,0.0058936793,0.03978081,1,0,17.0,7,0,0.4991988191695533
c002594,conflict,190,414,1,626.8,656.1,29.300000000000068,20.0,62,4,0.7014125,0.040175773,0.25841174,1,0,8.0,4,1,0.4060245452766769
c002595,conflict,191,414,1,657.4,690.1,32.700000000000045,19.200000000000045,50,5,0.72300804,0.083907,0.193085,1,0,-6.0,1,5,0.5864677885697395
c002598,conflict,192,414,1,745.4,791.5,46.10000000000002,25.09999999999991,67,8,0.7941565,0.014666399,0.19117713,1,0,11.0,5,1,0.4414823544017285
c002599,conflict,193,414,1,797.1,815.8,18.699999999999932,12.099999999999907,25,3,0.71108073,0.037284132,0.2516351,1,0,10.0,4,1,0.4448008106025079
c002601,conflict,194,414,1,877.2,910.9,33.69999999999993,26.399999999999864,63,4,0.86872154,0.018924735,0.11235375,1,0,4.0,2,1,0.4518543506014766
c002603,conflict,195,414,1,935.5,957.0,21.5,12.700000000000044,40,2,0.72324693,0.0555956,0.22115746,1,0,7.5,2,0,0.4127590273398894
c002616,conflict,196,415,0,453.4,483.2,29.80000000000001,28.5,84,2,0.011748493,0.8430848,0.1451667,0,1,-3.0,2,3,0.4780093758582751
c002617,conflict,197,415,0,504.9,542.8,37.89999999999998,22.800000000000068,55,3,0.0150531195,0.8850476,0.09989918,0,1,-11.0,1,5,0.4249855614549535
c002633,conflict,198,416,0,313.1,346.4,33.299999999999955,29.59999999999997,85,2,0.0075387065,0.84060824,0.15185311,0,1,-7.5,2,7,0.4323181289995513
c002642,conflict,199,416,0,584.4,606.5,22.100000000000023,13.600000000000025,47,2,0.010702095,0.8102257,0.17907223,0,1,-0.5999999999999996,3,2,0.2871033560158409
c002702,conflict,200,419,0,322.6,343.3,20.69999999999999,20.69999999999999,54,1,0.026612746,0.74118006,0.2322071,0,1,-6.5,2,3,0.4501196854515291
c002704,conflict,201,419,0,394.6,428.0,33.39999999999998,33.39999999999998,96,1,0.008860215,0.84389216,0.14724757,0,1,0.0,6,5,0.5241596028520812
c002705,conflict,202,419,0,432.2,449.0,16.80000000000001,16.80000000000001,46,1,0.006357832,0.8803076,0.113334514,0,1,-9.5,0,3,0.5038104375857545
c002710,conflict,203,419,0,655.3,673.3,18.0,18.0,47,1,0.016989507,0.7173991,0.26561138,0,1,-4.0,0,2,0.6371510817279507
c002715,conflict,204,419,0,799.5,825.7,26.200000000000045,22.800000000000068,63,2,0.032272078,0.73669994,0.23102787,0,1,2.0,2,1,0.4297062509963556
c002726,conflict,205,420,0,401.9,417.6,15.700000000000044,8.300000000000068,31,3,0.009404876,0.9021039,0.08849125,0,1,1.0,1,1,0.4364235090321492
c002727,conflict,206,420,0,427.9,482.7,54.80000000000001,15.900000000000093,49,5,0.008411334,0.9077361,0.08385257,0,1,-2.0,1,2,0.5374066767934562
c002728,conflict,207,420,0,502.5,530.2,27.700000000000045,13.600000000000025,40,4,0.009503877,0.85719246,0.1333037,0,1,0.0,0,0,0.4909417512899433
c002809,conflict,208,423,0,365.3,392.3,27.0,27.0,65,1,0.012192752,0.74953,0.23827723,0,1,-3.0,0,1,0.3990194309372312
c002817,conflict,209,423,0,691.6,729.2,37.60000000000002,24.100000000000023,64,4,0.009153134,0.86758626,0.123260655,0,1,3.0,2,1,0.3112606994709757
c002818,conflict,210,423,0,735.3,759.8,24.5,17.100000000000023,42,4,0.007524307,0.8735969,0.11887875,0,1,-1.0,1,2,0.7722802418589453
c002834,conflict,211,424,0,366.7,380.9,14.199999999999989,14.199999999999989,46,1,0.008885319,0.9006577,0.090456955,0,1,-12.0,0,5,0.5161474090420787
c002844,conflict,212,424,0,835.9,866.2,30.300000000000068,29.000000000000114,92,2,0.016107274,0.86786646,0.116026305,0,1,-2.0,2,4,0.5777405153034846
c002845,conflict,213,424,0,867.2,907.0,39.799999999999955,39.799999999999955,136,1,0.01404765,0.7885558,0.1973965,0,1,6.6,3,0,0.5449660332407534
c002892,conflict,214,426,1,430.4,451.5,21.100000000000023,15.100000000000025,43,2,0.7997288,0.016408449,0.18386279,1,0,4.0,3,0,0.3424933634768634
c002897,conflict,215,426,1,618.9,683.0,64.10000000000002,41.90000000000009,85,7,0.8031044,0.021942465,0.1749531,1,0,16.0,8,0,0.3814349982720619
c002898,conflict,216,426,1,694.6,737.4,42.799999999999955,19.79999999999984,46,9,0.9312433,0.020430906,0.048325844,1,0,8.0,5,4,0.3497458021871337
c002900,conflict,217,426,1,772.0,810.3,38.299999999999955,19.40000000000009,44,7,0.9622676,0.005951902,0.031780582,1,0,17.0,7,0,0.328705236989201
c002943,conflict,218,429,0,358.5,387.5,29.0,12.600000000000025,40,5,0.01474772,0.7155519,0.2697004,0,1,-6.0,1,3,0.3704803752355348
c002946,conflict,219,429,0,460.1,489.9,29.799999999999955,14.599999999999966,38,5,0.013593456,0.77643025,0.20997629,0,1,-1.3,1,2,0.4388370801334473
c002959,conflict,220,430,0,116.4,148.2,31.799999999999983,17.699999999999974,43,4,0.014750078,0.83747864,0.14777134,0,1,2.0,1,0,0.3037822633319214
c002965,conflict,221,430,0,317.0,363.0,46.0,26.19999999999999,79,6,0.021006612,0.7237712,0.2552221,0,1,2.5,3,2,0.5847726970229173
c002967,conflict,222,430,0,413.6,431.6,18.0,18.0,49,1,0.015495399,0.77306634,0.21143825,0,1,-2.0,1,2,0.5257703775366068
c002972,conflict,223,430,0,557.2,581.1,23.899999999999977,19.5,56,2,0.014913904,0.779396,0.20569012,0,1,-3.5,1,3,0.544484890485306
c002975,conflict,224,430,0,660.2,707.3,47.09999999999991,21.09999999999991,58,6,0.020310057,0.793574,0.18611597,0,1,5.0,4,3,0.3589995066101762
c002992,conflict,225,431,0,709.9,726.8,16.899999999999977,15.600000000000025,48,2,0.008511587,0.8778785,0.11360992,0,1,-3.5,0,2,0.4341208107896041
c002993,conflict,226,431,0,728.1,757.2,29.100000000000023,25.200000000000045,78,2,0.022800105,0.7697425,0.20745747,0,1,1.0,4,4,0.4968904183226338
c003002,conflict,227,432,0,396.0,439.2,43.19999999999999,16.899999999999977,45,6,0.016213248,0.82820624,0.15558046,0,1,1.0,1,1,0.3311951596926336
c003045,conflict,228,434,0,469.0,523.3,54.299999999999955,44.5,130,3,0.011136547,0.84258664,0.1462768,0,1,-7.0,3,6,0.5131100143959383
c003046,conflict,229,434,0,525.4,556.1,30.700000000000045,26.5,81,3,0.008182473,0.88052005,0.11129757,0,1,-11.0,0,4,0.4381571445651997
c003050,conflict,230,434,0,688.2,724.5,36.299999999999955,31.199999999999932,100,5,0.012788537,0.7508349,0.23637667,0,1,-3.0,0,1,0.5934847732105236
c003060,conflict,231,434,0,1088.9,1123.2,34.299999999999955,20.0,67,6,0.010392277,0.9068757,0.082731925,0,1,-4.0,2,4,0.5636236757323788
c003105,conflict,232,436,0,564.8,589.7,24.90000000000009,24.90000000000009,87,1,0.015978279,0.7412446,0.24277715,0,1,3.0,2,1,0.5086719997411069
c003113,conflict,233,437,0,263.1,314.1,51.0,26.89999999999992,46,7,0.013975888,0.8817715,0.104252525,0,1,-2.0,1,2,0.4134987118486479
c003122,conflict,234,437,0,624.6,645.0,20.399999999999977,20.399999999999977,51,1,0.009231624,0.86613905,0.12462926,0,1,-8.5,1,3,0.5215297285021323
c003148,conflict,235,438,0,970.5,1003.0,32.5,32.5,91,1,0.016624816,0.80853087,0.17484425,0,1,1.0,3,2,0.1989165678190356
c003149,conflict,236,438,0,1075.9,1099.9,24.0,24.0,73,1,0.026292283,0.7209498,0.25275788,0,1,-1.0,1,2,0.4580665002568608
c003170,conflict,237,439,0,663.4,682.7,19.300000000000068,19.300000000000068,62,1,0.0064726546,0.9243425,0.069184795,0,1,-7.5,0,2,0.3771292616712582
c003174,conflict,238,439,0,787.5,864.4,76.89999999999998,74.79999999999995,204,3,0.02813204,0.7006393,0.2712286,0,1,-0.4000000000000003,5,4,0.3616031193904436
c003182,conflict,239,440,1,52.9,90.6,37.7,21.199999999999996,41,5,0.86849594,0.0037568468,0.12774724,1,0,4.0,2,0,0.3936924115322369
c003184,conflict,240,440,1,147.8,172.2,24.399999999999977,19.799999999999983,46,3,0.8879988,0.013814345,0.098186806,1,0,7.0,3,0,0.4217034222964085
c003187,conflict,241,440,1,252.6,283.8,31.200000000000017,25.700000000000017,59,2,0.93038243,0.0051019266,0.06451562,1,0,3.0,1,0,0.3262587166269344
c003207,conflict,242,440,1,1018.3,1081.5,63.200000000000045,34.10000000000025,54,8,0.7132722,0.010838299,0.27588952,1,0,-3.0,2,2,0.5605836518148481
c003208,conflict,243,440,1,1083.0,1104.3,21.299999999999955,21.299999999999955,37,1,0.89256215,0.0092387535,0.09819905,1,0,2.0,1,1,0.644855105310602
c003216,conflict,244,441,1,108.3,136.4,28.10000000000001,15.500000000000014,37,4,0.9730666,0.0037674282,0.02316598,1,0,10.0,4,0,0.370338594373538
c003217,conflict,245,441,1,147.2,196.2,49.0,19.40000000000001,46,7,0.94914263,0.014361815,0.03649561,1,0,3.5,4,2,0.5467805845304139
c003232,conflict,246,441,1,724.4,732.4,8.0,8.0,27,1,0.9543533,0.016466243,0.029180497,1,0,3.3,3,2,0.4784628017525023
c003268,conflict,247,443,0,493.6,553.2,59.60000000000002,18.89999999999992,36,8,0.023331098,0.7767375,0.19993146,0,1,4.0,2,1,0.6179307256237674
c003308,conflict,248,445,0,342.9,365.4,22.5,14.800000000000011,45,2,0.007815056,0.91101974,0.081165105,0,1,0.0,1,1,0.5735796055020493
c003314,conflict,249,445,0,509.8,534.0,24.19999999999999,18.499999999999943,49,2,0.037672915,0.7175258,0.24480134,0,1,3.0,3,1,0.4279048840448832
c003318,conflict,250,445,0,632.6,663.0,30.399999999999977,20.799999999999955,65,2,0.007950688,0.90219235,0.08985688,0,1,-16.5,0,5,0.3405605907434508
c003330,conflict,251,446,0,455.1,484.4,29.299999999999955,20.19999999999999,47,3,0.0070519443,0.90205204,0.090896,0,1,-5.0,1,3,0.489713201162609
c003345,conflict,252,447,0,86.7,123.6,36.89999999999999,21.09999999999999,43,3,0.06175094,0.7176777,0.2205713,0,1,6.0,4,1,0.3636533547536924
c003355,conflict,253,447,0,457.7,486.4,28.69999999999999,28.69999999999999,69,1,0.013163569,0.7605289,0.22630748,0,1,-2.0,0,1,0.4310203914485073
c003356,conflict,254,447,0,487.9,502.9,15.0,14.199999999999989,44,2,0.016371736,0.7996079,0.1840204,0,1,-1.4,2,2,0.546432347021037
c003357,conflict,255,447,0,507.5,523.7,16.200000000000045,16.200000000000045,45,1,0.0085021015,0.7911223,0.20037554,0,1,-2.0,1,2,0.620189051569003
c003363,conflict,256,447,0,721.1,735.6,14.5,8.399999999999977,25,2,0.011049779,0.7441181,0.24483204,0,1,2.0,2,1,0.3228926305458084
c003365,conflict,257,448,1,18.8,77.1,58.3,16.099999999999987,41,5,0.9327139,0.003840205,0.063445896,1,0,9.6,4,0,0.402260488027386
c003366,conflict,258,448,1,80.7,114.9,34.2,29.5,68,2,0.7971371,0.02841357,0.17444938,1,0,8.0,5,1,0.4497642119821784
c003369,conflict,259,448,1,182.4,213.7,31.299999999999983,23.799999999999955,54,3,0.8822118,0.011555255,0.10623289,1,0,9.0,3,0,0.3488468027936892
c003374,conflict,260,448,1,367.3,385.2,17.899999999999977,16.599999999999966,51,2,0.7556757,0.027686574,0.2166378,1,0,10.0,5,0,0.3269605966493117
c003378,conflict,261,448,1,458.8,514.5,55.69999999999999,45.19999999999999,111,3,0.93405086,0.010794645,0.055154495,1,0,22.0,9,0,0.3821285690263958
c003388,conflict,262,448,1,802.6,830.6,28.0,25.5,86,2,0.9442661,0.0106164655,0.04511738,1,0,18.0,7,0,0.347405073349791
c003395,conflict,263,448,1,1021.3,1059.7,38.40000000000009,27.0,57,5,0.76008844,0.07217834,0.16773327,1,0,3.0,3,1,0.4834395422626196
c003397,conflict,264,448,1,1131.2,1165.6,34.399999999999864,31.699999999999815,75,2,0.95612365,0.0050583635,0.038817983,1,0,3.0,2,0,0.4483646956538748
c003413,conflict,265,449,0,558.4,605.6,47.200000000000045,47.200000000000045,195,1,0.010294666,0.8029611,0.18674427,0,1,0.5,4,4,0.5525073395404867
c003457,conflict,266,451,0,108.0,140.6,32.599999999999994,21.40000000000002,43,5,0.022015687,0.7306305,0.2473538,0,1,-2.5,1,2,0.4825433973731979
c003469,conflict,267,451,0,569.1,586.5,17.399999999999977,17.399999999999977,52,1,0.0075025563,0.8672132,0.12528415,0,1,-9.5,1,4,0.5075920285962021
c003471,conflict,268,451,0,651.6,673.6,22.0,17.700000000000045,42,3,0.010605911,0.840671,0.14872304,0,1,-3.0,0,1,0.2735754297600761
c003474,conflict,269,451,0,726.0,758.1,32.10000000000002,26.600000000000023,68,4,0.010635976,0.75795346,0.23141062,0,1,-5.0,0,3,0.4842836173366974
c003475,conflict,270,451,0,760.2,819.7,59.5,21.5,40,5,0.014112954,0.8255859,0.16030112,0,1,-3.0,1,3,0.6345001689015498
c003477,conflict,271,451,0,847.5,868.7,21.200000000000045,15.5,44,5,0.010988294,0.78657186,0.20243979,0,1,-5.0,0,3,0.4469913569116912
c003490,conflict,272,452,0,331.0,366.1,35.10000000000002,17.100000000000023,45,4,0.016627273,0.7903006,0.19307216,0,1,-3.0,0,1,0.3704099689736032
c003491,conflict,273,452,0,368.2,394.7,26.5,18.80000000000001,35,4,0.011176916,0.8025353,0.1862878,0,1,-9.0,0,3,0.3860640677394353
c003495,conflict,274,452,0,586.0,623.3,37.299999999999955,17.100000000000023,43,3,0.02239479,0.7269588,0.2506464,0,1,-1.5,0,1,0.5156221922690296
c003496,conflict,275,452,0,625.7,660.6,34.89999999999998,15.300000000000068,45,6,0.037861094,0.73756504,0.22457382,0,1,3.0,2,1,0.357810404804222
c003532,conflict,276,454,0,410.3,433.4,23.09999999999997,9.799999999999898,25,3,0.022715015,0.783894,0.19339097,0,1,0.0,0,0,0.3035345190400332
c003533,conflict,277,454,0,459.5,480.7,21.19999999999999,17.0,48,2,0.014350684,0.8216773,0.16397204,0,1,-1.5,0,1,0.3215095752941157
c003538,conflict,278,454,0,722.9,793.8,70.89999999999998,25.0,72,8,0.008008932,0.896343,0.0956481,0,1,-8.0,1,5,0.4090360962323219
c003585,conflict,279,457,0,157.2,191.5,34.30000000000001,18.499999999999943,48,4,0.032724597,0.7189446,0.2483308,0,1,6.0,3,0,0.2209399559230311
c003590,conflict,280,457,0,377.0,392.6,15.600000000000025,12.700000000000044,32,2,0.022499511,0.7776013,0.1998992,0,1,0.0,1,2,0.5465820150095642
c003591,conflict,281,457,0,412.2,439.1,26.90000000000003,17.500000000000057,54,3,0.01766993,0.85830504,0.12402512,0,1,-9.0,0,3,0.3918603161917474
c003593,conflict,282,457,0,458.9,479.1,20.200000000000045,15.699999999999989,56,3,0.011496328,0.8309492,0.15755446,0,1,-3.5,1,4,0.4907128293820172
c003654,conflict,283,461,1,90.5,157.6,67.1,16.500000000000014,46,8,0.79143065,0.050863903,0.1577054,1,0,8.0,4,0,0.3722506646016955
c003661,conflict,284,461,1,429.0,449.9,20.899999999999977,19.19999999999999,57,2,0.97256875,0.004421186,0.023009995,1,0,15.0,6,0,0.4749330910616915
c003668,conflict,285,461,1,678.8,709.0,30.200000000000045,11.5,43,5,0.74575496,0.046153072,0.20809197,1,0,10.0,4,0,0.5333977038238323
c003670,conflict,286,461,1,748.4,799.5,51.10000000000002,12.600000000000025,41,8,0.960222,0.007989302,0.03178873,1,0,17.0,6,0,0.5497298361983167
c003708,conflict,287,463,0,377.8,399.7,21.899999999999977,21.899999999999977,39,1,0.015388655,0.82870305,0.15590824,0,1,0.0,1,1,0.5039601014999645
c003710,conflict,288,463,0,446.3,466.7,20.399999999999977,19.100000000000023,44,2,0.01248513,0.77208483,0.21543013,0,1,-3.0,0,1,0.5522224815474815
c003726,conflict,289,464,0,332.3,359.3,27.0,27.0,88,1,0.019045798,0.7416972,0.23925702,0,1,5.6,5,2,0.3123583897006278
c003731,conflict,290,464,0,511.8,541.2,29.40000000000003,17.099999999999966,48,4,0.01617552,0.7043927,0.27943182,0,1,0.0,3,3,0.1866102775124278
c003741,conflict,291,464,0,866.1,893.5,27.399999999999977,19.199999999999932,52,4,0.021177823,0.7598564,0.21896581,0,1,3.0,4,2,0.4474126762307459
c003755,conflict,292,465,0,479.7,504.0,24.30000000000001,23.30000000000001,61,2,0.03153553,0.7534399,0.21502452,0,1,2.5,5,2,0.3265717993835311
c003761,conflict,293,465,0,692.9,708.8,15.899999999999975,15.899999999999975,29,1,0.0094741415,0.93564904,0.05487683,0,1,-2.0,1,2,0.2739677248509919
c003766,conflict,294,465,0,847.1,868.5,21.399999999999977,19.09999999999991,54,2,0.0049862834,0.9196211,0.07539257,0,1,-6.5,2,4,0.4612067385097954
c003767,conflict,295,465,0,878.0,894.5,16.5,13.699999999999932,52,2,0.013191508,0.7063021,0.28050643,0,1,-2.0,1,2,0.5996189178143874
c003768,conflict,296,465,0,897.5,923.4,25.899999999999977,16.899999999999977,50,4,0.014629855,0.91976166,0.06560849,0,1,-7.0,1,3,0.5341384078329421
c003771,conflict,297,465,0,978.8,1027.2,48.40000000000009,48.40000000000009,164,1,0.023740785,0.70875376,0.2675055,0,1,2.0,2,1,0.3265237102497115
c003828,conflict,298,467,0,710.8,731.1,20.300000000000068,12.700000000000044,43,5,0.01172424,0.8274605,0.16081515,0,1,-2.0,0,1,0.3698560150702618
c003830,conflict,299,467,0,762.6,793.1,30.5,11.29999999999984,30,6,0.012980171,0.7822209,0.20479888,0,1,-1.0,0,1,0.1921669575229369
c003835,conflict,300,468,0,80.2,101.3,21.09999999999999,14.200000000000005,41,3,0.008923494,0.8914726,0.099603906,0,1,-6.0,0,3,0.4260976161226171
c003844,conflict,301,468,0,391.3,420.4,29.09999999999997,25.899999999999977,83,3,0.010185596,0.81987774,0.16993669,0,1,2.0,2,1,0.414664357999551
c003845,conflict,302,468,0,421.8,451.8,30.0,12.799999999999956,40,5,0.018475201,0.7643233,0.21720156,0,1,-2.0,0,1,0.4827780907602547
c003865,conflict,303,469,0,169.2,203.9,34.70000000000002,32.80000000000001,88,2,0.026230866,0.72661865,0.24715048,0,1,-5.0,1,4,0.4247164441667536
c003873,conflict,304,469,0,406.2,424.3,18.100000000000023,15.300000000000011,50,2,0.011273736,0.74580437,0.2429219,0,1,-2.0,0,1,0.3089233340410427
c003874,conflict,305,469,0,429.8,449.8,20.0,19.100000000000023,44,2,0.008921957,0.85223025,0.13884775,0,1,-2.0,2,2,0.3219433422528631
c003878,conflict,306,469,0,543.6,584.6,41.0,31.100000000000023,95,2,0.009031111,0.8501698,0.14079906,0,1,-7.0,3,4,0.4433258182729913
c003882,conflict,307,469,0,659.4,688.3,28.899999999999977,15.699999999999932,47,4,0.008947387,0.91008556,0.08096713,0,1,3.0,3,1,0.4381843653818315
c003883,conflict,308,469,0,694.4,739.8,45.39999999999998,20.899999999999864,40,6,0.013808658,0.83029884,0.15589243,0,1,-5.0,1,3,0.6207027184739018
c003896,conflict,309,470,0,101.7,132.2,30.499999999999982,19.699999999999974,49,4,0.030572513,0.7163604,0.25306714,0,1,-6.0,2,3,0.4130525490085519
c003901,conflict,310,470,0,326.0,363.4,37.39999999999998,19.899999999999977,47,4,0.014700257,0.7746037,0.21069609,0,1,3.0,2,1,0.6626047101548348
c003907,conflict,311,470,0,537.8,591.3,53.5,32.39999999999998,91,6,0.016687727,0.7761206,0.20719169,0,1,0.5,2,2,0.4001996249574202
c003911,conflict,312,470,0,704.5,725.0,20.5,18.199999999999932,46,2,0.009285596,0.89493823,0.09577611,0,1,7.0,3,0,0.6852141385172932
c003914,conflict,313,470,0,816.0,842.7,26.700000000000045,26.700000000000045,73,1,0.010369275,0.81794816,0.17168261,0,1,-8.0,0,3,0.4179486273449328
c003927,conflict,314,471,0,518.3,547.3,29.0,29.0,52,1,0.0056475336,0.9250687,0.0692838,0,1,-7.0,1,3,0.6236118381706719
c003929,conflict,315,471,0,586.3,604.3,18.0,18.0,49,1,0.012411307,0.84938926,0.13819946,0,1,-1.0,1,1,0.5560121954001603
c003932,conflict,316,471,0,760.5,792.7,32.200000000000045,31.0,73,2,0.006387261,0.86831427,0.12529846,0,1,0.0,0,0,0.5676669179165198
c003942,conflict,317,472,0,337.9,376.1,38.200000000000045,24.0,41,5,0.0688225,0.7360252,0.19515228,0,1,2.0,3,3,0.5934529166558747
c003944,conflict,318,472,0,416.8,446.3,29.5,29.5,56,1,0.013519222,0.7494834,0.23699743,0,1,-2.0,1,1,0.5166097607769887
c003946,conflict,319,472,0,517.8,566.4,48.60000000000002,10.999999999999886,42,4,0.033610903,0.70878947,0.25759965,0,1,0.0,0,0,0.4775744194462574
c003970,conflict,320,474,0,295.1,312.3,17.19999999999999,17.19999999999999,53,1,0.012859977,0.79090554,0.19623451,0,1,-12.0,0,4,0.4440054405328943
c003971,conflict,321,474,0,316.0,332.9,16.899999999999977,12.699999999999989,38,2,0.006619877,0.891367,0.1020131,0,1,6.0,3,0,0.5104097136887666
c003972,conflict,322,474,0,349.1,420.2,71.09999999999997,59.49999999999994,210,3,0.015018737,0.8012862,0.18369505,0,1,6.5,4,2,0.4209997085123348
c003974,conflict,323,474,0,477.1,514.5,37.39999999999998,30.0,94,2,0.007830129,0.8858474,0.1063225,0,1,2.4,5,3,0.3431693075137506
c003978,conflict,324,474,0,604.3,635.1,30.800000000000068,22.20000000000016,80,4,0.018221544,0.7456174,0.23616108,0,1,2.0,2,1,0.4838280028947725
c003996,conflict,325,476,0,93.4,121.2,27.799999999999997,12.59999999999998,42,5,0.034537964,0.718423,0.24703902,0,1,4.0,2,0,0.2932890146431255
c004000,conflict,326,476,0,246.3,313.9,67.59999999999997,16.299999999999955,44,6,0.006768297,0.9005761,0.09265559,0,1,-8.0,0,3,0.1795393884257504
c004005,conflict,327,476,0,469.7,488.7,19.0,15.700000000000044,46,3,0.014359931,0.7868714,0.19876876,0,1,-1.5999999999999996,2,1,0.5213300600173396
c004026,conflict,328,477,0,756.9,800.6,43.700000000000045,43.700000000000045,140,1,0.020270001,0.7006921,0.2790379,0,1,-3.0,5,4,0.4135292659549133
c004028,conflict,329,477,0,830.5,864.3,33.799999999999955,33.799999999999955,109,1,0.020190189,0.80772865,0.17208111,0,1,8.0,6,2,0.4882659716110563
c004033,conflict,330,477,0,992.2,1012.0,19.799999999999955,16.59999999999991,42,2,0.008925804,0.7842111,0.20686314,0,1,-2.0,0,1,0.4043486147803286
c004034,conflict,331,477,0,1014.9,1060.3,45.39999999999998,45.39999999999998,125,1,0.012689413,0.7585104,0.22880022,0,1,-4.0,1,3,0.3126625604997193
c004035,conflict,332,477,0,1062.2,1084.4,22.200000000000045,22.200000000000045,80,1,0.017112056,0.7068444,0.2760435,0,1,9.0,4,0,0.5504421148040264
c004044,conflict,333,478,0,313.2,349.6,36.400000000000034,11.800000000000011,48,3,0.009226579,0.82526016,0.16551332,0,1,-2.0,1,1,0.4588501681378496
c004055,conflict,334,478,0,713.3,729.1,15.800000000000068,15.800000000000068,44,1,0.005992154,0.90831876,0.08568909,0,1,-3.0,0,1,0.494200857839567
c004058,conflict,335,478,0,796.2,846.5,50.299999999999955,50.299999999999955,129,1,0.018889163,0.86168796,0.119422905,0,1,-8.0,3,6,0.4669316046929874
c004083,conflict,336,480,0,341.6,380.3,38.69999999999999,6.699999999999989,28,5,0.012034447,0.83453846,0.15342703,0,1,2.0,2,0,0.5280845381006345
c004093,conflict,337,480,0,712.1,739.4,27.299999999999955,12.999999999999886,44,4,0.014558363,0.81415945,0.17128214,0,1,-2.0,2,3,0.2739530625885754
c004143,conflict,338,482,0,516.1,560.2,44.10000000000002,32.80000000000007,93,3,0.017901586,0.7368862,0.24521223,0,1,-14.9,1,6,0.2581193270214391
c004226,conflict,339,485,0,339.3,352.7,13.399999999999975,11.299999999999956,40,2,0.0051779053,0.9171468,0.07767534,0,1,-3.0,1,2,0.3088132184926021
c004237,conflict,340,486,0,241.7,262.5,20.80000000000001,17.400000000000034,53,3,0.014712817,0.7081059,0.27718127,0,1,0.0,0,0,0.3092874279249207
c004262,conflict,341,487,0,513.6,551.8,38.19999999999993,33.799999999999955,99,4,0.016027737,0.7098189,0.2741533,0,1,-5.25,1,3,0.1776267000247322
c004281,conflict,342,488,0,285.4,312.5,27.100000000000023,23.30000000000001,69,2,0.011181964,0.7305024,0.2583156,0,1,-9.5,1,6,0.4588535086645654
c004282,conflict,343,488,0,317.8,331.9,14.099999999999966,14.099999999999966,36,1,0.005929443,0.90197605,0.09209458,0,1,-6.5,2,3,0.6062502300018494
c004283,conflict,344,488,0,363.0,385.8,22.80000000000001,22.80000000000001,67,1,0.010661018,0.77275974,0.21657924,0,1,-2.0,1,2,0.2538761350309595
c004284,conflict,345,488,0,406.9,418.1,11.200000000000044,11.200000000000044,42,1,0.013893318,0.86312073,0.12298601,0,1,0.0,1,1,0.4432894429632263
