clip,noise_floor,snr,centroid,rolloff,tilt
HC_BARBAS_0083.wav,-61.705356,34.069546,1352.079819,2606.418919,-2.820971
HC_CALLE_0083.wav,-46.370186,20.829981,461.153341,656.250000,-4.550667
HC_SOMBRA_0083.wav,-50.713556,20.020379,1449.259738,2661.290323,-2.142016
HC_PIDIO_0085.wav,-61.901083,32.322075,1180.051016,2076.388889,-3.331656
HC_CALLE_0085.wav,-61.434146,36.846643,1139.691910,1978.040541,-3.189253
HC_MANGA_0085.wav,-62.987894,36.754319,1211.050651,2470.766129,-2.485149
HC_TOMAS_0085.wav,-62.688600,35.482720,1309.836089,2567.708333,-2.147212
HC_CARMEN_0085.wav,-54.282088,25.733430,472.466633,615.056818,-4.358051
HC_BURRO_0085.wav,-63.669492,37.448405,1140.887946,2480.902778,-1.832546
HC_DIABLO_0085.wav,-62.929911,38.404106,1275.986279,2412.364130,-2.567669
HC_BARBAS_0085.wav,-62.357248,37.571068,1107.815720,1815.290179,-2.985915
HC_ABLANDADA_0085.wav,-60.111257,32.700281,1043.980050,1774.493243,-2.682330
HC_GANGA_0085.wav,-63.247249,36.109093,1361.579548,2712.339744,-2.309943
HC_PERRO_0085.wav,-63.378705,32.679511,1293.337233,2377.678571,-1.910974
HC_SOMBRA_0085.wav,-59.234505,31.634629,984.566144,1532.429245,-4.263838
HC_TOMAS_0086.wav,-62.255010,30.752308,1542.433592,3257.812500,-1.644967
HC_BARBAS_0086.wav,-63.014370,29.036419,1217.492111,2382.665094,-2.521132
HC_PERRO_0086.wav,-63.127725,25.851896,1271.290479,2539.663462,-2.335195
HC_ABLANDADA_0086.wav,-60.395008,26.633298,901.969306,1651.785714,-3.315029
HC_CARMEN_0086.wav,-58.527073,27.808658,944.885525,1452.302632,-3.948879
HC_PIDIO_0086.wav,-60.868585,24.888063,1259.340979,2237.042683,-2.306376
HC_BURRO_0086.wav,-63.662782,29.151152,1340.684280,2724.358974,-2.018097
HC_MANGA_0086.wav,-61.894819,30.610909,1363.483845,2644.345238,-1.970058
HC_SOMBRA_0086.wav,-62.655504,26.010574,1144.203216,2064.236111,-2.351540
HC_GANGA_0086.wav,-63.398818,28.715875,1185.503869,2004.734848,-2.452933
HC_CALLE_0086.wav,-61.039971,28.672010,1218.601192,2254.807692,-2.060333
HC_DIABLO_0086.wav,-60.933427,28.461990,1331.260060,2002.403846,-1.796733
HC_SOMBRA_0087.wav,-61.205370,24.859547,1241.747942,2188.322368,-2.803397
HC_DIABLO_0087.wav,-59.501255,27.691526,2121.570216,3425.892857,-1.395202
HC_CARMEN_0087.wav,-59.830688,27.878672,1395.241039,2945.652174,-2.084417
HC_PERRO_0087.wav,-63.136301,24.513855,1552.212710,2463.068182,-2.134475
HC_PIDIO_0087.wav,-62.276111,26.947377,1488.108934,2727.195946,-2.445667
HC_BURRO_0087.wav,-63.634789,32.081088,1459.268174,2824.596774,-2.748932
HC_ABLANDADA_0087.wav,-59.855583,26.724881,1014.533715,1734.375000,-3.133502
HC_BARBAS_0087.wav,-59.732308,26.743070,1138.450840,2163.461538,-2.301620
HC_GANGA_0087.wav,-62.293029,26.093687,1522.141952,2996.875000,-2.259467
HC_TOMAS_0087.wav,-59.413139,24.371539,1747.342752,3800.986842,-1.769107
HC_MANGA_0087.wav,-61.170141,27.421546,1679.105952,3602.678571,-1.836424
HC_CALLE_0087.wav,-59.892084,29.468948,1110.451953,1920.673077,-2.395381
HC_MANGA_0105.wav,-61.788512,27.698355,1732.609930,2427.083333,-1.953869
HC_GANGA_0105.wav,-61.177366,25.357481,1847.587627,3102.941176,-1.718810
HC_SOMBRA_0105.wav,-60.228626,25.923243,1853.830798,3494.485294,-2.247106
HC_CARMEN_0105.wav,-60.948493,27.283306,1952.100011,3585.129310,-1.969379
HC_CALLE_0105.wav,-60.809513,30.244151,1721.409355,2934.475806,-2.087196
HC_ABLANDADA_0105.wav,-60.699134,27.115694,1972.718509,3657.118056,-1.866956
HC_PIDIO_0105.wav,-60.917602,27.645368,1770.385794,2984.375000,-2.253564
HC_TOMAS_0105.wav,-61.814434,26.916868,1891.142405,3012.276786,-1.900193
HC_PERRO_0105.wav,-61.907420,27.190551,1605.798011,2395.833333,-1.872803
HC_DIABLO_0105.wav,-60.937671,28.194843,1792.733946,3100.160256,-2.015449
HC_BARBAS_0105.wav,-60.283457,28.257728,1867.452851,3015.972222,-1.992706
HC_BURRO_0105.wav,-61.156129,29.386526,1771.249843,3054.166667,-1.913282
HC_PERRO_0112.wav,-60.496998,22.328726,1911.714613,3608.952703,-1.938348
HC_PIDIO_0112.wav,-59.660353,23.322766,2036.180749,3910.156250,-2.007687
HC_CARMEN_0112.wav,-60.158963,23.815580,1798.805469,3609.879032,-2.053592
HC_ABLANDADA_0112.wav,-59.877574,23.411338,1898.736520,3396.205357,-2.065500
HC_MANGA_0112.wav,-60.298576,23.226569,1873.035867,3604.687500,-2.023690
HC_GANGA_0112.wav,-60.696157,21.259449,2108.119924,4062.500000,-1.805901
HC_BARBAS_0112.wav,-60.075756,22.825775,1775.373975,3775.568182,-2.446381
HC_BURRO_0112.wav,-59.607484,21.188051,1930.199367,3726.562500,-2.107758
HC_SOMBRA_0112.wav,-60.743799,24.029554,1976.878167,4104.420732,-1.677441
HC_TOMAS_0112.wav,-59.749694,25.403015,1852.858204,4061.141304,-2.170524
HC_DIABLO_0112.wav,-59.454173,21.098453,2083.848927,4603.040541,-2.153235
HC_CALLE_0112.wav,-59.981129,24.698719,2078.049368,4390.625000,-2.259790
HC_PIDIO_0116.wav,-59.294467,26.181443,987.673639,2290.178571,-2.488285
HC_SOMBRA_0116.wav,-55.554471,19.213968,1440.468580,2525.201613,-1.260136
HC_BURRO_0116.wav,-59.958537,27.629430,1008.914690,2389.648438,-2.754069
HC_ABLANDADA_0116.wav,-59.532251,23.555320,1020.839045,2146.634615,-2.500868
HC_CARMEN_0116.wav,-60.070481,24.778505,936.476433,2012.931034,-2.491149
HC_PERRO_0116.wav,-59.811370,24.497398,934.456601,2189.903846,-2.402838
HC_DIABLO_0116.wav,-59.351072,25.236630,955.864863,2234.375000,-2.500791
HC_MANGA_0116.wav,-59.669382,24.728469,999.238059,2102.864583,-2.404116
HC_TOMAS_0116.wav,-59.973611,24.280770,963.833724,2472.098214,-2.537805
HC_GANGA_0116.wav,-59.358093,22.572064,949.268602,2202.034884,-2.183927
HC_CALLE_0116.wav,-59.105304,24.512308,1048.033465,2233.836207,-2.561568
HC_BARBAS_0116.wav,-59.668815,25.478736,991.938214,2542.279412,-2.437554
HC_DIABLO_0118.wav,-58.983828,29.750759,901.343572,1992.346939,-2.516979
HC_ABLANDADA_0118.wav,-61.198183,26.964022,1016.860752,2500.000000,-2.366198
HC_CARMEN_0118.wav,-60.926024,27.452760,1020.788580,2687.500000,-2.438589
HC_PERRO_0118.wav,-60.445283,26.518051,966.200848,2492.500000,-2.349389
HC_BURRO_0118.wav,-60.578427,31.140519,972.516705,2353.571429,-2.461614
HC_BARBAS_0118.wav,-59.417668,28.983539,921.778691,2093.750000,-2.541258
HC_MANGA_0118.wav,-59.840740,28.206944,956.660243,2167.763158,-2.526839
HC_GANGA_0118.wav,-59.261104,25.986092,999.946840,2110.054348,-2.548657
HC_TOMAS_0118.wav,-60.072924,26.919819,967.443156,2399.456522,-2.290637
HC_SOMBRA_0118.wav,-59.506624,22.215689,970.113226,2231.570513,-2.501789
HC_PIDIO_0118.wav,-59.057019,27.217090,1008.689454,2713.541667,-2.378827
HC_CALLE_0118.wav,-58.250537,25.397957,918.572488,1672.500000,-2.341452
HC_GANGA_0120.wav,-61.787686,25.007555,2215.084510,4093.750000,-1.941180
HC_CALLE_0120.wav,-61.068663,26.928966,2281.910514,4815.848214,-1.942553
HC_CARMEN_0120.wav,-61.897906,25.614713,2309.819696,4208.333333,-1.743579
HC_TOMAS_0120.wav,-61.108040,24.853305,2354.973685,4375.000000,-1.774952
HC_MANGA_0120.wav,-61.921806,23.990698,2424.340139,4829.741379,-1.866423
HC_PIDIO_0120.wav,-58.947301,22.519432,2089.267823,4335.336538,-1.055004
HC_PERRO_0120.wav,-62.002812,24.708973,2051.496208,3762.019231,-1.944661
HC_BARBAS_0120.wav,-61.144899,23.557215,2479.433717,5052.526596,-1.888051
HC_SOMBRA_0120.wav,-59.625937,23.117864,1930.657433,3324.353448,-2.035145
HC_BURRO_0120.wav,-61.278343,23.426429,2428.193972,4368.750000,-1.593537
HC_DIABLO_0120.wav,-60.559325,23.431523,2223.058547,4009.548611,-1.526910
HC_SOMBRA_0121.wav,-59.367266,20.159324,1636.062897,3163.281250,-2.421855
HC_GANGA_0121.wav,-61.555814,21.084807,1808.265198,3466.796875,-1.979283
HC_MANGA_0121.wav,-60.186236,20.442330,1693.094476,3554.398148,-2.245847
HC_ABLANDADA_0121.wav,-61.469288,21.815868,1801.760875,3749.348958,-2.292097
HC_CARMEN_0121.wav,-60.985577,22.026564,1814.986401,4285.416667,-2.211466
HC_BURRO_0121.wav,-60.577772,22.522088,1738.380583,3724.264706,-2.366204
HC_BARBAS_0121.wav,-61.008751,22.781614,1769.351233,3486.979167,-2.141219
HC_CALLE_0121.wav,-59.803418,24.715299,1590.262906,3681.818182,-2.354503
HC_TOMAS_0121.wav,-60.848870,22.289048,1536.435535,3550.646552,-2.440392
HC_DIABLO_0121.wav,-60.478675,20.680618,1678.122999,3571.614583,-2.197521
HC_PERRO_0121.wav,-60.836968,21.291963,1797.205195,3625.976562,-1.867204
HC_PIDIO_0121.wav,-60.581602,19.989315,1900.269472,4334.280303,-2.200471
HC_MANGA_0122.wav,-61.410531,27.921585,2359.974116,4235.576923,-2.064071
HC_BARBAS_0122.wav,-61.076524,27.823220,2398.228202,4870.244565,-2.063637
HC_SOMBRA_0122.wav,-61.433156,27.453033,2308.450602,4420.784884,-1.940264
HC_GANGA_0122.wav,-60.049586,25.963745,2537.729154,4927.801724,-1.756967
HC_TOMAS_0122.wav,-61.437242,29.286243,2723.347411,5327.724359,-1.777750
HC_CARMEN_0122.wav,-61.969644,28.930869,2385.663061,4137.019231,-1.875065
HC_PERRO_0122.wav,-61.582412,29.921981,2335.633271,4466.594828,-1.978969
HC_DIABLO_0122.wav,-61.732613,30.040035,2445.237840,4507.102273,-1.556373
HC_PIDIO_0122.wav,-60.807049,31.089896,2363.539775,4247.466216,-1.771418
HC_CALLE_0122.wav,-61.076698,27.083828,2255.696002,4046.006944,-1.518835
HC_ABLANDADA_0122.wav,-61.175204,24.485671,2431.947950,4836.309524,-1.325229
HC_BURRO_0122.wav,-60.731006,30.878519,2251.856059,4068.750000,-1.918744
HC_BARBAS_0128.wav,-55.168764,29.109411,1350.915531,3248.263889,-2.127812
HC_BURRO_0128.wav,-56.939432,30.279947,1378.995796,2983.630952,-2.114354
HC_CALLE_0128.wav,-56.396903,29.790260,1391.528234,3129.573171,-2.238961
HC_SOMBRA_0128.wav,-55.437297,25.464631,1424.612592,3543.604651,-2.141866
HC_ABLANDADA_0128.wav,-56.983278,26.911166,1422.626401,3052.801724,-1.916046
HC_MANGA_0128.wav,-56.496404,30.386021,1487.589472,3417.067308,-2.133084
HC_PERRO_0128.wav,-55.663998,27.419331,1368.209164,3064.583333,-2.009319
HC_PIDIO_0128.wav,-56.059417,26.231488,1397.986602,3030.570652,-1.968469
HC_CARMEN_0128.wav,-56.032129,28.942447,1511.236013,3943.359375,-2.159749
HC_TOMAS_0128.wav,-54.279907,25.557228,852.606857,1714.488636,-2.610007
HC_DIABLO_0128.wav,-54.886418,27.956823,1443.416551,3731.004902,-2.116567
HC_GANGA_0128.wav,-57.007204,28.000107,1478.136864,3122.983871,-2.014699
HC_BARBAS_0129.wav,-55.412500,30.897600,1517.407833,3283.430233,-2.591168
HC_CARMEN_0129.wav,-55.937632,29.386583,1490.957580,3816.964286,-1.973417
HC_GANGA_0129.wav,-55.484613,28.635464,1514.247396,3251.041667,-1.865390
HC_TOMAS_0129.wav,-55.091582,28.248082,1225.026833,2943.256579,-2.173950
HC_SOMBRA_0129.wav,-53.632399,26.311790,1482.669524,3322.048611,-2.852386
HC_MANGA_0129.wav,-56.262889,29.556034,1450.266990,3645.507812,-2.234704
HC_PERRO_0129.wav,-55.299938,30.551579,1519.135885,3132.812500,-1.890034
HC_DIABLO_0129.wav,-54.023088,34.121417,1521.337383,3175.781250,-2.018201
HC_ABLANDADA_0129.wav,-56.382051,29.884544,1465.878523,3236.328125,-2.182577
HC_BURRO_0129.wav,-56.344392,30.176354,1629.893266,3263.808140,-1.787971
HC_PIDIO_0129.wav,-56.166030,30.511245,1493.392339,3387.695312,-2.175201
HC_SOMBRA_0130.wav,-51.720294,28.505956,1297.069386,3122.242647,-2.684818
HC_ABLANDADA_0130.wav,-54.118922,35.830809,907.372265,1906.976744,-2.656529
HC_BURRO_0130.wav,-55.657191,33.935267,1409.492087,3646.577381,-2.124322
HC_MANGA_0130.wav,-55.314897,35.974581,1256.557127,3472.656250,-2.328764
HC_PIDIO_0130.wav,-55.875010,37.990512,1275.120029,2942.708333,-2.183686
HC_BARBAS_0130.wav,-54.534229,36.427462,1322.523295,2895.089286,-2.143667
HC_GANGA_0130.wav,-54.154019,33.984302,1086.389343,2867.559524,-2.333983
HC_PERRO_0130.wav,-56.016285,37.073634,1399.400071,2982.954545,-2.097673
HC_CALLE_0130.wav,-54.895559,36.374667,1482.670389,3796.875000,-2.068468
HC_TOMAS_0130.wav,-55.794787,35.594766,1342.538446,3013.157895,-2.201670
HC_CARMEN_0130.wav,-55.004182,32.257588,1205.182861,2922.743056,-2.205985
HC_DIABLO_0130.wav,-54.706945,36.004181,1379.888703,3149.390244,-1.932281
HC_PERRO_0131.wav,-54.318431,28.235707,1241.977960,3460.937500,-2.318650
HC_CALLE_0131.wav,-54.170446,32.117820,1104.112921,2641.666667,-2.300426
HC_MANGA_0131.wav,-43.637391,19.136690,362.822456,458.059211,-3.185671
HC_SOMBRA_0131.wav,-52.045895,28.699892,1247.217520,2736.280488,-1.412067
HC_DIABLO_0131.wav,-54.066728,30.714707,1112.637347,2831.521739,-2.394632
HC_TOMAS_0131.wav,-55.410858,30.593469,1468.419346,3052.083333,-2.070412
HC_PIDIO_0131.wav,-53.596291,29.324919,1112.205407,2911.458333,-2.095136
HC_BARBAS_0131.wav,-54.273174,29.959365,1246.284192,3159.179688,-2.230288
HC_BURRO_0131.wav,-54.914501,32.425085,1168.728681,3003.289474,-2.146486
HC_GANGA_0131.wav,-44.225505,22.445955,362.557329,445.312500,-3.006139
HC_CARMEN_0131.wav,-43.821695,20.235286,346.677462,434.451220,-3.055600
HC_TOMAS_0132.wav,-56.114792,25.342759,1623.782557,3168.750000,-1.923149
HC_CALLE_0132.wav,-54.707978,27.656059,1493.458542,3291.158537,-2.125115
HC_SOMBRA_0132.wav,-53.366646,27.291280,1390.081116,2687.500000,-1.562546
HC_MANGA_0132.wav,-57.313359,28.640140,1701.759715,3595.982143,-1.838742
HC_ABLANDADA_0132.wav,-56.533563,26.091441,1751.181448,3569.940476,-1.998869
HC_CARMEN_0132.wav,-56.512156,26.100221,1643.516006,3336.458333,-1.907112
HC_BURRO_0132.wav,-55.114636,31.564328,1462.245105,3157.939189,-1.979479
HC_PIDIO_0132.wav,-54.730361,28.182468,1566.522654,3758.593750,-2.030651
HC_GANGA_0132.wav,-56.805197,27.522951,1653.683269,3912.500000,-2.058570
HC_PERRO_0132.wav,-55.329165,29.086935,1585.262568,3881.628788,-2.052863
HC_DIABLO_0132.wav,-55.437989,29.422772,1587.443561,3223.323171,-1.829516
HC_BARBAS_0132.wav,-54.679234,28.652799,1676.330912,4187.500000,-2.044708
HC_DIABLO_0133.wav,-54.841990,25.440576,1777.178936,4049.679487,-1.377257
HC_MANGA_0133.wav,-55.432813,26.490094,1685.370969,3302.631579,-1.872929
HC_PIDIO_0133.wav,-54.772880,28.050889,1675.798437,4106.250000,-2.145307
HC_PERRO_0133.wav,-54.990226,24.166976,1507.143134,3122.916667,-2.149767
HC_CARMEN_0133.wav,-55.918604,25.225370,1645.761981,3498.511905,-1.956578
HC_TOMAS_0133.wav,-56.358688,23.478996,1594.401584,3075.757576,-2.047186
HC_ABLANDADA_0133.wav,-55.613883,23.008055,1710.391055,3924.005682,-2.138665
HC_GANGA_0133.wav,-55.502154,22.410181,1642.456637,3366.071429,-1.921000
HC_BARBAS_0133.wav,-54.972183,26.367040,1755.947668,4392.156863,-1.921586
HC_CALLE_0133.wav,-54.903842,27.187888,1530.433309,3818.014706,-2.150111
HC_BURRO_0133.wav,-56.611462,26.872309,1599.571703,3467.773438,-2.080908
HC_SOMBRA_0133.wav,-53.196791,23.763186,1401.237924,2984.775641,-2.659511
HC_CARMEN_0134.wav,-56.067415,33.392733,1747.524894,3569.010417,-1.957888
HC_GANGA_0134.wav,-56.950687,30.535234,1743.005980,4142.361111,-2.153234
HC_PERRO_0134.wav,-56.670650,31.343406,1782.374560,3979.567308,-1.904394
HC_ABLANDADA_0134.wav,-55.917373,30.274565,1639.694656,3893.229167,-2.339115
HC_MANGA_0134.wav,-57.053052,32.283096,1598.128315,3678.879310,-1.852179
HC_PIDIO_0134.wav,-57.564828,32.262480,1830.181120,4292.279412,-2.096201
HC_TOMAS_0134.wav,-56.527788,30.247022,1675.672823,3826.704545,-2.028316
HC_SOMBRA_0134.wav,-56.429951,30.517882,1607.075689,3220.486111,-2.086168
HC_DIABLO_0134.wav,-56.422598,31.741554,1638.102684,3672.656250,-1.991981
HC_CALLE_0134.wav,-56.617272,32.135362,1617.327849,3581.653226,-2.308604
HC_BARBAS_0134.wav,-56.172191,30.535363,1665.097570,3182.291667,-2.091446
HC_BURRO_0134.wav,-55.775510,30.570121,1690.587345,3773.148148,-1.963788
HC_CALLE_0135.wav,-62.424767,28.693338,1348.861483,2988.051471,-2.324383
HC_CARMEN_0135.wav,-63.601849,28.258700,1449.911603,2988.146552,-2.201300
HC_BARBAS_0135.wav,-62.514650,25.217048,1423.097590,2985.054348,-2.115266
HC_MANGA_0135.wav,-62.914362,30.018429,1426.758421,2976.562500,-2.347040
HC_GANGA_0135.wav,-63.069681,25.076594,1450.919891,3006.250000,-2.144262
HC_ABLANDADA_0135.wav,-63.073027,25.977249,1452.075515,3060.505319,-1.967989
HC_TOMAS_0135.wav,-63.080842,27.412599,1483.162354,3163.194444,-1.564519
HC_BURRO_0135.wav,-61.555498,25.466936,1390.002639,2987.500000,-2.180384
HC_DIABLO_0135.wav,-62.859666,25.303664,1461.140486,3094.572368,-1.629434
HC_SOMBRA_0135.wav,-62.303311,25.109442,1341.631387,2742.788462,-2.197665
HC_PIDIO_0135.wav,-62.941505,30.404029,1413.021893,2999.023438,-2.222445
HC_PERRO_0135.wav,-61.918663,25.892738,1339.240187,2914.351852,-2.193599
HC_ABLANDADA_0136.wav,-61.131586,27.643854,1305.062127,3127.948113,-2.245871
HC_BURRO_0136.wav,-61.066025,29.683024,1135.697303,2887.310606,-2.231281
HC_CALLE_0136.wav,-59.533698,25.873720,1284.014100,2902.217742,-2.292123
HC_GANGA_0136.wav,-60.886717,29.016231,1399.444321,3768.229167,-2.207255
HC_CARMEN_0136.wav,-61.934220,29.496305,1315.526156,3145.507812,-2.222158
HC_MANGA_0136.wav,-60.314184,29.012180,1258.317499,2852.163462,-2.315723
HC_BARBAS_0136.wav,-59.502244,27.343069,1127.047717,2645.380435,-2.306222
HC_TOMAS_0136.wav,-61.038225,28.271570,1239.068417,2892.708333,-2.328225
HC_PERRO_0136.wav,-61.548786,27.807323,1354.453406,3590.820312,-2.193990
HC_DIABLO_0136.wav,-58.611919,26.103002,1382.945911,3174.542683,-0.748933
HC_SOMBRA_0136.wav,-60.445247,27.579547,1248.786220,3077.302632,-2.277703
HC_PIDIO_0136.wav,-60.185667,28.259746,1292.146657,2946.022727,-2.055467
HC_CARMEN_0137.wav,-61.071599,29.003134,1337.745362,3139.322917,-2.157659
HC_CALLE_0137.wav,-61.858608,31.944914,1641.784208,3404.464286,-1.935245
HC_BARBAS_0137.wav,-61.627238,30.948064,1695.599830,4166.852679,-1.928432
HC_TOMAS_0137.wav,-69.026412,35.298215,3045.086021,5766.163793,-1.281244
HC_DIABLO_0137.wav,-62.235089,31.058076,1574.100834,3106.707317,-1.832387
HC_BURRO_0137.wav,-62.944117,30.245310,1643.927732,3601.351351,-2.010908
HC_MANGA_0137.wav,-60.502899,29.255938,1296.275820,2919.034091,-2.381740
HC_ABLANDADA_0137.wav,-60.853099,27.483212,1477.178136,3102.941176,-1.644060
HC_PIDIO_0137.wav,-62.384244,30.701240,1624.700013,3110.576923,-1.912080
HC_GANGA_0137.wav,-61.404607,31.411454,1336.530934,3468.750000,-2.221324
HC_PERRO_0137.wav,-62.296509,29.859549,1877.718013,4597.916667,-1.970250
HC_SOMBRA_0137.wav,-61.080873,29.419541,1549.404032,3174.418605,-2.185145
HC_ABLANDADA_0138.wav,-62.474833,26.397978,1573.874530,3271.093750,-1.854960
HC_SOMBRA_0138.wav,-61.642684,24.023225,1529.956093,3330.592105,-2.130728
HC_GANGA_0138.wav,-62.200042,31.015878,1606.047462,3483.072917,-1.964110
HC_TOMAS_0138.wav,-63.437542,35.132259,1555.477132,3859.375000,-2.120532
HC_BARBAS_0138.wav,-60.615807,23.489127,1421.306700,3798.750000,-2.025152
HC_PIDIO_0138.wav,-62.154382,26.369969,1456.411580,3756.433824,-2.144888
HC_PERRO_0138.wav,-62.562637,25.709258,1497.274096,3171.250000,-1.983635
HC_CALLE_0138.wav,-59.744207,26.008649,1359.600154,3643.554688,-1.916153
HC_BURRO_0138.wav,-60.254722,25.966737,1513.234237,4089.285714,-1.880599
HC_MANGA_0138.wav,-63.680652,34.017037,1586.656410,3282.552083,-2.083176
HC_DIABLO_0138.wav,-60.494303,28.674711,1273.341698,2926.598837,-2.295794
HC_CARMEN_0138.wav,-63.528392,33.127127,1633.406247,3953.750000,-2.146830
HC_GANGA_0139.wav,-63.146342,37.974936,1512.743219,3100.446429,-2.109589
HC_CARMEN_0139.wav,-61.816304,37.368172,1491.621578,3578.125000,-2.285202
HC_MANGA_0139.wav,-62.412440,39.121382,1531.419159,3824.074074,-1.826318
HC_TOMAS_0139.wav,-63.061386,38.330699,1534.280033,3142.137097,-1.798641
HC_ABLANDADA_0139.wav,-62.927324,37.692196,1583.829186,3754.687500,-2.285451
HC_PERRO_0140.wav,-61.369666,35.479666,1563.166228,3307.291667,-1.970488
HC_BURRO_0140.wav,-61.458110,35.331698,1480.407896,3189.144737,-2.095497
HC_DIABLO_0140.wav,-57.545534,27.279138,1634.401450,3233.974359,-0.506907
HC_BARBAS_0140.wav,-60.315984,31.323465,1477.235604,3274.234694,-1.951281
HC_CALLE_0140.wav,-61.008415,29.785222,1516.226370,3304.687500,-2.230281
HC_GANGA_0140.wav,-61.683525,32.073199,1597.987338,3384.469697,-1.927323
HC_ABLANDADA_0140.wav,-61.009121,30.266521,1469.400391,3775.000000,-2.218437
HC_MANGA_0140.wav,-61.407701,31.768325,1482.557740,3041.360294,-1.972454
HC_PIDIO_0140.wav,-58.204097,30.098781,1506.452796,3253.787879,-1.124105
HC_TOMAS_0140.wav,-61.305339,31.490351,1454.493182,3146.634615,-1.970752
HC_CARMEN_0140.wav,-60.346885,33.930453,1404.976498,3095.643939,-1.878813
HC_SOMBRA_0140.wav,-54.122382,23.887819,1101.520521,2210.685484,-2.186215
HC_BARBAS_0141.wav,-61.087725,36.008558,2391.443816,4338.942308,-1.461881
HC_ABLANDADA_0141.wav,-60.699839,33.616445,2446.627071,4700.168919,-1.779132
HC_CARMEN_0141.wav,-61.277046,34.116200,2398.431561,4708.881579,-1.845092
HC_PERRO_0141.wav,-61.577391,36.508832,2282.906524,4223.011364,-1.797561
HC_BURRO_0141.wav,-61.389235,36.121744,2260.137944,4550.403226,-1.746222
HC_GANGA_0141.wav,-60.624215,34.812145,2408.991868,4358.630952,-1.546911
HC_SOMBRA_0141.wav,-55.850409,29.579072,1880.801858,3489.257812,-0.270098
HC_TOMAS_0141.wav,-61.368386,34.074790,2704.572276,5203.750000,-1.664312
HC_CALLE_0141.wav,-60.308993,35.721012,2274.078250,4151.785714,-1.615743
HC_PIDIO_0141.wav,-59.331332,33.350405,1782.590420,3303.571429,-2.187989
HC_MANGA_0141.wav,-60.678163,34.014626,2453.052697,4258.928571,-2.016096
HC_DIABLO_0141.wav,-55.543415,29.428154,1514.175170,2936.422414,-2.359243
HC_TOMAS_0142.wav,-61.235641,35.276245,2390.144580,4209.051724,-1.612299
HC_DIABLO_0142.wav,-58.916371,36.333949,2215.001375,4021.381579,-1.424694
HC_BURRO_0142.wav,-61.264640,38.277596,2361.658757,4307.291667,-1.728852
HC_SOMBRA_0142.wav,-57.713705,33.325405,1729.278267,3242.598684,-2.378443
HC_PIDIO_0142.wav,-58.985089,36.973309,2413.254172,4876.785714,-1.662201
HC_CALLE_0142.wav,-60.735378,39.764474,2313.751455,4625.844595,-2.095633
HC_ABLANDADA_0142.wav,-60.589009,35.924328,2407.386644,4669.117647,-1.135605
HC_GANGA_0142.wav,-61.159148,35.474116,2279.856798,4089.439655,-1.823038
HC_MANGA_0142.wav,-61.104983,35.068817,2179.404740,4128.472222,-1.865282
HC_BARBAS_0142.wav,-60.078993,36.850175,2346.662251,4831.495098,-1.916087
HC_CARMEN_0142.wav,-61.193344,36.127715,2278.680877,4297.413793,-1.812843
HC_PERRO_0142.wav,-60.371145,35.748994,2399.252148,4365.384615,-1.696371
HC_SOMBRA_0143.wav,-61.688965,26.506923,2549.406863,4723.110465,-1.817311
HC_CALLE_0143.wav,-61.316818,28.333444,2258.016602,4014.204545,-1.879820
HC_ABLANDADA_0143.wav,-61.128709,29.329075,2413.544712,4210.937500,-1.721345
HC_GANGA_0143.wav,-61.326765,24.517516,2511.869456,4997.767857,-1.938787
HC_BARBAS_0143.wav,-60.980514,27.212306,2273.743760,3816.964286,-2.322103
HC_PERRO_0143.wav,-62.077176,24.161034,2549.845951,4333.333333,-1.727663
HC_TOMAS_0143.wav,-61.493670,26.473211,2482.440331,4794.642857,-1.864805
HC_MANGA_0143.wav,-60.867306,29.994185,2232.516205,4023.097826,-2.062483
HC_DIABLO_0143.wav,-61.867335,30.409937,2418.406758,4905.330882,-2.114143
HC_CARMEN_0143.wav,-61.494230,26.871768,2258.789165,4057.291667,-1.768048
HC_BURRO_0143.wav,-61.652865,25.308445,2575.216496,4838.315217,-1.771807
HC_PIDIO_0143.wav,-61.591769,26.882608,2485.430938,4492.857143,-1.589057
HC_PERRO_0144.wav,-61.116023,19.697326,1290.263930,3290.178571,-2.262517
HC_BURRO_0144.wav,-60.336950,20.388053,1296.763724,3422.256098,-2.097153
HC_PIDIO_0144.wav,-60.342769,18.699204,1345.893192,3109.375000,-1.667989
HC_MANGA_0144.wav,-60.653958,19.882029,1469.642176,3884.114583,-1.941124
HC_TOMAS_0144.wav,-61.013610,19.345778,1586.851113,4055.208333,-2.055644
HC_ABLANDADA_0144.wav,-61.067205,17.439293,1324.718202,3012.117347,-2.233060
HC_SOMBRA_0144.wav,-60.774708,20.248724,1359.241235,3140.178571,-1.465875
HC_CARMEN_0144.wav,-61.455556,22.638177,1398.709984,3013.020833,-1.821627
HC_BARBAS_0144.wav,-60.034676,19.758947,1299.801164,3394.886364,-2.036005
HC_GANGA_0144.wav,-60.645057,17.565682,1343.951023,2905.208333,-2.160073
HC_DIABLO_0144.wav,-60.757825,20.558794,1242.845281,3000.000000,-2.082951
HC_CALLE_0144.wav,-60.136214,24.138398,1304.807483,3237.068966,-2.168640
HC_DIABLO_0145.wav,-62.690591,30.486106,1465.788228,3093.750000,-2.222093
HC_BURRO_0145.wav,-62.289260,29.874551,1427.874833,3048.295455,-1.874407
