dataset,layer,probe_auc,answer_auc,above,condition,plotted,curve_column,auc_mean,auc_std,mean_minus_std_above,above_answer_ci_hi,curve_file
neurovoz,24,0.932976,0.695081,1,PD,omitted,auc_oof,0.930604,0.035422,1,1,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_neurovoz_encoder_perlayer.csv
neurovoz,25,0.933527,0.695081,1,PD,omitted,auc_oof,0.930137,0.034084,1,1,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_neurovoz_encoder_perlayer.csv
neurovoz,26,0.926216,0.695081,1,PD,omitted,auc_oof,0.922842,0.036142,1,1,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_neurovoz_encoder_perlayer.csv
neurovoz,27,0.931272,0.695081,1,PD,omitted,auc_oof,0.930924,0.03327,1,1,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_neurovoz_encoder_perlayer.csv
neurovoz,28,0.925177,0.695081,1,PD,omitted,auc_oof,0.923072,0.036386,1,1,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_neurovoz_encoder_perlayer.csv
neurovoz,29,0.924721,0.695081,1,PD,omitted,auc_oof,0.923366,0.035442,1,1,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_neurovoz_encoder_perlayer.csv
neurovoz,30,0.926849,0.695081,1,PD,omitted,auc_oof,0.924855,0.037486,1,1,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_neurovoz_encoder_perlayer.csv
neurovoz,31,0.920408,0.695081,1,PD,omitted,auc_oof,0.919144,0.034507,1,1,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_neurovoz_encoder_perlayer.csv
kcl,0,0.747024,0.714286,1,PD,omitted,auc_oof,0.766667,0.206828,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,1,0.758929,0.714286,1,PD,omitted,auc_oof,0.783333,0.171594,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,2,0.764881,0.714286,1,PD,omitted,auc_oof,0.816667,0.185592,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,3,0.776786,0.714286,1,PD,omitted,auc_oof,0.816667,0.161589,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,4,0.818452,0.714286,1,PD,omitted,auc_oof,0.833333,0.139443,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,5,0.83631,0.714286,1,PD,omitted,auc_oof,0.85,0.133333,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,6,0.839286,0.714286,1,PD,omitted,auc_oof,0.833333,0.139443,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,7,0.806548,0.714286,1,PD,omitted,auc_oof,0.833333,0.139443,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,8,0.809524,0.714286,1,PD,omitted,auc_oof,0.833333,0.139443,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,9,0.78869,0.714286,1,PD,omitted,auc_oof,0.816667,0.152753,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,10,0.776786,0.714286,1,PD,omitted,auc_oof,0.816667,0.152753,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,11,0.815476,0.714286,1,PD,omitted,auc_oof,0.866667,0.113039,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,12,0.842262,0.714286,1,PD,omitted,auc_oof,0.883333,0.1,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,13,0.809524,0.714286,1,PD,omitted,auc_oof,0.8,0.124722,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,14,0.776786,0.714286,1,PD,omitted,auc_oof,0.8,0.15456,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,15,0.758929,0.714286,1,PD,omitted,auc_oof,0.766667,0.133333,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,16,0.8125,0.714286,1,PD,omitted,auc_oof,0.816667,0.122474,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,17,0.809524,0.714286,1,PD,omitted,auc_oof,0.85,0.110554,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,18,0.842262,0.714286,1,PD,omitted,auc_oof,0.85,0.110554,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,19,0.848214,0.714286,1,PD,omitted,auc_oof,0.866667,0.113039,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,20,0.845238,0.714286,1,PD,omitted,auc_oof,0.883333,0.113039,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,21,0.794643,0.714286,1,PD,omitted,auc_oof,0.813333,0.093927,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,22,0.8125,0.714286,1,PD,omitted,auc_oof,0.83,0.102956,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,23,0.806548,0.714286,1,PD,omitted,auc_oof,0.826667,0.106249,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,24,0.797619,0.714286,1,PD,omitted,auc_oof,0.826667,0.106249,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,25,0.785714,0.714286,1,PD,omitted,auc_oof,0.843333,0.112349,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,26,0.767857,0.714286,1,PD,omitted,auc_oof,0.81,0.110353,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,27,0.764881,0.714286,1,PD,omitted,auc_oof,0.83,0.102956,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,28,0.797619,0.714286,1,PD,omitted,auc_oof,0.866667,0.135401,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,29,0.818452,0.714286,1,PD,omitted,auc_oof,0.866667,0.135401,1,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,30,0.755952,0.714286,1,PD,omitted,auc_oof,0.816667,0.133333,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
kcl,31,0.755952,0.714286,1,PD,omitted,auc_oof,0.816667,0.169967,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_kcl_encoder_perlayer.csv
edaic_full,0,0.588009,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.599488,0.119027,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,1,0.574018,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.575008,0.095835,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,2,0.626359,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.63545,0.078965,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,3,0.597289,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.604992,0.099598,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,4,0.609323,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.611364,0.085214,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,5,0.608163,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.611705,0.058751,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,6,0.603596,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.606372,0.055866,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,7,0.579455,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.586651,0.054709,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,8,0.595839,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.60007,0.054927,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,9,0.61621,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.625589,0.048147,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,10,0.637016,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.632798,0.04815,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,11,0.622952,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.624659,0.034843,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,12,0.616427,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.618085,0.049983,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,13,0.626939,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.626798,0.043245,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,14,0.61099,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.612698,0.054815,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,15,0.621937,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.626395,0.0522,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,16,0.644338,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.648078,0.056991,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,17,0.649268,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.648124,0.060884,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,18,0.675729,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.680372,0.036554,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,19,0.689575,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.694581,0.047902,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,20,0.667247,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.670837,0.06176,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,21,0.689213,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.690628,0.063506,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,22,0.680513,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.682054,0.06279,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,23,0.672684,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.673341,0.063367,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,24,0.673191,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.673698,0.078815,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,25,0.662752,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.656194,0.074421,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,26,0.635276,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.632891,0.098962,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,27,0.628172,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.622496,0.112575,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,28,0.614035,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.612264,0.092335,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,29,0.606496,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.605798,0.083467,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,30,0.568363,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.566016,0.117082,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_full,31,0.618095,0.828476,0,MDD,plotted (fig1_gap.pdf),auc_oof,0.623163,0.121944,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_encoder_perlayer.csv
edaic_mid300,0,0.577425,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.580349,0.088272,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,1,0.566261,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.572054,0.076905,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,2,0.61128,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.615194,0.082593,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,3,0.593156,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.602504,0.090578,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,4,0.578875,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.582326,0.077663,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,5,0.584312,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.594822,0.076173,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,6,0.592721,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.600558,0.047613,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,7,0.576773,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.586922,0.051355,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,8,0.57583,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.581829,0.045395,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,9,0.595694,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.600132,0.051833,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,10,0.61998,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.622488,0.044765,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,11,0.613745,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.61114,0.037697,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,12,0.618167,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.61562,0.042545,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,13,0.61969,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.624163,0.045602,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,14,0.610845,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.614713,0.043439,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,15,0.608453,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.619341,0.060388,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,16,0.642598,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.650558,0.065649,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,17,0.664274,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.66986,0.055622,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,18,0.670726,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.674287,0.022258,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,19,0.664564,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.670233,0.026837,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,20,0.650573,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.656705,0.048228,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,21,0.664129,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.665209,0.037674,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,22,0.683921,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.687256,0.035733,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,23,0.660577,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.664504,0.044841,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,24,0.657242,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.659302,0.044097,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,25,0.661592,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.66169,0.039668,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,26,0.606278,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.606395,0.050768,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,27,0.596491,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.599016,0.049102,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,28,0.601783,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.609674,0.04281,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,29,0.574308,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.585171,0.043022,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,30,0.573293,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.587256,0.039381,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid300,31,0.580977,0.812165,0,MDD,plotted variant (fig1_gap_300.pdf),auc_oof,0.589333,0.056299,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_encoder_perlayer.csv
edaic_mid30,0,0.599391,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.602837,0.105347,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,1,0.636654,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.646271,0.084065,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,2,0.670509,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.674016,0.091589,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,3,0.647528,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.663093,0.090134,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,4,0.636799,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.650791,0.094384,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,5,0.632666,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.643907,0.089201,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,6,0.617805,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.625977,0.090928,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,7,0.61679,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.622605,0.080229,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,8,0.626794,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.634953,0.069858,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,9,0.601928,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.617992,0.0594,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,10,0.617442,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.630457,0.048564,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,11,0.587429,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.594349,0.040016,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,12,0.580252,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.587264,0.067865,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,13,0.573873,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.584008,0.046604,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,14,0.584747,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.59114,0.059428,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,15,0.542337,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.547186,0.056828,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,16,0.546107,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.553054,0.044664,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,17,0.551834,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.555023,0.045119,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,18,0.553792,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.56269,0.04114,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,19,0.561259,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.569791,0.076154,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,20,0.570538,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.579667,0.050749,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,21,0.559519,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.563814,0.042082,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,22,0.548572,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.547442,0.04788,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,23,0.526751,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.529333,0.053298,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
