figure,source,dataset,stream,layer,plotted,reference,absdiff
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,18,0.7615652847733436,0.7615652847733436,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,19,0.7763948082138705,0.7763948082138705,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,20,0.7680550174351026,0.7680550174351026,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,21,0.7966485858194499,0.7966485858194499,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,22,0.7965710964742347,0.7965710964742347,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,23,0.803215807826424,0.803215807826424,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,24,0.7950406819062378,0.7950406819062378,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,25,0.7957962030220845,0.7957962030220845,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,26,0.7990023246803565,0.7990023246803565,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,27,0.808330104610616,0.808330104610616,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,28,0.7924351026733825,0.7924351026733825,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,29,0.7889771406431616,0.7889771406431616,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,30,0.7945757458349477,0.7945757458349477,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,encoder,31,0.7908368849283224,0.7908368849283224,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,0,0.7668926772568772,0.7668926772568772,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,1,0.7728981015110423,0.7728981015110423,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,2,0.7745447500968616,0.7745447500968616,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,3,0.7930550174351028,0.7930550174351028,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,4,0.7911468423091825,0.7911468423091825,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,5,0.787504843084076,0.787504843084076,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,6,0.780453312669508,0.780453312669508,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,7,0.8045524990313832,0.8045524990313832,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,8,0.8097345989926384,0.8097345989926384,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,9,0.831722200697404,0.831722200697404,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,10,0.8318287485470747,0.8318287485470747,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,11,0.830453312669508,0.830453312669508,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,12,0.8291747384734598,0.8291747384734598,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,13,0.8225106547849672,0.8225106547849672,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,14,0.8135025184037196,0.8135025184037196,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,15,0.8058310732274312,0.8058310732274312,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,16,0.8130375823324292,0.8130375823324292,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,17,0.81474234792716,0.81474234792716,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,18,0.8127857419604805,0.8127857419604805,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,19,0.8160790391321192,0.8160790391321192,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,20,0.8113618752421541,0.8113618752421541,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,21,0.8134250290585043,0.8134250290585043,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,22,0.8275474622239442,0.8275474622239442,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,23,0.8225687717938786,0.8225687717938786,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,24,0.8302595893064704,0.8302595893064704,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,25,0.8330976365749709,0.8330976365749709,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,26,0.8352867105772956,0.8352867105772956,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,27,0.8396358000774893,0.8396358000774893,0.0
fig1_gap_whole_v4layout,Line2D arrays,Pitt,llm,28,0.8253390158853158,0.8253390158853158,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,0,0.583514571552849,0.583514571552849,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,1,0.5593011454255473,0.5593011454255473,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,2,0.6051181673191243,0.6051181673191243,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,3,0.5998260113092649,0.5998260113092649,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,4,0.6070755400898942,0.6070755400898942,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,5,0.5969986950848195,0.5969986950848195,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,6,0.6046831955922864,0.6046831955922864,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,7,0.586704364216326,0.586704364216326,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,8,0.5824271422357546,0.5824271422357546,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,9,0.5932289401188923,0.5932289401188923,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,10,0.6151225170363926,0.6151225170363926,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,11,0.6092503987240829,0.6092503987240829,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,12,0.601348412353197,0.601348412353197,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,13,0.6087429317094389,0.6087429317094389,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,14,0.609757865738727,0.609757865738727,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,15,0.6240394374365666,0.6240394374365666,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,16,0.6468029578077426,0.6468029578077426,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,17,0.6604320719153255,0.6604320719153255,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,18,0.6847179933304335,0.6847179933304335,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,19,0.6874728142670726,0.6874728142670726,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,20,0.6752211106278092,0.6752211106278092,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,21,0.6673916195447296,0.6673916195447296,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,22,0.661302015369001,0.661302015369001,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,23,0.6519501232419893,0.6519501232419893,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,24,0.6610845295055822,0.6610845295055822,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,25,0.6654342467739597,0.6654342467739597,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,26,0.6396259243149195,0.6396259243149195,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,27,0.6233507322024069,0.6233507322024069,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,28,0.6291141075830071,0.6291141075830071,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,29,0.6177323473974191,0.6177323473974191,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,30,0.5980136291141076,0.5980136291141076,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,encoder,31,0.6360011599246049,0.6360011599246049,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,0,0.6093953892996955,0.6093953892996955,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,1,0.63179643323184,0.63179643323184,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,2,0.6441206321589097,0.6441206321589097,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,3,0.6641293315934464,0.6641293315934464,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,4,0.6647092938958967,0.6647092938958967,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,5,0.6663041902276352,0.6663041902276352,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,6,0.6341162824416413,0.6341162824416413,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,7,0.6491953023053502,0.6491953023053502,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,8,0.687835290706104,0.687835290706104,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,9,0.7059591126576773,0.7059591126576773,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,10,0.738871973321734,0.738871973321734,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,11,0.7606930549514281,0.7606930549514281,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,12,0.7437291576047557,0.7437291576047557,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,13,0.7351747136436132,0.7351747136436132,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,14,0.7443816151950123,0.7443816151950123,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,15,0.7519211251268667,0.7519211251268667,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,16,0.7307525010874293,0.7307525010874293,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,17,0.7162534435261708,0.7162534435261708,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,18,0.7361896476729013,0.7361896476729013,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,19,0.7143685660432072,0.7143685660432072,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,20,0.7185732927359721,0.7185732927359721,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,21,0.70864143830651,0.70864143830651,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,22,0.7092938958967667,0.7092938958967667,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,23,0.732419892706974,0.732419892706974,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,24,0.7288676236044657,0.7288676236044657,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,25,0.7292301000434972,0.7292301000434972,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,26,0.7473539219950703,0.7473539219950703,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,27,0.7596056256343338,0.7596056256343338,0.0
fig1_gap_whole_v4layout,Line2D arrays,E-DAIC,llm,28,0.775264607800493,0.775264607800493,0.0
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,0,0.8719933830519643,0.871993388429752,5.377787770655118e-09
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,1,0.8889751624206772,0.8889752066115704,4.4190893166984324e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,2,0.9078975471303106,0.907897520661157,2.6469153535657597e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,3,0.9047736337958561,0.9047735537190082,8.007684781929925e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,4,0.9080446575351868,0.9080446280991734,2.9436013404549044e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,5,0.9168165890456562,0.9168165289256198,6.01200363936627e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,6,0.9233619312702275,0.9233619834710745,5.2200846978323057e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,7,0.9217255957140846,0.9217256198347108,2.4120626163082193e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,8,0.9195752797960003,0.9195752066115702,7.318443007164888e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,9,0.9138562598456275,0.9138561983471074,6.149852005421508e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,10,0.9103058416531387,0.9103057851239668,5.65291718990224e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,11,0.9133058725413816,0.913305785123967,8.741741464035613e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,12,0.9156430005525562,0.9156429752066114,2.5345944787424912e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,13,0.9198148078236487,0.9198148760330578,6.820940912088957e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,14,0.91665448754689,0.9166545454545456,5.790765555957478e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,15,0.9160248616035116,0.9160247933884298,6.82150818054339e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,16,0.9051586248554258,0.9051586776859504,5.283052462168314e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,17,0.9093355389826785,0.9093355371900824,1.7925960715814426e-09
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,18,0.9038677434079341,0.9038677685950413,2.5187107177693235e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,19,0.907566919378254,0.9075669421487604,2.277050648036294e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,20,0.9071817635813888,0.9071818181818184,5.4600429622020386e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,21,0.8994529486259879,0.8994528925619835,5.6064004438916015e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,22,0.8927058032144364,0.8927057851239669,1.809046945577819e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,23,0.8949206961523546,0.8949206611570246,3.499532996720234e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,24,0.9010347561373222,0.9010347107438018,4.539352038701594e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,25,0.9058925295068521,0.9058925619834712,3.24766191717174e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,26,0.8999784605986141,0.8999785123966941,5.179808004740494e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,27,0.898628108987449,0.8986280991735536,9.813895474053425e-09
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,28,0.8965768001839567,0.8965768595041321,5.932017543841539e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,29,0.8903983279164507,0.890398347107438,1.9190987354811284e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,30,0.8955173746366341,0.8955173553719007,1.9264733364110498e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,encoder,31,0.884562015011686,0.8845619834710744,3.154061156696031e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,0,0.8847784798179652,0.8847785123966941,3.2578728936805135e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,1,0.8854397353220785,0.8854396694214874,6.590059109523594e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,2,0.8857372508777408,0.8857371900826446,6.079509617951118e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,3,0.8859769436426848,0.8859768595041322,8.413855256961256e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,4,0.8890776290184745,0.8890776859504133,5.693193871891822e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,5,0.8906032611120454,0.8906033057851239,4.4673078569701374e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,6,0.8866098643319731,0.886609917355372,5.302339889379226e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,7,0.8830909109629238,0.883090909090909,1.8720147654249786e-09
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,8,0.8813239387314542,0.8813239669421489,2.8210694669184022e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,9,0.8720892601579419,0.872089256198347,3.959594874203276e-09
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,10,0.871064429442673,0.8710644628099173,3.3367244300919197e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,11,0.8744331423982319,0.8744330578512396,8.45469922960973e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,12,0.8663140647898055,0.8663140495867767,1.5203028835841792e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,13,0.8710247277544589,0.8710247933884296,6.56339707028053e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,14,0.8711140153686168,0.871114049586777,3.4218160194221525e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,15,0.8681487440497231,0.8681487603305786,1.6280855552608386e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,16,0.8647240204136966,0.8647239669421488,5.347154774515417e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,17,0.8626247730572153,0.8626247933884297,2.033121437872154e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,18,0.8587537760876951,0.8587537190082644,5.7079430737516645e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,19,0.8558099206172157,0.8558099173553719,3.2618437950659995e-09
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,20,0.8496793869026986,0.8496793388429753,4.8059723312121605e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,21,0.8550959491785444,0.855095867768595,8.140994933736323e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,22,0.8615669948828477,0.8615669421487603,5.273408743011743e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,23,0.8608347376043766,0.8608347107438016,2.686057498646477e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,24,0.8476363149639808,0.8476363636363636,4.867238279082642e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,25,0.8460363863501422,0.8460363636363637,2.2713778524696693e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,26,0.8406264135661162,0.8406264462809918,3.271487558631492e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,27,0.8394165828680076,0.8394165289256199,5.394238766776027e-08
fig1_gap_whole.pdf,PDF vertices,PC-GITA,llm,28,0.8547206776194087,0.8547206611570247,1.6462384011539655e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,0,0.6840759850775466,0.6840759395583107,4.551923593609786e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,1,0.6720747907321543,0.6720747772181325,1.3514021790506092e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,2,0.6517241336705872,0.6517241379310345,4.260447217241392e-09
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,3,0.6644808132531154,0.6644808213870592,8.133943851795777e-09
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,4,0.6738086507672296,0.6738086013173189,4.9449910721754975e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,5,0.6854901723907156,0.6854901201084851,5.2282230544875574e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,6,0.6899845352863855,0.689984502130957,3.3155428513786944e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,7,0.7176192166055193,0.7176191398682681,7.673725122003816e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,8,0.7318868666623194,0.7318868655559859,1.1063334692806848e-09
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,9,0.7132894262680481,0.7132894227043781,3.5636700257413167e-09
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,10,0.7393646219793872,0.7393645873692367,3.4610150523306515e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,11,0.7253196967460952,0.7253196435490119,5.3197083293987646e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,12,0.7162728186894461,0.716272762495157,5.619428911085578e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,13,0.7400426806876409,0.7400426191398684,6.154777254518962e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,14,0.732487416473043,0.7324874079814025,8.491640501873121e-09
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,15,0.7578845534761285,0.7578845408756296,1.2600498866532917e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,16,0.7669314315327775,0.7669314219294847,9.60329282762018e-09
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,17,0.7625726474312994,0.7625726462611391,1.1701603019886875e-09
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,18,0.7615653612380007,0.7615652847733436,7.646465705057892e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,19,0.7763948478410834,0.7763948082138705,3.962721284445081e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,20,0.7680550222566951,0.7680550174351026,4.821592458625901e-09
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,21,0.7966486393729,0.7966485858194499,5.3553450118926094e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,22,0.79657113047537,0.7965710964742347,3.400113524065773e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,23,0.803215891657772,0.803215807826424,8.383134797451675e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,24,0.7950407210002299,0.7950406819062378,3.909399215462628e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,25,0.7957962886060135,0.7957962030220845,8.558392894375544e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,26,0.7990024058509195,0.7990023246803565,8.117056304879355e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,27,0.808330160996386,0.808330104610616,5.638576994204669e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,28,0.7924351535660477,0.7924351026733825,5.08926651932029e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,29,0.7889771529963312,0.7889771406431616,1.2353169598355862e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,30,0.7945757499836978,0.7945757458349477,4.148750121224509e-09
fig1_gap_whole.pdf,PDF vertices,Pitt,encoder,31,0.7908369546938117,0.7908368849283224,6.976548927450921e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,0,0.7668927182683365,0.7668926772568772,4.101145933965711e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,1,0.7728981340069259,0.7728981015110423,3.249588353959609e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,2,0.774544765644037,0.7745447500968616,1.5547175324925888e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,3,0.7930550600089918,0.7930550174351028,4.2573889080799177e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,4,0.7911469079152839,0.7911468423091825,6.560610132932965e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,5,0.7875048957865005,0.787504843084076,5.270242453558893e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,6,0.7804533982215236,0.780453312669508,8.555201558291259e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,7,0.8045525700734111,0.8045524990313832,7.10420279270707e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,8,0.809734628809121,0.8097345989926384,2.981648250521829e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,9,0.8317222803760129,0.831722200697404,7.967860893298706e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,10,0.8318287830375497,0.8318287485470747,3.449047503156777e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,11,0.8304533913574697,0.830453312669508,7.868796170207304e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,12,0.8291747828384922,0.8291747384734598,4.43650324255529e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,13,0.8225106650238697,0.8225106547849672,1.0238902503623137e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,14,0.8135025826003095,0.8135025184037196,6.419658993284116e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,15,0.8058310962237407,0.8058310732274312,2.2996309523293235e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,16,0.8130376115837774,0.8130375823324292,2.9251348232506302e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,17,0.8147423954861981,0.81474234792716,4.755903804110062e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,18,0.8127858106276147,0.8127857419604805,6.866713420095039e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,19,0.8160790739018371,0.8160790391321192,3.476971788263228e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,20,0.8113619038140115,0.8113618752421541,2.8571857435544246e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,21,0.8134250737027795,0.8134250290585043,4.4644275165595104e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,22,0.8275475078336016,0.8275474622239442,4.560965749522694e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,23,0.8225688172891792,0.8225687717938786,4.5495300637909963e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,24,0.8302596602979686,0.8302595893064704,7.099149823552864e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,25,0.833097672056093,0.8330976365749709,3.5481122040437185e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,26,0.8352867836072663,0.8352867105772956,7.302997062641481e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,27,0.8396358482083103,0.8396358000774893,4.813082099541788e-08
fig1_gap_whole.pdf,PDF vertices,Pitt,llm,28,0.8253390396502078,0.8253390158853158,2.376489205424548e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,0,0.5835146209447611,0.583514571552849,4.9391912115837044e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,1,0.5593012120885559,0.5593011454255473,6.666300855773244e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,2,0.6051180977241893,0.6051181673191243,6.959493492608715e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,3,0.5998260786599724,0.5998260113092649,6.735070745556015e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,4,0.6070755055974625,0.6070755400898942,3.449243168862637e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,5,0.5969986934277736,0.5969986950848195,1.6570459449027908e-09
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,6,0.6046831914133459,0.6046831955922864,4.178940526955444e-09
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,7,0.5867044281026629,0.586704364216326,6.388633688736434e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,8,0.5824271904304138,0.5824271422357546,4.819465915240073e-08
