freq_hz,speaker_auc,ctrl_mean_dB,pd_mean_dB
4.343750000000000000e+03,8.333333333333332871e-02,-1.137887725830078125e+02,-1.342709045410156250e+02
4.359375000000000000e+03,8.658008658008657654e-02,-1.138828201293945312e+02,-1.342039031982421875e+02
4.375000000000000000e+03,8.549783549783547543e-02,-1.139531936645507812e+02,-1.342766418457031250e+02
4.390625000000000000e+03,8.116883116883115423e-02,-1.138811645507812500e+02,-1.343376007080078125e+02
4.406250000000000000e+03,8.766233766233764990e-02,-1.139945449829101562e+02,-1.343406219482421875e+02
4.421875000000000000e+03,8.658008658008657654e-02,-1.140200653076171875e+02,-1.342970123291015625e+02
4.437500000000000000e+03,8.008658008658008087e-02,-1.137397689819335938e+02,-1.342709503173828125e+02
4.453125000000000000e+03,8.116883116883116811e-02,-1.136894683837890625e+02,-1.341723480224609375e+02
4.468750000000000000e+03,8.225108225108225535e-02,-1.138721466064453125e+02,-1.343567504882812500e+02
4.484375000000000000e+03,8.874458874458873714e-02,-1.139921493530273438e+02,-1.342828521728515625e+02
4.500000000000000000e+03,8.874458874458873714e-02,-1.139904327392578125e+02,-1.342482147216796875e+02
4.515625000000000000e+03,9.199134199134198497e-02,-1.138099899291992188e+02,-1.341316986083984375e+02
4.531250000000000000e+03,8.441558441558441594e-02,-1.136339645385742188e+02,-1.342426147460937500e+02
4.546875000000000000e+03,8.441558441558441594e-02,-1.134048614501953125e+02,-1.342491302490234375e+02
4.562500000000000000e+03,8.658008658008657654e-02,-1.135034179687500000e+02,-1.341930694580078125e+02
4.578125000000000000e+03,9.307359307359308609e-02,-1.138889694213867188e+02,-1.342543945312500000e+02
4.593750000000000000e+03,9.415584415584414557e-02,-1.138288726806640625e+02,-1.343004913330078125e+02
4.609375000000000000e+03,8.766233766233766378e-02,-1.138246231079101562e+02,-1.343115539550781250e+02
4.625000000000000000e+03,8.874458874458873714e-02,-1.140123825073242188e+02,-1.343083038330078125e+02
4.640625000000000000e+03,9.523809523809523281e-02,-1.139425430297851562e+02,-1.342168273925781250e+02
4.656250000000000000e+03,9.848484848484848064e-02,-1.139453125000000000e+02,-1.342333068847656250e+02
4.671875000000000000e+03,1.038961038961038891e-01,-1.139262771606445312e+02,-1.342625885009765625e+02
4.687500000000000000e+03,1.049783549783549763e-01,-1.138484649658203125e+02,-1.343662109375000000e+02
4.703125000000000000e+03,9.956709956709955400e-02,-1.139920196533203125e+02,-1.343988037109375000e+02
4.718750000000000000e+03,9.632034632034632005e-02,-1.141745758056640625e+02,-1.344425506591796875e+02
4.734375000000000000e+03,9.956709956709956788e-02,-1.138848876953125000e+02,-1.343341979980468750e+02
4.750000000000000000e+03,1.028138528138528018e-01,-1.137521057128906250e+02,-1.342535552978515625e+02
4.765625000000000000e+03,9.848484848484848064e-02,-1.140415267944335938e+02,-1.343800964355468750e+02
4.781250000000000000e+03,1.017316017316017285e-01,-1.140648956298828125e+02,-1.343394470214843750e+02
4.796875000000000000e+03,1.093073593073593114e-01,-1.141918487548828125e+02,-1.342743988037109375e+02
4.812500000000000000e+03,1.168831168831168804e-01,-1.143160476684570312e+02,-1.343639526367187500e+02
4.828125000000000000e+03,1.049783549783549763e-01,-1.140541687011718750e+02,-1.345018157958984375e+02
4.843750000000000000e+03,1.060606060606060497e-01,-1.137525482177734375e+02,-1.343254852294921875e+02
4.859375000000000000e+03,1.222943722943723027e-01,-1.138978118896484375e+02,-1.341253051757812500e+02
4.875000000000000000e+03,1.320346320346320601e-01,-1.142392044067382812e+02,-1.341970520019531250e+02
4.890625000000000000e+03,1.298701298701298856e-01,-1.142584457397460938e+02,-1.341835021972656250e+02
4.906250000000000000e+03,1.374458874458874269e-01,-1.143638229370117188e+02,-1.342272491455078125e+02
4.921875000000000000e+03,1.428571428571428492e-01,-1.145992202758789062e+02,-1.342275543212890625e+02
4.937500000000000000e+03,1.277056277056277112e-01,-1.143739700317382812e+02,-1.340079498291015625e+02
4.953125000000000000e+03,1.298701298701298579e-01,-1.143156585693359375e+02,-1.339766540527343750e+02
4.968750000000000000e+03,1.352813852813852802e-01,-1.143421325683593750e+02,-1.341164093017578125e+02
4.984375000000000000e+03,1.417748917748917759e-01,-1.138875579833984375e+02,-1.340120086669921875e+02
5.000000000000000000e+03,1.363636363636363813e-01,-1.134537582397460938e+02,-1.340447082519531250e+02
5.015625000000000000e+03,1.428571428571428492e-01,-1.142617492675781250e+02,-1.342362365722656250e+02
5.031250000000000000e+03,1.277056277056277112e-01,-1.144295425415039062e+02,-1.342658233642578125e+02
5.046875000000000000e+03,1.298701298701298856e-01,-1.140206146240234375e+02,-1.342378692626953125e+02
5.062500000000000000e+03,1.417748917748917759e-01,-1.142464752197265625e+02,-1.340864715576171875e+02
5.078125000000000000e+03,1.536796536796536661e-01,-1.146718597412109375e+02,-1.340693969726562500e+02
5.093750000000000000e+03,1.406926406926406747e-01,-1.146328964233398438e+02,-1.340751037597656250e+02
5.109375000000000000e+03,1.363636363636363535e-01,-1.147985229492187500e+02,-1.341961212158203125e+02
5.125000000000000000e+03,1.406926406926407025e-01,-1.148001174926757812e+02,-1.342757110595703125e+02
5.140625000000000000e+03,1.363636363636363535e-01,-1.146200256347656250e+02,-1.342781066894531250e+02
5.156250000000000000e+03,1.320346320346320323e-01,-1.146603622436523438e+02,-1.344515838623046875e+02
5.171875000000000000e+03,1.309523809523809312e-01,-1.148658599853515625e+02,-1.345978698730468750e+02
5.187500000000000000e+03,1.320346320346320323e-01,-1.149530715942382812e+02,-1.346165924072265625e+02
5.203125000000000000e+03,1.309523809523809312e-01,-1.149797363281250000e+02,-1.346468353271484375e+02
5.218750000000000000e+03,1.320346320346320323e-01,-1.150593566894531250e+02,-1.347483673095703125e+02
5.234375000000000000e+03,1.201298701298701421e-01,-1.148347320556640625e+02,-1.348363952636718750e+02
5.250000000000000000e+03,1.201298701298701282e-01,-1.147579956054687500e+02,-1.348209838867187500e+02
5.265625000000000000e+03,1.222943722943722888e-01,-1.150589599609375000e+02,-1.349136352539062500e+02
5.281250000000000000e+03,1.277056277056277112e-01,-1.151424636840820312e+02,-1.348163146972656250e+02
5.296875000000000000e+03,1.222943722943722888e-01,-1.151058731079101562e+02,-1.347748718261718750e+02
5.312500000000000000e+03,1.125541125541125453e-01,-1.152607498168945312e+02,-1.347765197753906250e+02
5.328125000000000000e+03,1.179653679653679677e-01,-1.152640686035156250e+02,-1.348703308105468750e+02
5.343750000000000000e+03,1.082251082251082241e-01,-1.149517440795898438e+02,-1.349843444824218750e+02
5.359375000000000000e+03,1.093073593073593114e-01,-1.148537597656250000e+02,-1.349007263183593750e+02
5.375000000000000000e+03,1.179653679653679538e-01,-1.152278594970703125e+02,-1.348650360107421875e+02
5.390625000000000000e+03,1.190476190476190410e-01,-1.152955474853515625e+02,-1.348217773437500000e+02
5.406250000000000000e+03,1.277056277056277112e-01,-1.154986572265625000e+02,-1.346693115234375000e+02
5.421875000000000000e+03,1.341991341991342068e-01,-1.154055557250976562e+02,-1.345557098388671875e+02
5.437500000000000000e+03,1.320346320346320323e-01,-1.151576995849609375e+02,-1.344227600097656250e+02
5.453125000000000000e+03,1.266233766233766100e-01,-1.151501541137695312e+02,-1.343368377685546875e+02
5.468750000000000000e+03,1.331168831168831057e-01,-1.154358444213867188e+02,-1.343143463134765625e+02
5.484375000000000000e+03,1.406926406926407025e-01,-1.155885314941406250e+02,-1.343200378417968750e+02
5.500000000000000000e+03,1.266233766233766100e-01,-1.156058807373046875e+02,-1.345093536376953125e+02
5.515625000000000000e+03,1.136363636363636326e-01,-1.155825729370117188e+02,-1.347962188720703125e+02
5.531250000000000000e+03,1.006493506493506551e-01,-1.153527755737304688e+02,-1.350571136474609375e+02
5.546875000000000000e+03,9.740259740259739341e-02,-1.152946777343750000e+02,-1.352545928955078125e+02
5.562500000000000000e+03,9.415584415584414557e-02,-1.154832229614257812e+02,-1.354469299316406250e+02
5.578125000000000000e+03,9.740259740259739341e-02,-1.156797637939453125e+02,-1.356207733154296875e+02
5.593750000000000000e+03,9.415584415584415945e-02,-1.156795959472656250e+02,-1.358092193603515625e+02
5.609375000000000000e+03,9.415584415584415945e-02,-1.156545486450195312e+02,-1.359495086669921875e+02
5.625000000000000000e+03,9.523809523809524669e-02,-1.157577896118164062e+02,-1.359786224365234375e+02
5.640625000000000000e+03,8.766233766233766378e-02,-1.156851119995117188e+02,-1.360339355468750000e+02
5.656250000000000000e+03,9.307359307359307221e-02,-1.157166137695312500e+02,-1.360227813720703125e+02
5.671875000000000000e+03,8.874458874458873714e-02,-1.160490570068359375e+02,-1.361046447753906250e+02
5.687500000000000000e+03,9.199134199134198497e-02,-1.162335433959960938e+02,-1.360454864501953125e+02
5.703125000000000000e+03,9.740259740259740728e-02,-1.163101501464843750e+02,-1.361079864501953125e+02
5.718750000000000000e+03,9.956709956709956788e-02,-1.163259277343750000e+02,-1.361861114501953125e+02
5.734375000000000000e+03,9.199134199134198497e-02,-1.159129486083984375e+02,-1.362844085693359375e+02
5.750000000000000000e+03,9.632034632034630617e-02,-1.157934875488281250e+02,-1.362325897216796875e+02
5.765625000000000000e+03,9.090909090909089774e-02,-1.159941329956054688e+02,-1.363311767578125000e+02
5.781250000000000000e+03,9.632034632034632005e-02,-1.162980117797851562e+02,-1.362799377441406250e+02
5.796875000000000000e+03,9.632034632034630617e-02,-1.164033660888671875e+02,-1.363207092285156250e+02
5.812500000000000000e+03,9.307359307359305833e-02,-1.165312423706054688e+02,-1.364634399414062500e+02
5.828125000000000000e+03,9.307359307359305833e-02,-1.163535232543945312e+02,-1.365108642578125000e+02
5.843750000000000000e+03,8.766233766233766378e-02,-1.161419754028320312e+02,-1.365103912353515625e+02
5.859375000000000000e+03,9.632034632034630617e-02,-1.161586837768554688e+02,-1.364830169677734375e+02
5.875000000000000000e+03,1.006493506493506551e-01,-1.164871063232421875e+02,-1.363922424316406250e+02
5.890625000000000000e+03,1.028138528138528018e-01,-1.166261062622070312e+02,-1.364207305908203125e+02
5.906250000000000000e+03,1.006493506493506274e-01,-1.165532989501953125e+02,-1.365211639404296875e+02
5.921875000000000000e+03,1.017316017316017285e-01,-1.164524383544921875e+02,-1.366435546875000000e+02
5.937500000000000000e+03,1.017316017316017285e-01,-1.162663803100585938e+02,-1.366687622070312500e+02
5.953125000000000000e+03,1.028138528138528296e-01,-1.161288299560546875e+02,-1.366635894775390625e+02
5.968750000000000000e+03,1.049783549783549763e-01,-1.165352859497070312e+02,-1.367655944824218750e+02
5.984375000000000000e+03,1.147186147186147198e-01,-1.164215774536132812e+02,-1.366148223876953125e+02
6.000000000000000000e+03,1.093073593073592975e-01,-1.158810195922851562e+02,-1.368690795898437500e+02
6.015625000000000000e+03,1.093073593073592975e-01,-1.164516754150390625e+02,-1.370045318603515625e+02
6.031250000000000000e+03,1.093073593073593114e-01,-1.166317138671875000e+02,-1.369135284423828125e+02
6.046875000000000000e+03,1.060606060606060635e-01,-1.166405639648437500e+02,-1.369038391113281250e+02
6.062500000000000000e+03,1.071428571428571508e-01,-1.167598648071289062e+02,-1.369695739746093750e+02
6.078125000000000000e+03,1.049783549783549763e-01,-1.169936141967773438e+02,-1.369987945556640625e+02
6.093750000000000000e+03,1.049783549783549763e-01,-1.169993362426757812e+02,-1.369763946533203125e+02
6.109375000000000000e+03,1.049783549783549763e-01,-1.169394073486328125e+02,-1.369558868408203125e+02
6.125000000000000000e+03,1.093073593073593114e-01,-1.170383529663085938e+02,-1.368628997802734375e+02
6.140625000000000000e+03,1.125541125541125592e-01,-1.168977890014648438e+02,-1.369587402343750000e+02
6.156250000000000000e+03,1.136363636363636187e-01,-1.169272460937500000e+02,-1.369348297119140625e+02
6.171875000000000000e+03,1.125541125541125315e-01,-1.172070083618164062e+02,-1.369914245605468750e+02
6.187500000000000000e+03,1.125541125541125453e-01,-1.170165939331054688e+02,-1.369962158203125000e+02
6.203125000000000000e+03,1.103896103896103709e-01,-1.170908203125000000e+02,-1.370356140136718750e+02
6.218750000000000000e+03,1.125541125541125453e-01,-1.171664428710937500e+02,-1.370799255371093750e+02
6.234375000000000000e+03,1.028138528138528018e-01,-1.170078735351562500e+02,-1.370534362792968750e+02
6.250000000000000000e+03,1.060606060606060635e-01,-1.167923660278320312e+02,-1.369923095703125000e+02
6.265625000000000000e+03,1.038961038961039030e-01,-1.170451049804687500e+02,-1.370381317138671875e+02
6.281250000000000000e+03,1.028138528138528018e-01,-1.171910858154296875e+02,-1.370783538818359375e+02
6.296875000000000000e+03,9.848484848484848064e-02,-1.169986572265625000e+02,-1.371363830566406250e+02
6.312500000000000000e+03,1.017316017316017285e-01,-1.171219863891601562e+02,-1.372087249755859375e+02
6.328125000000000000e+03,1.006493506493506551e-01,-1.170650634765625000e+02,-1.371884155273437500e+02
6.343750000000000000e+03,9.632034632034630617e-02,-1.169773025512695312e+02,-1.372775878906250000e+02
6.359375000000000000e+03,9.523809523809523281e-02,-1.169146347045898438e+02,-1.374194793701171875e+02
6.375000000000000000e+03,9.632034632034630617e-02,-1.171090316772460938e+02,-1.374258575439453125e+02
6.390625000000000000e+03,1.006493506493506412e-01,-1.173348464965820312e+02,-1.374676361083984375e+02
6.406250000000000000e+03,8.874458874458873714e-02,-1.171980819702148438e+02,-1.374810333251953125e+02
6.421875000000000000e+03,8.766233766233766378e-02,-1.171660995483398438e+02,-1.374693450927734375e+02
6.437500000000000000e+03,8.116883116883115423e-02,-1.170568695068359375e+02,-1.375438995361328125e+02
6.453125000000000000e+03,7.683982683982684692e-02,-1.169221343994140625e+02,-1.376004486083984375e+02
6.468750000000000000e+03,7.900432900432899364e-02,-1.172693786621093750e+02,-1.376354675292968750e+02
6.484375000000000000e+03,8.874458874458873714e-02,-1.175181503295898438e+02,-1.375720367431640625e+02
6.500000000000000000e+03,9.307359307359305833e-02,-1.176467666625976562e+02,-1.375562438964843750e+02
6.515625000000000000e+03,9.090909090909091161e-02,-1.178706054687500000e+02,-1.375962677001953125e+02
6.531250000000000000e+03,8.766233766233766378e-02,-1.178055343627929688e+02,-1.376785888671875000e+02
6.546875000000000000e+03,8.766233766233766378e-02,-1.177882690429687500e+02,-1.376910095214843750e+02
6.562500000000000000e+03,9.307359307359307221e-02,-1.180587692260742188e+02,-1.378220977783203125e+02
6.578125000000000000e+03,9.415584415584415945e-02,-1.183474426269531250e+02,-1.378587493896484375e+02
6.593750000000000000e+03,1.006493506493506551e-01,-1.182808685302734375e+02,-1.377539978027343750e+02
6.609375000000000000e+03,1.125541125541125453e-01,-1.184145278930664062e+02,-1.377641754150390625e+02
6.625000000000000000e+03,1.190476190476190549e-01,-1.187644882202148438e+02,-1.377789611816406250e+02
6.640625000000000000e+03,1.114718614718614720e-01,-1.186758193969726562e+02,-1.377859344482421875e+02
6.656250000000000000e+03,1.136363636363636187e-01,-1.187120437622070312e+02,-1.378677673339843750e+02
6.671875000000000000e+03,1.212121212121212016e-01,-1.189291305541992188e+02,-1.379174804687500000e+02
6.687500000000000000e+03,1.158008658008657793e-01,-1.190516967773437500e+02,-1.380255584716796875e+02
6.703125000000000000e+03,1.255411255411255367e-01,-1.190314483642578125e+02,-1.380505218505859375e+02
6.718750000000000000e+03,1.277056277056277112e-01,-1.191651916503906250e+02,-1.380896911621093750e+02
6.734375000000000000e+03,1.298701298701298579e-01,-1.190599517822265625e+02,-1.381237182617187500e+02
6.750000000000000000e+03,1.363636363636363813e-01,-1.189889297485351562e+02,-1.380632629394531250e+02
6.765625000000000000e+03,1.417748917748917759e-01,-1.192204055786132812e+02,-1.379964904785156250e+02
6.781250000000000000e+03,1.396103896103896014e-01,-1.194157714843750000e+02,-1.379686126708984375e+02
6.796875000000000000e+03,1.461038961038960693e-01,-1.194853210449218750e+02,-1.380501861572265625e+02
6.812500000000000000e+03,1.569264069264069139e-01,-1.195659561157226562e+02,-1.380205535888671875e+02
6.828125000000000000e+03,1.450216450216449959e-01,-1.193126525878906250e+02,-1.380796356201171875e+02
6.843750000000000000e+03,1.439393939393939226e-01,-1.190115661621093750e+02,-1.381523742675781250e+02
6.859375000000000000e+03,1.374458874458874269e-01,-1.192869873046875000e+02,-1.382631835937500000e+02
6.875000000000000000e+03,1.406926406926407025e-01,-1.195079040527343750e+02,-1.382548675537109375e+02
6.890625000000000000e+03,1.417748917748917759e-01,-1.194179382324218750e+02,-1.382371368408203125e+02
6.906250000000000000e+03,1.396103896103896291e-01,-1.195734710693359375e+02,-1.382046813964843750e+02
6.921875000000000000e+03,1.471861471861471982e-01,-1.195986633300781250e+02,-1.382129058837890625e+02
6.937500000000000000e+03,1.428571428571428492e-01,-1.194350891113281250e+02,-1.382088317871093750e+02
6.953125000000000000e+03,1.428571428571428492e-01,-1.196177597045898438e+02,-1.382987976074218750e+02
6.968750000000000000e+03,1.493506493506493726e-01,-1.196788253784179688e+02,-1.383499908447265625e+02
6.984375000000000000e+03,1.634199134199134096e-01,-1.193949584960937500e+02,-1.383496093750000000e+02
7.000000000000000000e+03,1.612554112554112629e-01,-1.190645828247070312e+02,-1.383688049316406250e+02
7.015625000000000000e+03,1.612554112554112351e-01,-1.198065872192382812e+02,-1.384025115966796875e+02
7.031250000000000000e+03,1.634199134199134096e-01,-1.198023605346679688e+02,-1.384009552001953125e+02
7.046875000000000000e+03,1.612554112554112351e-01,-1.188617324829101562e+02,-1.385466461181640625e+02
7.062500000000000000e+03,1.753246753246753276e-01,-1.184362792968750000e+02,-1.385186767578125000e+02
7.078125000000000000e+03,1.709956709956709786e-01,-1.190999984741210938e+02,-1.386146697998046875e+02
7.093750000000000000e+03,1.883116883116883189e-01,-1.201491317749023438e+02,-1.385202178955078125e+02
7.109375000000000000e+03,1.829004329004328966e-01,-1.203078842163085938e+02,-1.385093841552734375e+02
7.125000000000000000e+03,1.829004329004328966e-01,-1.202511520385742188e+02,-1.385741119384765625e+02
7.140625000000000000e+03,1.785714285714285476e-01,-1.200337753295898438e+02,-1.386445312500000000e+02
7.156250000000000000e+03,1.688311688311688319e-01,-1.200523605346679688e+02,-1.386707611083984375e+02
7.171875000000000000e+03,1.764069264069264009e-01,-1.202689514160156250e+02,-1.386771545410156250e+02
7.187500000000000000e+03,1.785714285714285754e-01,-1.203102722167968750e+02,-1.387236938476562500e+02
7.203125000000000000e+03,1.818181818181818232e-01,-1.202697219848632812e+02,-1.386324462890625000e+02
7.218750000000000000e+03,1.904761904761904656e-01,-1.205009384155273438e+02,-1.386145172119140625e+02
7.234375000000000000e+03,1.850649350649350711e-01,-1.203085632324218750e+02,-1.387635650634765625e+02
7.250000000000000000e+03,1.839826839826839699e-01,-1.202456588745117188e+02,-1.387909851074218750e+02
7.265625000000000000e+03,1.850649350649350433e-01,-1.204954376220703125e+02,-1.388045654296875000e+02
7.281250000000000000e+03,1.872294372294372455e-01,-1.206872253417968750e+02,-1.387678527832031250e+02
7.296875000000000000e+03,1.893939393939393923e-01,-1.206738128662109375e+02,-1.387828369140625000e+02
7.312500000000000000e+03,1.980519480519480624e-01,-1.208698272705078125e+02,-1.388953399658203125e+02
7.328125000000000000e+03,1.893939393939393367e-01,-1.209216613769531250e+02,-1.390168609619140625e+02
7.343750000000000000e+03,1.980519480519480346e-01,-1.208515701293945312e+02,-1.389696197509765625e+02
7.359375000000000000e+03,1.948051948051948146e-01,-1.209694671630859375e+02,-1.389857330322265625e+02
7.375000000000000000e+03,1.785714285714285754e-01,-1.208678970336914062e+02,-1.390658111572265625e+02
7.390625000000000000e+03,1.883116883116883189e-01,-1.209487686157226562e+02,-1.390290832519531250e+02
7.406250000000000000e+03,1.893939393939393923e-01,-1.211461181640625000e+02,-1.391677398681640625e+02
7.421875000000000000e+03,1.893939393939393923e-01,-1.209754486083984375e+02,-1.392865905761718750e+02
7.437500000000000000e+03,1.883116883116882911e-01,-1.208412399291992188e+02,-1.393071746826171875e+02
7.453125000000000000e+03,1.904761904761904656e-01,-1.207212142944335938e+02,-1.393255767822265625e+02
7.468750000000000000e+03,1.883116883116882911e-01,-1.208232040405273438e+02,-1.395684814453125000e+02
7.484375000000000000e+03,2.045454545454545303e-01,-1.211916275024414062e+02,-1.396136169433593750e+02
7.500000000000000000e+03,2.002164502164501814e-01,-1.214417343139648438e+02,-1.396269989013671875e+02
7.515625000000000000e+03,1.850649350649350433e-01,-1.212310867309570312e+02,-1.397410583496093750e+02
7.531250000000000000e+03,1.807359307359307499e-01,-1.206790390014648438e+02,-1.398147888183593750e+02
7.546875000000000000e+03,1.807359307359306944e-01,-1.208139038085937500e+02,-1.399791259765625000e+02
7.562500000000000000e+03,1.753246753246753276e-01,-1.209998779296875000e+02,-1.400468292236328125e+02
7.578125000000000000e+03,1.807359307359307499e-01,-1.213151931762695312e+02,-1.401441345214843750e+02
7.593750000000000000e+03,1.645021645021645107e-01,-1.218005142211914062e+02,-1.403006134033203125e+02
7.609375000000000000e+03,1.525974025974026205e-01,-1.222453689575195312e+02,-1.404196777343750000e+02
7.625000000000000000e+03,1.525974025974025927e-01,-1.225458526611328125e+02,-1.404644470214843750e+02
7.640625000000000000e+03,1.699134199134199052e-01,-1.228745651245117188e+02,-1.404909515380859375e+02
7.656250000000000000e+03,1.580086580086579873e-01,-1.230877227783203125e+02,-1.406149597167968750e+02
7.671875000000000000e+03,1.482683982683982715e-01,-1.234902648925781250e+02,-1.407246093750000000e+02
7.687500000000000000e+03,1.471861471861471704e-01,-1.241347045898437500e+02,-1.407845306396484375e+02
7.703125000000000000e+03,1.536796536796536661e-01,-1.246202087402343750e+02,-1.409221343994140625e+02
7.718750000000000000e+03,1.461038961038960970e-01,-1.248632202148437500e+02,-1.410911102294921875e+02
7.734375000000000000e+03,1.212121212121212016e-01,-1.249381637573242188e+02,-1.412175750732421875e+02
7.750000000000000000e+03,1.082251082251082241e-01,-1.251193618774414062e+02,-1.413312988281250000e+02
7.765625000000000000e+03,1.103896103896103847e-01,-1.253978881835937500e+02,-1.414596710205078125e+02
7.781250000000000000e+03,9.956709956709956788e-02,-1.256662368774414062e+02,-1.416470794677734375e+02
7.796875000000000000e+03,9.523809523809521893e-02,-1.256937713623046875e+02,-1.416507568359375000e+02
7.812500000000000000e+03,9.848484848484846677e-02,-1.257086868286132812e+02,-1.416965637207031250e+02
7.828125000000000000e+03,9.848484848484848064e-02,-1.257486801147460938e+02,-1.417936096191406250e+02
7.843750000000000000e+03,9.415584415584413169e-02,-1.257873306274414062e+02,-1.418805694580078125e+02
7.859375000000000000e+03,9.740259740259740728e-02,-1.258563003540039062e+02,-1.420619201660156250e+02
7.875000000000000000e+03,8.549783549783548930e-02,-1.259745025634765625e+02,-1.422197265625000000e+02
7.890625000000000000e+03,9.090909090909089774e-02,-1.261107482910156250e+02,-1.422184295654296875e+02
7.906250000000000000e+03,8.874458874458873714e-02,-1.262769775390625000e+02,-1.422324676513671875e+02
7.921875000000000000e+03,9.090909090909089774e-02,-1.263289718627929688e+02,-1.422770690917968750e+02
7.937500000000000000e+03,9.415584415584415945e-02,-1.261674041748046875e+02,-1.423177795410156250e+02
7.953125000000000000e+03,8.658008658008659042e-02,-1.261988754272460938e+02,-1.423990020751953125e+02
7.968750000000000000e+03,8.658008658008656266e-02,-1.263246459960937500e+02,-1.424209747314453125e+02
7.984375000000000000e+03,1.006493506493506412e-01,-1.264490432739257812e+02,-1.423852081298828125e+02
8.000000000000000000e+03,1.136363636363636326e-01,-1.295612792968750000e+02,-1.450344390869140625e+02
