p14clip,seg_uid,idx,sha256_full
agreement_488_a004291.wav,a004291,4291,f439f47ac07c9a137065e1a3f24b1ed8b68ecc77cdda7135cfd34cf8619e69aa
agreement_489_a004310.wav,a004310,4310,ead35ceb1975dba6848240301e00f08dbce048af95237d04abc8d445d0b16c70
agreement_492_a004360.wav,a004360,4360,0fac39f70d9fca00a96d8dff10ef4e3970744e36bf1b5223a0b95b5baf5b2e8a
agreement_603_a004412.wav,a004412,4412,61169f75136e53ffc215b387c8f3617eb2db513b0d1c782941b564d5e5f2f4b0
agreement_603_a004415.wav,a004415,4415,f9da6c824bf13cd3c34768fb77b4d36b770612190e4e16f797c61019e077a64f
agreement_603_a004419.wav,a004419,4419,1f083b124207f4c2731365a4daed76f8220d3282d61663fb44bb0017cbbff51b
agreement_605_a004458.wav,a004458,4458,dba38ef293f11df126f7ab66cd02efd93d9c979f86714a1e5e16e575a8fc2ea5
agreement_608_a004494.wav,a004494,4494,2409166371193b8b4d9454c27dc8aa803b164f1220983a15de4554300e3f780f
agreement_608_a004505.wav,a004505,4505,64080e67f2b4c95f5d2e3ebc957590e78c5cdec26d5b85fdd65560d0643a1194
agreement_608_a004514.wav,a004514,4514,20bad0e42edfd125b5ebe6ec3a65dc5ca8ed33250b0008582d9d4dd2ed557472
agreement_609_a004521.wav,a004521,4521,fb8006911a3d7c45ccbf10c58d507f46d520a6dfadf995b662ee3ef1639c7b30
agreement_609_a004524.wav,a004524,4524,87606acf67d763de3e72cae3ddc3b63ca9d98e8d11cc946952f8c3c2b3a4fae5
agreement_609_a004543.wav,a004543,4543,fe3f7cbc840f62996220fe5b3d37d057ef74e6935dcab17920f31f2fffd31e6d
agreement_609_a004547.wav,a004547,4547,2b4641f690528e4b40ed61b755b673a33b7ad9f9662e4a1b553a887c86bef7b3
agreement_612_a004563.wav,a004563,4563,1476998981de34137f608dac5e5f7d8101d7b1d98e87bb40593b31ece51a931e
agreement_612_a004570.wav,a004570,4570,5f4359f724ed9cac8ad1ae5c0dc3ea508dee2ef052447f7f2da4fdd0ed05fdd1
agreement_615_a004580.wav,a004580,4580,c8ec80991d11c0b8ac97ec4a4a7974c8297006e85e17e81b9762e9912ec02c2e
agreement_615_a004600.wav,a004600,4600,341260fe9c1cd49768b344fee275b701dc1d7bfd887534d1c9c906412a74af47
agreement_615_a004603.wav,a004603,4603,336d998bc74ce626943a5cc87b15dd1b9dea57390d64b6a3c3433ae35894b297
agreement_615_a004604.wav,a004604,4604,8398ad9353a12bc98c86c0e5329cd8041bde2d76780f1513bdd7cd43eb949bda
agreement_620_a004684.wav,a004684,4684,8f39127877151df915418d5087596dec45e0fba8e9bb5489e45a3d94d3cd4560
agreement_622_a004702.wav,a004702,4702,41d875a6d59b541251cb3f8ecfa39c46198c81f1c9de5e026763b2204e9bbc45
agreement_624_a004752.wav,a004752,4752,b4b7d0cb604ad34be982a70db623a45fe91b515fadd944fae13ea360ca3cdf81
agreement_624_a004759.wav,a004759,4759,11e576fdf7e2bb76772a6c04f368d9dd92527db61f18f551359d3e4ccdac7f83
agreement_625_a004772.wav,a004772,4772,6fd23acb8b9c3d962845aa6dbe85a5fa3ced109a3cf3402a021884453adce248
agreement_625_a004791.wav,a004791,4791,c8e830da589a9562761f477fed9f8af9569c77446f9b7c9daeadf61e5cf916e7
agreement_627_a004803.wav,a004803,4803,5be73dfca07bbbbffb7abba1486bc6adc8085b84e306a98ca7502f9c2fa1264e
agreement_627_a004818.wav,a004818,4818,b658ac0076d12c4e15573b7afba07c1603808ec588583118bc69380ef402f5ed
agreement_627_a004827.wav,a004827,4827,421a53b678767582cc016ce97597c2412398fbe7925b34e7a96525e2d23a0b80
agreement_627_a004832.wav,a004832,4832,c910ff96f02b7f0ba2558ab1a5136c0ba1cfe5f16694304d99793d4cab0c4f9e
agreement_628_a004838.wav,a004838,4838,22c32a128c568cf0017e7b5d579223333cd18333e8d65e717c72406f5cac966b
agreement_628_a004860.wav,a004860,4860,d188ed1794ed52d9d7b7c3d30ab82263a40bd330a2ad55bc1b6a8011e364527a
agreement_629_a004870.wav,a004870,4870,b04640a05a5daee45a7b9bfabeae7a4ddcd282a4a4bb2e0e110583ee773393e8
agreement_632_a004911.wav,a004911,4911,3034c9f45b99ae936938d538bf1ecfb0326921ccce3a0d08a550b3c00af2d060
agreement_632_a004929.wav,a004929,4929,6044f9df7eb1f925a624dcb82d40d69598a05e6ca825b08b3aa08d41c92279b4
agreement_632_a004931.wav,a004931,4931,6b21e7c838b3b11248aa3ee6aaff9e762b070e6972d44274a471d65b8e552f44
agreement_634_a004972.wav,a004972,4972,875941b33225000a1a45174e7e3c011609bbd69633cd3689b8c4d38bf3abd22c
agreement_634_a004982.wav,a004982,4982,01c7a5959aa262e1660afb2ed808bb6ccd64163c72e857fb8f6bef4a27168958
agreement_636_a005013.wav,a005013,5013,2ffe0e025282bcd53787befc7b2d54da8beb15134374a1536bd30c821d1423ff
agreement_636_a005017.wav,a005017,5017,bae7c4512b023aa8a8f12a34f3b5af83ab0cf6f2f56a6a3cd5e666d0b0f85a62
agreement_636_a005024.wav,a005024,5024,7a45ee476d7880cfdee7a4fc2bddbff9161d8291265927f3157925822bc3219e
agreement_637_a005041.wav,a005041,5041,d4273e9892d2d7572d14a328a57a4e48ddf47041119457ee192ad3613ee9c5ec
agreement_637_a005047.wav,a005047,5047,454ea9ce3586dc48dc44b59ed529779ac33979cb3e6830b009b85ab6383a2746
agreement_637_a005053.wav,a005053,5053,717e06431f9a6d4a5370bfd7ef3f70f59a5f789bd74470068eebf0994d8739ea
agreement_638_a005062.wav,a005062,5062,fe739958b85d8d3dc9cc4d4a6e1e81867ed1761a71a65bb638a2e31c9041c8b5
agreement_640_a005077.wav,a005077,5077,365c4bccc27b5d871a0604c00d5df52fa7ec49bf1f638945f37f2c0a16df8efd
agreement_640_a005078.wav,a005078,5078,fd160291ace2cf39d64504e9f15151b6672a91212ea17bee84917c2fa74908b7
agreement_641_a005089.wav,a005089,5089,3184fb727aff340665c5fa2190191b63ae917506c6fba74caef0cc0c2e21fc03
agreement_641_a005092.wav,a005092,5092,c38a8ee8d5a022d0bca73c9b9fa915e4879c38eaf709b27b235db2a424bc0c62
agreement_649_a005100.wav,a005100,5100,fc7e10e90a3fd0f86cc317ff8df31996a8f44894403e3aa76cfc554afaacebcb
agreement_649_a005110.wav,a005110,5110,e63e030097a359ce2d79de9b6bc4748830d5a8b243566feca1df7d22a39f9f44
agreement_650_a005139.wav,a005139,5139,57f93d4305da666a31eec463c2dc965903df3c0d427720d506087680d31cd882
agreement_659_a005275.wav,a005275,5275,e2b96173f6a3e7d727887946a0c0d9e91beeb20774f30ef955be7513e8f56f3e
agreement_659_a005276.wav,a005276,5276,cee654f77e97409932c5f1bbd1a3cf8ec3dd2c7bca9fc1a28de82e3538f586a9
agreement_659_a005288.wav,a005288,5288,f08b8e28ce0ec77e5724a78f85a60688b0950e8201f0cad4c13f90261ca41e87
agreement_659_a005289.wav,a005289,5289,5c99dbe9a868b4a4caeff185158a98590bd52934d93928ce3554e6a7cc15bca7
agreement_660_a005306.wav,a005306,5306,9b2132208dfc2f181304dab491007f6deb10f668668ea356c6863ecdd5bca94e
agreement_660_a005326.wav,a005326,5326,a413a46a313b2df00e85e9af9f2f8d98cd24d58c402bb55aef218e2b486b197e
agreement_661_a005340.wav,a005340,5340,b09342e77619ab99a7c45b4765aa9805a3e8d52a2dacbe95ec4792566c40e2cf
agreement_661_a005351.wav,a005351,5351,17a13e54de8e81d9af30b32bd7e2a9966b5c096d0fceddf50b1efd311ecee803
agreement_661_a005352.wav,a005352,5352,08fc7592b1d6f0732c90931adeee78d03da5cb1bfc5bebae34b0afd1f5b1371b
agreement_661_a005354.wav,a005354,5354,0658856059f5470a445c75a34251fbbdb01b7c5f525864e2806592a01816ea85
agreement_662_a005373.wav,a005373,5373,c2a531d5d37be3352f35672888fc9531fcbd41350ee116e56c60fbe33f77ec6e
agreement_667_a005466.wav,a005466,5466,d4777685d28c6d57628c1fd9757647a30af272734770dc07d0c5c5338f716d99
agreement_667_a005473.wav,a005473,5473,6e87dc3e069b5a08dd2a804c14d80d971c4a9f189aaf47cb2dfd9f7e4b08dd57
agreement_670_a005529.wav,a005529,5529,f0ab1afd9799b500205d52515fa5b1151922ded1ac29f927f6980b0d1aa0c1e9
agreement_680_a005602.wav,a005602,5602,693b9d76349ea464f3c943736796619dfe46aea579a2e6934652708aa2021784
agreement_680_a005622.wav,a005622,5622,61d105f4057bf8a46a0dbb9a6a37273d5658014d25fcfa4839e4f97d6dd5a3b1
agreement_680_a005631.wav,a005631,5631,c81b760a78079ad04a5920374de99380c6b24a1aa9089728e6eb17563380c032
agreement_684_a005687.wav,a005687,5687,47cf9b55fde24a36d831cbf358d5c5e5b99b9c5ff87567b640b5cbb31207adc5
agreement_688_a005732.wav,a005732,5732,c362ee62cd3363ec7817925f72f35aa4bc243a7b1ed8d566c27ed05e6417972e
agreement_688_a005741.wav,a005741,5741,406c053e621750b009f4e9b75ddc435923b83df1e56153dccb3f1d8170cc13c2
agreement_698_a005896.wav,a005896,5896,10e71207d7bfe06ba615c0f94481e4059d89e9e36734465a63e93513faa370fe
agreement_698_a005907.wav,a005907,5907,e07d1d8e2141cbf904237b560385e1dac9f5540088d7cb50e7c244bc22615f87
agreement_698_a005914.wav,a005914,5914,c5c85af5b1a2461ba917776f04873c9bced4511b9adad0d5ce206c950d0ecb2e
agreement_698_a005917.wav,a005917,5917,dd4c69df0e6c8c85a2cd23677b35f56883eb285285548a62e47d35c547e0d4d5
agreement_698_a005919.wav,a005919,5919,7783dc9dbec7fe016438a56ca08ffbbc74d93f5b016f51ce3c9dde9fbf522833
agreement_698_a005921.wav,a005921,5921,eb7a6fd9f8de37b4f5975e53c60d54c000c0278046b6efed31001a39d2e7e8da
agreement_698_a005928.wav,a005928,5928,cc85fafb0a0bf0e1fa6329df2f9527783a09ca906bfb86c8fd62a8a24251f47f
agreement_705_a005969.wav,a005969,5969,b4e0ed047d5699692712a33e2b0921bcce07b0754de5487d24d23bd339fc9f79
agreement_707_a005988.wav,a005988,5988,b63c32d4e5062c3e592a5f3efe8427b3f3377a8b10796c671763149783248992
agreement_708_a006009.wav,a006009,6009,f2f4e1e4236072634c32e09acef1907d36361f327ab74f5fa379a2d801a629b9
agreement_712_a006066.wav,a006066,6066,058abda697feb90596947bcff5f887b3d23f6e73a6f8923cf21f35bf317d7ebf
agreement_712_a006073.wav,a006073,6073,c05b4984a6a7b66fdad0a9f5f106f5524fc64313b208deaa8a4d9d2dcc197742
agreement_713_a006094.wav,a006094,6094,fdc46f1700b2c21401844f0059189878e9c3d715c0dbf75423f8a587fc180573
agreement_716_a006145.wav,a006145,6145,2090c449642036bc796ac0662a76e758e144cca09c9f17fdd1b7283f01868669
agreement_716_a006150.wav,a006150,6150,84437d80ba473443369f2b7f8011959e60263d1054df123d4588214a8cbec4ec
agreement_717_a006167.wav,a006167,6167,0e959792b19d6a95a0e2e8f236fb4731e68ee0e6271afa54e383bab0b5bdadc3
agreement_718_a006210.wav,a006210,6210,9c7345db1ad3c242b36f31b79abda8c914f6e2c85c1ff2fcf17cddb66df0d308
conflict_301_c000010.wav,c000010,10,956a9a400ee15d6db2077ab75358d4b804e6518c6ceeeb17f62e94220e7bc4ba
conflict_301_c000015.wav,c000015,15,28e6b020548f404520bf308e2cf6a61b029ab102d3ae48a08d364d836e60b1ef
conflict_302_c000036.wav,c000036,36,d36342106cf1fbe8118cd9073bcaaa9611b4fca82d545e25af9fc407ed08a61d
conflict_302_c000040.wav,c000040,40,0e23efe62b573cf38ae70d422cd82dd444505af4b742b6385ac8a9a326c4af23
conflict_303_c000064.wav,c000064,64,88871b8eb1e06a2bd67a337bd8fd64ee707b1cdd52e70c0c6dce4947f4a9d7cc
conflict_306_c000146.wav,c000146,146,4919d7b1272c5e57d90fa2cc7fd63ebbba5d999d3bac0a7a1d8027ec401bb36c
conflict_306_c000148.wav,c000148,148,cc63eca24f1d70cd97eb22f0a728eb8db8ed283a966098ae0668bcd96df2c3c4
conflict_306_c000149.wav,c000149,149,2b21ed37c481d928f3d621a4eb83b7e9cffbfb406fdfad290879c662e7625daa
conflict_307_c000157.wav,c000157,157,087023331fd5680d09f8b1a8606ade7cb52679cebeedd461702fcd0404be7bf6
conflict_307_c000159.wav,c000159,159,7973b1fcaf14abc5bbdb2cc7b7717749a4074f05ea17e5f3661c6f59d0803d15
conflict_307_c000162.wav,c000162,162,833daaad15842eb9e81b226c5ddfcc29e34989c8b2c1cf23c4d99461946fb169
conflict_307_c000176.wav,c000176,176,07c1e983c59c89212742b1c01c362380c02d6e6daedecfb95f0d7f7b6454417e
conflict_308_c000181.wav,c000181,181,5b1755982d6e700f480a17ffc569809657cd97961e686b409fae32c3b5467c85
conflict_308_c000182.wav,c000182,182,cecb11a0f59bd525c5a61b813d0fb0e33fd20be95c103c84406ec706ee423daa
conflict_308_c000185.wav,c000185,185,579274abb9edfa6a4fc9c33097584cbba1ad6a41393434a37f87966be7d799f6
conflict_308_c000186.wav,c000186,186,da0e5a5a18efb0bf3424e9fdad2efee42e9acf51fc5ef4a407372ee6c278f8b5
conflict_308_c000187.wav,c000187,187,8d84f8fbee2e22af530253685c1eaa7da6be142bbbd280da4d5fca502d05d687
conflict_311_c000251.wav,c000251,251,b99e8605d0dad1ac757f311f8d8213f57fdd753af7ed4a7a96bac30dbca0ee63
conflict_312_c000260.wav,c000260,260,86e8a22ac1cd7c873bde3e9716d61cd870d88b61bd0eddf65d8b11119c34335c
conflict_314_c000291.wav,c000291,291,192ff29596a5138e32aef519149da5e6dc0d72d47b87a58486b7bf73335ed6d3
conflict_314_c000293.wav,c000293,293,5578af9976646289b6cdb8d43b3f8fced4738709c64cd24bc9eb8714ce4262ca
conflict_314_c000296.wav,c000296,296,322042cdc502555857d4c87c6f4fef0c3cb931b89732db54304b362940687e07
conflict_314_c000312.wav,c000312,312,e0003b0fdd848824040fa73f97ffd9c6e6967ae7515058855b376b8ce5e7df0c
conflict_314_c000325.wav,c000325,325,b163d5243b7ce65271cbca45e9114e8d929baaf215b9dfb97476beecb320f88c
conflict_315_c000333.wav,c000333,333,3aea2df0795d4ffa75c7fb0bc548b7d80adfd6ee1b07c77490d7a48e4a53c6c5
conflict_315_c000335.wav,c000335,335,e7cd5ec77d5b5cde4d28dd13ff44305e62892c2201b42302c4ae287246d9b7f4
conflict_315_c000337.wav,c000337,337,5385c194635809e7561d62fd2321dda8585c8039034a009e2d29a9ef7ef2ce73
conflict_315_c000344.wav,c000344,344,61bfc90540b37e2369813e17ab4cfa6ab458e5a2a8338ba347ab0b47c98c2743
conflict_315_c000345.wav,c000345,345,32c447af7d5998b2c3cc4021244dc649f426a705818949da8b7688f44710516a
conflict_318_c000389.wav,c000389,389,eb0cf7008328f76f92fa3fdc7d6886a856c2b6711476727aebd6784e488c5bc0
conflict_321_c000428.wav,c000428,428,03704290ad6e78728e13d140789bfce742c240b2c8ce21cf7d4d809a9bf75ef9
conflict_321_c000434.wav,c000434,434,ba0e6e2069a8ae68119bdfc9ac8ecf1586dad249c39493b32e0622e6fbd89bb5
conflict_321_c000441.wav,c000441,441,75ab400e77a6659529f7867e464ca325c5a6a144fd302381a76f5fa326dc0377
conflict_323_c000475.wav,c000475,475,a108b0af67c1f7d5db098a4a03d6d99ae16a499a1d5b58680658a5cf15c1ddb2
conflict_323_c000480.wav,c000480,480,74008b64f899c15a82d4a85abd6d51eaba97f78a941fbcd694ac01e5e24a3936
conflict_327_c000548.wav,c000548,548,1156a38e95524b6b3fd2ad0a330e2912bfccf9c3742d14b663a3933f1a3878c2
conflict_328_c000562.wav,c000562,562,baa7296e3cd914f617ff26cbabdf2323ca21b4abf4763d8eada6a81c08d782f9
conflict_328_c000563.wav,c000563,563,73dd5c6d94098539771acad1b1808655d26226903db14d194b705c8848af9e41
conflict_328_c000564.wav,c000564,564,28234e9a24917bf8f6a1a6f555f332e02296b07da1187227e9fe32be9c59b77b
conflict_329_c000589.wav,c000589,589,32a28c1d3cb70be1baa097ff6ee22f931c637dd7a159a65adb5fa63cada08f96
conflict_332_c000642.wav,c000642,642,9aa7024deed5711ea112ebf145d0c97912eed6526e948045dde8b4c6fb674a8e
conflict_332_c000644.wav,c000644,644,43de9d30aa734a211d033d4c6778ac2496393ba83bf76bfb576914822ffeaa84
conflict_332_c000649.wav,c000649,649,b40eec7415f231699fc1df3ac3f20730d48baa5de4a7a5a57c37160d073eafe9
conflict_332_c000654.wav,c000654,654,74479c93d5b4d6eaf8dc73196a3b07d0720df57ba78a73ed1e8c64c0b740819e
conflict_332_c000656.wav,c000656,656,0869aa1bedb8c2821f111e80215dfa700ab3ddac98f5fac58eee0fcef73e9c85
conflict_338_c000810.wav,c000810,810,53e373d2ee75c0e1481696fe09d358c906e76e8cda6a2715133ce6a21107ef61
conflict_338_c000820.wav,c000820,820,a442626496cd7a1958afdf6cbf60a5302bebece50f9d49ccbae6465ba8579b2e
conflict_338_c000821.wav,c000821,821,1ee90119fc03d151a1b85f97d5bf62cb1aa60f8f5750050dac145c046c0b9cc9
conflict_338_c000822.wav,c000822,822,0936eeafc75f4ba50467c9d93b250ca0362811e9cbfd4cc143b543fcb824c4fe
conflict_338_c000824.wav,c000824,824,76bd78f443e1525bb5b23ab896eda1cf1a7ccb7de705725ed3b8b78a1b3ebc57
conflict_338_c000825.wav,c000825,825,12510efde3fe46d771b31c616d8df8ecddb4630b99da933ed9a0f269dae9cdcd
conflict_340_c000847.wav,c000847,847,7ec903283d6f4086bea8f66c28613ce22a8e25486ad11c33c76b512125732c33
conflict_345_c000931.wav,c000931,931,7dc63f7f3bf5761090e95aad3f64f35c3a07bede6c0894a77d4055155588cfca
conflict_345_c000932.wav,c000932,932,b5f14d080c487951a2907138ac5caa17a296c4e68e68140b67ad95515f794016
conflict_345_c000935.wav,c000935,935,a6f1694d240eefa9543849ca7dab772b98495429f17f73c889d97f1e9ed4b09e
conflict_345_c000939.wav,c000939,939,6fb5bca25a0c26919d4b69472ae191ef5e0282fdecda636b776ce7f662b0b4b4
conflict_345_c000940.wav,c000940,940,d0d74241479cc6cedfdedb7bd629f5509eaf7b2c1b68567b6ee174b5efad70eb
conflict_345_c000941.wav,c000941,941,4a7347cd8e5056b864cd5a6e66b4bb445a11be50fca70e63ba400122dbfbf1ce
conflict_345_c000942.wav,c000942,942,6d869003085356d21eb3d3aeac18ed8cc1405c08b66ff34e605fb10e28da7c77
conflict_345_c000947.wav,c000947,947,2c086716342795a9799da1c31016d5baa4d0771b26ac3e74178d051109101939
conflict_345_c000948.wav,c000948,948,39babb01893ff15a6e1142a15c8e858f3eff4bf2e6a6d88c7954221f46424f3b
conflict_345_c000949.wav,c000949,949,a9ce16d30b13bc44da84c2feb02b71c74cdce7d62090ef86edaa4cd416e4ac77
conflict_345_c000952.wav,c000952,952,450837bd393f44f83eada5086a5462d14d6c64242f541ad471f5a429c2ae72e8
conflict_345_c000953.wav,c000953,953,0ea4ac54696550a2721ef7af033136d9367d7d7526072ca7da20ad18b4b44717
conflict_346_c000954.wav,c000954,954,fcd51a0167ee6dd83ace0d9cff68f0a30787ebd04cad82e41a6e735500780a16
conflict_346_c000956.wav,c000956,956,94a587cf4bad9236aa198b781c4454e87df59dbe8a901025017c82da64e00b74
conflict_346_c000957.wav,c000957,957,f44ad78968e2c4919e9ab850938ccb112ffb046e2adaa546b9bb28c7b53f32f2
conflict_346_c000971.wav,c000971,971,3384af1b26533977ec973ac1d37d77d0d47a10b4162adcacb7e9d30692148df8
conflict_346_c000972.wav,c000972,972,3f1667ed6e806cc2381bf77d8aaa4c21bb2c3794a065772f3d4787015f6588e8
conflict_346_c000974.wav,c000974,974,9e73bdf7a264a9151006dfda928475d1f2b51594619927534535f83e92af5056
conflict_346_c000982.wav,c000982,982,7576d32c2984263ee79b32fb5943038c0b2243135f76a34870b9b7b31556acd8
conflict_346_c000983.wav,c000983,983,aa94802bae20388226d80b813d5ff20c499b03fb9dde8c357748e4d88a15e868
conflict_346_c000984.wav,c000984,984,03d7ae6c0455885dc24dd08a2be6da7ee17565ac21cf797de07ffb60034a11cd
conflict_346_c000985.wav,c000985,985,a6cbf8b911defdb6c33d61a72e3346e495c2b56241b049483f6e2a42f1189922
conflict_346_c000986.wav,c000986,986,30ddb5ac7f908b5a3e89c108e9410933014b68ce45f97a7050f83c8eae0df74c
conflict_347_c000988.wav,c000988,988,df861e0b516afce8e16df6440ed46bd5ccac6eb00c8b9e5b3b3774e008465a9c
conflict_347_c000990.wav,c000990,990,c9d5034b3195a3aa00200c28a9046dd533315d1a8d726effa44e5796c21c4f18
conflict_347_c000993.wav,c000993,993,bf3510a23987d52e396a00097ef60cd76690104f6ef4616327da8513451a60a5
conflict_347_c000995.wav,c000995,995,1f2c9038c4d856577e91f67c55d71b3e55860bb9b6b72e844f9d558b61bb6108
conflict_348_c001000.wav,c001000,1000,32260a72ac902f82e24722b67d6a118d035cb123b77bb2ed3bf858dc48636594
conflict_348_c001001.wav,c001001,1001,9b3faa309c23adf3cb0c08eaa894f907b53ce86ab4def5fdd3e41c621808c1db
conflict_348_c001005.wav,c001005,1005,8b9b2f38305e17d484adb2e2d016a4907ebb522e5901f9d95278f008cf6c233e
conflict_348_c001006.wav,c001006,1006,9420d3a8f7fdeb0989c140acf4e318960e8e9275a90c20195ddbfb5db94f6dba
conflict_348_c001007.wav,c001007,1007,e415f8fcc22131b3f2bc024b2def49e13938e4a5a761e4c843feaf803e559396
conflict_348_c001013.wav,c001013,1013,66747d344c02abfe6e639dbb30f814cbf9ec254ad1e77190a214214b74d911a5
conflict_348_c001014.wav,c001014,1014,e24d9c072036fcf3d59b150bca678aec5ba32a5912da1a955c928dd8ffdf9596
conflict_354_c001129.wav,c001129,1129,088d68049ccfa5f2cd3e503f12d013a3357ff0620bff66780847a8650d4f84c9
conflict_354_c001131.wav,c001131,1131,3ad9c5ef8866afafa5ac6bf88f28562c00c7003bbaf10b3cd94550181fbfb899
conflict_354_c001137.wav,c001137,1137,fb1512ee4b5c323df85d8f6b9ecdb24fae842e8520cb1923bd2e24049e14335d
conflict_362_c001260.wav,c001260,1260,cc106fc56fb96f7eb1070f60b2d712365981b1923045fc3bf69e33d68dc9d094
conflict_362_c001263.wav,c001263,1263,e879c3a240f95fdd4dde70e7663b4f20e7ef164d7b2584dbe676474aa1b00171
conflict_362_c001265.wav,c001265,1265,89eb9ed0c7cd8cd6b8af00e2e49b90b60c64137e7d4df7b8471ba7faee73708b
conflict_362_c001266.wav,c001266,1266,ef4191a61cdf55f1e1502b78093079ed3754b76026a84f477a2fc0c8f0edb570
conflict_362_c001268.wav,c001268,1268,bc73446dd503d7d984c625ae176ab614271c1eab2cd556ce2237f5dd1cfac938
conflict_362_c001271.wav,c001271,1271,d905a921b8ae1d035ab90618872900e0056f56baac7973bb36ea55bca2e13d90
conflict_363_c001278.wav,c001278,1278,94846e8998a676746e15d3f44902e26582b97efed284c4852abfdccab7a89a3c
conflict_363_c001284.wav,c001284,1284,36023f15e1385578bdb7d9104f63e9574dca9bbd951102325fc64fdf6878a866
conflict_363_c001285.wav,c001285,1285,19eb93423bc8dfd4162516955fd96f592abe23759492a48efae5d246d33ff2af
conflict_363_c001288.wav,c001288,1288,6b4180815eb85e3aaeaf37cc545ad327e20c9cd1c7815911bcce86ea8f16d673
conflict_363_c001290.wav,c001290,1290,9a10c019b70ada1dcdaa93895db8301fd9648315a05e45551d06f8f302174f83
conflict_363_c001295.wav,c001295,1295,72003d994588f57a0fd536d1248654c5ef03f68d796df0ea9284dd51035536b7
conflict_363_c001296.wav,c001296,1296,ee25012cbbab0dc282791ccc849f04a6a6ceb7162412bff329a0d7d46dcceee2
conflict_364_c001302.wav,c001302,1302,04cccd18869a624b030b7b33fb5fde1049d5028ff116b483a4c261c5dbcbf959
conflict_364_c001308.wav,c001308,1308,920bf92c923b716d635b86f4a209e234e5df68276be5062ed74c1f26fa7a380c
conflict_364_c001309.wav,c001309,1309,02b49d360d0785543e97623a88286a10006467773e799d2e23d286df956b3058
conflict_364_c001310.wav,c001310,1310,d9eb53ac688fcf37c29ceead0d1bba5437d941f995a9108de1e675a475308623
conflict_366_c001416.wav,c001416,1416,0f8eba00f8ea78e416e732927c7f3ddd49571cd09914062e71b205068f208e6d
conflict_366_c001417.wav,c001417,1417,dfcab4ec57e14fb9e9d043047d1e745607d8897a178ee613b18d9dfbddd5ef40
conflict_366_c001423.wav,c001423,1423,71555696bc9c4c7dc6c128066c4a365c172c7cae0c18e5144962e7447c0b37ec
conflict_366_c001429.wav,c001429,1429,42bf6ce2c31825ddc8e66ccd9e5bf5e825093827fbe8bf96c5f509b0c90ddbb4
conflict_366_c001430.wav,c001430,1430,939c63f295fa36cf351967a1902725c92de550af4a8c9e9a85d138680f586d66
conflict_367_c001447.wav,c001447,1447,4e76caae1d8c90e9c120fbcb77f01ecabe1c4dc02fa6703fb8ba71c05f9cb3aa
conflict_367_c001473.wav,c001473,1473,35f471e5ecec23141ed8079017c0c4b3702f3a4d824da502a71452c5b95482df
conflict_367_c001474.wav,c001474,1474,a908792fd93046d3daab81c5a9a756abbbc03e16cf4838ab3ff407cd23002fdc
conflict_367_c001475.wav,c001475,1475,d355f04853620c840bcb1c57047e81839f03726f8e405ce2e5c5a53a64938101
conflict_367_c001477.wav,c001477,1477,8829ae3d90887968b0e4d2ba5ef5ffea48d310a24d1873595443750ce32998ed
conflict_367_c001478.wav,c001478,1478,15ad89efc0ce286de40472d61038dbdd21cdb99aee5db104f1649e190aed3d14
conflict_369_c001515.wav,c001515,1515,a3f1bb4f8eb2d27fe24f613d1feacc07e429e54dac1e807acd6cf4496fa38e36
conflict_369_c001522.wav,c001522,1522,37296e2ba56ed40a450aaa56e1b6fbb924e3344fbbb98003ea9b4178877beb96
conflict_370_c001551.wav,c001551,1551,688cf1437538b0ef6c58ef9d0ba03ec4c89fb893b712a7f8c09b0a640645a431
conflict_370_c001553.wav,c001553,1553,3452e6beb92e45a33a787342916571a743bdbfbf4d6637829e95fe2f221339f6
conflict_370_c001561.wav,c001561,1561,c972fffc6a5e767d79b4a3668ea81a4ac198dd13a6a18504e44b0788fb99408d
conflict_374_c001666.wav,c001666,1666,8c8eb5f78d809c782873005d13d89a538238af52b7ca37fc002dfbc92e956689
conflict_374_c001668.wav,c001668,1668,d1f8f3edc9abfc2317fd30a23106c62cc4d1ddcddf732c89d000f150aec83839
conflict_374_c001669.wav,c001669,1669,8f31a512818d13ba8f3a51e5c9312cbe3c05bc90cc2366ab37fac2b074f7e1e4
conflict_374_c001670.wav,c001670,1670,8e5b4d5365e41f9383301ba404b836452b49e23d27c44564e00b70747065e27b
conflict_374_c001673.wav,c001673,1673,3d0e859f6230117eec1a2fa9ae788b658d26ebfaed0c6c43f7a8a1da4465c19c
conflict_374_c001676.wav,c001676,1676,746e3af1b47d523585473f8b1ba05dec416112b4e182d98b966b77e0ce3ace7e
conflict_374_c001684.wav,c001684,1684,41ca5537f3262cc8acf5b0d0611a2f5a568c03e7753049aa81adc97eb1a22efb
conflict_377_c001732.wav,c001732,1732,f2bf1a31a2641ed3b892997efe870802964b066e26e59a0090f63afa670791d3
conflict_377_c001737.wav,c001737,1737,0260a6dbec69ccf9c812b88861e6bdf3104ab77de1458f597c3138e882ec478b
conflict_377_c001738.wav,c001738,1738,45da24e0793ef17d15e11e77a4758cb9a6993efccafd539e0d339ebf2494d0d4
conflict_377_c001739.wav,c001739,1739,0558e4df25ea17c53a870e76d8d23dc98af960cca7f5fbe58089a82a4a6c3ac8
conflict_377_c001742.wav,c001742,1742,b7db1238769d377d7c8fe6cfb3933d29e6ce667bc51b560a2f21be2b190d11e5
