id	what	value_computed	value_verified	lo	hi	n	n_spk	file	two_dp	vs_half	agree_4dp
POD1_ctrl_r2_paired_conflict	PAIRED CONTROL standard recipe rerun on POD1 repeat 2 (uniform weights) minus standard fine-tune (paper file), conflict 146, one speaker draw per replicate	-0.0700 [-0.1678, 0.0142]	-0.0700	-0.1678	0.0142	146	100	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.07 [-0.17, +0.01]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_paired_all	PAIRED CONTROL standard recipe rerun on POD1 repeat 2 (uniform weights) minus standard fine-tune (paper file), all 468, one speaker draw per replicate	0.0061 [-0.0337, 0.0493]	0.0061	-0.0337	0.0493	468	228	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	+0.01 [-0.03, +0.05]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_paired_agreement	PAIRED CONTROL standard recipe rerun on POD1 repeat 2 (uniform weights) minus standard fine-tune (paper file), agreement 322, one speaker draw per replicate	0.0374 [0.0025, 0.0786]	0.0374	0.0025	0.0786	322	175	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	+0.04 [+0.00, +0.08]	difference: excludes 0 (above 0)	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_multi_all	CONTROL standard recipe rerun on POD1 repeat 2 (uniform weights) AUC, all 468, p_yes_multi	0.7739 [0.7190, 0.8290]	0.7739	0.7190	0.8290	468	228	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	0.77 [0.72, 0.83]	above 0.5	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_multi_conflict	CONTROL standard recipe rerun on POD1 repeat 2 (uniform weights) AUC, conflict 146, p_yes_multi	0.4455 [0.3343, 0.5641]	0.4455	0.3343	0.5641	146	100	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	0.45 [0.33, 0.56]	includes 0.5 (point below 0.5)	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_multi_agreement	CONTROL standard recipe rerun on POD1 repeat 2 (uniform weights) AUC, agreement 322, p_yes_multi	0.8972 [0.8600, 0.9319]	0.8972	0.8600	0.9319	322	175	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	0.90 [0.86, 0.93]	above 0.5	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_gap	conflict minus agreement gap, CONTROL standard recipe rerun on POD1 repeat 2 (uniform weights)	-0.4477 [-0.5558, -0.3351]	-0.4477	-0.5558	-0.3351	468	228	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	-0.45 [-0.56, -0.34]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_gap_ref	conflict minus agreement gap, standard fine-tune (paper file)	-0.3404 [-0.4468, -0.2262]	-0.3404	-0.4468	-0.2262	468	228	<local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.34 [-0.45, -0.23]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_ctrl_r2_gap_change	gap change, CONTROL standard recipe rerun on POD1 repeat 2 (uniform weights) minus standard fine-tune (paper file) (same draw)	-0.1073 [-0.1967, -0.0137]	-0.1073	-0.1967	-0.0137	468	228	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv	-0.11 [-0.20, -0.01]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_all	balanced fine-tune repeat 2 AUC, all 468, p_yes	0.7360 [0.6726, 0.7966]	0.7360	0.6726	0.7966	468	228	scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv	0.74 [0.67, 0.80]	above 0.5	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_conflict	balanced fine-tune repeat 2 AUC, conflict 146, p_yes	0.4810 [0.3775, 0.5991]	0.4810	0.3775	0.5991	146	100	scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv	0.48 [0.38, 0.60]	includes 0.5 (point below 0.5)	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_agreement	balanced fine-tune repeat 2 AUC, agreement 322, p_yes	0.8379 [0.7847, 0.8894]	0.8379	0.7847	0.8894	322	175	scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv	0.84 [0.78, 0.89]	above 0.5	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_ref_all	POD1 standard rerun repeat 2 (control) AUC (beside), all 468, p_yes	0.7734 [0.7172, 0.8286]	0.7734	0.7172	0.8286	468	228	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	0.77 [0.72, 0.83]	above 0.5	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_ref_conflict	POD1 standard rerun repeat 2 (control) AUC (beside), conflict 146, p_yes	0.4490 [0.3385, 0.5682]	0.4490	0.3385	0.5682	146	100	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	0.45 [0.34, 0.57]	includes 0.5 (point below 0.5)	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_ref_agreement	POD1 standard rerun repeat 2 (control) AUC (beside), agreement 322, p_yes	0.8967 [0.8592, 0.9322]	0.8967	0.8592	0.9322	322	175	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	0.90 [0.86, 0.93]	above 0.5	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_paired_conflict	PAIRED balanced fine-tune repeat 2 minus POD1 standard rerun repeat 2 (control), conflict 146, one speaker draw per replicate	0.0320 [-0.0564, 0.1211]	0.0320	-0.0564	0.1211	146	100	scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv | scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	+0.03 [-0.06, +0.12]	difference: includes 0	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_paired_all	PAIRED balanced fine-tune repeat 2 minus POD1 standard rerun repeat 2 (control), all 468, one speaker draw per replicate	-0.0374 [-0.0760, -0.0012]	-0.0374	-0.0760	-0.0012	468	228	scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv | scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	-0.04 [-0.08, -0.00]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_paired_agreement	PAIRED balanced fine-tune repeat 2 minus POD1 standard rerun repeat 2 (control), agreement 322, one speaker draw per replicate	-0.0588 [-0.1016, -0.0204]	-0.0588	-0.1016	-0.0204	322	175	scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv | scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	-0.06 [-0.10, -0.02]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_multi_all	balanced fine-tune repeat 2 AUC, all 468, p_yes_multi	0.7381 [0.6765, 0.7971]	0.7381	0.6765	0.7971	468	228	scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv	0.74 [0.68, 0.80]	above 0.5	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_multi_conflict	balanced fine-tune repeat 2 AUC, conflict 146, p_yes_multi	0.4825 [0.3766, 0.5990]	0.4825	0.3766	0.5990	146	100	scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv	0.48 [0.38, 0.60]	includes 0.5 (point below 0.5)	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_multi_agreement	balanced fine-tune repeat 2 AUC, agreement 322, p_yes_multi	0.8405 [0.7897, 0.8909]	0.8405	0.7897	0.8909	322	175	scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv	0.84 [0.79, 0.89]	above 0.5	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_gap	conflict minus agreement gap, balanced fine-tune repeat 2	-0.3569 [-0.4633, -0.2380]	-0.3569	-0.4633	-0.2380	468	228	scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv	-0.36 [-0.46, -0.24]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_gap_ref	conflict minus agreement gap, POD1 standard rerun repeat 2 (control)	-0.4477 [-0.5558, -0.3351]	-0.4477	-0.5558	-0.3351	468	228	scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	-0.45 [-0.56, -0.34]	difference: excludes 0 (below 0)	YES (max abs diff 0.0e+00)
POD1_balVctrl_r2_gap_change	gap change, balanced fine-tune repeat 2 minus POD1 standard rerun repeat 2 (control) (same draw)	0.0908 [-0.0041, 0.1885]	0.0908	-0.0041	0.1885	468	228	scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv | scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv	+0.09 [-0.00, +0.19]	difference: includes 0	YES (max abs diff 0.0e+00)
