id	what	value	n	file	closes	note
T5_diag_pitt_enc_podfile_thr8_pod10	pitt encoder curve, AVX-512 pod, pod folds, 8 BLAS/OpenMP threads instead of 1: max |diff| vs saved; layers matching at 4 dp	5.62e-04; 4/32	32	scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_thr8_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_pitt_enc_podfile_ctHaswell_pod10	pitt encoder curve, AVX-512 pod forced to OpenBLAS Haswell kernels: max |diff| vs saved; layers matching at 4 dp	6.78e-04; 8/32	32	scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctHaswell_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_pitt_enc_podfile_ctZen_pod10	pitt encoder curve, AVX-512 pod forced to OpenBLAS Zen kernels: max |diff| vs saved; layers matching at 4 dp	6.78e-04; 8/32	32	scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctZen_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_pitt_enc_podfile_ctSandybridge_pod10	pitt encoder curve, AVX-512 pod forced to OpenBLAS Sandybridge kernels: max |diff| vs saved; layers matching at 4 dp	4.84e-04; 8/32	32	scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctSandybridge_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_pitt_enc_podfile_ctPrescott_pod10	pitt encoder curve, AVX-512 pod forced to OpenBLAS Prescott (generic) kernels: max |diff| vs saved; layers matching at 4 dp	5.42e-04; 5/32	32	scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctPrescott_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_pitt_enc_podfile_ctSkylakeX_pod10	pitt encoder curve, AVX-512 pod forced to OpenBLAS SkylakeX kernels: max |diff| vs saved; layers matching at 4 dp	0; 32/32	32	scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctSkylakeX_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_pitt_enc_vrefit_pod10	pitt encoder curve, independent verifier refit code (fold file, rank AUC) on the same AVX-512 pod: max |diff| vs saved; layers matching at 4 dp	1.11e-16; 32/32	32	scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__vrefit_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_macfile_pod10	edaic_first30 encoder curve, pod refit with the Mac fold order (sklearn 1.7.2 GroupKFold) on an AVX-512 pod: max |diff| vs saved; layers matching at 4 dp	8.79e-02; 0/32	32	scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__macfile_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_macfile_pod9	edaic_first30 encoder curve, pod refit with the Mac fold order (sklearn 1.7.2 GroupKFold) on an AVX-512 pod: max |diff| vs saved; layers matching at 4 dp	8.79e-02; 0/32	32	scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__macfile_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_mac_macfile_mac	edaic_first30 encoder curve, Mac refit, Mac fold order (reproduces the P17 verifier's refit): max |diff| vs saved; layers matching at 4 dp	8.77e-02; 0/32	32	scores/leftovers_23sep/t5/mac_diag/edaic30_encproj__mac_macfile_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	Apple M4 Max, OpenBLAS Accelerate (numpy and scipy build config)
T5_diag_edaic_first30_enc_mac_podfile_mac	edaic_first30 encoder curve, Mac refit (sklearn 1.7.2, numpy 2.2.6, Accelerate) with the pod fold order: max |diff| vs saved; layers matching at 4 dp	8.70e-04; 4/32	32	scores/leftovers_23sep/t5/mac_diag/edaic30_encproj__mac_podfile_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	Apple M4 Max, OpenBLAS Accelerate (numpy and scipy build config)
T5_diag_edaic_first30_enc_exact_script_pod4	edaic_first30 encoder curve, exact script on a Zen 3 pod without AVX-512 (OpenBLAS Haswell/Zen kernels): max |diff| vs saved; layers matching at 4 dp	5.07e-04; 7/32	32	scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj_encoder_perlayer.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 7713 64-Core Processor, OpenBLAS Haswell
T5_diag_edaic_first30_enc_podfile_f64_pod10	edaic_first30 encoder curve, AVX-512 pod, pod folds, features cast to float64: max |diff| vs saved; layers matching at 4 dp	1.09e-03; 5/32	32	scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_f64_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_podfile_f64_pod9	edaic_first30 encoder curve, AVX-512 pod, pod folds, features cast to float64: max |diff| vs saved; layers matching at 4 dp	1.09e-03; 5/32	32	scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_f64_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_podfile_thr8_pod10	edaic_first30 encoder curve, AVX-512 pod, pod folds, 8 BLAS/OpenMP threads instead of 1: max |diff| vs saved; layers matching at 4 dp	0; 32/32	32	scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_thr8_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_podfile_thr8_pod9	edaic_first30 encoder curve, AVX-512 pod, pod folds, 8 BLAS/OpenMP threads instead of 1: max |diff| vs saved; layers matching at 4 dp	0; 32/32	32	scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_thr8_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_podfile_ctHaswell_pod10	edaic_first30 encoder curve, AVX-512 pod forced to OpenBLAS Haswell kernels: max |diff| vs saved; layers matching at 4 dp	5.07e-04; 7/32	32	scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctHaswell_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_podfile_ctHaswell_pod9	edaic_first30 encoder curve, AVX-512 pod forced to OpenBLAS Haswell kernels: max |diff| vs saved; layers matching at 4 dp	5.07e-04; 7/32	32	scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_ctHaswell_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_podfile_ctZen_pod10	edaic_first30 encoder curve, AVX-512 pod forced to OpenBLAS Zen kernels: max |diff| vs saved; layers matching at 4 dp	5.07e-04; 7/32	32	scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctZen_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_podfile_ctZen_pod9	edaic_first30 encoder curve, AVX-512 pod forced to OpenBLAS Zen kernels: max |diff| vs saved; layers matching at 4 dp	5.07e-04; 7/32	32	scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_ctZen_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_podfile_ctSandybridge_pod10	edaic_first30 encoder curve, AVX-512 pod forced to OpenBLAS Sandybridge kernels: max |diff| vs saved; layers matching at 4 dp	6.52e-04; 3/32	32	scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctSandybridge_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_podfile_ctSandybridge_pod9	edaic_first30 encoder curve, AVX-512 pod forced to OpenBLAS Sandybridge kernels: max |diff| vs saved; layers matching at 4 dp	6.52e-04; 3/32	32	scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_ctSandybridge_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_podfile_ctPrescott_pod10	edaic_first30 encoder curve, AVX-512 pod forced to OpenBLAS Prescott (generic) kernels: max |diff| vs saved; layers matching at 4 dp	5.80e-04; 6/32	32	scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctPrescott_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_podfile_ctPrescott_pod9	edaic_first30 encoder curve, AVX-512 pod forced to OpenBLAS Prescott (generic) kernels: max |diff| vs saved; layers matching at 4 dp	5.80e-04; 6/32	32	scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_ctPrescott_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_podfile_ctSkylakeX_pod10	edaic_first30 encoder curve, AVX-512 pod forced to OpenBLAS SkylakeX kernels: max |diff| vs saved; layers matching at 4 dp	0; 32/32	32	scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctSkylakeX_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_podfile_ctSkylakeX_pod9	edaic_first30 encoder curve, AVX-512 pod forced to OpenBLAS SkylakeX kernels: max |diff| vs saved; layers matching at 4 dp	0; 32/32	32	scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_ctSkylakeX_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_vrefit_pod10	edaic_first30 encoder curve, independent verifier refit code (fold file, rank AUC) on the same AVX-512 pod: max |diff| vs saved; layers matching at 4 dp	1.11e-16; 32/32	32	scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__vrefit_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_diag_edaic_first30_enc_vrefit_pod9	edaic_first30 encoder curve, independent verifier refit code (fold file, rank AUC) on the same AVX-512 pod: max |diff| vs saved; layers matching at 4 dp	1.11e-16; 32/32	32	scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__vrefit_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	AMD EPYC 9654 96-Core Processor, OpenBLAS SkylakeX
T5_folds_pitt_encproj_pod1	pitt_encproj: GroupKFold(5) as run on lo-t5-1 (1.9.1) vs released fold files, clips with the same fold	pod file 468/468; Mac file 125/468	468	scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj_fold_check.json	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	numpy default argsort equals stable argsort on the speaker clip counts here: False
T5_folds_edaic30_encproj_pod10	edaic30_encproj: GroupKFold(5) as run on lo-t5-10 (1.9.1) vs released fold files, clips with the same fold	pod file 275/275; Mac file 20/275	275	scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj_fold_check.json	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	numpy default argsort equals stable argsort on the speaker clip counts here: False
T5_folds_pitt_encproj_pod10	pitt_encproj: GroupKFold(5) as run on lo-t5-10 (1.9.1) vs released fold files, clips with the same fold	pod file 468/468; Mac file 125/468	468	scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj_fold_check.json	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	numpy default argsort equals stable argsort on the speaker clip counts here: False
T5_folds_pitt_ans_pod13	pitt_ans: GroupKFold(5) as run on lo-t5-13 (1.9.1) vs released fold files, clips with the same fold	pod file 468/468; Mac file 125/468	468	scores/leftovers_23sep/t5/lo-t5-13/pitt_ans_fold_check.json	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	numpy default argsort equals stable argsort on the speaker clip counts here: False
T5_folds_pitt_llm_pod2	pitt_llm: GroupKFold(5) as run on lo-t5-2 (1.9.1) vs released fold files, clips with the same fold	pod file 468/468; Mac file 125/468	468	scores/leftovers_23sep/t5/lo-t5-2/pitt_llm_fold_check.json	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	numpy default argsort equals stable argsort on the speaker clip counts here: False
T5_folds_pitt_ans_pod3	pitt_ans: GroupKFold(5) as run on lo-t5-3 (1.9.1) vs released fold files, clips with the same fold	pod file 468/468; Mac file 125/468	468	scores/leftovers_23sep/t5/lo-t5-3/pitt_ans_fold_check.json	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	numpy default argsort equals stable argsort on the speaker clip counts here: False
T5_folds_edaic30_encproj_pod4	edaic30_encproj: GroupKFold(5) as run on lo-t5-4 (1.9.1) vs released fold files, clips with the same fold	pod file 275/275; Mac file 20/275	275	scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj_fold_check.json	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	numpy default argsort equals stable argsort on the speaker clip counts here: False
T5_folds_edaic30_llm_pod5	edaic30_llm: GroupKFold(5) as run on lo-t5-5 (1.9.1) vs released fold files, clips with the same fold	pod file 275/275; Mac file 20/275	275	scores/leftovers_23sep/t5/lo-t5-5/edaic30_llm_fold_check.json	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	numpy default argsort equals stable argsort on the speaker clip counts here: False
T5_folds_edaic30_ans_pod6	edaic30_ans: GroupKFold(5) as run on lo-t5-6 (1.9.1) vs released fold files, clips with the same fold	pod file 275/275; Mac file 20/275	275	scores/leftovers_23sep/t5/lo-t5-6/edaic30_ans_fold_check.json	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	numpy default argsort equals stable argsort on the speaker clip counts here: False
T5_folds_edaic30_encproj_pod9	edaic30_encproj: GroupKFold(5) as run on lo-t5-9 (1.9.1) vs released fold files, clips with the same fold	pod file 275/275; Mac file 20/275	275	scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj_fold_check.json	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	numpy default argsort equals stable argsort on the speaker clip counts here: False
T5_folds_edaic30_encproj_mac	edaic30_encproj: GroupKFold(5) as run on mac (1.7.2) vs released fold files, clips with the same fold	pod file 20/275; Mac file 275/275	275	scores/leftovers_23sep/t5/mac_diag/edaic30_encproj_fold_check.json	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	numpy default argsort equals stable argsort on the speaker clip counts here: False
T5_folds_pitt_encproj_mac	pitt_encproj: GroupKFold(5) as run on mac (1.7.2) vs released fold files, clips with the same fold	pod file 125/468; Mac file 468/468	468	scores/leftovers_23sep/t5/mac_diag/pitt_encproj_fold_check.json	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	numpy default argsort equals stable argsort on the speaker clip counts here: False
T5_diag_pitt_enc_p17_verifier_refit_explained	pitt encoder: max |Mac refit with the Mac fold order - the curve the P17 verifier recomputed on the Mac (T5_verify.json extra.recompute)|	1.11e-16	32	scores/leftovers_23sep/t5/mac_diag/pitt_encproj__mac_macfile_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	the P17 refit used sklearn 1.7.2 GroupKFold, whose tie order differs from the pods'
T5_diag_edaic_first30_enc_p17_verifier_refit_explained	edaic_first30 encoder: max |Mac refit with the Mac fold order - the curve the P17 verifier recomputed on the Mac (T5_verify.json extra.recompute)|	1.11e-16	32	scores/leftovers_23sep/t5/mac_diag/edaic30_encproj__mac_macfile_enc.csv	diagnosis for STATUS_LEDGER section 5 DONE_UNVERIFIED item 1 and section 1 spot check 8 (P17 T5 curve values); audit_p17 item 5 caveat	the P17 refit used sklearn 1.7.2 GroupKFold, whose tie order differs from the pods'
