pod,job,dataset,t5_key,stream,variant,states_class,refit_file,saved_file,maxabs_auc_oof,match4_auc_oof,maxabs_auc_mean,match4_auc_mean,maxabs_auc_std,match4_auc_std,n_layers,cpu,openblas_arch,avx512f,numpy,scipy,sklearn,answer_auc,layers_above_saved,layers_above_refit
lo-t5-10,pitt_encproj,pitt,pitt,proj,podfile_thr8,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_thr8_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,9.686168151890051e-06,1,0.00037084945455490015,0,0.0001351574526834015,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,pitt_encproj,pitt,pitt,enc,vrefit,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__vrefit_enc.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,1.1102230246251565e-16,32,1.1102230246251565e-16,32,1.0408340855860843e-16,32,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-10,pitt_encproj,pitt,pitt,proj,vrefit,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__vrefit_proj.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,0.0,1,0.0,1,0.0,1,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-10,pitt_encproj,pitt,pitt,enc,exact_script,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj_encoder_perlayer.csv,<local data dir>/release/omni_final/omni_pitt_encoder_perlayer.csv,0.0,32,0.0,32,0.0,32,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6577683068578071,31.0,31.0
lo-t5-10,pitt_encproj,pitt,pitt,proj,exact_script,same_run,scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj_proj_perlayer.csv,<local data dir>/release/omni_final/omni_pitt_proj_perlayer.csv,0.0,1,0.0,1,0.0,1,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-13,pitt_ans,pitt,pitt,ans,macfile,same_run,scores/leftovers_23sep/t5/lo-t5-13/pitt_ans__macfile_ans.csv,<local data dir>/release/omni_final/omni_pitt_ans_perlayer.csv,0.02562960092987221,1,0.02868241500289037,2,0.020553898118862,1,29,AMD EPYC 9575F 64-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-13,pitt_ans,pitt,pitt,ans,podfile,same_run,scores/leftovers_23sep/t5/lo-t5-13/pitt_ans__podfile_ans.csv,<local data dir>/release/omni_final/omni_pitt_ans_perlayer.csv,0.0,29,0.0,29,0.0,29,29,AMD EPYC 9575F 64-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-13,pitt_ans,pitt,pitt,ans,vrefit,same_run,scores/leftovers_23sep/t5/lo-t5-13/pitt_ans__vrefit_ans.csv,<local data dir>/release/omni_final/omni_pitt_ans_perlayer.csv,2.220446049250313e-16,29,2.220446049250313e-16,29,1.0408340855860843e-16,29,29,AMD EPYC 9575F 64-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-13,pitt_ans,pitt,pitt,ans,exact_script,same_run,scores/leftovers_23sep/t5/lo-t5-13/pitt_ans_ans_perlayer.csv,<local data dir>/release/omni_final/omni_pitt_ans_perlayer.csv,0.0,29,0.0,29,0.0,29,29,AMD EPYC 9575F 64-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-2,pitt_llm,pitt,pitt,llm,macfile,same_run,scores/leftovers_23sep/t5/lo-t5-2/pitt_llm__macfile_llm.csv,<local data dir>/release/omni_final/omni_pitt_llm_perlayer.csv,0.01917861294072054,0,0.024533458966363164,0,0.010220555330253497,0,29,AMD EPYC 9754 128-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-2,pitt_llm,pitt,pitt,llm,podfile,same_run,scores/leftovers_23sep/t5/lo-t5-2/pitt_llm__podfile_llm.csv,<local data dir>/release/omni_final/omni_pitt_llm_perlayer.csv,0.0,29,0.0,29,0.0,29,29,AMD EPYC 9754 128-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-2,pitt_llm,pitt,pitt,llm,vrefit,same_run,scores/leftovers_23sep/t5/lo-t5-2/pitt_llm__vrefit_llm.csv,<local data dir>/release/omni_final/omni_pitt_llm_perlayer.csv,2.220446049250313e-16,29,1.1102230246251565e-16,29,1.0408340855860843e-16,29,29,AMD EPYC 9754 128-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-2,pitt_llm,pitt,pitt,llm,exact_script,same_run,scores/leftovers_23sep/t5/lo-t5-2/pitt_llm_llm_perlayer.csv,<local data dir>/release/omni_final/omni_pitt_llm_perlayer.csv,0.0,29,0.0,29,0.0,29,29,AMD EPYC 9754 128-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-3,pitt_ans,pitt,pitt,ans,macfile,same_run,scores/leftovers_23sep/t5/lo-t5-3/pitt_ans__macfile_ans.csv,<local data dir>/release/omni_final/omni_pitt_ans_perlayer.csv,0.02520340953118938,1,0.02821085419723346,1,0.0202348142575775,1,29,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-3,pitt_ans,pitt,pitt,ans,podfile,same_run,scores/leftovers_23sep/t5/lo-t5-3/pitt_ans__podfile_ans.csv,<local data dir>/release/omni_final/omni_pitt_ans_perlayer.csv,0.000794265788454096,4,0.0011601073574829535,3,0.0012592456439444004,3,29,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-3,pitt_ans,pitt,pitt,ans,vrefit,same_run,scores/leftovers_23sep/t5/lo-t5-3/pitt_ans__vrefit_ans.csv,<local data dir>/release/omni_final/omni_pitt_ans_perlayer.csv,0.000794265788454096,4,0.0011601073574829535,3,0.0012592456439442998,3,29,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-3,pitt_ans,pitt,pitt,ans,exact_script,same_run,scores/leftovers_23sep/t5/lo-t5-3/pitt_ans_ans_perlayer.csv,<local data dir>/release/omni_final/omni_pitt_ans_perlayer.csv,0.000794265788454096,4,0.0011601073574829535,3,0.0012592456439444004,3,29,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,enc,macfile,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__macfile_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.08800927939683922,0,0.0773710574332977,0,0.04897983583255191,0,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,0.0
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,proj,macfile,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__macfile_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.11490503117297385,0,0.10522044189530433,0,0.03716461466264499,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,enc,podfile_ctHaswell,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctHaswell_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0005074670146441029,7,0.0011085271317829992,12,0.0010766093474088023,11,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,proj,podfile_ctHaswell,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctHaswell_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0003624764390314228,0,0.0015503875968992942,0,0.0006244100774285,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,enc,podfile_ctPrescott,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctPrescott_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0005799623024502765,6,0.0021627906976743327,8,0.0017921620023648027,7,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,proj,podfile_ctPrescott,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctPrescott_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,7.249528780628456e-05,0,0.0007751937984497026,0,0.0004859847774723938,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,enc,podfile_ctSandybridge,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctSandybridge_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.00065245759025645,3,0.0011085271317829992,6,0.0017827524651006926,1,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,proj,podfile_ctSandybridge,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctSandybridge_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.00043497172683770735,0,0.001162790697674554,0,7.481500534440438e-05,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,enc,podfile_ctSapphireRapids,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctSapphireRapids_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0005074670146441029,7,0.0011085271317829992,12,0.0010766093474088023,11,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,proj,podfile_ctSapphireRapids,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctSapphireRapids_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0003624764390314228,0,0.0015503875968992942,0,0.0006244100774285,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,enc,podfile_ctZen,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctZen_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0005074670146441029,7,0.0011085271317829992,12,0.0010766093474088023,11,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,proj,podfile_ctZen,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctZen_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0003624764390314228,0,0.0015503875968992942,0,0.0006244100774285,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,enc,podfile,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0005074670146441029,7,0.0011085271317829992,12,0.0010766093474088023,11,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,enc,podfile_f64,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_f64_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0010874293170942684,4,0.0017209302325581488,7,0.0019804503359459047,6,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,proj,podfile_f64,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_f64_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0002899811512250272,0,0.0007209302325581479,0,0.0003755526233104947,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,proj,podfile,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0003624764390314228,0,0.0015503875968992942,0,0.0006244100774285,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,enc,podfile_thr8,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_thr8_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0005074670146441029,7,0.0011085271317829992,12,0.0010766093474088023,11,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,proj,podfile_thr8,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_thr8_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0005799623024502765,0,0.0011085271317829992,0,0.00016158498881289896,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,enc,vrefit,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__vrefit_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0005074670146441029,7,0.0011085271317828882,12,0.0010766093474088023,11,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,proj,vrefit,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__vrefit_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0003624764390314228,0,0.0015503875968992942,0,0.0006244100774285,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,enc,exact_script,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj_encoder_perlayer.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0005074670146441029,7,0.0011085271317829992,12,0.0010766093474088023,11,32,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-4,edaic30_encproj,edaic30,edaic_first30,proj,exact_script,same_run,scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj_proj_perlayer.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0003624764390314228,0,0.0015503875968992942,0,0.0006244100774285,0,1,AMD EPYC 7713 64-Core Processor,Haswell,False,2.1.2,1.18.1,1.9.1,,,
lo-t5-5,edaic30_llm,edaic30,edaic_first30,llm,macfile,same_run,scores/leftovers_23sep/t5/lo-t5-5/edaic30_llm__macfile_llm.csv,<local data dir>/release/omni_final/omni_edaic_llm_perlayer.csv,0.11483253588516762,0,0.10558636946326322,0,0.056800576923026695,1,29,AMD EPYC 9965 192-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-5,edaic30_llm,edaic30,edaic_first30,llm,podfile,same_run,scores/leftovers_23sep/t5/lo-t5-5/edaic30_llm__podfile_llm.csv,<local data dir>/release/omni_final/omni_edaic_llm_perlayer.csv,0.0,29,0.0,29,0.0,29,29,AMD EPYC 9965 192-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-5,edaic30_llm,edaic30,edaic_first30,llm,vrefit,same_run,scores/leftovers_23sep/t5/lo-t5-5/edaic30_llm__vrefit_llm.csv,<local data dir>/release/omni_final/omni_edaic_llm_perlayer.csv,1.1102230246251565e-16,29,1.1102230246251565e-16,29,1.1102230246251565e-16,29,29,AMD EPYC 9965 192-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-5,edaic30_llm,edaic30,edaic_first30,llm,exact_script,same_run,scores/leftovers_23sep/t5/lo-t5-5/edaic30_llm_llm_perlayer.csv,<local data dir>/release/omni_final/omni_edaic_llm_perlayer.csv,0.0,29,0.0,29,0.0,29,29,AMD EPYC 9965 192-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-6,edaic30_ans,edaic30,edaic_first30,ans,macfile,same_run,scores/leftovers_23sep/t5/lo-t5-6/edaic30_ans__macfile_ans.csv,<local data dir>/release/omni_final/omni_edaic_ans_perlayer.csv,0.08133971291866038,1,0.08574703529261629,1,0.053242484185630296,1,29,AMD EPYC 9965 192-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-6,edaic30_ans,edaic30,edaic_first30,ans,podfile,same_run,scores/leftovers_23sep/t5/lo-t5-6/edaic30_ans__podfile_ans.csv,<local data dir>/release/omni_final/omni_edaic_ans_perlayer.csv,0.0,29,0.0,29,0.0,29,29,AMD EPYC 9965 192-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-6,edaic30_ans,edaic30,edaic_first30,ans,vrefit,same_run,scores/leftovers_23sep/t5/lo-t5-6/edaic30_ans__vrefit_ans.csv,<local data dir>/release/omni_final/omni_edaic_ans_perlayer.csv,1.1102230246251565e-16,29,1.1102230246251565e-16,29,1.1102230246251565e-16,29,29,AMD EPYC 9965 192-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-6,edaic30_ans,edaic30,edaic_first30,ans,exact_script,same_run,scores/leftovers_23sep/t5/lo-t5-6/edaic30_ans_ans_perlayer.csv,<local data dir>/release/omni_final/omni_edaic_ans_perlayer.csv,0.0,29,0.0,29,0.0,29,29,AMD EPYC 9965 192-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-7,adress2020_encproj,adress2020,adress2020,enc,macfile,other_extraction,scores/leftovers_23sep/t5/lo-t5-7/adress2020_encproj__macfile_enc.csv,<local data dir>/release/omni_final/omni_adress2020_encoder_perlayer.csv,0.056213017751479355,0,0.06515674260594928,0,0.0786481104890234,0,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6240959894806049,32.0,32.0
lo-t5-7,adress2020_encproj,adress2020,adress2020,proj,macfile,other_extraction,scores/leftovers_23sep/t5/lo-t5-7/adress2020_encproj__macfile_proj.csv,<local data dir>/release/omni_final/omni_adress2020_proj_perlayer.csv,0.05489809335963158,0,0.05743588680411438,0,0.030358569594486906,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-7,adress2020_encproj,adress2020,adress2020,enc,podfile,other_extraction,scores/leftovers_23sep/t5/lo-t5-7/adress2020_encproj__podfile_enc.csv,<local data dir>/release/omni_final/omni_adress2020_encoder_perlayer.csv,0.002876397107166251,1,0.0048958333333334325,5,0.004781677915345298,1,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6240959894806049,32.0,32.0
lo-t5-7,adress2020_encproj,adress2020,adress2020,proj,podfile,other_extraction,scores/leftovers_23sep/t5/lo-t5-7/adress2020_encproj__podfile_proj.csv,<local data dir>/release/omni_final/omni_adress2020_proj_perlayer.csv,0.0013149243918474385,0,0.0007291666666666696,0,0.0019159623687426963,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-7,adress2020_encproj,adress2020,adress2020,enc,vrefit,other_extraction,scores/leftovers_23sep/t5/lo-t5-7/adress2020_encproj__vrefit_enc.csv,<local data dir>/release/omni_final/omni_adress2020_encoder_perlayer.csv,0.002876397107166362,1,0.0048958333333334325,5,0.004781677915345298,1,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6240959894806049,32.0,32.0
lo-t5-7,adress2020_encproj,adress2020,adress2020,proj,vrefit,other_extraction,scores/leftovers_23sep/t5/lo-t5-7/adress2020_encproj__vrefit_proj.csv,<local data dir>/release/omni_final/omni_adress2020_proj_perlayer.csv,0.0013149243918473275,0,0.0007291666666666696,0,0.0019159623687426963,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-7,adress2020_encproj,adress2020,adress2020,enc,exact_script,other_extraction,scores/leftovers_23sep/t5/lo-t5-7/adress2020_encproj_encoder_perlayer.csv,<local data dir>/release/omni_final/omni_adress2020_encoder_perlayer.csv,0.002876397107166251,1,0.0048958333333334325,5,0.004781677915345298,1,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6240959894806049,32.0,32.0
lo-t5-7,adress2020_encproj,adress2020,adress2020,proj,exact_script,other_extraction,scores/leftovers_23sep/t5/lo-t5-7/adress2020_encproj_proj_perlayer.csv,<local data dir>/release/omni_final/omni_adress2020_proj_perlayer.csv,0.0013149243918474385,0,0.0007291666666666696,0,0.0019159623687426963,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-8,neurovoz_encproj,neurovoz,neurovoz,enc,macfile,other_extraction,scores/leftovers_23sep/t5/lo-t5-8/neurovoz_encproj__macfile_enc.csv,<local data dir>/release/omni_final/omni_neurovoz_encoder_perlayer.csv,0.0358820333028147,0,0.03906954264027074,0,0.058443396248665,0,32,AMD EPYC 9655P 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6950814953762633,32.0,32.0
lo-t5-8,neurovoz_encproj,neurovoz,neurovoz,proj,macfile,other_extraction,scores/leftovers_23sep/t5/lo-t5-8/neurovoz_encproj__macfile_proj.csv,<local data dir>/release/omni_final/omni_neurovoz_proj_perlayer.csv,0.012960605812484927,0,0.018259473884576383,0,0.001336487905975299,0,1,AMD EPYC 9655P 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-8,neurovoz_encproj,neurovoz,neurovoz,enc,podfile,other_extraction,scores/leftovers_23sep/t5/lo-t5-8/neurovoz_encproj__podfile_enc.csv,<local data dir>/release/omni_final/omni_neurovoz_encoder_perlayer.csv,0.001091732852970595,5,0.001120696802679788,1,0.0009525575099451067,4,32,AMD EPYC 9655P 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6950814953762633,32.0,32.0
lo-t5-8,neurovoz_encproj,neurovoz,neurovoz,proj,podfile,other_extraction,scores/leftovers_23sep/t5/lo-t5-8/neurovoz_encproj__podfile_proj.csv,<local data dir>/release/omni_final/omni_neurovoz_proj_perlayer.csv,4.962422059051619e-06,0,0.0007706287108795173,0,0.0007154152416138995,0,1,AMD EPYC 9655P 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-8,neurovoz_encproj,neurovoz,neurovoz,enc,vrefit,other_extraction,scores/leftovers_23sep/t5/lo-t5-8/neurovoz_encproj__vrefit_enc.csv,<local data dir>/release/omni_final/omni_neurovoz_encoder_perlayer.csv,0.001091732852970595,5,0.001120696802679788,1,0.0009525575099450095,4,32,AMD EPYC 9655P 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6950814953762633,32.0,32.0
lo-t5-8,neurovoz_encproj,neurovoz,neurovoz,proj,vrefit,other_extraction,scores/leftovers_23sep/t5/lo-t5-8/neurovoz_encproj__vrefit_proj.csv,<local data dir>/release/omni_final/omni_neurovoz_proj_perlayer.csv,4.962422059051619e-06,0,0.0007706287108794063,0,0.0007154152416138995,0,1,AMD EPYC 9655P 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-8,neurovoz_encproj,neurovoz,neurovoz,enc,exact_script,other_extraction,scores/leftovers_23sep/t5/lo-t5-8/neurovoz_encproj_encoder_perlayer.csv,<local data dir>/release/omni_final/omni_neurovoz_encoder_perlayer.csv,0.001091732852970595,5,0.001120696802679788,1,0.0009525575099451067,4,32,AMD EPYC 9655P 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.6950814953762633,32.0,32.0
lo-t5-8,neurovoz_encproj,neurovoz,neurovoz,proj,exact_script,other_extraction,scores/leftovers_23sep/t5/lo-t5-8/neurovoz_encproj_proj_perlayer.csv,<local data dir>/release/omni_final/omni_neurovoz_proj_perlayer.csv,4.962422059051619e-06,0,0.0007706287108795173,0,0.0007154152416138995,0,1,AMD EPYC 9655P 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-9,edaic30_encproj,edaic30,edaic_first30,enc,macfile,same_run,scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__macfile_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.08793678410903288,0,0.0774098919658271,0,0.04897983583255191,0,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,0.0
lo-t5-9,edaic30_encproj,edaic30,edaic_first30,proj,macfile,same_run,scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__macfile_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.11483253588516762,0,0.10558636946326322,0,0.035197489036908,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
lo-t5-9,edaic30_encproj,edaic30,edaic_first30,enc,podfile_ctHaswell,same_run,scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_ctHaswell_enc.csv,<local data dir>/release/omni_final/omni_edaic_encoder_perlayer.csv,0.0005074670146441029,7,0.0011085271317829992,12,0.0010766093474088023,11,32,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,0.662026968247064,2.0,2.0
lo-t5-9,edaic30_encproj,edaic30,edaic_first30,proj,podfile_ctHaswell,same_run,scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_ctHaswell_proj.csv,<local data dir>/release/omni_final/omni_edaic_proj_perlayer.csv,0.0003624764390314228,0,0.0015503875968992942,0,0.0006244100774285,0,1,AMD EPYC 9654 96-Core Processor,SkylakeX,True,2.1.2,1.18.1,1.9.1,,,
