idx,pid,start,end,name,sha256
2705,419,432.2,449.0,conflict_419_c002705.wav,7b0faa48fb4dd248916c9654b7780e4184753f9e8a2942dcc3718de69fb9c666
2710,419,655.3,673.3,conflict_419_c002710.wav,cdf4dcbf7f71b377cc24ac1e7cb2632b9c07ec68904e9138cbc37f074dfb7efd
2715,419,799.5,825.7,conflict_419_c002715.wav,7c08f705792bf671c1faa2402561c8056de7f637e753cb4a153b6392738e8a4d
2726,420,401.9,417.6,conflict_420_c002726.wav,5b916ed85184ff2af232abf83491f6dff2a50a4a0e8d2f30d22f7c4f3205fb17
2727,420,427.9,482.7,conflict_420_c002727.wav,201c31c3a78825446e47646162c5b76499e717629df47fa7358159038dceda57
2728,420,502.5,530.2,conflict_420_c002728.wav,8e46ec20a898b6d167afbd9b39a470c1140c2a1c1dd3944bd2078a986ee7bbbd
2809,423,365.3,392.3,conflict_423_c002809.wav,cd4580c2ecc0091a8fd91511a5114066187c1e03818c1a3055bc3dac35dd9ccc
2817,423,691.6,729.2,conflict_423_c002817.wav,3b82947dd1c5dec8e994885ecd81862f026c9488c0ff41519a2fffac0f419c11
2818,423,735.3,759.8,conflict_423_c002818.wav,0c0045308887ff42db77e9d2eeca8d5f888729b6856c58d9d4daaf8d5781f33d
2834,424,366.7,380.9,conflict_424_c002834.wav,53b55571343e60e841d5bcd9c1e64b6329d8ae7c89dea291b95884d513e2721e
2844,424,835.9,866.2,conflict_424_c002844.wav,4111e153bf87fc2614e910e285b58e65ff4b4c8b2a53909b34fb8e4039b9e037
2845,424,867.2,907.0,conflict_424_c002845.wav,20630de29605b29fb48fd0324ed6eee068279b799cf72dc212dd7a4d6d696c99
2892,426,430.4,451.5,conflict_426_c002892.wav,d752e813b6fd8be81ba9a0806db7869adc975538cd194f6c46fc055d3be15e95
2897,426,618.9,683.0,conflict_426_c002897.wav,dfc0cc3b2f9461bc76b99f34cb1adf15b77b380d3cf2c88f5cd2f93312ace0bf
2898,426,694.6,737.4,conflict_426_c002898.wav,1464e8d300c27c275063b272ce7aea7da1ea7e9cce357e7faca3212ee7329c83
2900,426,772.0,810.3,conflict_426_c002900.wav,c11159d7e14e6222cc58a720caf2b1dbca460283238be8f9bc7f600e083c5be5
2943,429,358.5,387.5,conflict_429_c002943.wav,4099c6c24102b2a395ee7b62947ab8b30dd88f2c2457eeff5e65df93cdd07c62
2946,429,460.1,489.9,conflict_429_c002946.wav,206446db21970949cb4749439415def24cd6016780a2af23500edad7ab6f53db
2959,430,116.4,148.2,conflict_430_c002959.wav,f3fd3143b40e2d7a6310ff97f310b72d29e8e2a62cc078ce57fbe6ed8c454e66
2965,430,317.0,363.0,conflict_430_c002965.wav,8b02e347a69c97814f5b3006250f10d1b7e2f76e66c153b2c97dbf6f45a03a82
2967,430,413.6,431.6,conflict_430_c002967.wav,3554bc7ed27d6dcec97882c00d9f6e07c99d258cb5e16080f08c82cc5478f2b2
2972,430,557.2,581.1,conflict_430_c002972.wav,f19d17335dba4e3ece0b14bbc8f1b78eece7165edbcdd9822a9a53444098b802
2975,430,660.2,707.3,conflict_430_c002975.wav,cb7503c8050ec4f2967bd490a2baa1eabac6e56e8f055386caf5347b0e9e95a6
2992,431,709.9,726.8,conflict_431_c002992.wav,9fe6b7e413ffa1dadf4a1e8cdf7556a793ce8d07a1326891864fb6f81916e726
2993,431,728.1,757.2,conflict_431_c002993.wav,9dec61ecaeea75ea1ca888468df58081f58a8e8a0a6eb60d0c73f140843831c6
3002,432,396.0,439.2,conflict_432_c003002.wav,1ec083730510744c45f01451f1d24a44ea9e97df7d071210d2d54934e204d25d
3045,434,469.0,523.3,conflict_434_c003045.wav,3375ac527ceac8bee0b693d4a0dda19c77b5da2817fd815c5c27692393e47883
3046,434,525.4,556.1,conflict_434_c003046.wav,ea53fa2624462d135acfd18ca22286fc347fd0840cceb9e40fed50f1ee505e8f
3050,434,688.2,724.5,conflict_434_c003050.wav,e160c76137dd0f9aee31b9377e4be893d3ac0017400fd034174f4a21d0773426
3060,434,1088.9,1123.2,conflict_434_c003060.wav,17bfbada66292b6ac86d71d79e75f050d6712404b5e069309f0d06f943020d2f
3105,436,564.8,589.7,conflict_436_c003105.wav,88ce1dd8ed1ac29f1307fc70e4448ab7a072b6c648343d0e1c038215221fdc12
3113,437,263.1,314.1,conflict_437_c003113.wav,dd46fa47cc9e21146e9e3250d7fe7fd035603c090e8cb345da05f61974a06dec
3122,437,624.6,645.0,conflict_437_c003122.wav,e7fc6ababbd6709647411d93ce8819ad56c0e32b6caaf9b53f2ef1e86651c837
3148,438,970.5,1003.0,conflict_438_c003148.wav,1b10e26d114a2acd8252983c2be64b552ba424c0948010187d70034fdded340a
3149,438,1075.9,1099.9,conflict_438_c003149.wav,051b1c84cc681e6954c88618504810b0bd3b670ec28c196f52967bf9e9026a14
3170,439,663.4,682.7,conflict_439_c003170.wav,e622b76940d85f3d1a1c0920def28df5052c478db023f50c2b7d029f5e55b158
3174,439,787.5,864.4,conflict_439_c003174.wav,08b06bd8218828f3bee9ba4c325b408d82f6b923795dcba3c5852dbb4a37e4be
3182,440,52.9,90.6,conflict_440_c003182.wav,fabcbfc67e01b6ea3156955099a32f6b98329f3d620d9f942ce0e03c7efa8dee
3184,440,147.8,172.2,conflict_440_c003184.wav,ad860a6446398d01217bb9dbfb9c11d1398e42d52179f9cb45be5a49931cf789
3187,440,252.6,283.8,conflict_440_c003187.wav,0558ea79ace82c4a41f47caf8d4264d454030b053c6d845ca9501147597d3dc6
3207,440,1018.3,1081.5,conflict_440_c003207.wav,f23fdb185e4bcfe48a68eaced48ff33011a4f9c7631737d29a822ae943996fd3
3208,440,1083.0,1104.3,conflict_440_c003208.wav,f7efcf28fc08829c40982fe0cd8f75560a27274800d65e1b0648d98d466e9c0a
3216,441,108.3,136.4,conflict_441_c003216.wav,6a2f74f5b1a45ae3f7c1bc38c5e1bd626631b83f4aa48a3d191332c67a286850
3217,441,147.2,196.2,conflict_441_c003217.wav,dc37e6589e74362230631852bc335220d00adcfa0af65cf09baf252a4516da72
3232,441,724.4,732.4,conflict_441_c003232.wav,1e24c4e1805c7bc57b1ad141aa44126cca8eeab2103600f514388fa2b02cd541
3268,443,493.6,553.2,conflict_443_c003268.wav,33c7a4377fb083446f2d75d7a4d3082262773811312403334b211936a18120b1
3308,445,342.9,365.4,conflict_445_c003308.wav,566decb8311d9f7a8b584b164cf0016486201efe2cb38a5d033f9948f9092c48
3314,445,509.8,534.0,conflict_445_c003314.wav,2e828515c879f1899f4b2f8bf399f2c9a5ac36938c5ee79b87823ede8240853f
3318,445,632.6,663.0,conflict_445_c003318.wav,afcd90f30b609ad34dbd027938d7e267a29ecb0fb63ae44d0b33a3b999788e27
3330,446,455.1,484.4,conflict_446_c003330.wav,b6f16acdb480bc02bc51e3aba8c51fc8f514b53868e6a225e2aa3974e9f498bd
3345,447,86.7,123.6,conflict_447_c003345.wav,340caa858c51c3d9fa2120658f794796a68e3a853e4f83bd7cb7fabf31dfdb7d
3355,447,457.7,486.4,conflict_447_c003355.wav,e8d067b8d590e264eac06ef15fe0973dd0e35e8b5fe4621d17e6652a8fd1d2d5
3356,447,487.9,502.9,conflict_447_c003356.wav,1ae5d935d42c55bd8666740874a6432e44f76c0b63ff1324f1f585b30795acf2
3357,447,507.5,523.7,conflict_447_c003357.wav,06b4917fc353dc98e856854d85f5fbdd335ec496b0fd662bef39310f5aba98a4
3363,447,721.1,735.6,conflict_447_c003363.wav,aa09e670122b05754f8a290af9a4a59fee75f7ebe4124c8246565522933fd815
3365,448,18.8,77.1,conflict_448_c003365.wav,2e38137e7faf50f50d49274c4b4edfb2a1227388f9916e34a9d056787b924cef
3366,448,80.7,114.9,conflict_448_c003366.wav,92e31c15452b8863e63779ed2e0dd6ec9dc91940ba36276146b514ed9e24c0fb
3369,448,182.4,213.7,conflict_448_c003369.wav,6b24ead3c4dca85c9148bedfc3c08fe1a36fc81b308c3a51d90ab9d9413de2a0
3374,448,367.3,385.2,conflict_448_c003374.wav,ff3847b0c2707c6b5d06faf6bed3fb201d9cdaaf2e78543a91f0244e729da0f7
3378,448,458.8,514.5,conflict_448_c003378.wav,e0b4c9857a4f85d0390f820d13369340e077c60c52780b0ecba232cab7d723c6
3388,448,802.6,830.6,conflict_448_c003388.wav,93fd38d9921f28c4f5edcccc400423093218760222fc9b73336460e97e232a3a
3395,448,1021.3,1059.7,conflict_448_c003395.wav,02af1e57f79df70acb62438b21c10e9bb806c5303148bc6bb0ea61c529941771
3397,448,1131.2,1165.6,conflict_448_c003397.wav,4a00e6a1aa90aac09d3de6a0eed861c9a72bfe0c8b4aa001b60d55f9f9979cda
3413,449,558.4,605.6,conflict_449_c003413.wav,454f8fbfa12441c1bacde3d98089455030efc6111c11843ce3327180cb8726a7
3457,451,108.0,140.6,conflict_451_c003457.wav,8a48486b4dd76c9a99efa4955587fcf9f0b7c9b13c8ea52d7526ae808c636869
3469,451,569.1,586.5,conflict_451_c003469.wav,5f36a4c86e6647f4a643a2274969384aa5c5e0486fe2062f8e1090674d098569
3471,451,651.6,673.6,conflict_451_c003471.wav,cd13ce27af567424eadd2fea31f8cfec4d696f03a327aae222dca370d21241a8
3474,451,726.0,758.1,conflict_451_c003474.wav,da484056bfafb1fde5d44bfc5d7ad3c3ac57b96bd5051b545f0154d9738ef944
3475,451,760.2,819.7,conflict_451_c003475.wav,2bf376b515d9f6c923aaad290e805d4c634b44df44deb9440ef9bff906d60cbb
3477,451,847.5,868.7,conflict_451_c003477.wav,240db8c1c39270ff2ffd02815dde8629b45d4eada78938207ad0195cdb910d09
3490,452,331.0,366.1,conflict_452_c003490.wav,be8ba9b0a37d2c00ba4cc116a452d89a38179e2f5d334b639961122882d63a16
3491,452,368.2,394.7,conflict_452_c003491.wav,4695f439c6a95e06d642b3ddcbf716655afb1f2ad016d16d1c5858af455e1564
3495,452,586.0,623.3,conflict_452_c003495.wav,404b51c331ea45e1bb848dfc362b95741b94afba26b5b09ac41666d867183595
3496,452,625.7,660.6,conflict_452_c003496.wav,ed470bb218f997fa8697f3c1c2780c28434359535afbafd8bf796f91a1c1679f
3532,454,410.3,433.4,conflict_454_c003532.wav,d5916c6865453c6c1f82e2914dd7b0052e11ba9085b2ac0e6fd3fab61091d92d
3533,454,459.5,480.7,conflict_454_c003533.wav,142e7ada4fb117b12155f08c6e9908538f7d72b95fb11cc2775f3a8628284d14
3538,454,722.9,793.8,conflict_454_c003538.wav,8626e3e982bc22e2ebf97c0b25080985f287ccc3f09d8b409a2bab5e2d1d6f0e
3585,457,157.2,191.5,conflict_457_c003585.wav,3fb06ebd6eaa31aea277c9e396c55965d85712a70bf1c69a38e735874e449ce9
3590,457,377.0,392.6,conflict_457_c003590.wav,42f98ef245dbe33ed3a8ccc9504a22305463ebe5e74e4f4db3ecddc987d5b0f6
3591,457,412.2,439.1,conflict_457_c003591.wav,d5dd10a356195048614beaee3b66d872d586807e2e51b5858cbc6c4d59e96f60
3593,457,458.9,479.1,conflict_457_c003593.wav,71c28ccd075844c9ef0a83351ced690df0f91d9f0b38b471baaa3c8e01c6a27d
3654,461,90.5,157.6,conflict_461_c003654.wav,6a0e8b90ba2dc3fced371b410fc24df463d072eea750644afbe513b2b97a6da9
3661,461,429.0,449.9,conflict_461_c003661.wav,298bea063e9d725c3e5517a26d56656d583403f8494cda3975fce468c9e10220
3668,461,678.8,709.0,conflict_461_c003668.wav,60c7e90d5356fd61c064494ab2670de5f0de8586d46c17612e324ee8ec8a2021
3670,461,748.4,799.5,conflict_461_c003670.wav,e381ebabd3d01a09d765cbdbd65e3244d9f488df28046390d4b56d9db93f94a4
3708,463,377.8,399.7,conflict_463_c003708.wav,b310aae6e7057e73a91f5616711d9b5483afc33f4d174d1f10d88962e2f79c80
3710,463,446.3,466.7,conflict_463_c003710.wav,f5ee0c77fb9fda669d02b369afdc85c031a846796f2d2648b50f70e48774c13e
3726,464,332.3,359.3,conflict_464_c003726.wav,1ea1ff7ea60e157e3ffaff21b84cde1df9f40db9e3c5ee1a2bf7466fd20b7c07
3731,464,511.8,541.2,conflict_464_c003731.wav,fbbb37e6512c6074c53ddc5def45ec6df9c7d6293aa8abea4ba3d0d9eb89621c
3741,464,866.1,893.5,conflict_464_c003741.wav,6d188db1369c847fdb4b50cf4a48f334b3821125126707e974d61c81e87d233f
3755,465,479.7,504.0,conflict_465_c003755.wav,8c9a0f703fc2572f2a3c6d75cca7813abbb29753f113001f030d346653a55c27
3761,465,692.9,708.8,conflict_465_c003761.wav,07a78e55536e5a668f243691c40f527f288f87a9a0547d6c7f0f7a44a81ead85
3766,465,847.1,868.5,conflict_465_c003766.wav,0830aca29cca76efef8fae78f1549b97bb9668993fbb9166029aeceb01eb4446
3767,465,878.0,894.5,conflict_465_c003767.wav,33b60517180fe96a6496ebce1919853e4c488339923a27fba9648dcb890e655d
3768,465,897.5,923.4,conflict_465_c003768.wav,35c23173d3eb002245095f1db582c273512800d7ed4613b0400465fbb360018d
3771,465,978.8,1027.2,conflict_465_c003771.wav,84ab262f06b5f3e82cbf0f29501179c9ceacd03e531a91ebd77a399b6743991b
3828,467,710.8,731.1,conflict_467_c003828.wav,be9cab68dc0dc6b00c0ba9c7ded85ce301a32650901d268f5bac041483031152
3830,467,762.6,793.1,conflict_467_c003830.wav,d4c2ad7f9a802dd9ae300eba8e9eecf6e19d94123c4ac3fac5b6417d504fcc48
3835,468,80.2,101.3,conflict_468_c003835.wav,0d46abde5fedfd5077dd29efde712c22171029fd083de64d174398c43a740a2c
3844,468,391.3,420.4,conflict_468_c003844.wav,ee3d96470b265cb5eaf1a30415e79d763baa38cf9bf9aee40a6fa8c2ae81c04f
3845,468,421.8,451.8,conflict_468_c003845.wav,a7600706ef11a9af4d9e56db08a4ace4380745c3c8b48c25e7d0b3ea61422d88
3865,469,169.2,203.9,conflict_469_c003865.wav,7a59a79e1e1548747ba1966a132d6c2013348e00bbb27d2b1e5372105bd944f2
3873,469,406.2,424.3,conflict_469_c003873.wav,db6b0e0d31aee5f5e1e44539d63e475cada5e563fabee2b8f6f7e817e1317a84
3874,469,429.8,449.8,conflict_469_c003874.wav,2ac11b823cc496240ad4523706c392f93bc173754c604891e86535bb03268da9
3878,469,543.6,584.6,conflict_469_c003878.wav,241d5919f39c30103e1b656fb8b7654a21099584535584fa6fabe2d7acf87e48
3882,469,659.4,688.3,conflict_469_c003882.wav,9f14d1d2dc71617e446ab2cc7e61cbcf3808298a9e12ebbb9c4f44d067651909
3883,469,694.4,739.8,conflict_469_c003883.wav,729dc59af3907d0109de3c9955c5fa15f977b80a9570d46222ba0ed4c7925020
3896,470,101.7,132.2,conflict_470_c003896.wav,e605b904899ca715211abe9e8b2772c5805fee6d5c2669f5dc4ac4a75bbe1d11
3901,470,326.0,363.4,conflict_470_c003901.wav,a3017ab92eb64e99fa4ead894e031e21a603f56330c59cc20f3601d077b1f2ca
3907,470,537.8,591.3,conflict_470_c003907.wav,d0dafc4b952412652908283ed5899adda012d2c3c98a12957eaed9e08cec6d2b
3911,470,704.5,725.0,conflict_470_c003911.wav,5b5402c9a22d9853810dcd319710c2996bad8df25001a550ccba3b2e45b1b948
3914,470,816.0,842.7,conflict_470_c003914.wav,549144a0de9b7266e3fd3fde0affb53d0d4597416ee690ddf097b7132bb192a4
3927,471,518.3,547.3,conflict_471_c003927.wav,f533ffd734e3a075f9a72c286e23a6a73cc6ef198a3356d2449f8b8adde8fc29
3929,471,586.3,604.3,conflict_471_c003929.wav,202299abdc86818f82671483c9faf00ce2f0f257c50feea6c1b53fb06c8c79f5
3932,471,760.5,792.7,conflict_471_c003932.wav,b5a47f1edd74a45bb0f19457fc870a501e5e66e5312769decc233208c939d22b
3942,472,337.9,376.1,conflict_472_c003942.wav,936c6ebb220893236bea290c1b4c88b5c72064fba6a589152b9e9086c89d2cb9
3944,472,416.8,446.3,conflict_472_c003944.wav,06100efc51951f55e2a19cedb205b4e9c2dbc24adf46bf0edeb58ba8907ffefe
3946,472,517.8,566.4,conflict_472_c003946.wav,a09f5d0abbc9c7ff77066ba2e067b72a418361923f116b3d58d1ee47019fff58
3970,474,295.1,312.3,conflict_474_c003970.wav,08c4368e369e08b734206ce2233d13710875ac14a90ceef7ed78adf95ba1c784
3971,474,316.0,332.9,conflict_474_c003971.wav,69a665e75c43c0d10a1352b1691cb470faa66db3ae4120d2d4d575550118fbdf
3972,474,349.1,420.2,conflict_474_c003972.wav,668443975b062f38625662f0af18c4762855b684e9b0dfda17df01f982b82e46
3974,474,477.1,514.5,conflict_474_c003974.wav,7f5831fa0affeb0ecaa27e41c6c0b0fdc614990e8d14b144e8759cfb994f3be3
3978,474,604.3,635.1,conflict_474_c003978.wav,777cd7214f0cf937e64ea8036d4a00451946d9201bef71400a343ded37121fb7
3996,476,93.4,121.2,conflict_476_c003996.wav,4ef1846d13c40d2dc65b9f3bed98ac9c97bad97028f416f03887c510468b1b86
4000,476,246.3,313.9,conflict_476_c004000.wav,c8ddcbab390958f75bdb6ea879a196d8a8abb5bc85c7d8bcd39783209fb609b6
4005,476,469.7,488.7,conflict_476_c004005.wav,ad333e5e097891cdbb230d05c6692e8f5f8482ac75e8701fce7a79b6196dd4e9
4026,477,756.9,800.6,conflict_477_c004026.wav,28fef2a46baef2241b7351fe32a2999652006374dce3869d73c4e78959f57a44
4028,477,830.5,864.3,conflict_477_c004028.wav,8c8960d5c9eaebfaf8ee249a7fce2e2915227fd5d6a635524154fd6d04ace894
4033,477,992.2,1012.0,conflict_477_c004033.wav,de57058a2b0cbbba6a833fc6b827864b6a6a07141f30d741c3de4e520fb171ce
4034,477,1014.9,1060.3,conflict_477_c004034.wav,19fce060bfd3276ae0936737809b9321d3eb0e833942b78e05b962039f01149a
4035,477,1062.2,1084.4,conflict_477_c004035.wav,e6acb3ab1e629a602d4230e6c8eefd3f577ec58f20cdebd3a41b96ad11d17ad8
4044,478,313.2,349.6,conflict_478_c004044.wav,6faaf30f82f4884bc9445fe5a0063630a17ca0e4b7f722f3d312242c9cdde620
4055,478,713.3,729.1,conflict_478_c004055.wav,d9e58b05b62a032fce3b0196518d4e538f1a36968f24e7609fd7192c16a0f23b
4058,478,796.2,846.5,conflict_478_c004058.wav,845c7daaa7a546f61a0f3c582c614dd077867bcaa3a0f777342cb418c3fe300a
4083,480,341.6,380.3,conflict_480_c004083.wav,c8500a64beb8391a18329dc7d3b5152b837e0ba08f38da7508614041541576bd
4093,480,712.1,739.4,conflict_480_c004093.wav,510b9d6825179636f73e627015fba2636051723876fc8a67ad2eddc962449262
4143,482,516.1,560.2,conflict_482_c004143.wav,8c9144e766c57781eab84ae705b4eeb5bfc3cab212abfb988fad3849a997cb80
4226,485,339.3,352.7,conflict_485_c004226.wav,2052b7733e47657d747aabf771917b31d4dbae2056f6a8b5429030490466a042
4237,486,241.7,262.5,conflict_486_c004237.wav,13d51f352e58c0c3e7ffb42ab2b50e91884dcfbe70d19f599512beafc46e5edd
4262,487,513.6,551.8,conflict_487_c004262.wav,6c7bf80de64f2232011f5e49dab236c6b8dc33fad2f6121c254911826cd49bf5
4281,488,285.4,312.5,conflict_488_c004281.wav,4852a83e58b54f38a49ce965f8a5edd524a96119a77e114453c8813e92f5c35a
4282,488,317.8,331.9,conflict_488_c004282.wav,2d6f8738fbf9f917cb6503964c4073879169a3c492d4675b0c383957fe138934
4283,488,363.0,385.8,conflict_488_c004283.wav,ab2709f38ac90e084daa9f668a00815a3893a5fd0cdb640f515d06ae9b83e9c4
4284,488,406.9,418.1,conflict_488_c004284.wav,38b892180009c718dd0162c32ffc49686d7cc0303201464777ee57709eb3c9bd
4293,488,680.5,716.4,conflict_488_c004293.wav,640137fd51e1a78ad3a36b7a663c6a46abfa334d1adf94861283d7bd24362507
4294,488,717.6,752.2,conflict_488_c004294.wav,bca6ae2e39d05c71177ad60dd3e3e440350ca67efe619154cc920dae17b4b43c
4295,488,758.4,777.0,conflict_488_c004295.wav,696005b2573c5cef29ba6f94c0e744adb7c4734d9aa74169c908ccf3b363a64e
4304,489,326.3,364.0,conflict_489_c004304.wav,f8e02cf679bed48316b52bfbe082748f04524f8e5f5dbf54c12f01cf9d7ecf18
4351,492,188.7,218.4,conflict_492_c004351.wav,25afe47441092ac6ce5e6af26485ec3a7120a60bbc4f8505d2b71df01b1f8dd3
4422,603,671.0,711.7,conflict_603_c004422.wav,6a361ffbb5fdc949a56a25b4b92415776acc5970d8812962758bdbabafff64b3
4430,603,910.2,937.5,conflict_603_c004430.wav,bee36f447aa8b2c64749b1fe99a7ab83ee7213844a846a06114ca77064aff552
4434,603,1047.6,1061.8,conflict_603_c004434.wav,fc5223daeff93c04daa3f0b8bbe2c355faf943dc610aef2cc08c33399c7c6e57
4435,603,1068.0,1100.2,conflict_603_c004435.wav,48b0ec2ed26356f37f355ec2881d01964e5a8cbf27285e6c317c97be21bc58ff
4438,603,1168.6,1200.0,conflict_603_c004438.wav,73ebb2592090836ed70a3e8e893c791e670298bb4719dec0c2b80fb4b83812d2
4454,605,162.6,174.0,conflict_605_c004454.wav,7d36a6150a6a612f70782e7a209a25c78abcfdcb97622835cea6f694b165bc20
4488,608,238.3,277.6,conflict_608_c004488.wav,b1f28e596cf0fda1afc542f18c7c21d2d43d6bac689e0b18db06baf3d128e7e4
4498,608,667.0,684.0,conflict_608_c004498.wav,58fe0613031fd6ab6d38bb79ce59bf2d6997cee2e1bd8fb173a2d062f4bdf0ab
4506,608,898.1,913.1,conflict_608_c004506.wav,67f5e97f5e0c21a2b0379306da2f2d8605e4dbb16362c6ac5fc1eca3138c88b7
4508,608,939.2,953.0,conflict_608_c004508.wav,1705dc62471cc8a59e113733dfcd45543eab226ad27bba022bb01d88e8242c39
4509,608,955.8,987.0,conflict_608_c004509.wav,c6012a31b764ee2fdfdc9737b9414a5032690961e1702df66a94fd6c524086fd
4510,608,1003.9,1027.4,conflict_608_c004510.wav,0273d26114cde897e8d89956dacb403cc60bcda528e57a107c4eb2f3c721ce2d
4511,608,1029.6,1047.2,conflict_608_c004511.wav,ecda4b80d1301d3aa63832703a85bf770b44744b2881ab845fcf0b2109c9ba23
4531,609,526.6,554.3,conflict_609_c004531.wav,fd547827d4f2aa8a7ac64ef0b60156151d8faccb2d49b0645bbd3dcfbd1add87
4532,609,567.0,603.0,conflict_609_c004532.wav,5d63822e45b1f2283a14fe323e5927488fa76d030235b36e91cc136ec938ba44
4533,609,604.0,647.2,conflict_609_c004533.wav,44ef610d1d3df4093d578f9ca6c05022a4ad83b9dbc638cc59e8837315ef5dcd
4534,609,666.9,687.8,conflict_609_c004534.wav,45e4f579380927b9fc003c4cb4e075cc4497eea0bf9a80fa13f0bde02628a9c1
4554,612,53.5,109.7,conflict_612_c004554.wav,d9160e0c16a6246b30861d8c51f568420f135a313687011f9e0e4fef47838792
4562,612,430.8,463.3,conflict_612_c004562.wav,fe90b57f8497b03eec4ffc19f839f7c91dac211d8673101780b14c09895911f8
4587,615,578.0,615.7,conflict_615_c004587.wav,5687804d7b6ec68da7f1080707835b93163fe5f97e587066f1785db3573362df
4594,615,892.5,914.8,conflict_615_c004594.wav,419c5e6696660dcca3e9d2396d2cb71721931acc757bec0e9c17a6c94a92b6ff
4598,615,987.7,1007.4,conflict_615_c004598.wav,1e3a664b9cb2825d1606635606b730c9cf67e346075c4e3dc243038598310e01
4599,615,1009.3,1019.2,conflict_615_c004599.wav,13731d5bbdeb60e6f9c54555a18385cfe0ebdd9ba24bd16b81c9a0be5359529d
4678,620,128.0,141.5,conflict_620_c004678.wav,cff5843cc225b85759e1b29f4c0d8af050577f76e8d2b8c53788a1dba49fb952
4706,622,411.0,431.3,conflict_622_c004706.wav,af58ef507182fd3dae41f8bd5401ee50b62aaee1b4aa1131041189de73dd6710
4751,624,240.8,280.5,conflict_624_c004751.wav,44321d51274574b5896d3296168bd4a33d6894f016601943ebb9ff08d06c57d8
4757,624,509.2,547.3,conflict_624_c004757.wav,2ab67dec495ce9fd099b4c63a8f3271583dffe6edd0051a73b3e3072f08ddd39
4762,624,700.1,722.5,conflict_624_c004762.wav,d70a11de8956299bb975740e44cee152184ea05d70274cbb43ed5db6b4b3e5ee
4777,625,568.6,590.9,conflict_625_c004777.wav,78522d16a6babf4bfa26e3266429a95f4338c275720dea4201937116b0adc97a
4778,625,592.4,633.1,conflict_625_c004778.wav,ffce78169fb1fb6c567742dd570efc2af8ee57cc9bc70ffb37c95caad340466f
4779,625,651.3,673.2,conflict_625_c004779.wav,3714c950e532d87afc455942e1ba41ece30c510973f27af603a044994e236a86
4811,627,548.6,595.4,conflict_627_c004811.wav,b39c5fd93cdcffc2f9ef8db7d116d817c916ea9b8e2bf5c0052efb0d53378a9c
4815,627,731.8,753.3,conflict_627_c004815.wav,3483fb2d66c9ac5ed4f3ed99502bb770091370d042b9d4d4f01a54ddf1932e8a
4824,627,1050.4,1079.6,conflict_627_c004824.wav,bd0f039af77c7ae7919fe4c0d9926a0b7abca9d31f06adaca18998db0a6cae33
4825,627,1085.1,1109.9,conflict_627_c004825.wav,d7d795891a153822e9abd02e33403bd713b0308934602f77029e293b296b9ab0
4846,628,548.6,591.7,conflict_628_c004846.wav,fdc49dd660eafae44f4243210360e729e0d0ac5c64cb96486a602d346f9ce49d
4849,628,671.4,694.3,conflict_628_c004849.wav,586194d9fa3ff6935955a7b2848197d87d936aedf0ecd36cd54233d8df2fce0a
4877,629,643.4,669.3,conflict_629_c004877.wav,25420b10d9fcfc953e3f8d6eca7763d1402dd1b35e7f7bef169598c75ef46ad8
4906,632,208.8,236.8,conflict_632_c004906.wav,ed06086237605800dc84ea3c8615e764a41752dd86639f7422f40d10dc56fba2
4919,632,659.6,679.4,conflict_632_c004919.wav,89b5ea795945e8cc67a49eefb547f159b0902da881a555dd4a4a0b408edc1c05
4920,632,690.2,712.0,conflict_632_c004920.wav,21e9445a4d1bd12d4b319182145c1d325f6538b0371432ebc29dc0aa9f19a5f7
4923,632,808.6,841.0,conflict_632_c004923.wav,133ff0adeff287fd52b9071710b8ab9bfd2cb7b86eb49d8bb2091e1159214f69
4970,634,163.8,171.9,conflict_634_c004970.wav,44bc3bced05e936576668d18cffc03352c832d42bea17bd5a7dc7b70d93c3de4
4977,634,414.5,441.1,conflict_634_c004977.wav,a121eb2cbbbcd8b858956f5362b6e2ee4b602324bccdc35a4ea72f5c1f10b319
4995,636,147.2,195.1,conflict_636_c004995.wav,4d320fef2bbaa30642baef24782a0d0e7237f51e4882ac23490ecdd99bf3c984
4997,636,234.0,284.8,conflict_636_c004997.wav,6da039329ea91c0a11caaf8286adc194f7720cad144a0f2ec110c8f061fe20d4
4999,636,319.2,348.5,conflict_636_c004999.wav,6e67828adddfd3173123952ddbaf5d88c258cbb3fc68e0f3988352fd2115ceb6
5031,636,1479.9,1502.3,conflict_636_c005031.wav,2b4a28fab0bcc7dc5991010e632a6265e1d38e17917e585a36af17bd5967b9c8
5034,636,1554.7,1583.4,conflict_636_c005034.wav,bc19e441de7cc5a344109c8dece56ac6431363a115a89d7044409cb896bedfa7
5040,637,234.0,291.5,conflict_637_c005040.wav,16b4a72245c9e7ccdf9dfe1b8c4ffd2be8cbd4963cf6f1b6292667b784aea0b1
5044,637,459.9,498.3,conflict_637_c005044.wav,aac63ba86b0b5ac5231e4a95d683a6fbb84ab65b9f3259cc245ed9a2c415b796
5045,637,499.1,510.3,conflict_637_c005045.wav,f583ba2070f72497a760c489a98d83fc2f70a7f7284ea4aa75025cde97bd8646
5057,637,1033.4,1048.5,conflict_637_c005057.wav,a68416701fa909e6a06b1ec5212c0d35d1cb892c37ce509ca7ede83f3a1fda5b
5058,637,1089.1,1169.8,conflict_637_c005058.wav,fdeced7d4c5dd38c8d3a9463c9505b44df64248665ef333630b36032a86498f2
