status,order_group,line,paper_value,file_value,file_path,triage,triage_reason,triage_recomputed,method_constant,kind,section,item_id,reason,context,tex_line_text
UNMATCHED,added_23sep,160,30,,,,,,no,integer,Conflict Test Results,L160_33,count 30 not found as n or n_spk in index rows for (no dataset),\begintable[t] \setlength\tabcolsep4pt \caption Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it.,"\caption{\small Zero-shot AUC on 30\,s segments whose words conflict with the diagnosis and on segments whose words agree with it. Depression, E-DAIC \cite{daic}: 483 conflict segments paired with agreement segments of the same speakers (311 distinct), 138 speakers. Alzheimer's, Pitt \cite{pitt}: unpaired arms of 146 and 322 segments from 100 and 175 speakers. Intervals per cell are in the release.}"
MISMATCH,added_23sep,171,0.58,0.631,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,UNTRIAGED (new since the 06:38 run),,,no,point,Conflict Test Results,L171_48,"context [model=Audio Flamingo 2; data=pitt; stream=zero_shot; arm=conflict]; best current candidate Audio Flamingo 2|pitt|zero_shot|conflict = 0.631 (zero shot, Pitt conflict arm only (146 clips, 100 speakers; ) rounds to 0.63; same-tier values: 0.631 (pitt Audio Flamingo 2 Pitt conflict zero-shot, current), 0.631 (pitt Audio Flamingo 2 | B_pitt | conflict | s, current), 0.631 (pitt Pitt conflict arm AUC, current), 0.631 (pitt zero shot answer, current)",Audio Flamingo 2 | Alzheimer's Conflict :: Audio Flamingo 2 & 0.53 & 0.63 & 0.58 & 0.53,Audio Flamingo 2 \cite{af2}     & 0.53 & 0.63 & 0.58 & 0.53 \\
MISMATCH,added_23sep,171,0.53,0.5544,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,UNTRIAGED (new since the 06:38 run),,,no,point,Conflict Test Results,L171_55,"context [model=Audio Flamingo 2; data=pitt; stream=zero_shot; arm=agreement]; best current candidate Audio Flamingo 2|pitt|zero_shot|agreement = 0.5544 (zero shot, Pitt agreement arm only (322 clips, 175 speakers;) rounds to 0.55; same-tier values: 0.5544 (pitt Audio Flamingo 2 Pitt agreement zero-sho, current), 0.5544 (pitt Audio Flamingo 2 | B_pitt | agreement | , current), 0.5544 (pitt Pitt agreement arm AUC, current), 0.5544 (pitt zero shot answer, current)",Audio Flamingo 2 | Alzheimer's Agree. :: Audio Flamingo 2 & 0.53 & 0.63 & 0.58 & 0.53,Audio Flamingo 2 \cite{af2}     & 0.53 & 0.63 & 0.58 & 0.53 \\
MISMATCH,added_23sep,180,0.15,0.455,<local data dir>/paper1_local_runs/omni_pitt_text.csv,UNTRIAGED (new since the 06:38 run),,,no,point,Conflict Test Results,L180_931,"context [model=Qwen2.5-Omni; data=pitt; stream=transcript; arm=conflict; dataset from previous sentence]; best CONTESTED candidate Qwen2.5-Omni|pitt|transcript|conflict = 0.455 (text only, Run A (local MPS, file mtime Sep 15), rank AUC re) rounds to 0.46; same-tier values: 0.455 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.455 (pitt text only, Run A (local MPS, file mtime , CONTESTED), 0.556 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.556 (pitt text only, Run B (pod /workspace/text_sc, CONTESTED)","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
MISMATCH,added_23sep,180,0.96,0.455,<local data dir>/paper1_local_runs/omni_pitt_text.csv,UNTRIAGED (new since the 06:38 run),,,no,point,Conflict Test Results,L180_952,"context [model=Qwen2.5-Omni; data=pitt; stream=transcript; arm=conflict; dataset from previous sentence]; best CONTESTED candidate Qwen2.5-Omni|pitt|transcript|conflict = 0.455 (text only, Run A (local MPS, file mtime Sep 15), rank AUC re) rounds to 0.46; same-tier values: 0.455 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.455 (pitt text only, Run A (local MPS, file mtime , CONTESTED), 0.556 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.556 (pitt text only, Run B (pod /workspace/text_sc, CONTESTED)","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
MISMATCH,added_23sep,180,0.22,0.7987,<local data dir>/paper1_local_runs/omni_pitt_text.csv,PROBABLY MISPAIRING (sentence edited; was line 180),Matcher paired it with a Pitt Qwen2.5-Omni text file. The Qwen3-Omni transcript file gives 0.22.,"0.2243 [0.1757, 0.2742] n=483 spk=138; look-alike: Qwen2.5-Omni AUDIO conflict 0.2218 [0.1829, 0.2632] n=483 spk=138",no,point,Conflict Test Results,L180_991,"context [model=Qwen2.5-Omni; data=pitt; stream=transcript; arm=agreement; dataset from previous sentence]; best CONTESTED candidate Qwen2.5-Omni|pitt|transcript|agreement = 0.7987 (text only, Run A (local MPS, file mtime Sep 15), rank AUC re) rounds to 0.80; same-tier values: 0.7078 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.7078 (pitt text only, Run B (pod /workspace/text_sc, CONTESTED), 0.7987 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.7987 (pitt text only, Run A (local MPS, file mtime , CONTESTED)","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
MISMATCH,added_23sep,180,0.95,0.7987,<local data dir>/paper1_local_runs/omni_pitt_text.csv,PROBABLY MISPAIRING (sentence edited; was line 180),Matcher paired it with a Pitt Qwen2.5-Omni text file. The Qwen3-Omni transcript agreement arm gives 0.95 (311 distinct) or 0.95 (483 rows).,"311 distinct 0.9523 [0.9249, 0.9750] n=311 spk=138; 483 rows 0.9470 [0.9131, 0.9757] n=483 spk=138; look-alike: Qwen2.5-Omni AUDIO agreement 483 0.9482 [0.9039, 0.9828] n=483 spk=138",no,point,Conflict Test Results,L180_1000,"context [model=Qwen2.5-Omni; data=pitt; stream=transcript; arm=agreement; dataset from previous sentence]; best CONTESTED candidate Qwen2.5-Omni|pitt|transcript|agreement = 0.7987 (text only, Run A (local MPS, file mtime Sep 15), rank AUC re) rounds to 0.80; same-tier values: 0.7078 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.7078 (pitt text only, Run B (pod /workspace/text_sc, CONTESTED), 0.7987 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.7987 (pitt text only, Run A (local MPS, file mtime , CONTESTED)","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
UNMATCHED,added_23sep,180,86,,,,,,no,percent,Conflict Test Results,L180_1096,percentage with no indexed file value for context [model=Qwen2.5-Omni; data=pitt; stream=transcript; arm=all; dataset from previous sentence],"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
UNMATCHED,added_23sep,180,0.34,,,,,,no,point,Conflict Test Results,L180_1309,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
UNMATCHED,added_23sep,180,0.24,,,,,,no,point,Conflict Test Results,L180_1318,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
UNMATCHED,added_23sep,180,0.60,,,,,,no,point,Conflict Test Results,L180_1358,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
UNMATCHED,added_23sep,180,0.80,,,,,,no,point,Conflict Test Results,L180_1367,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
