clip,speaker,p_probe_seed0,p_probe_seed1,p_probe_seed2,p_probe_seed3,p_probe_seed4,fold_seed0,fold_seed1,fold_seed2,fold_seed3,fold_seed4,p_probe_single,fold_single,p_yes_zeroshot,p_yes_states
451.wav,451,0.19088126718997955,0.0036581342574208975,0.02427353523671627,0.003984106704592705,0.012844911776483059,2,3,0,2,2,0.004008566029369831,1,0.9575925518949684,0.9575925518949684
452.wav,452,0.00011598911078181118,0.003669887548312545,0.0004912529257126153,0.2410871535539627,0.00040697387885302305,3,1,2,3,2,0.0006987159140408039,0,0.9849252619259496,0.9849252619259496
453.wav,453,0.06879428029060364,0.906862735748291,0.8902621269226074,0.0019097868353128433,0.10391651839017868,2,3,1,2,1,0.43408340215682983,4,0.9504097798965964,0.9504097798965964
454.wav,454,0.23844045400619507,0.6678397059440613,0.36841362714767456,0.0142220389097929,0.442507803440094,3,4,1,0,3,0.014051499776542187,3,0.8104685283737978,0.8104685283737978
455.wav,455,0.017465807497501373,0.007182041648775339,0.020768141373991966,0.0196025762706995,0.808930516242981,1,4,1,3,4,0.07569337636232376,2,0.9802797638773044,0.9802797638773044
456.wav,456,0.07048723846673965,0.02283145859837532,0.43804731965065,0.5699068903923035,0.011978850699961185,0,4,2,4,0,0.42476940155029297,1,0.9230371556798609,0.9230371556798609
457.wav,457,0.00020190273062326014,3.7577632610918954e-05,6.219001534191193e-06,3.2742377698014025e-06,1.3476508684107102e-05,3,1,4,3,3,0.00011248877854086459,0,0.7431671277057946,0.7431671277057946
458.wav,458,0.692962646484375,0.0012683046516031027,0.03560459986329079,0.00567317008972168,0.0960751324892044,0,1,2,2,2,0.8957445025444031,4,0.3849101476647865,0.3849101476647865
459.wav,459,0.28523895144462585,0.0069566769525408745,0.09580528736114502,0.02194873057305813,0.04269998148083687,3,0,1,4,0,0.113668292760849,3,0.979194235231418,0.979194235231418
461.wav,461,0.021716231480240822,0.097765251994133,0.16666057705879211,0.03215709701180458,0.05064220353960991,2,1,2,2,4,0.6207262277603149,2,0.9948197390328063,0.9948197390328063
462.wav,462,0.05975737422704697,0.06847100704908371,0.3155580461025238,0.00015719565271865577,0.4095802903175354,0,3,0,0,1,0.010595428757369518,1,0.9309585041482543,0.9309585041482543
463.wav,463,0.00019208257435820997,0.04043535143136978,2.2158610590850003e-05,0.02379831299185753,2.45416540565202e-05,4,2,1,1,4,0.00012856734974775463,0,0.8152252006762949,0.8152252006762949
464.wav,464,0.031172331422567368,0.0008104993030428886,1.7891800325742224e-06,2.5517251742712688e-06,0.00022153252211865038,4,2,2,0,2,3.0763815175305353e-06,4,0.8740771988896711,0.8740771988896711
465.wav,465,0.00022506607638206333,0.18097352981567383,0.004339356441050768,0.2256452888250351,0.6853866577148438,2,2,0,2,0,0.2943010926246643,3,0.9362828785996964,0.9362828785996964
466.wav,466,0.00374223361723125,0.0029749644454568624,0.000485006021335721,0.4325769245624542,0.1386422961950302,2,3,2,2,0,0.07781734317541122,2,0.9202082607460097,0.9202082607460097
467.wav,467,0.0003326797450426966,0.014904368668794632,0.00013435287110041827,0.1586310863494873,1.4303007446869742e-05,3,2,0,0,2,0.0003679841465782374,1,0.5850782448795535,0.5850782448795535
468.wav,468,0.986966609954834,9.583647624822333e-05,0.9092575311660767,0.0011404569959267974,0.009096484631299973,4,0,4,0,0,0.007134731858968735,0,0.8175708876739004,0.8175708876739004
469.wav,469,0.44327878952026367,0.5723690986633301,0.9269042611122131,0.042988672852516174,0.02879442647099495,3,1,2,1,0,0.47665464878082275,4,0.9585335689724352,0.9585335689724352
470.wav,470,0.9630829095840454,0.24433113634586334,0.7799309492111206,0.3229929804801941,0.4341137707233429,1,4,0,1,0,0.521608293056488,3,0.9536167483262772,0.9536167483262772
471.wav,471,1.2939872249262407e-05,9.883616485240054e-07,2.4784896595519967e-05,0.00012483798491302878,0.016846904531121254,2,1,4,1,1,0.09318920224905014,2,0.6113741412879828,0.6113741412879828
472.wav,472,0.4317791163921356,0.14473380148410797,0.9451049566268921,0.0007638464448973536,0.001954807201400399,1,3,1,1,4,0.07903397083282471,1,0.8918070137883024,0.8918070137883024
473.wav,473,0.9822845458984375,0.03700191155076027,0.20923133194446564,0.5794427394866943,0.9641987085342407,2,1,3,3,1,0.8001242280006409,0,0.858706331361339,0.858706331361339
474.wav,474,1.3241903616290074e-05,0.0003212842857465148,0.0008761666249483824,0.0001549612352391705,7.67855963204056e-05,4,1,2,0,4,0.0001529535948066041,4,0.5851018450300703,0.5851018450300703
475.wav,475,0.012676217593252659,0.007439174223691225,0.0066614835523068905,0.006119227968156338,0.00498867267742753,4,3,0,4,2,0.005254059564322233,3,0.911177089063745,0.911177089063745
476.wav,476,0.045740190893411636,2.436863178445492e-05,0.010119764134287834,1.3432332934826263e-06,0.0006802012794651091,0,4,4,2,4,0.0060722678899765015,2,0.9859353151962155,0.9859353151962155
477.wav,477,0.00025738112162798643,0.0007555330521427095,0.00027753677568398416,0.0009298849618062377,0.0016996945487335324,3,2,0,1,1,0.10470558702945709,1,0.2120711656885383,0.2120711656885383
478.wav,478,0.024922600015997887,0.02716919407248497,0.36122891306877136,0.39740434288978577,0.0207255557179451,3,0,0,0,2,0.06718826293945312,0,0.7745772524217428,0.7745772524217428
479.wav,479,0.03775690123438835,0.03591296449303627,0.19030900299549103,0.08913027495145798,0.066615529358387,4,3,0,4,0,0.00695506576448679,4,0.9864664233188895,0.9864664233188895
480.wav,480,0.001313923392444849,0.0004815197899006307,0.0024763329420238733,0.00013701844727620482,3.1780993595020846e-05,3,1,4,3,0,6.965357897570357e-06,3,0.79310561424127,0.79310561424127
481.wav,481,0.0012166319647803903,6.201825453899801e-05,8.303819777211174e-05,0.008088639937341213,5.0457820179872215e-06,1,3,0,1,2,7.393079431494698e-05,2,0.5736793310145605,0.5736793310145605
482.wav,482,0.5485162138938904,9.382057032780722e-05,0.00034171307925134897,0.018569787964224815,0.006381580606102943,4,3,0,3,3,0.0006342073320411146,1,0.819891890920819,0.819891890920819
483.wav,483,1.9362610146345105e-06,0.00045092060463503003,9.426016185898334e-05,0.0002959054836537689,7.815223943907768e-05,3,1,1,1,4,0.000157225935254246,0,0.9773700675357028,0.9773700675357028
484.wav,484,0.00027003983268514276,0.0332929901778698,0.009243185631930828,0.1647745817899704,0.005384169053286314,0,2,4,1,4,0.00011655844718916342,4,0.8887529305555774,0.8887529305555774
485.wav,485,0.055592119693756104,0.9210741519927979,0.011989403516054153,0.0018065220210701227,0.2775725722312927,2,2,3,4,0,0.9773421883583069,3,0.7690712854828872,0.7690712854828872
486.wav,486,5.242965926299803e-05,0.006982024759054184,0.001575534581206739,0.3358716070652008,0.019422193989157677,1,0,4,0,1,0.00011033265036530793,2,0.8670309471844893,0.8670309471844893
487.wav,487,0.01129227876663208,0.003200681647285819,0.044699374586343765,0.005836443044245243,0.0014805151149630547,0,3,3,1,2,0.000602447718847543,1,0.7154157483424326,0.7154157483424326
488.wav,488,0.0026107830926775932,0.012830270454287529,0.37688830494880676,0.8023872971534729,0.0021317291539162397,1,3,4,2,2,0.0014071506448090076,0,0.9889255598679846,0.9889255598679846
489.wav,489,0.055192846804857254,0.0006330717005766928,0.005846531130373478,0.00018413783982396126,0.006002076435834169,4,0,0,4,4,0.0015886917244642973,4,0.9753895845828372,0.9753895845828372
490.wav,490,0.002579674357548356,0.6326960921287537,0.002675277180969715,0.13773740828037262,0.0042181010358035564,1,2,4,0,1,0.4229074716567993,3,0.4263045110823619,0.4263045110823619
491.wav,491,0.4855588674545288,0.41265952587127686,0.45123255252838135,0.9669340252876282,0.6587638258934021,3,2,4,1,0,0.968407154083252,2,0.9997153149246494,0.9997153149246494
492.wav,492,0.26056307554244995,0.018708407878875732,0.0049532451666891575,5.378144487622194e-05,0.07186370342969894,2,0,1,3,1,0.009863529354333878,1,0.942079144504084,0.942079144504084
600.wav,600,0.43702366948127747,0.0012326445430517197,0.9547184705734253,0.03228376433253288,0.011825166642665863,4,3,3,4,4,0.007796721067279577,0,0.9974286218391897,0.9974286218391897
601.wav,601,0.003109902609139681,0.004214131273329258,0.0003301243996247649,0.0021650728303939104,0.006184684112668037,1,2,2,0,3,0.0021693138405680656,4,0.9572777105769268,0.9572777105769268
602.wav,602,4.37625203630887e-06,0.027636393904685974,0.14483539760112762,0.16523751616477966,0.014593436382710934,0,3,0,3,4,0.694969654083252,3,0.7981765432425025,0.7981765432425025
603.wav,603,1.743234605555699e-07,4.5616343413712457e-07,0.07868675142526627,0.00018790883768815547,4.811961844097823e-05,3,1,4,1,0,9.047671483131126e-05,2,0.7690555369843377,0.7690555369843377
604.wav,604,0.13129329681396484,6.800590199418366e-05,0.015273502096533775,0.0171755813062191,3.708407894009724e-05,3,4,0,2,1,0.014431742019951344,1,0.9518587532103314,0.9518587532103314
605.wav,605,0.00048639357555657625,0.01696544885635376,0.1695258468389511,5.266648804536089e-05,0.00014939486572984606,1,0,3,2,0,3.613024819060229e-05,0,0.8933068923426355,0.8933068923426355
606.wav,606,0.017906105145812035,0.2925271987915039,0.11462578177452087,0.0020030788145959377,0.011743216775357723,2,4,1,1,1,0.7875343561172485,4,0.9849257848026075,0.9849257848026075
607.wav,607,0.5081800222396851,0.13666753470897675,0.08729163557291031,0.47374364733695984,0.8409833312034607,0,2,3,3,0,0.3576534390449524,3,0.9961451667225623,0.9961451667225623
608.wav,608,0.0011687051737681031,0.001088128425180912,0.0005690614343620837,0.0003446537011768669,0.0013333470560610294,2,1,3,2,4,0.16924795508384705,2,0.980725737878178,0.980725737878178
609.wav,609,0.8222812414169312,0.9917510151863098,0.9440746903419495,0.000134600093588233,0.5805138349533081,1,4,2,2,0,0.9505661129951477,1,0.9525721767892849,0.9525721767892849
612.wav,612,0.014146826229989529,9.269854490412399e-05,0.1941988170146942,0.0015929389046505094,0.035533200949430466,4,1,4,4,2,0.00028988710255362093,0,0.9905128801811449,0.9905128801811449
615.wav,615,2.9717475626966916e-06,0.0002046910667559132,0.0006688304711133242,4.366169378045015e-05,1.2098301340301987e-05,2,3,3,4,1,3.1633144317311235e-06,4,0.950034552384077,0.950034552384077
617.wav,617,0.14403307437896729,0.03270115330815315,0.7303459644317627,0.24685980379581451,0.309767484664917,1,2,4,1,3,0.4269371032714844,3,0.9485343807939658,0.9485343807939658
618.wav,618,0.0006953132688067853,3.013279456354212e-05,0.018901901319622993,0.018674412742257118,2.2468753741122782e-05,3,3,3,0,1,0.004248773213475943,2,0.7122268018906798,0.7122268018906798
619.wav,619,0.047570910304784775,0.936310887336731,0.7758882641792297,0.9918577075004578,0.8954716324806213,0,0,2,2,0,0.49879127740859985,1,0.988489908621637,0.988489908621637
620.wav,620,2.0982295609428547e-05,0.000128011975903064,0.00224821618758142,0.005168633069843054,0.019365722313523293,3,0,3,4,0,0.07060448080301285,0,0.9640485584176433,0.9640485584176433
622.wav,622,0.9993845224380493,0.9713690280914307,0.8852073550224304,0.9998996257781982,0.9999738931655884,1,3,3,4,3,0.9976098537445068,4,0.9407842712256479,0.9407842712256479
623.wav,623,0.8139734268188477,5.270753536024131e-05,0.5858142375946045,0.011974195949733257,0.0603574775159359,4,4,3,1,0,0.694572389125824,3,0.8670241889037332,0.8670241889037332
624.wav,624,0.6760576963424683,0.4717729389667511,0.7128602266311646,0.200276717543602,0.7900597453117371,0,3,0,2,0,0.7961505651473999,2,0.9924219388814799,0.9924219388814799
625.wav,625,0.000151821383042261,0.06178918108344078,0.00017399249190930277,0.006519845686852932,1.7250083317321696e-07,3,4,2,3,3,2.9276208124429104e-07,1,0.9196348924865946,0.9196348924865946
626.wav,626,0.014181122183799744,0.7218230962753296,0.8636259436607361,0.6482560038566589,0.2367035150527954,0,4,4,1,3,0.4619435667991638,0,0.396064940164182,0.396064940164182
627.wav,627,0.1881668120622635,0.9998881816864014,0.9949093461036682,0.6441764831542969,0.9998699426651001,2,0,0,2,2,0.9984045624732971,4,0.9569548374935639,0.9569548374935639
628.wav,628,0.36678972840309143,0.2223929762840271,0.014143780805170536,0.6974502801895142,0.08248991519212723,0,4,1,4,0,0.007455211598426104,3,0.9178872201435566,0.9178872201435566
629.wav,629,0.0024457403924316168,0.0033789079170674086,0.001510645030066371,0.15341494977474213,0.006450381595641375,2,2,4,0,1,0.008662569336593151,2,0.9420782902107755,0.9420782902107755
631.wav,631,0.9953573346138,0.9721750617027283,0.9534063935279846,0.9635531306266785,0.9999567270278931,4,2,2,0,1,0.9900424480438232,1,0.9880370062377403,0.9880370062377403
632.wav,632,0.87650465965271,0.696466863155365,0.8715384602546692,0.008927013725042343,0.2681339383125305,1,4,1,0,0,0.08387627452611923,0,0.7217271917735353,0.7217271917735353
633.wav,633,7.283412560354918e-05,0.0160561241209507,0.0023915183264762163,0.01544987317174673,0.0008806645637378097,2,3,1,2,1,0.003723517991602421,4,0.9799730607760299,0.9799730607760299
634.wav,634,0.95208740234375,0.15903203189373016,0.018661605194211006,0.8939306139945984,0.0011511845514178276,4,3,2,1,3,0.9159663915634155,3,0.6150758007543728,0.6150758007543728
635.wav,635,0.00023824804520700127,1.2533892004285008e-05,3.439316060394049e-05,0.9999234676361084,0.001220161677338183,1,4,1,2,1,0.9375621676445007,2,0.9603546712083862,0.9603546712083862
636.wav,636,0.05458842217922211,0.010890948586165905,0.001976719358935952,0.9137563109397888,0.6060054898262024,1,3,4,1,2,0.7246152758598328,1,0.6548792330199528,0.6548792330199528
637.wav,637,0.036490872502326965,0.2159629613161087,0.07863279432058334,0.3897826075553894,0.08606995642185211,1,2,0,2,2,0.8376501202583313,0,0.9952440397291666,0.9952440397291666
638.wav,638,0.8728277683258057,0.9427345991134644,0.9506120085716248,0.16928236186504364,0.9939666986465454,0,4,3,0,1,0.9975997805595398,4,0.9850414750649175,0.9850414750649175
640.wav,640,0.0358528234064579,0.10477185249328613,0.14069616794586182,0.20965462923049927,0.35987356305122375,4,2,4,2,3,0.8588653206825256,3,0.9449929329822476,0.9449929329822476
641.wav,641,0.1493595838546753,0.9574580788612366,0.5471726655960083,0.017095418646931648,0.9982971549034119,2,1,1,2,1,0.33337047696113586,2,0.8757814999199243,0.8757814999199243
649.wav,649,0.0037840805016458035,0.0001866548991529271,0.23042653501033783,0.005142471753060818,3.068319711019285e-05,3,1,3,2,4,0.0011762348003685474,1,0.96665822412489,0.96665822412489
650.wav,650,0.3771069347858429,0.591173529624939,0.07993684709072113,0.26857584714889526,0.631693422794342,0,1,2,0,1,0.02040945552289486,0,0.8519463452865975,0.8519463452865975
651.wav,651,0.9997934699058533,0.8254985213279724,0.9967114925384521,0.12940286099910736,0.8938024640083313,2,0,0,2,1,0.5645973682403564,4,0.9284044696777706,0.9284044696777706
652.wav,652,0.1885111927986145,0.004433771595358849,0.7232134938240051,0.8883984088897705,0.005897338502109051,1,4,2,0,1,0.5349461436271667,3,0.9796652718668628,0.9796652718668628
653.wav,653,0.44513556361198425,0.0013029439141973853,0.6570597290992737,0.7476159930229187,0.9400160312652588,1,0,0,1,0,0.4110156297683716,2,0.9944441526435238,0.9944441526435238
654.wav,654,0.12724052369594574,0.061917904764413834,0.15691670775413513,0.25149619579315186,0.018643198534846306,2,4,0,1,2,0.007666818331927061,1,0.9736423984762036,0.9736423984762036
655.wav,655,0.657791256904602,0.00043703560368157923,0.3943954408168793,0.0003908142971340567,0.03433236479759216,4,1,2,4,3,0.12970972061157227,0,0.9959607527299088,0.9959607527299088
656.wav,656,0.6372487545013428,0.0059534162282943726,0.002074886579066515,0.1180722713470459,0.027703117579221725,2,3,2,1,0,0.0023143994621932507,4,0.8006785446536938,0.8006785446536938
657.wav,657,0.01129902619868517,0.012937907129526138,0.0006629039999097586,0.010341008193790913,0.0003901984018739313,2,4,2,3,1,0.04291912540793419,3,0.9202107599198698,0.9202107599198698
658.wav,658,0.0002926412271335721,0.9172887206077576,0.36073896288871765,0.5784430503845215,0.9899651408195496,4,0,3,3,3,0.9931644797325134,2,0.9674078249120318,0.9674078249120318
659.wav,659,0.9747874140739441,0.9293733239173889,0.6058971285820007,0.41007310152053833,0.664078950881958,2,4,0,4,0,0.6524554491043091,1,0.9678957944840896,0.9678957944840896
660.wav,660,0.134863018989563,0.024484824389219284,0.0009277411736547947,0.2890882194042206,0.13855409622192383,1,0,4,2,0,0.03737041726708412,0,0.9886669417471904,0.9886669417471904
661.wav,661,0.19961492717266083,0.9406272768974304,0.97174072265625,0.9938429594039917,0.9843648076057434,0,0,0,4,4,0.9973722696304321,4,0.9929872850415341,0.9929872850415341
662.wav,662,0.9840785264968872,0.15132459998130798,0.9214297533035278,0.032991357147693634,0.9403678774833679,2,4,3,0,4,0.010196149349212646,3,0.9829520809153037,0.9829520809153037
663.wav,663,0.10769392549991608,0.3909094035625458,0.49824759364128113,0.01719912514090538,0.028994590044021606,0,1,0,3,3,0.3536193072795868,2,0.9872761104155183,0.9872761104155183
664.wav,664,0.6101948618888855,0.01961708813905716,0.0025911384727805853,0.32336655259132385,0.6150326728820801,3,3,3,0,3,0.06768744438886642,1,0.9658941337020781,0.9658941337020781
666.wav,666,0.0006914521800354123,1.1957078640989494e-05,0.32727721333503723,3.7166728361626156e-06,0.36673542857170105,1,3,3,4,0,3.677606218843721e-05,0,0.9671573010320802,0.9671573010320802
667.wav,667,0.013247108086943626,0.07845751196146011,0.01625356450676918,0.656267523765564,0.1100027933716774,1,2,4,4,3,0.5366738438606262,4,0.9908026361664901,0.9908026361664901
669.wav,669,0.0006077216239646077,0.0036963196471333504,0.21036194264888763,0.3173935115337372,0.10588943213224411,4,1,0,4,1,0.5163084864616394,3,0.2422006266760247,0.2422006266760247
670.wav,670,8.619276923127472e-05,0.006556933745741844,0.03851369768381119,0.7429828643798828,0.005605739541351795,0,4,2,1,3,0.8356941938400269,2,0.9928780973965159,0.9928780973965159
673.wav,673,0.000908808724489063,0.15126505494117737,0.020752957090735435,0.9526612162590027,0.18684418499469757,4,1,4,0,3,0.4573563039302826,1,0.9615317012434585,0.9615317012434585
676.wav,676,0.8147733211517334,0.7253797650337219,0.9978460073471069,0.00210593082010746,0.984548032283783,2,1,1,3,1,0.9379011988639832,0,0.9579094820503125,0.9579094820503125
677.wav,677,0.9652929306030273,0.9332696199417114,0.9023649096488953,0.9377015829086304,0.9532105922698975,4,0,3,2,0,0.6562684178352356,4,0.8080566416037825,0.8080566416037825
679.wav,679,0.9172932505607605,0.9093252420425415,0.12858301401138306,0.9769365191459656,0.9996377229690552,0,4,4,0,1,0.9970169067382812,3,0.9869789909350217,0.9869789909350217
680.wav,680,0.04893825575709343,0.1549043506383896,0.00041154571226798,0.0418219119310379,0.08918813616037369,3,3,3,4,4,0.15190021693706512,2,0.9913550347811381,0.9913550347811381
682.wav,682,0.9612740278244019,0.8796898722648621,0.9223979711532593,0.04320935904979706,0.057568468153476715,1,0,1,0,0,0.9948145747184753,1,0.9854946112512514,0.9854946112512514
683.wav,683,0.019983135163784027,0.0869666039943695,0.022411666810512543,0.09550188481807709,0.09396575391292572,3,2,4,1,3,0.03470456600189209,0,0.9884900112083473,0.9884900112083473
684.wav,684,0.8580211997032166,0.18452906608581543,0.002093117218464613,0.18366099894046783,0.4983386993408203,3,1,2,3,3,0.9896095991134644,4,0.9883992851569455,0.9883992851569455
687.wav,687,0.67744380235672,0.023064808920025826,0.6437727212905884,0.006732382345944643,0.002300082938745618,2,2,0,0,0,0.01801317185163498,3,0.9977998475009097,0.9977998475009097
688.wav,688,0.0006916126585565507,0.00014525867300108075,0.008041410706937313,0.0013631961774080992,0.007712360471487045,2,3,4,0,3,1.342060204478912e-05,2,0.9912880734158234,0.9912880734158234
689.wav,689,0.9836817979812622,0.942648708820343,0.9970420002937317,0.00022747325419913977,0.9876684546470642,3,1,2,3,2,0.8299207091331482,1,0.9953892078229223,0.9953892078229223
691.wav,691,0.007307041436433792,0.9930249452590942,0.9921504259109497,0.8349810838699341,0.9815032482147217,0,4,0,3,1,0.97425776720047,0,0.9979002797476942,0.9979002797476942
692.wav,692,0.0010838350281119347,0.02937120571732521,0.005265085957944393,0.0004990971647202969,0.2052440047264099,4,0,2,0,2,0.020531680434942245,4,0.9688540478353114,0.9688540478353114
693.wav,693,0.5350334048271179,0.040179066359996796,0.9843750596046448,0.993202269077301,0.9379599094390869,3,2,1,4,2,0.17376132309436798,3,0.9939485096857553,0.9939485096857553
695.wav,695,3.5306722566019744e-05,8.349914423888549e-05,0.012357301078736782,6.876287079649046e-05,0.00021609441319014877,3,0,2,4,2,0.00012145696382503957,2,0.9953896572352133,0.9953896572352133
696.wav,696,0.1526648998260498,0.9839143753051758,0.3500555753707886,0.014311917126178741,0.140655979514122,0,0,0,3,4,0.4673382341861725,1,0.9473780008508753,0.9473780008508753
697.wav,697,0.0006007688352838159,0.053152523934841156,0.010978023521602154,0.008977585472166538,0.019566621631383896,3,2,0,4,4,0.31696680188179016,0,0.8856235199320869,0.8856235199320869
698.wav,698,0.047303128987550735,0.06406969577074051,0.2783103287220001,0.1940857619047165,0.6157406568527222,2,1,0,3,1,0.8794121742248535,4,0.9839679376614578,0.9839679376614578
699.wav,699,0.028607871383428574,0.7690326571464539,0.12635739147663116,0.8625459671020508,0.0638437494635582,4,2,4,2,1,0.4582618176937103,3,0.9976029575516971,0.9976029575516971
702.wav,702,0.020197365432977676,0.1665746122598648,0.08276093751192093,0.7477236986160278,0.29340922832489014,4,2,3,2,3,9.957906513591297e-06,2,0.9099041179604269,0.9099041179604269
703.wav,703,0.12854424118995667,0.08851862698793411,0.9932617545127869,0.07001900672912598,0.6464136838912964,2,4,1,2,3,0.3056505620479584,1,0.9903643802966315,0.9903643802966315
705.wav,705,0.0017837986815720797,0.0023197499103844166,0.000718288472853601,0.0497594028711319,0.039416659623384476,3,3,1,3,2,0.0008643409237265587,0,0.9920614177305415,0.9920614177305415
707.wav,707,0.18211327493190765,0.01376122422516346,0.07250267267227173,0.19541749358177185,0.0745992511510849,1,2,4,1,1,6.471711822086945e-05,4,0.9791934335019743,0.9791934335019743
708.wav,708,0.1915377378463745,0.9473533034324646,0.0016483910148963332,0.08486142754554749,0.00011401981464587152,3,0,3,1,4,0.020074883475899696,3,0.9046387467732151,0.9046387467732151
709.wav,709,0.8356175422668457,0.9215755462646484,0.9908943176269531,0.022525541484355927,0.009947472251951694,1,3,3,1,0,0.009415293112397194,2,0.9921221010827186,0.9921221010827186
710.wav,710,0.0009587333770468831,0.2017204463481903,0.00030548113863915205,0.47375166416168213,0.6256094574928284,4,0,4,2,0,0.7131560444831848,1,0.9111777174850981,0.9111777174850981
712.wav,712,0.0002839835360646248,0.0005165688344277442,8.344429807038978e-05,0.0001222454447997734,0.0865980014204979,4,4,3,4,4,0.002463327953591943,0,0.9441743261052541,0.9441743261052541
713.wav,713,0.00018858426483348012,0.002750945510342717,0.06432142853736877,0.06383433192968369,0.5174546837806702,0,2,3,1,1,0.37900397181510925,4,0.9783824116968641,0.9783824116968641
715.wav,715,0.0021144745405763388,0.05179574713110924,0.010775226168334484,9.305990533903241e-05,0.09896270185709,1,1,2,3,3,0.8851125240325928,3,0.9938065684677251,0.9938065684677251
716.wav,716,0.15799473226070404,0.2517176568508148,0.10437382012605667,0.3045603334903717,0.022866597399115562,0,3,4,1,3,0.35526227951049805,2,0.9791934947753352,0.9791934947753352
717.wav,717,0.19659820199012756,0.2756623327732086,0.9988490343093872,0.6753935217857361,6.169341941131279e-05,0,0,3,3,4,0.038559362292289734,1,0.9934092550471708,0.9934092550471708
718.wav,718,0.003225174965336919,0.012083171866834164,0.004097340628504753,0.953026533126831,0.0034955069422721863,3,3,3,1,3,0.03294922038912773,0,0.041776643081695805,0.041776643081695805
