part,task/pod,id,what,value_computed,value_verified,lo,hi,n,n_spk,file,agree_4dp,paper_role,paper_sentence,printed_check,note,fragment,agree_4dp_v1,lo_verified,hi_verified,ci_check,twin_file,twin_where,twin_source,twin_note
16,M9,M9.Qwen2.5-Omni.edaic_mid30.zero_shot_answer,median answer mass P(Yes)+P(No),0.9958,0.9958,0.9956,0.9960,275,275,<local data dir>/release/edaic_rerun/variants/o25_mid30_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9956,0.9960,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[75],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.edaic_mid300.zero_shot_answer,median answer mass P(Yes)+P(No),0.9958,0.9958,0.9956,0.9962,275,275,<local data dir>/release/edaic_rerun/variants/o25_mid300_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9956,0.9962,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[80],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.kcl.zero_shot_answer,median answer mass P(Yes)+P(No),0.9888,0.9888,0.9881,0.9903,37,37,<local data dir>/paper1_local_runs/omni_final/omni_kcl_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9881,0.9903,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[50],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.neurovoz.zero_shot_answer,median answer mass P(Yes)+P(No),0.9952,0.9952,0.9952,0.9953,1270,107,<local data dir>/paper1_local_runs/omni_final/omni_neurovoz_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9952,0.9953,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[52],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.pcgita.zero_shot_answer,median answer mass P(Yes)+P(No),0.9952,0.9952,0.9951,0.9953,1100,100,<local data dir>/paper1_local_runs/omni_final/omni_pcgita_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9951,0.9953,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[54],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.pitt.zero_shot_answer,median answer mass P(Yes)+P(No),0.9966,0.9966,0.9965,0.9967,468,228,<local data dir>/paper1_local_runs/omni_final/omni_pitt_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9965,0.9967,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[45],Mac verifier (verify folder),
16,M9,M9.Qwen2.5-Omni.pitt_all.zero_shot_answer,median answer mass P(Yes)+P(No),0.9967,0.9967,0.9966,0.9967,708,266,<local data dir>/release/edaic_rerun/pitt_all/o25_pitt_all_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9966,0.9967,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[42],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.adress2020.transcript_only,median answer mass P(Yes)+P(No),0.9997,0.9997,0.9997,0.9998,156,156,<local data dir>/release/overnight2/text_new/q3o_adress2020_text.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9997,0.9998,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.adresso.transcript_only,median answer mass P(Yes)+P(No),0.9998,0.9998,0.9997,0.9998,237,237,<local data dir>/release/overnight2/text_new/q3o_adresso_text.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9997,0.9998,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.conflict.transcript_only,median answer mass P(Yes)+P(No),0.9999,0.9999,0.9999,0.9999,390,74,<local data dir>/release/overnight2/text_new/q3o_conflict_text.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9999,0.9999,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[61],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.edaic.transcript_only,median answer mass P(Yes)+P(No),0.9999,0.9999,0.9998,0.9999,275,275,<local data dir>/release/overnight2/text_new/q3o_edaic30_text.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9998,0.9999,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[62],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.edaic30.transcript_only,median answer mass P(Yes)+P(No),0.9999,0.9999,0.9998,0.9999,275,275,<local data dir>/release/overnight2/text_new/q3o_edaic30_text.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9998,0.9999,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[62],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.edaicfull.transcript_only,median answer mass P(Yes)+P(No),0.9999,0.9999,0.9999,0.9999,275,275,<local data dir>/release/overnight2/text_new/q3o_edaicfull_text.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9999,0.9999,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[61],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.kcl.transcript_only,median answer mass P(Yes)+P(No),0.9997,0.9997,0.9996,0.9998,37,37,<local data dir>/release/overnight2/text_new/q3o_kcl_text.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9996,0.9998,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.neurovoz.transcript_only,median answer mass P(Yes)+P(No),0.9996,0.9996,0.9996,0.9996,1270,107,<local data dir>/release/overnight2/text_new/q3o_neurovoz_text.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9996,0.9996,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.pcgita.transcript_only,median answer mass P(Yes)+P(No),0.9997,0.9997,0.9997,0.9997,1100,100,<local data dir>/release/overnight2/text_new/q3o_pcgita_text.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9997,0.9997,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.pitt.transcript_only,median answer mass P(Yes)+P(No),0.9997,0.9997,0.9997,0.9997,468,228,<local data dir>/release/overnight2/text_new/q3o_pitt_text.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9997,0.9997,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.adress2020.zero_shot_answer,median answer mass P(Yes)+P(No),0.9995,0.9995,0.9995,0.9996,156,156,<local data dir>/release/overnight2/q3o_new/q3o_adress2020_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9995,0.9996,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.adresso.zero_shot_answer,median answer mass P(Yes)+P(No),0.9995,0.9995,0.9995,0.9996,237,237,<local data dir>/release/overnight2/q3o_new/q3o_adresso_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9995,0.9996,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.edaic.zero_shot_answer,median answer mass P(Yes)+P(No),0.9997,0.9997,0.9997,0.9997,275,275,<local data dir>/release/overnight2/q3o_new/q3o_edaic_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9997,0.9997,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.edaic_conflict.zero_shot_answer,median answer mass P(Yes)+P(No),0.9996,0.9996,0.9996,0.9997,390,74,<local data dir>/release/edaic_conflict_new/q3o_edaic_conflict_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9996,0.9997,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.edaic_conflict_v2.zero_shot_answer,median answer mass P(Yes)+P(No),0.9997,0.9997,0.9996,0.9997,966,138,<local data dir>/release/edaic_rerun/part14/p14_q3o_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9996,0.9997,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.edaic_full.zero_shot_answer,median answer mass P(Yes)+P(No),0.9992,0.9992,0.9991,0.9993,275,275,<local data dir>/release/edaic_rerun/variants/q3o_full_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9991,0.9993,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[87],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.edaic_mid30.zero_shot_answer,median answer mass P(Yes)+P(No),0.9995,0.9995,0.9995,0.9996,275,275,<local data dir>/release/edaic_rerun/variants/q3o_mid30_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9995,0.9996,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.edaic_mid300.zero_shot_answer,median answer mass P(Yes)+P(No),0.9995,0.9995,0.9994,0.9996,275,275,<local data dir>/release/edaic_rerun/variants/q3o_mid300_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9994,0.9996,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[60],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.kcl.zero_shot_answer,median answer mass P(Yes)+P(No),0.9996,0.9996,0.9995,0.9996,37,37,<local data dir>/release/overnight2/q3o_new/q3o_kcl_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9995,0.9996,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.neurovoz.zero_shot_answer,median answer mass P(Yes)+P(No),0.9997,0.9997,0.9997,0.9997,1270,107,<local data dir>/release/overnight2/q3o_new/q3o_neurovoz_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9997,0.9997,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.pcgita.zero_shot_answer,median answer mass P(Yes)+P(No),0.9997,0.9997,0.9997,0.9997,1100,100,<local data dir>/release/overnight2/q3o_new/q3o_pcgita_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9997,0.9997,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.Qwen3-Omni-30B-A3B.pitt.zero_shot_answer,median answer mass P(Yes)+P(No),0.9995,0.9995,0.9995,0.9995,468,228,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.9995,0.9995,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[57],Mac verifier (verify folder),
16,M9,M9.MINIMUM,minimum median answer mass across the published grid (Audio Flamingo 3 / pcgita / zero shot answer),0.8968,0.8968,0.8921,0.9013,1100,100,<local data dir>/release/overnight2/part3/af3_pcgita.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,0.8921,0.9013,same,release/edaic_rerun/part16/verify/M9_verify_cells.json,/cells[14],Mac verifier (verify folder),
16,M9,M9.SWEEPMIN,minimum median answer mass across every mass-bearing file on disk (Audio Flamingo 2 / kcl30b),0.8662,0.8662,,,37,37,<local data dir>/paper1_local_runs/af2_kcl30b_audio.csv,yes (twin file),SUPPORT,so $p(\text{Y})$ is the probability of \emph{Yes} conditioned on the answer being one of the two.,,answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,,,,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M9.SWEEPMIN (kind recompute; file <local data dir>/paper1_local_runs/af2_kcl30b_audio.csv),p16twins task,p16twins: minimum over 305 mass-bearing files of the median answer mass; argmin n=37
16,M9,M9.CELLS,master_lookup cells with an answer mass recorded,98,98,,,221,,<local data dir>/release/edaic_rerun/part16/M9_answer_mass.csv,yes (twin file),RELEASED ONLY,,,inventory count,<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,,,,release/edaic_rerun/part16/verify/M9_verify_cells.json,,Mac verifier (verify folder),
16,M9,M9.FILES,per-clip score files on disk with an answer mass recorded,307,307,,,608,,<local data dir>/release/edaic_rerun/part16/M9_inventory.csv,yes (twin file),RELEASED ONLY,,,inventory count,<local data dir>/release/edaic_rerun/part16/rows/M9.tsv,verified in fragment,,,,scores/leftovers_23sep/p16twins/twins_p16.tsv,id M9.FILES (kind recompute; file release/edaic_rerun/part16/M9_inventory.csv),p16twins task,"p16twins: reopened the 608 inventory files on disk (old external drive prefix remapped), counted headers with a mass column (answer_mass, mass, denom, p_sum, psum) or p_yes_raw+p_no_raw; 0 files missing, 0 disagree with the stored flag"
16,MEDAIC,MEDAIC_full_answer,"Omni zero-shot answer AUC, full window",0.8285,0.8285,0.7708,0.8827,275,275,edaic_rerun/variants/o25_full_zeroshot_scores.csv,yes (twin file),PAPER VALUE,"Table 1 row ""E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64"" | Zero-shot, Qwen2.5-Omni stays between 0.56 and 0.71 on the Parkinson's and Alzheimer's sets, and only E-DAIC is higher","printed 0.83, verified rounds to 0.83: MATCH",original full-window run; the rebuild 0.8278 also prints 0.83,<local data dir>/release/edaic_rerun/part16/rows/MEDAIC.tsv,verified in fragment,0.7708,0.8827,same,release/edaic_rerun/part16/verify/MEDAIC_verify_results.json,/MEDAIC_full_answer,Mac verifier (verify folder),
16,MEDAIC,MEDAIC_full_sft,"projector fine-tune OOF AUC, full window",0.6421,0.6421,0.5593,0.7188,275,275,edaic_rerun/variants/sft_full_oof.csv,yes (twin file),PAPER VALUE,"Table 1 row ""E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64"" | After fine-tuning the projector, AUC improves on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, where it drops","printed 0.64, verified rounds to 0.64: MATCH",,<local data dir>/release/edaic_rerun/part16/rows/MEDAIC.tsv,verified in fragment,0.5593,0.7188,same,release/edaic_rerun/part16/verify/MEDAIC_verify_results.json,/MEDAIC_full_sft,Mac verifier (verify folder),
16,MEDAIC,MEDAIC_full_sft_minus_answer,"PAIRED projector fine-tune OOF minus answer, full window (excl0=True)",-0.1863,-0.1863,-0.2696,-0.1098,275,275,edaic_rerun/variants/sft_full_oof.csv,yes (twin file),PAPER VALUE,"After fine-tuning the projector, AUC improves on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, where it drops | 23 Sep addition, wording to be matched to the final tex (topic: the paired gap intervals) | resulting in a significant performance gain in AD and MDD detection. (red span)",,"E-DAIC fine-tune drop excludes zero; contradicts the conclusion red span ""gain in ... MDD detection""",<local data dir>/release/edaic_rerun/part16/rows/MEDAIC.tsv,verified in fragment,-0.2696,-0.1098,same,release/edaic_rerun/part16/verify/MEDAIC_verify_results.json,/MEDAIC_full_sft_minus_answer,Mac verifier (verify folder),
16,MEDAIC,MEDAIC_full_text,"transcript-only readout AUC, full window",0.8230,0.8230,0.7651,0.8705,275,275,overnight2/text_new/o25_edaicfull_text.csv,yes (twin file),PAPER VALUE,"Table 1 row ""E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64""","printed 0.82, verified rounds to 0.82: MATCH",,<local data dir>/release/edaic_rerun/part16/rows/MEDAIC.tsv,verified in fragment,0.7651,0.8705,same,release/edaic_rerun/part16/verify/MEDAIC_verify_results.json,/MEDAIC_full_text,Mac verifier (verify folder),
16,MEDAIC,MEDAIC_full_text_minus_answer,"PAIRED transcript-only readout minus answer, full window (excl0=False)",-0.0055,-0.0055,-0.0566,0.0431,275,275,overnight2/text_new/o25_edaicfull_text.csv,yes (twin file),SUPPORT,On E-DAIC the audio answer on the whole interview matches the transcript alone.,,,<local data dir>/release/edaic_rerun/part16/rows/MEDAIC.tsv,verified in fragment,-0.0566,0.0431,same,release/edaic_rerun/part16/verify/MEDAIC_verify_results.json,/MEDAIC_full_text_minus_answer,Mac verifier (verify folder),
16,MEDAIC,MEDAIC_full_llm_nested_NOCI,"LM probe nested mean, full window (json aggregate, NOT recomputed, no per-clip file)",0.6853,0.6853,,,275,275,edaic_rerun/variants/o25_full_nested_repeats.json,"yes (second record only, not a recompute)",SUPERSEDED / NOT USED,,,"original-run json 0.6853 / 0.5930 superseded by 0.7001 / 0.5884 (SUPERSEDED.csv, decision by the authors 23 Sep)",<local data dir>/release/edaic_rerun/part16/rows/MEDAIC.tsv,verified in fragment,,,,scores/leftovers_23sep/p16twins/twins_p16.tsv,"id MEDAIC_full_llm_nested_NOCI (kind log twin (second record, not a recompute); file release/edaic_rerun/logs/podA/o25_full_rep.log)",p16twins task,"p16twins: mean of the per-repeat AUCs printed in the pod log [0.6664, 0.6748, 0.7107, 0.6765, 0.6981] (same list as the json); NOT a refit: no per-clip OOF or states exist | previous twin: 0.6853 from release/edaic_rerun/part16/verify/MEDAIC_verify_results.json (yes (json arithmetic only)) | also: twin is arithmetic on the original-run json per_repeat list only (no per-clip file exists for these); not an independent AUC recompute"
16,MEDAIC,MEDAIC_full_llm_minus_answer_POINT,"POINT-ONLY LM probe minus answer, full window (no interval possible)",-0.1432,-0.1432,,,275,275,edaic_rerun/variants/o25_full_nested_repeats.json,"yes (second record only, not a recompute)",SUPERSEDED / NOT USED,,,"original-run json 0.6853 / 0.5930 superseded by 0.7001 / 0.5884 (SUPERSEDED.csv, decision by the authors 23 Sep)",<local data dir>/release/edaic_rerun/part16/rows/MEDAIC.tsv,verified in fragment,,,,scores/leftovers_23sep/p16twins/twins_p16.tsv,"id MEDAIC_full_llm_minus_answer_POINT (kind log twin (second record, not a recompute); file release/edaic_rerun/logs/podA/o25_full_rep.log + release/edaic_rerun/variants/o25_full_zeroshot_scores.csv)",p16twins task,p16twins: log mean minus answer AUC 0.828476 recomputed from the per-clip zero-shot file; probe side not refittable | previous twin: -0.1432 from release/edaic_rerun/part16/verify/MEDAIC_verify_results.json (yes (json arithmetic only)) | also: twin is arithmetic on the original-run json per_repeat list only (no per-clip file exists for these); not an independent AUC recompute
16,MEDAIC,MEDAIC_full_enc_nested_NOCI,"encoder probe nested mean, full window (json aggregate, NOT recomputed, no per-clip file)",0.5930,0.5930,,,275,275,edaic_rerun/variants/o25_full_nested_repeats.json,"yes (second record only, not a recompute)",SUPERSEDED / NOT USED,,,"original-run json 0.6853 / 0.5930 superseded by 0.7001 / 0.5884 (SUPERSEDED.csv, decision by the authors 23 Sep)",<local data dir>/release/edaic_rerun/part16/rows/MEDAIC.tsv,verified in fragment,,,,scores/leftovers_23sep/p16twins/twins_p16.tsv,"id MEDAIC_full_enc_nested_NOCI (kind log twin (second record, not a recompute); file release/edaic_rerun/logs/podA/o25_full_rep.log)",p16twins task,"p16twins: mean of the per-repeat AUCs printed in the pod log [0.5734, 0.5671, 0.6197, 0.56, 0.6448] (same list as the json); NOT a refit: no per-clip OOF or states exist | previous twin: 0.5930 from release/edaic_rerun/part16/verify/MEDAIC_verify_results.json (yes (json arithmetic only)) | also: twin is arithmetic on the original-run json per_repeat list only (no per-clip file exists for these); not an independent AUC recompute"
16,MEDAIC,MEDAIC_full_enc_minus_answer_POINT,"POINT-ONLY encoder probe minus answer, full window (no interval possible)",-0.2355,-0.2355,,,275,275,edaic_rerun/variants/o25_full_nested_repeats.json,"yes (second record only, not a recompute)",SUPERSEDED / NOT USED,,,"original-run json 0.6853 / 0.5930 superseded by 0.7001 / 0.5884 (SUPERSEDED.csv, decision by the authors 23 Sep)",<local data dir>/release/edaic_rerun/part16/rows/MEDAIC.tsv,verified in fragment,,,,scores/leftovers_23sep/p16twins/twins_p16.tsv,"id MEDAIC_full_enc_minus_answer_POINT (kind log twin (second record, not a recompute); file release/edaic_rerun/logs/podA/o25_full_rep.log + release/edaic_rerun/variants/o25_full_zeroshot_scores.csv)",p16twins task,p16twins: log mean minus answer AUC 0.828476 recomputed from the per-clip zero-shot file; probe side not refittable | previous twin: -0.2355 from release/edaic_rerun/part16/verify/MEDAIC_verify_results.json (yes (json arithmetic only)) | also: twin is arithmetic on the original-run json per_repeat list only (no per-clip file exists for these); not an independent AUC recompute
16,MEDAIC,MEDAIC_full_ans_nested_NOCI,"answer-state probe nested mean, full window (json aggregate, NOT recomputed, no per-clip file)",0.7542,0.7542,,,275,275,edaic_rerun/variants/o25_full_nested_repeats.json,"yes (second record only, not a recompute)",RELEASED ONLY,,,"original-run answer-state / projector json aggregate, not printed",<local data dir>/release/edaic_rerun/part16/rows/MEDAIC.tsv,verified in fragment,,,,scores/leftovers_23sep/p16twins/twins_p16.tsv,"id MEDAIC_full_ans_nested_NOCI (kind log twin (second record, not a recompute); file release/edaic_rerun/logs/podA/o25_full_rep.log)",p16twins task,"p16twins: mean of the per-repeat AUCs printed in the pod log [0.7296, 0.7469, 0.7909, 0.7599, 0.7438] (same list as the json); NOT a refit: no per-clip OOF or states exist | previous twin: 0.7542 from release/edaic_rerun/part16/verify/MEDAIC_verify_results.json (yes (json arithmetic only)) | also: twin is arithmetic on the original-run json per_repeat list only (no per-clip file exists for these); not an independent AUC recompute"
16,MEDAIC,MEDAIC_full_ans_minus_answer_POINT,"POINT-ONLY answer-state probe minus answer, full window (no interval possible)",-0.0743,-0.0743,,,275,275,edaic_rerun/variants/o25_full_nested_repeats.json,"yes (second record only, not a recompute)",RELEASED ONLY,,,"original-run answer-state / projector json aggregate, not printed",<local data dir>/release/edaic_rerun/part16/rows/MEDAIC.tsv,verified in fragment,,,,scores/leftovers_23sep/p16twins/twins_p16.tsv,"id MEDAIC_full_ans_minus_answer_POINT (kind log twin (second record, not a recompute); file release/edaic_rerun/logs/podA/o25_full_rep.log + release/edaic_rerun/variants/o25_full_zeroshot_scores.csv)",p16twins task,p16twins: log mean minus answer AUC 0.828476 recomputed from the per-clip zero-shot file; probe side not refittable | previous twin: -0.0743 from release/edaic_rerun/part16/verify/MEDAIC_verify_results.json (yes (json arithmetic only)) | also: twin is arithmetic on the original-run json per_repeat list only (no per-clip file exists for these); not an independent AUC recompute
