pid,win_dur_s,capped,ref_p_yes_answer,def_p_yes,def_mass,def_n_audio_tok,def_seq_len,def_peak_gib,def_sec,lift_p_yes,lift_mass,lift_n_audio_tok,lift_seq_len,lift_feat_frames,lift_fit,lift_peak_gib,lift_sec,inputs_identical,wave_samples,def_p_yes_rule,def_mass_rule,lift_p_yes_rule,lift_mass_rule
409,718.4,0,0.88706223107716,0.88706223107716,0.9971281811594963,7500,7548,19.538,0.912,0.9046367174737937,0.9965100735425949,17960,18008,71840,1,25.183,1.879,0,11494400,0.8870621463860769,0.9971290826797485,0.904636619355976,0.996511235833168
410,609.7,0,0.164732264575788,0.164732264575788,0.994904100894928,7500,7548,19.538,0.693,0.09548568185623886,0.9971844851970673,15242,15290,60970,1,23.713,1.566,0,9755200,0.1647323069738511,0.9949066489934921,0.0954857668465341,0.9971860945224762
411,900.0,1,0.04471499300192452,0.04471499300192452,0.9967317134141922,7500,7548,19.538,0.658,0.035117494092175947,0.9967935457825661,22500,22548,90000,1,27.63,1.973,0,14400000,0.044715048442306934,0.9967333935201168,0.03511751732133003,0.9967951141297817
412,900.0,1,0.7775013566590835,0.7775013566590835,0.9971562922000885,7500,7548,19.538,0.525,0.45378050602657016,0.9954610168933868,22500,22548,90000,1,27.63,2.362,0,14400000,0.7775011663125102,0.9971584528684616,0.45378043734817625,0.9954637289047241
413,596.2,0,0.0853449277711666,0.0853449277711666,0.9946104437112808,7500,7548,19.538,0.629,0.19191444796151957,0.9958817511796951,14905,14953,59620,1,23.532,1.377,0,9539200,0.08534499532509303,0.9946125373244286,0.1919145483276657,0.9958837926387787
414,558.7999,0,0.8807725178694364,0.8807725178694364,0.9964284971356392,7500,7548,19.538,0.584,0.9400246801571703,0.9984529130160809,13970,14018,55879,1,23.028,1.357,0,8940798,0.8807723805985564,0.9964304119348526,0.94002459108734,0.9984548464417458
415,396.4,0,0.13342279292104672,0.13342279292104672,0.9945590943098068,7500,7548,19.538,0.572,0.08527454371024273,0.9967561066150665,9910,9958,39640,1,20.836,0.9,0,6342400,0.13342299044270955,0.9945618659257889,0.0852746351399775,0.9967580959200859
416,493.3,0,0.1260036726811343,0.1260036726811343,0.9958231449127197,7500,7548,19.538,0.755,0.10677189619653753,0.9966674074530602,12332,12380,49330,1,22.143,0.72,0,7892800,0.12600371552962816,0.9958251714706421,0.10677193658974057,0.9966690540313721
417,451.4999,0,0.6796620178245066,0.6796620178245066,0.9933655560016632,7500,7548,19.538,0.651,0.8080308988653357,0.9957002997398376,11287,11335,45149,1,21.582,1.104,0,7223998,0.6796618348154181,0.9933673143386841,0.8080307417366438,0.9957019686698914
418,606.9,0,0.08052820609330788,0.08052820609330788,0.9952010214328766,7500,7548,19.538,0.7,0.5623373954560495,0.9955938160419464,15172,15220,60690,1,23.679,1.4,0,9710400,0.08052831956170105,0.9952027648687363,0.5623372572934072,0.9955955445766449
419,649.7,0,0.05039551215499728,0.05039551215499728,0.9953542612493038,7500,7548,19.538,0.738,0.04747022472575087,0.9974727928638458,16242,16290,64970,1,24.255,1.64,0,10395200,0.050395577998919784,0.9953562133014202,0.047470266880957665,0.9974740259349346
420,403.8999,0,0.20225536179304004,0.20225536179304004,0.992899015545845,7500,7548,19.538,0.528,0.26908645353201893,0.9958522617816925,10097,10145,40389,1,20.937,0.706,0,6462398,0.20225542838068505,0.9929014146327972,0.2690864859680317,0.9958536922931671
421,410.8001,0,0.8993462424761781,0.8993462424761781,0.9972004443407059,7500,7548,19.538,0.635,0.9149442405048516,0.9980467930436134,10270,10318,41080,1,21.032,1.016,0,6572801,0.8993461093388735,0.997203640639782,0.9149441212654803,0.9980490729212761
422,804.1,0,0.06380221518203523,0.06380221518203523,0.9947856664657593,7500,7548,19.538,0.537,0.9322843506315671,0.9969566836953163,20102,20150,80410,1,26.339,2.153,0,12865600,0.06380229236973112,0.9947878494858742,0.9322842574208102,0.9969580620527267
423,479.3,0,0.1405139923182037,0.1405139923182037,0.9937321245670319,7500,7548,19.538,0.6,0.21250821288003893,0.9949069619178772,11982,12030,47930,1,21.954,1.121,0,7668800,0.14051405324972416,0.9937343448400497,0.21250825929349873,0.9949089884757996
424,900.0,1,0.6926929553667774,0.6926929553667774,0.9973777532577515,7500,7548,19.538,0.77,0.5313199864060394,0.9962296485900879,22500,22548,90000,1,27.63,2.148,0,14400000,0.6926928696434163,0.9973795115947723,0.5313198516213953,0.9962320327758789
425,900.0,1,0.9724649845085163,0.9724649845085163,0.9987639728933573,7500,7548,19.538,0.532,0.9724400724084469,0.998572027310729,22500,22548,90000,1,27.63,2.624,0,14400000,0.972464948056738,0.9987660329788923,0.9724400340183096,0.9985741507261992
426,900.0,1,0.5931519822957244,0.5931519822957244,0.9918307363986969,7500,7548,19.538,0.757,0.5479548340485223,0.9930071234703064,22500,22548,90000,1,27.63,2.061,0,14400000,0.5931518139022591,0.9918333292007446,0.5479546136570494,0.9930101335048676
427,357.6,0,0.06019881361219868,0.06019881361219868,0.9969700798392296,7500,7548,19.538,0.761,0.1331399813078282,0.996554970741272,8940,8988,35760,1,20.314,0.683,0,5721600,0.06019888131209651,0.9969719909131527,0.13314000664824333,0.9965571314096451
428,259.0,0,0.0902251979335924,0.0902251979335924,0.9970880597829819,6475,6523,18.987,0.476,0.0902251979335924,0.9970880597829819,6475,6523,25900,1,18.987,0.472,1,4144000,0.09022529962536742,0.9970897436141968,0.09022529962536742,0.9970897436141968
429,409.7001,0,0.1261566798818873,0.1261566798818873,0.9949406683444977,7500,7548,19.538,0.685,0.0804853966038919,0.9969020262360573,10242,10290,40970,1,21.014,0.569,0,6555201,0.1261567431019485,0.9949426501989365,0.08048544192381761,0.9969035014510155
430,900.0,1,0.9525190734525677,0.9525190734525677,0.9981242753565311,7500,7548,19.538,0.465,0.9323285193996416,0.9972309619188309,22500,22548,90000,1,27.63,2.424,0,14400000,0.9525189522347539,0.9981269054114819,0.9323283870575815,0.997233085334301
431,350.8,0,0.05671281206458121,0.05671281206458121,0.9972403235733509,7500,7548,19.538,0.729,0.05672505784329984,0.9976246319711208,8770,8818,35080,1,20.221,0.541,0,5612800,0.0567128655522186,0.9972423389554024,0.05672511374225705,0.997626144438982
432,415.5,0,0.10667328812315673,0.10667328812315673,0.9965678676962852,7500,7548,19.538,0.642,0.07170658247335106,0.9975092634558678,10387,10435,41550,1,21.094,1.009,0,6648000,0.10667337144298046,0.9965701624751091,0.07170663482807647,0.9975109249353409
433,340.5001,0,0.06370328129862532,0.06370328129862532,0.997161827981472,7500,7548,19.538,0.477,0.053422319448667134,0.9982249028980732,8512,8560,34050,1,20.085,0.911,0,5448001,0.06370336613460881,0.9971638917922974,0.05342239410567312,0.9982263669371605
434,864.3999,0,0.06764501835207534,0.06764501835207534,0.9950499087572098,7500,7548,19.538,0.707,0.1194152991558674,0.9963023811578751,21610,21658,86439,1,27.157,1.682,0,13830398,0.06764509406977416,0.9950520992279053,0.11941542347266809,0.9963042140007019
435,500.4001,0,0.25696306195172186,0.25696306195172186,0.9936993718147278,7500,7548,19.538,0.762,0.9627988423897774,0.998268123716116,12510,12558,50040,1,22.244,1.222,0,8006401,0.25696305731750535,0.9937021732330322,0.9627987923544191,0.9982697851955891
436,900.0,1,0.16474293018473127,0.16474293018473127,0.9945099055767059,7500,7548,19.538,0.611,0.04752059160421549,0.9970689043402672,22500,22548,90000,1,27.63,1.817,0,14400000,0.16474308520704262,0.9945125877857208,0.047520684315501126,0.9970708787441254
437,485.9001,0,0.053545652119601016,0.053545652119601016,0.997337780892849,7500,7548,19.538,0.442,0.06019587326412283,0.9977137595415115,12147,12195,48590,1,22.045,0.623,0,7774401,0.05354573153772862,0.9973395019769669,0.06019594854710744,0.9977152347564697
438,900.0,1,0.547258494474057,0.547258494474057,0.9934768676757812,7500,7548,19.538,0.366,0.1648143381139876,0.9951343983411789,22500,22548,90000,1,27.63,1.259,0,14400000,0.5472584568792765,0.9934795498847961,0.16481440924156238,0.9951364099979401
439,900.0,1,0.060144123399684925,0.060144123399684925,0.9952126927673817,7500,7548,19.538,0.378,0.1260472277625401,0.9961401224136353,22500,22548,90000,1,27.63,1.26,0,14400000,0.06014418847839352,0.9952140934765339,0.12604727302095634,0.9961415380239487
440,724.6001,0,0.09029041185655551,0.09029041185655551,0.9957273900508881,7500,7548,19.538,0.368,0.29512968095457487,0.9945888817310333,18115,18163,72460,1,25.265,0.977,0,11593601,0.09029048935717185,0.9957295060157776,0.29512973882157734,0.9945909082889557
441,323.7001,0,0.5157676381036383,0.5157676381036383,0.9932813942432404,7500,7548,19.538,0.368,0.5164565002994989,0.9947915971279144,8092,8140,32370,1,19.854,0.493,0,5179201,0.5157675598452344,0.9932844340801239,0.5164565013596863,0.9947942495346069
442,900.0,1,0.8873863847971731,0.8873863847971731,0.9965023174881935,7500,7548,19.538,0.434,0.8355976656915771,0.996310755610466,22500,22548,90000,1,27.63,1.27,0,14400000,0.8873861826599889,0.99650489538908,0.8355974233641312,0.9963131844997406
443,193.4,0,0.17349828555427488,0.17349828555427488,0.9955630302429199,4835,4883,18.108,0.242,0.17349828555427488,0.9955630302429199,4835,4883,19340,1,18.108,0.235,1,3094400,0.1734983351376458,0.9955648928880692,0.1734983351376458,0.9955648928880692
444,900.0,1,0.08043123197482575,0.08043123197482575,0.9950839504599571,7500,7548,19.538,0.368,0.10681985805385662,0.996096171438694,22500,22548,90000,1,27.63,1.258,0,14400000,0.08043128229416477,0.9950860142707825,0.1068198992575681,0.996098019182682
445,360.6001,0,0.5766838933533156,0.5766838933533156,0.9951818585395813,7500,7548,19.538,0.366,0.6219972891292365,0.9967271089553833,9015,9063,36060,1,20.357,0.535,0,5769601,0.5766837004548818,0.9951843619346619,0.6219970903001724,0.9967293441295624
446,665.0,0,0.06378097992368106,0.06378097992368106,0.9960898235440254,7500,7548,19.538,0.641,0.042090895174674126,0.9973329082131386,16625,16673,66500,1,24.463,0.908,0,10640000,0.06378104242099156,0.9960921183228493,0.04209093314351413,0.9973347522318363
447,462.0,0,0.34908863343477003,0.34908863343477003,0.9924498200416565,7500,7548,19.538,0.58,0.2814957477910389,0.9961280822753906,11550,11598,46200,1,21.72,0.821,0,7392000,0.34908865659006316,0.9924521446228027,0.2814957304771357,0.9961300492286682
448,900.0,1,0.23397611603070778,0.23397611603070778,0.993688628077507,7500,7548,19.538,0.555,0.8670935299756309,0.9971452355384827,22500,22548,90000,1,27.63,1.769,0,14400000,0.23397612640820192,0.9936911314725876,0.8670933498854797,0.9971470236778259
449,900.0,1,0.16462584581008316,0.16462584581008316,0.9935697466135025,7500,7548,19.538,0.656,0.04743720955888142,0.9968592338263988,22500,22548,90000,1,27.63,1.948,0,14400000,0.16462592200200554,0.993571549654007,0.04743722619634162,0.9968606904149055
450,787.4,0,0.07172339973203623,0.07172339973203623,0.9962335675954819,7500,7548,19.538,0.544,0.9890284142064263,0.9990504309535027,19685,19733,78740,1,26.116,1.602,0,12598400,0.07172346210124186,0.9962358176708221,0.9890283903000461,0.9990514796227217
451,685.7,0,0.07613621765283987,0.07613621765283987,0.9958045929670334,7500,7548,19.538,0.367,0.11300705380655626,0.9964553266763687,17142,17190,68570,1,24.74,1.26,0,10971200,0.07613629772715615,0.995806872844696,0.1130071568583864,0.9964570552110672
452,900.0,1,0.408175196534452,0.408175196534452,0.9937842190265656,7500,7548,19.538,0.373,0.12606240455490347,0.9952064752578735,22500,22548,90000,1,27.63,1.96,0,14400000,0.40817499636837695,0.993787407875061,0.12606248506078072,0.995208203792572
453,900.0,1,0.10101426434329151,0.10101426434329151,0.9932480677962303,7500,7548,19.538,0.437,0.09537726979641346,0.9942882880568504,22500,22548,90000,1,27.63,1.965,0,14400000,0.10101434146724866,0.9932504072785378,0.09537727304148307,0.9942905977368355
454,900.0,1,0.1923352176082651,0.1923352176082651,0.9952321946620941,7500,7548,19.538,0.711,0.06022235775927446,0.9969256073236465,22500,22548,90000,1,27.63,2.005,0,14400000,0.19233527052712981,0.9952344000339508,0.06022244630973004,0.9969276674091816
455,900.0,1,0.017994562639165615,0.017994562639165615,0.9976743794977665,7500,7548,19.538,0.523,0.016911968343660252,0.9980898965150118,22500,22548,90000,1,27.63,1.922,0,14400000,0.01799458937260048,0.9976761061698198,0.016911986672053635,0.9980911277234554
456,508.7,0,0.07593658644770006,0.07593658644770006,0.9958108365535736,7500,7548,19.538,0.634,0.10684719003682075,0.9966939687728882,12717,12765,50870,1,22.356,0.921,0,8139200,0.07593662984934114,0.9958128184080124,0.10684725119485064,0.996695838868618
457,900.0,1,0.042121180199555464,0.042121180199555464,0.9971585981547832,7500,7548,19.538,0.416,0.04739489655096937,0.9968312233686447,22500,22548,90000,1,27.63,1.76,0,14400000,0.042121232433179286,0.9971604570746422,0.047394916225376685,0.9968332462012768
458,580.3,0,0.06768008230209553,0.06768008230209553,0.9948716908693314,7500,7548,19.538,0.724,0.09016513302795352,0.9960471615195274,14507,14555,58030,1,23.317,1.152,0,9284800,0.06768016201099344,0.9948738217353821,0.09016520371930865,0.9960489422082901
459,384.6,0,0.3210575126642901,0.3210575126642901,0.9930076897144318,7500,7548,19.538,0.535,0.7986888194758973,0.9962560683488846,9615,9663,38460,1,20.675,0.821,0,6153600,0.3210574202479216,0.9930099248886108,0.798688690423057,0.996258020401001
461,900.0,1,0.9526607637386182,0.9526607637386182,0.9974354989826679,7500,7548,19.538,0.542,0.95543594148428,0.9970339685678482,22500,22548,90000,1,27.63,1.865,0,14400000,0.9526606622167408,0.9974372945725918,0.9554358473915948,0.997035875916481
462,900.0,1,0.16469635492636078,0.16469635492636078,0.9947585761547089,7500,7548,19.538,0.367,0.09022638908280965,0.9963930621743202,22500,22548,90000,1,27.63,1.558,0,14400000,0.16469640729097956,0.9947610646486282,0.09022645025089641,0.9963950291275978
463,386.7999,0,0.047459480559233824,0.047459480559233824,0.9966130331158638,7500,7548,19.538,0.598,0.05346312602905118,0.9974634796380997,9670,9718,38679,1,20.706,0.974,0,6188798,0.04745950511165885,0.9966151863336563,0.0534631652005484,0.9974655359983444
464,658.6999,0,0.03313401287354148,0.03313401287354148,0.9959453046321869,7500,7548,19.538,0.617,0.4380220180123946,0.996313065290451,16467,16515,65869,1,24.375,1.322,0,10539198,0.033134054996069216,0.9959470741450787,0.43802200761896537,0.996315062046051
465,900.0,1,0.06763798183823669,0.06763798183823669,0.9959142580628395,7500,7548,19.538,0.592,0.04470873873871373,0.995909508317709,22500,22548,90000,1,27.63,1.642,0,14400000,0.06763806852889163,0.9959163963794708,0.04470876923886155,0.9959114119410515
466,900.0,1,0.706314575488364,0.706314575488364,0.9940349161624908,7500,7548,19.538,0.698,0.6235683549241862,0.9940143823623657,22500,22548,90000,1,27.63,1.973,0,14400000,0.7063142919666235,0.9940380156040192,0.6235680264006652,0.9940178692340851
467,365.6999,0,0.04472758047331941,0.04472758047331941,0.9961818531155586,7500,7548,19.538,0.603,0.04472306508452051,0.9965968765318394,9142,9190,36569,1,20.424,0.827,0,5851198,0.044727628778472854,0.9961835257709026,0.0447231088837274,0.996597982943058
468,900.0,1,0.031165475095856463,0.031165475095856463,0.9981194511055946,7500,7548,19.538,0.583,0.03305361252958914,0.9966499097645283,22500,22548,90000,1,27.63,1.826,0,14400000,0.03116553332559602,0.9981211721897125,0.03305365628471564,0.9966530986130238
469,639.3999,0,0.04217614601751545,0.04217614601751545,0.9959897808730602,7500,7548,19.538,0.384,0.8440088392328379,0.9972438365221024,15985,16033,63939,1,24.119,1.121,0,10230398,0.04217621425002505,0.9959919676184654,0.8440087312711378,0.9972460120916367
470,900.0,1,0.546930743128704,0.546930743128704,0.9954434037208557,7500,7548,19.538,0.365,0.3078372679908291,0.9948794543743134,22500,22548,90000,1,27.63,1.828,0,14400000,0.5469306204576283,0.9954453706741333,0.3078372653611797,0.9948816895484924
471,900.0,1,0.5470733055469357,0.5470733055469357,0.9946603775024414,7500,7548,19.538,0.635,0.5003460148305703,0.9946744740009308,22500,22548,90000,1,27.63,1.82,0,14400000,0.5470731000062141,0.9946628212928772,0.5003459092286245,0.9946765899658203
472,397.8,0,0.0534666807845904,0.0534666807845904,0.996578760445118,7500,7548,19.538,0.621,0.02934787773948449,0.9978718049824238,9945,9993,39780,1,20.86,0.53,0,6364800,0.05346673882991728,0.996580395847559,0.029347917023579046,0.9978731349110603
473,101.1,0,0.02762785058560478,0.02762785058560478,0.9979581218212843,2527,2575,16.864,0.287,0.02762785058560478,0.9979581218212843,2527,2575,10110,1,16.864,0.256,1,1617600,0.027627887537677788,0.997959753498435,0.027627887537677788,0.997959753498435
474,900.0,1,0.06762611672471985,0.06762611672471985,0.9954897612333298,7500,7548,19.538,0.492,0.09014017382199667,0.9940229058265686,22500,22548,90000,1,27.63,1.889,0,14400000,0.06762619830874443,0.995492085814476,0.09014020646615602,0.9940263479948044
475,224.5999,0,0.035171729074406397,0.035171729074406397,0.998228944838047,5615,5663,18.522,0.414,0.035171729074406397,0.998228944838047,5615,5663,22460,1,18.522,0.873,1,3593598,0.03517176508697459,0.9982304647564888,0.03517176508697459,0.9982304647564888
476,785.6,0,0.09020744066377104,0.09020744066377104,0.9964042156934738,7500,7548,19.538,0.745,0.04216551837519149,0.997435562312603,19640,19688,78560,1,26.087,1.705,0,12569600,0.09020750209940645,0.9964065104722977,0.04216558416794366,0.9974371865391731
477,829.6001,0,0.03313238116028992,0.03313238116028992,0.9970310181379318,7500,7548,19.538,0.808,0.037380882235205005,0.9978465810418129,20740,20788,82960,1,26.683,1.645,0,13273601,0.03313241018497261,0.997032281011343,0.037380908964152505,0.9978476613759995
478,900.0001,1,0.26906750093152754,0.26906750093152754,0.9959719181060791,7500,7548,19.538,0.585,0.23389699238777734,0.9957053363323212,22500,22548,90000,1,27.63,1.777,0,14400000,0.26906753003103984,0.9959739148616791,0.23389701948104102,0.995707705616951
479,256.0001,0,0.2693491906673763,0.2693491906673763,0.9949409365653992,6400,6448,18.943,0.55,0.2693491906673763,0.9949409365653992,6400,6448,25601,1,18.943,0.549,1,4096001,0.26934922609445827,0.9949433505535126,0.26934922609445827,0.9949433505535126
480,900.0,1,0.10682549903161119,0.10682549903161119,0.9957445040345192,7500,7548,19.538,0.728,0.07595810065116061,0.9954244196414948,22500,22548,90000,1,27.63,1.999,0,14400000,0.10682553442210481,0.9957465454936028,0.07595814620705588,0.9954262748360634
481,656.3,0,0.05670008341924275,0.05670008341924275,0.9952798113226891,7500,7548,19.538,0.368,0.577866491664124,0.9948528110980988,16407,16455,65630,1,24.345,1.461,0,10500800,0.056700126445841784,0.9952818155288696,0.5778662611044393,0.9948553740978241
482,900.0,1,0.11929739846108635,0.11929739846108635,0.9956694021821022,7500,7548,19.538,0.369,0.04739998682411306,0.9965329580008984,22500,22548,90000,1,27.63,1.895,0,14400000,0.11929746100487451,0.9956715032458305,0.04740002205265609,0.9965344965457916
483,900.0001,1,0.09544378316000081,0.09544378316000081,0.9962271824479103,7500,7548,19.538,0.665,0.5158917414177701,0.9962364733219147,22500,22548,90000,1,27.63,1.882,0,14400000,0.09544383087341436,0.9962289482355118,0.5158915759005253,0.9962384104728699
484,573.5999,0,0.08047252722383672,0.08047252722383672,0.9958914518356323,7500,7548,19.538,0.659,0.7879954710505421,0.9973000586032867,14340,14388,57359,1,23.233,1.05,0,9177598,0.08047263589471501,0.9958932548761368,0.7879954065711516,0.9973016530275345
485,212.4001,0,0.30736126784781265,0.30736126784781265,0.9972431063652039,5310,5358,18.358,0.275,0.30736126784781265,0.9972431063652039,5310,5358,21241,1,18.358,0.448,1,3398401,0.30736136487345306,0.9972445368766785,0.30736136487345306,0.9972445368766785
486,298.2001,0,0.06764787011662902,0.06764787011662902,0.9968242421746254,7455,7503,19.51,0.399,0.06764787011662902,0.9968242421746254,7455,7503,29821,1,19.51,0.666,1,4771201,0.06764794905705979,0.9968260526657104,0.06764794905705979,0.9968260526657104
487,692.0001,0,0.13306594512820796,0.13306594512820796,0.9938260912895203,7500,7548,19.538,0.463,0.0901180417374333,0.9961545988917351,17300,17348,69200,1,24.824,1.481,0,11072001,0.13306599669625857,0.9938282817602158,0.09011808015225274,0.9961567372083664
488,455.5,0,0.0637927212674067,0.0637927212674067,0.9956857487559319,7500,7548,19.538,0.369,0.06764511263467636,0.9960992783308029,11387,11435,45550,1,21.635,0.894,0,7288000,0.06379279140064614,0.9956879243254662,0.0676451956853217,0.9961010292172432
489,842.8,0,0.08523083154967373,0.08523083154967373,0.9969828575849533,7500,7548,19.538,0.497,0.035222645285442535,0.9978244490921497,21070,21118,84280,1,26.861,2.002,0,13484800,0.08523084810082122,0.9969852864742279,0.035222692932552487,0.9978261664509773
490,193.5999,0,0.04747778362575573,0.04747778362575573,0.9978230595588684,4840,4888,18.11,0.44,0.04747778362575573,0.9978230595588684,4840,4888,19360,1,18.11,0.297,1,3097598,0.04747783642529999,0.9978243038058281,0.04747783642529999,0.9978243038058281
491,900.0,1,0.6073582839488884,0.6073582839488884,0.9963158071041107,7500,7548,19.538,0.605,0.6925906725243137,0.9955027997493744,22500,22548,90000,1,27.63,1.824,0,14400000,0.6073580718200718,0.9963186085224152,0.6925903492131501,0.9955060184001923
492,900.0,1,0.071643036256303,0.071643036256303,0.995742455124855,7500,7548,19.538,0.625,0.060165971110333366,0.9967447258532047,22500,22548,90000,1,27.63,1.707,0,14400000,0.07164309575631729,0.9957441240549088,0.060166007616453514,0.9967463500797749
600,98.1999,0,0.2817277613622227,0.2817277613622227,0.9963091909885406,2455,2503,16.826,0.208,0.2817277613622227,0.9963091909885406,2455,2503,9820,1,16.826,0.224,1,1571198,0.2817277895258141,0.9963108897209167,0.2817277895258141,0.9963108897209167
601,139.5,0,0.10100044990135924,0.10100044990135924,0.9973047524690628,3487,3535,17.387,0.25,0.10100044990135924,0.9973047524690628,3487,3535,13950,1,17.387,0.173,1,2232000,0.10100051926622476,0.9973063543438911,0.10100051926622476,0.9973063543438911
602,900.0001,1,0.8521594941455293,0.8521594941455293,0.996548131108284,7500,7548,19.538,0.639,0.9101586863616249,0.9976015686988831,22500,22548,90000,1,27.63,2.109,0,14400000,0.8521593282752715,0.9965508431196213,0.9101585905218962,0.9976035729050636
603,900.0,1,0.4532182849936775,0.4532182849936775,0.9962261915206909,7500,7548,19.538,0.54,0.3484958886884527,0.9959282279014587,22500,22548,90000,1,27.63,2.138,0,14400000,0.4532181137215008,0.9962282776832581,0.34849574040762443,0.9959301054477692
604,117.9999,0,0.01497480090950859,0.01497480090950859,0.9989159172400832,2950,2998,17.09,0.199,0.01497480090950859,0.9989159172400832,2950,2998,11800,1,17.09,0.233,1,1887998,0.014974826624415008,0.9989181822165847,0.014974826624415008,0.9989181822165847
605,208.5,0,0.8269696808977226,0.8269696808977226,0.9965992420911789,5212,5260,18.307,0.341,0.8269696808977226,0.9965992420911789,5212,5260,20850,1,18.307,0.261,1,3336000,0.8269695088601922,0.9966011792421341,0.8269695088601922,0.9966011792421341
606,65.9001,0,0.11300833115241524,0.11300833115241524,0.9948663711547852,1648,1696,16.405,0.108,0.11300833115241524,0.9948663711547852,1648,1696,6591,1,16.405,0.167,1,1054401,0.11300840102527587,0.994868129491806,0.11300840102527587,0.994868129491806
607,220.3001,0,0.17368381185852966,0.17368381185852966,0.9969931244850159,5508,5556,18.464,0.485,0.17368381185852966,0.9969931244850159,5508,5556,22031,1,18.464,0.298,1,3524801,0.17368388824164893,0.9969946593046188,0.17368388824164893,0.9969946593046188
608,653.4002,0,0.2687658704116958,0.2687658704116958,0.9926925003528595,7500,7548,19.538,0.378,0.8519145521419454,0.9959059357643127,16335,16383,65340,1,24.303,1.385,0,10454403,0.26876584147897864,0.9926948249340057,0.8519143718946227,0.9959082454442978
609,740.6999,0,0.056750567352138195,0.056750567352138195,0.9951693527400494,7500,7548,19.538,0.394,0.05671144487000938,0.9970728829503059,18517,18565,74069,1,25.481,1.368,0,11851199,0.05675062793647847,0.9951713755726814,0.05671149091828446,0.9970747008919716
612,286.5,0,0.06380647977562971,0.06380647977562971,0.9964300692081451,7162,7210,19.354,0.482,0.06380647977562971,0.9964300692081451,7162,7210,28650,1,19.354,0.622,1,4584000,0.06380651672585468,0.996431827545166,0.06380651672585468,0.996431827545166
615,573.3999,0,0.04213683655892829,0.04213683655892829,0.996747337281704,7500,7548,19.538,0.454,0.02298850340812676,0.9977264534682035,14335,14383,57339,1,23.224,1.219,0,9174398,0.04213688308452756,0.9967490658164024,0.022988531132506318,0.9977275189012289
617,591.8,0,0.11292660876518248,0.11292660876518248,0.9954657927155495,7500,7548,19.538,0.369,0.33509504302686777,0.9952322840690613,14795,14843,59180,1,23.474,1.169,0,9468800,0.1129266515716248,0.9954678565263748,0.33509511887126425,0.9952345490455627
618,139.2001,0,0.4535324590373755,0.4535324590373755,0.9954656362533569,3480,3528,17.377,0.331,0.4535324590373755,0.9954656362533569,3480,3528,13921,1,17.377,0.171,1,2227201,0.45353243911467894,0.9954674541950226,0.45353243911467894,0.9954674541950226
619,556.5,0,0.09024056107578035,0.09024056107578035,0.9940242916345596,7500,7548,19.538,0.574,0.9400096117118616,0.9980681128799915,13912,13960,55650,1,22.995,0.911,0,8904000,0.09024065104535207,0.994026355445385,0.9400095433181382,0.9980697073042393
620,393.2,0,0.03968534880478803,0.03968534880478803,0.9968154653906822,7500,7548,19.538,0.631,0.01243483601307569,0.9987078523263335,9830,9878,39320,1,20.792,0.581,0,6291200,0.039685387536921156,0.9968169331550598,0.01243486314871444,0.9987092679366469
622,320.4001,0,0.04211869405274819,0.04211869405274819,0.997584868222475,7500,7548,19.538,0.526,0.031169381635891825,0.9984534811228514,8010,8058,32040,1,19.813,0.617,0,5126401,0.04211874096632337,0.9975864104926586,0.031169427401109617,0.9984549432992935
623,725.6998,0,0.1068139675687111,0.1068139675687111,0.9961070194840431,7500,7548,19.538,0.553,0.0421170479484952,0.9980857484042645,18142,18190,72569,1,25.284,1.198,0,11611197,0.10681402388000645,0.9961092844605446,0.042117084905566926,0.9980869069695473
624,165.4999,0,0.9649118171078144,0.9649118171078144,0.9985404498875141,4137,4185,17.729,0.381,0.9649118171078144,0.9985404498875141,4137,4185,16550,1,17.729,0.389,1,2647998,0.9649117821585613,0.9985422156751156,0.9649117821585613,0.9985422156751156
625,566.4,0,0.16477260797740984,0.16477260797740984,0.9943122416734695,7500,7548,19.538,0.437,0.4530644279187171,0.9970052242279053,14160,14208,56640,1,23.133,0.971,0,9062400,0.16477266937084706,0.9943143129348755,0.453064462564854,0.9970065951347351
626,89.8,0,0.035193550059624844,0.035193550059624844,0.9980432651937008,2245,2293,16.715,0.252,0.035193550059624844,0.9980432651937008,2245,2293,8980,1,16.715,0.274,1,1436800,0.035193580048002514,0.9980445317924023,0.035193580048002514,0.9980445317924023
627,572.1999,0,0.10695709264121792,0.10695709264121792,0.9960624277591705,7500,7548,19.538,0.584,0.4532313044172695,0.9965876340866089,14305,14353,57219,1,23.206,0.846,0,9155198,0.1069571672712841,0.9960643798112869,0.4532313070114418,0.9965896010398865
628,562.1,0,0.05674065116200594,0.05674065116200594,0.9960992857813835,7500,7548,19.538,0.652,0.031199308614773474,0.9977030288428068,14052,14100,56210,1,23.075,1.146,0,8993600,0.05674070072965457,0.9961011074483395,0.03119934724626285,0.9977043606340885
629,737.4999,0,0.05040095930277201,0.05040095930277201,0.9961582571268082,7500,7548,19.538,0.368,0.012427711676333443,0.9984646607190371,18437,18485,73749,1,25.444,1.571,0,11799999,0.05040100076015858,0.9961602464318275,0.012427730667909068,0.998466731980443
631,675.9,0,0.36377068202969765,0.36377068202969765,0.995043009519577,7500,7548,19.538,0.537,0.5015341500359675,0.9959004819393158,16897,16945,67590,1,24.607,1.361,0,10814400,0.3637705536686614,0.9950459003448486,0.5015339208710016,0.9959035515785217
