file,model,dataset,score_cols,mass_col,has_mass,header
<local data dir>/paper1_local_runs/omni_final/omni_adress2020_enc_nested_oof.csv,Qwen2.5-Omni,adress2020,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_adress2020_llm_nested_oof.csv,Qwen2.5-Omni,adress2020,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_adress2020_p2.csv,Qwen2.5-Omni,adress2020,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_adress2020_p3.csv,Qwen2.5-Omni,adress2020,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_adress2020_proj_nested_oof.csv,Qwen2.5-Omni,adress2020,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_adress2020_zeroshot_scores.csv,Qwen2.5-Omni,adress2020,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omnisft_adress2020_oof.csv,Qwen2.5-Omni,adress2020,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/paper1_local_runs/omni_final/transfer_pitt_to_adress2020.csv,Qwen2.5-Omni,adress2020,p_yes,,False,"clip,speaker,label,p_yes,prompt"
<local data dir>/paper1_local_runs/rebuild/omni_adress2020_text_v1.csv,Qwen2.5-Omni,adress2020,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_adress2020_text_v1s.csv,Qwen2.5-Omni,adress2020,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_adress2020_text_v3s.csv,Qwen2.5-Omni,adress2020,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_adress2020_text_v7s.csv,Qwen2.5-Omni,adress2020,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/Desktop/release/omni_final/omni_adresso_ans_nested_oof.csv,Qwen2.5-Omni,adresso,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_adresso_enc_nested_oof.csv,Qwen2.5-Omni,adresso,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_adresso_llm_nested_oof.csv,Qwen2.5-Omni,adresso,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_adresso_p2.csv,Qwen2.5-Omni,adresso,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_adresso_p3.csv,Qwen2.5-Omni,adresso,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_adresso_proj_nested_oof.csv,Qwen2.5-Omni,adresso,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_adresso_zeroshot_scores.csv,Qwen2.5-Omni,adresso,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omnisft_adresso_oof.csv,Qwen2.5-Omni,adresso,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/Desktop/release/omni_final/transfer_adresso_to_pitt.csv,Qwen2.5-Omni,adresso,p_yes,,False,"clip,speaker,label,p_yes,prompt"
<local data dir>/Desktop/release/overnight2/text_new/o25_adresso_text.csv,Qwen2.5-Omni,adresso,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/Desktop/release/podD2_final/out/o25_adresso_text.csv,Qwen2.5-Omni,adresso,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/paper1_local_runs/omni_adresso_audio.csv,Qwen2.5-Omni,adresso,p_yes,mass,True,"path,speaker,label,p_yes,mass"
<local data dir>/paper1_local_runs/omni_adresso_text.csv,Qwen2.5-Omni,adresso,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/omni_final/omni_adresso_ans_nested_oof.csv,Qwen2.5-Omni,adresso,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_adresso_enc_nested_oof.csv,Qwen2.5-Omni,adresso,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_adresso_llm_nested_oof.csv,Qwen2.5-Omni,adresso,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_adresso_p2.csv,Qwen2.5-Omni,adresso,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_adresso_p3.csv,Qwen2.5-Omni,adresso,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_adresso_proj_nested_oof.csv,Qwen2.5-Omni,adresso,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_adresso_zeroshot_scores.csv,Qwen2.5-Omni,adresso,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omnisft_adresso_oof.csv,Qwen2.5-Omni,adresso,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/paper1_local_runs/omni_final/transfer_adresso_to_pitt.csv,Qwen2.5-Omni,adresso,p_yes,,False,"clip,speaker,label,p_yes,prompt"
<local data dir>/paper1_local_runs/rebuild/omni_adresso_text_v1.csv,Qwen2.5-Omni,adresso,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_adresso_text_v1s.csv,Qwen2.5-Omni,adresso,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_adresso_text_v3s.csv,Qwen2.5-Omni,adresso,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_adresso_text_v7s.csv,Qwen2.5-Omni,adresso,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/Desktop/release/omni_final/transfer_pitt_to_adresso236.csv,Qwen2.5-Omni,adresso236,p_yes,,False,"clip,speaker,label,p_yes,prompt"
<local data dir>/paper1_local_runs/omni_final/transfer_pitt_to_adresso236.csv,Qwen2.5-Omni,adresso236,p_yes,,False,"clip,speaker,label,p_yes,prompt"
<local data dir>/Desktop/release/edaic_conflict_new/o25_conflict_match_zeroshot_scores.csv,Qwen2.5-Omni,conflict,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/overnight2/text_new/o25_conflict_text.csv,Qwen2.5-Omni,conflict,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/Desktop/release/podD2_final/out/o25_conflict_text.csv,Qwen2.5-Omni,conflict,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/Desktop/release/podE_final/out/o25_conflict_match_zeroshot_scores.csv,Qwen2.5-Omni,conflict,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_conflict_text.csv,Qwen2.5-Omni,conflict,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/Desktop/release/omni_final/omni_edaic_ans_nested_oof.csv,Qwen2.5-Omni,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_edaic_enc_nested_oof.csv,Qwen2.5-Omni,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_edaic_llm_nested_oof.csv,Qwen2.5-Omni,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_edaic_p2.csv,Qwen2.5-Omni,edaic,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_edaic_p3.csv,Qwen2.5-Omni,edaic,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_edaic_proj_nested_oof.csv,Qwen2.5-Omni,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_edaic_zeroshot_scores.csv,Qwen2.5-Omni,edaic,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omnisft_edaic_oof.csv,Qwen2.5-Omni,edaic,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/Desktop/release/overnight2/part10/o25_edaic_zeroshot_scores.csv,Qwen2.5-Omni,edaic,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/overnight2/part3/omni_edaic_segs_zeroshot_scores.csv,Qwen2.5-Omni,edaic,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_edaic_ans_nested_oof.csv,Qwen2.5-Omni,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_edaic_enc_nested_oof.csv,Qwen2.5-Omni,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_edaic_llm_nested_oof.csv,Qwen2.5-Omni,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_edaic_p2.csv,Qwen2.5-Omni,edaic,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_edaic_p3.csv,Qwen2.5-Omni,edaic,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_edaic_proj_nested_oof.csv,Qwen2.5-Omni,edaic,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_edaic_zeroshot_scores.csv,Qwen2.5-Omni,edaic,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omnisft_edaic_oof.csv,Qwen2.5-Omni,edaic,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/paper1_local_runs/omni_results/omni_edaic275_audio.csv,Qwen2.5-Omni,edaic275,p_yes,answer_mass,True,"speaker_id,clip_path,label,p_yes,answer_mass"
<local data dir>/Desktop/release/overnight2/text_new/o25_edaic30_text.csv,Qwen2.5-Omni,edaic30,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/Desktop/release/podD2_final/out/o25_edaic30_text.csv,Qwen2.5-Omni,edaic30,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/paper1_local_runs/omni_edaic30_text.csv,Qwen2.5-Omni,edaic30,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v1.csv,Qwen2.5-Omni,edaic30,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v1s.csv,Qwen2.5-Omni,edaic30,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v2.csv,Qwen2.5-Omni,edaic30,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v2s.csv,Qwen2.5-Omni,edaic30,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v3.csv,Qwen2.5-Omni,edaic30,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v3s.csv,Qwen2.5-Omni,edaic30,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v4.csv,Qwen2.5-Omni,edaic30,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v4s.csv,Qwen2.5-Omni,edaic30,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v5.csv,Qwen2.5-Omni,edaic30,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v7s.csv,Qwen2.5-Omni,edaic30,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/Desktop/release/edaic_conflict_new/o25_edaic_conflict_zeroshot_scores.csv,Qwen2.5-Omni,edaic_conflict,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/podE_final/out/o25_edaic_conflict_zeroshot_scores.csv,Qwen2.5-Omni,edaic_conflict,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/overnight2/text_new/o25_edaicfull_text.csv,Qwen2.5-Omni,edaicfull,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/Desktop/release/podD2_final/out/o25_edaicfull_text.csv,Qwen2.5-Omni,edaicfull,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/paper1_local_runs/omni_edaicfull_text.csv,Qwen2.5-Omni,edaicfull,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/Desktop/release/omni_final/omni_kcl_ans_nested_oof.csv,Qwen2.5-Omni,kcl,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_kcl_enc_nested_oof.csv,Qwen2.5-Omni,kcl,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_kcl_llm_nested_oof.csv,Qwen2.5-Omni,kcl,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_kcl_p2.csv,Qwen2.5-Omni,kcl,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_kcl_p3.csv,Qwen2.5-Omni,kcl,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_kcl_proj_nested_oof.csv,Qwen2.5-Omni,kcl,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_kcl_zeroshot_scores.csv,Qwen2.5-Omni,kcl,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omnisft_kcl_oof.csv,Qwen2.5-Omni,kcl,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/Desktop/release/overnight2/text_new/o25_kcl_text.csv,Qwen2.5-Omni,kcl,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/Desktop/release/podE_final/out/o25_kcl_text.csv,Qwen2.5-Omni,kcl,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_kcl_ans_nested_oof.csv,Qwen2.5-Omni,kcl,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_kcl_enc_nested_oof.csv,Qwen2.5-Omni,kcl,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_kcl_llm_nested_oof.csv,Qwen2.5-Omni,kcl,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_kcl_p2.csv,Qwen2.5-Omni,kcl,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_kcl_p3.csv,Qwen2.5-Omni,kcl,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_kcl_proj_nested_oof.csv,Qwen2.5-Omni,kcl,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_kcl_zeroshot_scores.csv,Qwen2.5-Omni,kcl,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omnisft_kcl_oof.csv,Qwen2.5-Omni,kcl,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/paper1_local_runs/omni_kcl30b_audio.csv,Qwen2.5-Omni,kcl30b,p_yes,mass,True,"path,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/omni_results/omni_kcl37_recut_audio.csv,Qwen2.5-Omni,kcl37,p_yes,answer_mass,True,"speaker_id,clip_path,label,p_yes,answer_mass"
<local data dir>/Desktop/release/omni_final/omni_neurovoz_ans_nested_oof.csv,Qwen2.5-Omni,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_neurovoz_enc_nested_oof.csv,Qwen2.5-Omni,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_neurovoz_llm_nested_oof.csv,Qwen2.5-Omni,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_neurovoz_p2.csv,Qwen2.5-Omni,neurovoz,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_neurovoz_p3.csv,Qwen2.5-Omni,neurovoz,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_neurovoz_proj_nested_oof.csv,Qwen2.5-Omni,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_neurovoz_zeroshot_scores.csv,Qwen2.5-Omni,neurovoz,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omnisft_neurovoz_oof.csv,Qwen2.5-Omni,neurovoz,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/Desktop/release/overnight2/text_new/o25_neurovoz_text.csv,Qwen2.5-Omni,neurovoz,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/Desktop/release/podE_final/out/o25_neurovoz_text.csv,Qwen2.5-Omni,neurovoz,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_neurovoz_ans_nested_oof.csv,Qwen2.5-Omni,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_neurovoz_enc_nested_oof.csv,Qwen2.5-Omni,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_neurovoz_llm_nested_oof.csv,Qwen2.5-Omni,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_neurovoz_p2.csv,Qwen2.5-Omni,neurovoz,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_neurovoz_p3.csv,Qwen2.5-Omni,neurovoz,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_neurovoz_proj_nested_oof.csv,Qwen2.5-Omni,neurovoz,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_neurovoz_zeroshot_scores.csv,Qwen2.5-Omni,neurovoz,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omnisft_neurovoz_oof.csv,Qwen2.5-Omni,neurovoz,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/Desktop/release/omni_final/omni_pcgita_ans_nested_oof.csv,Qwen2.5-Omni,pcgita,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_pcgita_enc_nested_oof.csv,Qwen2.5-Omni,pcgita,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_pcgita_llm_nested_oof.csv,Qwen2.5-Omni,pcgita,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_pcgita_p2.csv,Qwen2.5-Omni,pcgita,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_pcgita_p3.csv,Qwen2.5-Omni,pcgita,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_pcgita_proj_nested_oof.csv,Qwen2.5-Omni,pcgita,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_pcgita_zeroshot_scores.csv,Qwen2.5-Omni,pcgita,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omnisft_pcgita_oof.csv,Qwen2.5-Omni,pcgita,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/Desktop/release/overnight2/text_new/o25_pcgita_text.csv,Qwen2.5-Omni,pcgita,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/Desktop/release/podE_final/out/o25_pcgita_text.csv,Qwen2.5-Omni,pcgita,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_pcgita_ans_nested_oof.csv,Qwen2.5-Omni,pcgita,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_pcgita_enc_nested_oof.csv,Qwen2.5-Omni,pcgita,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_pcgita_llm_nested_oof.csv,Qwen2.5-Omni,pcgita,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_pcgita_p2.csv,Qwen2.5-Omni,pcgita,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_pcgita_p3.csv,Qwen2.5-Omni,pcgita,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_pcgita_proj_nested_oof.csv,Qwen2.5-Omni,pcgita,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_pcgita_zeroshot_scores.csv,Qwen2.5-Omni,pcgita,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omnisft_pcgita_oof.csv,Qwen2.5-Omni,pcgita,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/paper1_local_runs/omni_results/omni_pcgita1100_audio.csv,Qwen2.5-Omni,pcgita1100,p_yes,answer_mass,True,"speaker_id,clip_path,label,p_yes,answer_mass"
<local data dir>/Desktop/release/omni_final/abl2_pitt_both_oof.csv,Qwen2.5-Omni,pitt,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/Desktop/release/omni_final/abl_pitt_oof.csv,Qwen2.5-Omni,pitt,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/Desktop/release/omni_final/omni_pitt_ans_nested_oof.csv,Qwen2.5-Omni,pitt,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_pitt_enc_nested_oof.csv,Qwen2.5-Omni,pitt,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_pitt_llm_nested_oof.csv,Qwen2.5-Omni,pitt,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_pitt_p2.csv,Qwen2.5-Omni,pitt,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_pitt_p3.csv,Qwen2.5-Omni,pitt,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omni_pitt_proj_nested_oof.csv,Qwen2.5-Omni,pitt,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/Desktop/release/omni_final/omni_pitt_zeroshot_scores.csv,Qwen2.5-Omni,pitt,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/omni_final/omnisft_pitt_oof.csv,Qwen2.5-Omni,pitt,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/Desktop/release/overnight2/part10/o25_pitt_zeroshot_scores.csv,Qwen2.5-Omni,pitt,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/Desktop/release/overnight2/text_new/o25_pitt_text.csv,Qwen2.5-Omni,pitt,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/Desktop/release/podD2_final/out/o25_pitt_text.csv,Qwen2.5-Omni,pitt,p_yes,answer_mass,True,"speaker_id,id,label,p_yes,answer_mass,prompt"
<local data dir>/paper1_local_runs/omni_final/abl2_pitt_both_oof.csv,Qwen2.5-Omni,pitt,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/paper1_local_runs/omni_final/abl_pitt_oof.csv,Qwen2.5-Omni,pitt,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_pitt_ans_nested_oof.csv,Qwen2.5-Omni,pitt,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_pitt_enc_nested_oof.csv,Qwen2.5-Omni,pitt,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_pitt_llm_nested_oof.csv,Qwen2.5-Omni,pitt,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_pitt_p2.csv,Qwen2.5-Omni,pitt,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_pitt_p3.csv,Qwen2.5-Omni,pitt,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omni_pitt_proj_nested_oof.csv,Qwen2.5-Omni,pitt,p_probe,,False,"clip,speaker,label,p_probe"
<local data dir>/paper1_local_runs/omni_final/omni_pitt_zeroshot_scores.csv,Qwen2.5-Omni,pitt,p_yes,mass,True,"clip,speaker,label,p_yes,mass,prompt"
<local data dir>/paper1_local_runs/omni_final/omnisft_pitt_oof.csv,Qwen2.5-Omni,pitt,p_yes,,False,"path,speaker,label,p_yes,set,prompt"
<local data dir>/paper1_local_runs/omni_pitt_audio.csv,Qwen2.5-Omni,pitt,p_yes,mass,True,"path,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/omni_pitt_text.csv,Qwen2.5-Omni,pitt,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_pitt_text_v1.csv,Qwen2.5-Omni,pitt,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_pitt_text_v1s.csv,Qwen2.5-Omni,pitt,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
<local data dir>/paper1_local_runs/rebuild/omni_pitt_text_v1s_strip.csv,Qwen2.5-Omni,pitt,p_yes,mass,True,"id,speaker,label,set,p_yes,mass"
