model,dataset,stream,n,n_speakers,median_mass,p10_mass,share_below_0.01,share_below_0.15,mass_column_used,lo,hi,boot_usable,master_auc,resolved,file
Qwen2.5-Omni,edaic_mid30,answer-state probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.6593,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_nested_repeats.json
Qwen2.5-Omni,edaic_mid300,answer-state probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7065,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_nested_repeats.json
Qwen2.5-Omni,kcl,answer-state probe,37,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5833,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_kcl_nested_repeats.json
Qwen2.5-Omni,neurovoz,answer-state probe,1270,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8895,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_neurovoz_nested_repeats.json
Qwen2.5-Omni,pcgita,answer-state probe,1100,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8502,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_pcgita_nested_repeats.json
Qwen2.5-Omni,pitt,answer-state probe,468,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7636,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_pitt_nested_repeats.json
Qwen2.5-Omni,pitt_all,answer-state probe,708,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7744,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/pitt_all/o25_pitt_all_nested_repeats.json
Qwen2.5-Omni,adress2020,encoder probe,156,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8043,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_adress2020_nested_repeats.json
Qwen2.5-Omni,adresso,encoder probe,237,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8752,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_adresso_nested_repeats.json
Qwen2.5-Omni,edaic,encoder probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5966,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_edaic_nested_repeats.json
Qwen2.5-Omni,edaic_conflict,encoder probe,390,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5566,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/o25_edaic_conflict_nested_repeats.json
Qwen2.5-Omni,edaic_full,encoder probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.593,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_nested_repeats.json
Qwen2.5-Omni,edaic_mid30,encoder probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.577,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_nested_repeats.json
Qwen2.5-Omni,edaic_mid300,encoder probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.6168,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_nested_repeats.json
Qwen2.5-Omni,kcl,encoder probe,37,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7506,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_kcl_nested_repeats.json
Qwen2.5-Omni,neurovoz,encoder probe,1270,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.9213,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_neurovoz_nested_repeats.json
Qwen2.5-Omni,pcgita,encoder probe,1100,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8941,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_pcgita_nested_repeats.json
Qwen2.5-Omni,pitt,encoder probe,468,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7706,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/part10/pitt_enc_nested5_oof.npz [SUPERSEDES omni_final/omni_pitt_nested_repeats.json 0.7761 and single-split 0.7969]
Qwen2.5-Omni,pitt_all,encoder probe,708,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7968,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/pitt_all/o25_pitt_all_nested_repeats.json
Qwen2.5-Omni,edaic_full,projector fine tune,275,275,,,,,no mass recorded,,,0,0.6421,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/sft_full_oof.csv
Qwen2.5-Omni,edaic_mid30,projector fine tune,275,275,,,,,no mass recorded,,,0,0.6669,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/sft_mid30_oof.csv
Qwen2.5-Omni,edaic_mid300,projector fine tune,275,275,,,,,no mass recorded,,,0,0.6595,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/sft_mid300_oof.csv
Qwen2.5-Omni,pitt_all,projector fine tune,708,266,,,,,no mass recorded,,,0,0.7904,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/pitt_all/sft_pitt_all_oof.csv
Qwen2.5-Omni,adress2020,projector probe,156,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8097,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_adress2020_nested_repeats.json
Qwen2.5-Omni,adresso,projector probe,237,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8612,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_adresso_nested_repeats.json
Qwen2.5-Omni,edaic,projector probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5041,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_edaic_nested_repeats.json
Qwen2.5-Omni,edaic_conflict,projector probe,390,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5038,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/o25_edaic_conflict_nested_repeats.json
Qwen2.5-Omni,edaic_full,projector probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5293,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_nested_repeats.json
Qwen2.5-Omni,edaic_mid30,projector probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.438,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_nested_repeats.json
Qwen2.5-Omni,edaic_mid300,projector probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5703,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_nested_repeats.json
Qwen2.5-Omni,kcl,projector probe,37,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.6548,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_kcl_nested_repeats.json
Qwen2.5-Omni,neurovoz,projector probe,1270,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.9092,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_neurovoz_nested_repeats.json
Qwen2.5-Omni,pcgita,projector probe,1100,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8685,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_pcgita_nested_repeats.json
Qwen2.5-Omni,pitt,projector probe,468,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7507,probe stream - no per-clip answer distribution,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_pitt_nested_repeats.json
Qwen2.5-Omni,pitt_all,projector probe,708,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7632,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/pitt_all/o25_pitt_all_nested_repeats.json
Qwen2.5-Omni,adress2020,transcript only,156,156,0.9968242645263672,0.9958857148885728,0.0,0.0,answer_mass,0.9967244416475296,0.9969312399625778,2000,0.7538,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/o25_adress2020_text.csv
Qwen2.5-Omni,adresso,transcript only,237,237,0.9974790513515472,0.996680599451065,0.0,0.0,answer_mass,0.9974199831485748,0.9975427389144896,2000,0.5542,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/o25_adresso_text.csv
Qwen2.5-Omni,conflict,transcript only,390,74,0.998605102300644,0.9974898099899292,0.0,0.0,answer_mass,0.9983696663752198,0.9987586200702935,2000,0.6131,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/o25_conflict_text.csv
Qwen2.5-Omni,edaic,transcript only,275,275,0.9985819905996324,0.9979557603597641,0.0,0.0,answer_mass,0.9985092580318452,0.998649001121521,2000,0.6613,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/o25_edaic30_text.csv
Qwen2.5-Omni,edaic30,transcript only,275,275,0.9985819905996324,0.9979557603597641,0.0,0.0,answer_mass,0.9985092580318452,0.998649001121521,2000,0.6613,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/o25_edaic30_text.csv
Qwen2.5-Omni,edaicfull,transcript only,275,275,0.998899981379509,0.9979663968086243,0.0,0.0,answer_mass,0.998809315264225,0.9989869110286236,2000,0.823,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/o25_edaicfull_text.csv
Qwen2.5-Omni,kcl,transcript only,37,37,0.9980287663638592,0.9972999263554811,0.0,0.0,answer_mass,0.997882917523384,0.9981472864747049,2000,0.7619,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/o25_kcl_text.csv
Qwen2.5-Omni,neurovoz,transcript only,1270,107,0.9972724057734011,0.9967755109071732,0.0,0.0,answer_mass,0.9972724057734011,0.9973513260483742,2000,0.5371,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/o25_neurovoz_text.csv
Qwen2.5-Omni,pcgita,transcript only,1100,100,0.9977965392172335,0.9968557350337507,0.0,0.0,answer_mass,0.9977965392172335,0.9977965392172335,2000,0.5246,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/o25_pcgita_text.csv
Qwen2.5-Omni,pitt,transcript only,468,228,0.9966443926095963,0.9953864216804504,0.0,0.0,answer_mass,0.9965496018528939,0.9967558681964874,2000,0.6629,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/o25_pitt_text.csv
Qwen2.5-Omni,pitt_all,transcript only,708,266,0.9965848624706268,0.9956442087888717,0.0,0.0,answer_mass,0.996523991599679,0.996627688407898,2000,0.6215,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/pitt_all/o25_pitt_all_text.csv
Qwen2.5-Omni,adress2020,zero shot answer,156,156,0.996662050485611,0.9957392364740372,0.0,0.0,mass,0.9965494871139526,0.9967818558216096,2000,0.6241,sibling of the listed json,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_adress2020_zeroshot_scores.csv
Qwen2.5-Omni,adresso,zero shot answer,237,237,0.996677666902542,0.9958130836486817,0.0,0.0,mass,0.9966062605381012,0.9967862859368324,2000,0.615,sibling of the listed json,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_adresso_zeroshot_scores.csv
Qwen2.5-Omni,edaic,zero shot answer,275,275,0.9966187253594398,0.9951856583356857,0.0,0.0,mass,0.9965321645140648,0.9967116266489028,2000,0.662,sibling of the listed json,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_edaic_zeroshot_scores.csv
Qwen2.5-Omni,edaic_conflict,zero shot answer,390,74,0.9966529980301858,0.994700987637043,0.0,0.0,mass,0.9965104311704636,0.9968473203480244,2000,0.6204,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/o25_edaic_conflict_zeroshot_scores.csv
Qwen2.5-Omni,edaic_conflict_v2,zero shot answer,966,138,0.9966950118541718,0.994851753115654,0.0,0.0,mass,0.996579885482788,0.9967890381813048,2000,0.6343,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/part14/p14_o25_zeroshot_scores.csv
Qwen2.5-Omni,edaic_full,zero shot answer,275,275,0.996233567595482,0.9938397258520127,0.0,0.0,mass,0.9960226714611052,0.9964316375553608,2000,0.8285,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_full_zeroshot_scores.csv
Qwen2.5-Omni,edaic_mid30,zero shot answer,275,275,0.9958081096410752,0.9936502337455749,0.0,0.0,mass,0.9956182539463044,0.9959948126226663,2000,0.7205,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_zeroshot_scores.csv
Qwen2.5-Omni,edaic_mid300,zero shot answer,275,275,0.9958438873291016,0.9932029753923416,0.0,0.0,mass,0.9955502450466156,0.9961774721741676,2000,0.8122,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid300_zeroshot_scores.csv
Qwen2.5-Omni,kcl,zero shot answer,37,37,0.9887885749340056,0.9874063909053804,0.0,0.0,mass,0.9881375730037688,0.9902611374855042,2000,0.7143,sibling of the listed json,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_kcl_zeroshot_scores.csv
Qwen2.5-Omni,neurovoz,zero shot answer,1270,107,0.9952434152364731,0.9941072314977646,0.0,0.0,mass,0.995168149471283,0.9953158795833588,2000,0.6951,sibling of the listed json,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_neurovoz_zeroshot_scores.csv
Qwen2.5-Omni,pcgita,zero shot answer,1100,100,0.9952073693275452,0.9938926979899406,0.0,0.0,mass,0.9951236248016356,0.9953093901276588,2000,0.5635,sibling of the listed json,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_pcgita_zeroshot_scores.csv
Qwen2.5-Omni,pitt,zero shot answer,468,228,0.996614396572113,0.9956919759511949,0.0,0.0,mass,0.9964736104011536,0.9967035502195358,2000,0.6578,sibling of the listed json,/Volumes/G-Drive Pro/paper1_local_runs/omni_final/omni_pitt_zeroshot_scores.csv
Qwen2.5-Omni,pitt_all,zero shot answer,708,266,0.9966816529631615,0.9959190964698792,0.0,0.0,mass,0.9966123700141907,0.9967479258775712,2000,0.6695,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/pitt_all/o25_pitt_all_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,adress2020,LM probe,156,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.883,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_adress2020_nested_repeats.json
Qwen3-Omni-30B-A3B,adresso,LM probe,237,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.9068,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_adresso_nested_repeats.json
Qwen3-Omni-30B-A3B,edaic,LM probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5442,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/final/q3o_edaic_nested_repeats.json
Qwen3-Omni-30B-A3B,edaic_conflict,LM probe,390,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.6024,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/q3o_edaic_conflict_nested_repeats.json
Qwen3-Omni-30B-A3B,kcl,LM probe,37,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7131,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_kcl_nested_repeats.json
Qwen3-Omni-30B-A3B,neurovoz,LM probe,1270,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.9359,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_neurovoz_nested_repeats.json
Qwen3-Omni-30B-A3B,pcgita,LM probe,1100,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8807,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_pcgita_nested_repeats.json
Qwen3-Omni-30B-A3B,pitt,LM probe,468,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8477,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/final/q3o_pitt_nested_repeats.json
Qwen3-Omni-30B-A3B,adress2020,answer-state probe,156,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8973,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_adress2020_nested_repeats.json
Qwen3-Omni-30B-A3B,adresso,answer-state probe,237,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8724,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_adresso_nested_repeats.json
Qwen3-Omni-30B-A3B,edaic,answer-state probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5317,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/final/q3o_edaic_nested_repeats.json
Qwen3-Omni-30B-A3B,edaic_conflict,answer-state probe,390,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5961,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/q3o_edaic_conflict_nested_repeats.json
Qwen3-Omni-30B-A3B,kcl,answer-state probe,37,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.6911,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_kcl_nested_repeats.json
Qwen3-Omni-30B-A3B,neurovoz,answer-state probe,1270,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.9447,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_neurovoz_nested_repeats.json
Qwen3-Omni-30B-A3B,pcgita,answer-state probe,1100,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8807,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_pcgita_nested_repeats.json
Qwen3-Omni-30B-A3B,pitt,answer-state probe,468,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8268,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/final/q3o_pitt_nested_repeats.json
Qwen3-Omni-30B-A3B,adress2020,encoder probe,156,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8445,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_adress2020_nested_repeats.json
Qwen3-Omni-30B-A3B,adresso,encoder probe,237,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.875,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_adresso_nested_repeats.json
Qwen3-Omni-30B-A3B,edaic,encoder probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5828,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/final/q3o_edaic_nested_repeats.json
Qwen3-Omni-30B-A3B,edaic_conflict,encoder probe,390,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5139,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/q3o_edaic_conflict_nested_repeats.json
Qwen3-Omni-30B-A3B,kcl,encoder probe,37,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7661,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_kcl_nested_repeats.json
Qwen3-Omni-30B-A3B,neurovoz,encoder probe,1270,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.9372,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_neurovoz_nested_repeats.json
Qwen3-Omni-30B-A3B,pcgita,encoder probe,1100,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8969,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_pcgita_nested_repeats.json
Qwen3-Omni-30B-A3B,pitt,encoder probe,468,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8289,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/final/q3o_pitt_nested_repeats.json
Qwen3-Omni-30B-A3B,adress2020,projector probe,156,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8149,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_adress2020_nested_repeats.json
Qwen3-Omni-30B-A3B,adresso,projector probe,237,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.845,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_adresso_nested_repeats.json
Qwen3-Omni-30B-A3B,edaic,projector probe,275,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.5232,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/final/q3o_edaic_nested_repeats.json
Qwen3-Omni-30B-A3B,edaic_conflict,projector probe,390,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.566,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/q3o_edaic_conflict_nested_repeats.json
Qwen3-Omni-30B-A3B,kcl,projector probe,37,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8095,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_kcl_nested_repeats.json
Qwen3-Omni-30B-A3B,neurovoz,projector probe,1270,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.9362,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_neurovoz_nested_repeats.json
Qwen3-Omni-30B-A3B,pcgita,projector probe,1100,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.8862,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_pcgita_nested_repeats.json
Qwen3-Omni-30B-A3B,pitt,projector probe,468,0,,,,,"n/a - probe score, not an answer distribution",,,0,0.7619,probe stream - no per-clip answer distribution,/Users/chaitanyaparwatkar/Desktop/release/overnight2/final/q3o_pitt_nested_repeats.json
Qwen3-Omni-30B-A3B,adress2020,transcript only,156,156,0.9997393786907196,0.9996383041143417,0.0,0.0,answer_mass,0.9997257678769529,0.999751143157482,2000,0.5896,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/q3o_adress2020_text.csv
Qwen3-Omni-30B-A3B,adresso,transcript only,237,237,0.9997605979442596,0.9996434390544892,0.0,0.0,answer_mass,0.9997440874576567,0.999777778983116,2000,0.6042,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/q3o_adresso_text.csv
Qwen3-Omni-30B-A3B,conflict,transcript only,390,74,0.9999074907973409,0.9996576122939587,0.0,0.0,answer_mass,0.9998853374272585,0.9999223621562124,2000,0.5911,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/q3o_conflict_text.csv
Qwen3-Omni-30B-A3B,edaic,transcript only,275,275,0.9998604357242584,0.9994898848235607,0.0,0.0,answer_mass,0.9998317565768956,0.9998954995535314,2000,0.6348,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/q3o_edaic30_text.csv
Qwen3-Omni-30B-A3B,edaic30,transcript only,275,275,0.9998604357242584,0.9994898848235607,0.0,0.0,answer_mass,0.9998317565768956,0.9998954995535314,2000,0.6348,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/q3o_edaic30_text.csv
Qwen3-Omni-30B-A3B,edaicfull,transcript only,275,275,0.999927227385342,0.9995495364069938,0.0,0.0,answer_mass,0.999903448857367,0.9999445360153912,2000,0.8465,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/q3o_edaicfull_text.csv
Qwen3-Omni-30B-A3B,kcl,transcript only,37,37,0.9997010566294192,0.9995012164115906,0.0,0.0,answer_mass,0.9995839037001132,0.9997851382941008,2000,0.4673,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/q3o_kcl_text.csv
Qwen3-Omni-30B-A3B,neurovoz,transcript only,1270,107,0.9996153712272644,0.9992905259132384,0.0,0.0,answer_mass,0.9996153712272644,0.9996153712272644,2000,0.5656,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/q3o_neurovoz_text.csv
Qwen3-Omni-30B-A3B,pcgita,transcript only,1100,100,0.9997223988175392,0.9994311183691024,0.0,0.0,answer_mass,0.9997223988175392,0.9997223988175392,2000,0.5264,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/q3o_pcgita_text.csv
Qwen3-Omni-30B-A3B,pitt,transcript only,468,228,0.9997306242585182,0.9995907887816429,0.0,0.0,answer_mass,0.999718889594078,0.9997391402721404,2000,0.6256,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/text_new/q3o_pitt_text.csv
Qwen3-Omni-30B-A3B,adress2020,zero shot answer,156,156,0.9995424151420593,0.9993486702442169,0.0,0.0,mass,0.9994944330304861,0.999569207429886,2000,0.7097,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_adress2020_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,adresso,zero shot answer,237,237,0.9995370209217072,0.9993546783924103,0.0,0.0,mass,0.9995172023773192,0.9995538532733917,2000,0.7774,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_adresso_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,edaic,zero shot answer,275,275,0.9997146762907504,0.9992617666721345,0.0,0.0,mass,0.9996833801269532,0.9997307916171848,2000,0.629,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/overnight2/q3o_new/q3o_edaic_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,edaic_conflict,zero shot answer,390,74,0.9996460229158401,0.9993437379598616,0.0,0.0,mass,0.9996141344308852,0.9996953913941979,2000,0.6294,sibling of the listed json,/Users/chaitanyaparwatkar/Desktop/release/edaic_conflict_new/q3o_edaic_conflict_zeroshot_scores.csv
