id,pid,label_y,roberta_label,roberta_score,roberta_p_neg,roberta_p_neu,distilbert_label,distilbert_score,distilbert_p_neg,arm_roberta,arm_distilbert,arm_roberta_selected,arm_distilbert_selected
453,322,0,negative,0.008705455,0.87434375,0.1169507,negative,0.0003869471838697791,0.9996130528161302,none,none,none,none
454,322,0,neutral,0.1631173,0.44746345,0.38941923,positive,0.9929618239402771,0.0070381760597229,none,agreement,none,none
455,322,0,neutral,0.06232612,0.25689545,0.6807784,negative,0.01984408311545849,0.9801559168845415,none,none,none,none
456,322,0,neutral,0.08393962,0.46197766,0.4540827,negative,0.004766491707414389,0.9952335082925856,none,none,none,none
457,322,0,neutral,0.25971153,0.19880082,0.5414877,negative,0.007895792834460735,0.9921042071655393,none,none,none,none
458,322,0,positive,0.95679146,0.0056360858,0.037572473,positive,0.9997503161430359,0.00024968385696411133,agreement,agreement,none,none
459,322,0,positive,0.94358176,0.008505244,0.047913,positive,0.9997290968894958,0.0002709031105041504,agreement,agreement,none,none
460,322,0,neutral,0.036717024,0.47793263,0.48535034,negative,0.1916264295578003,0.8083735704421997,none,none,none,none
461,322,0,neutral,0.26747346,0.18841623,0.5441103,negative,0.05523619055747986,0.9447638094425201,none,none,none,none
462,322,0,neutral,0.6747166,0.014475075,0.3108084,positive,0.9890831708908081,0.010916829109191895,none,agreement,none,none
463,322,0,negative,0.008662864,0.9127932,0.078543894,negative,0.0003304292040411383,0.9996695707959589,none,none,none,none
464,322,0,negative,0.029130641,0.73267436,0.23819497,negative,0.0002784697280731052,0.9997215302719269,none,none,none,none
465,322,0,negative,0.009219656,0.85515857,0.13562179,negative,0.03200775012373924,0.9679922498762608,none,none,none,none
466,322,0,neutral,0.42378554,0.056657825,0.51955664,positive,0.7943181395530701,0.20568186044692993,none,agreement,none,none
467,322,0,positive,0.98238397,0.0032794322,0.014336585,positive,0.9998798370361328,0.0001201629638671875,agreement,agreement,none,none
468,322,0,positive,0.7028172,0.0760397,0.22114316,positive,0.9968135952949524,0.0031864047050476074,agreement,agreement,none,none
470,323,0,positive,0.7896456,0.013757205,0.19659723,positive,0.9846944212913513,0.015305578708648682,agreement,agreement,none,none
471,323,0,neutral,0.46753982,0.27770084,0.2547593,positive,0.9980311989784241,0.0019688010215759277,none,agreement,none,none
472,323,0,positive,0.9654665,0.0038619281,0.03067157,positive,0.9998050332069397,0.00019496679306030273,agreement,agreement,agreement,agreement
473,323,0,positive,0.7362406,0.05738812,0.20637126,negative,0.04850377142429352,0.9514962285757065,agreement,conflict,none,conflict
474,323,0,neutral,0.17406051,0.43263337,0.3933061,positive,0.7736090421676636,0.22639095783233643,none,agreement,none,none
475,323,0,negative,0.015070265,0.7412424,0.24368721,neutral,0.5518782734870911,0.44812172651290894,conflict,none,conflict,none
476,323,0,neutral,0.28831524,0.2081796,0.5035051,negative,0.16489611566066742,0.8351038843393326,none,conflict,none,conflict
477,323,0,positive,0.70769036,0.05175719,0.2405524,neutral,0.6861985325813293,0.31380146741867065,agreement,none,none,none
478,323,0,positive,0.95087105,0.008230036,0.04089889,positive,0.9824761152267456,0.017523884773254395,agreement,agreement,none,none
479,323,0,neutral,0.072338425,0.36151353,0.56614804,negative,0.04765517637133598,0.952344823628664,none,conflict,none,conflict
480,323,0,negative,0.037276007,0.71525604,0.24746798,positive,0.9576740860939026,0.04232591390609741,conflict,agreement,conflict,none
481,323,0,neutral,0.35804868,0.23475118,0.4072002,negative,0.07971760630607605,0.920282393693924,none,conflict,none,conflict
482,323,0,neutral,0.06151674,0.5715036,0.36697963,negative,0.11297068744897842,0.8870293125510216,none,conflict,none,conflict
483,323,0,positive,0.7800706,0.03478107,0.1851483,positive,0.9947634935379028,0.005236506462097168,agreement,agreement,none,agreement
484,323,0,positive,0.9858781,0.002644745,0.011477156,positive,0.9998645782470703,0.0001354217529296875,agreement,agreement,agreement,none
485,323,0,positive,0.9516361,0.0077450774,0.04061889,positive,0.9998220801353455,0.00017791986465454102,agreement,agreement,none,none
486,323,0,positive,0.95687854,0.01050188,0.03261958,positive,0.9984493255615234,0.0015506744384765625,agreement,agreement,none,none
487,323,0,positive,0.98450285,0.0029813577,0.012515838,positive,0.9997264742851257,0.0002735257148742676,agreement,agreement,none,none
488,323,0,positive,0.9014685,0.01462819,0.08390329,positive,0.999270498752594,0.0007295012474060059,agreement,agreement,none,agreement
489,324,0,positive,0.94435006,0.006175967,0.049473975,positive,0.9978457689285278,0.002154231071472168,agreement,agreement,none,none
490,324,0,positive,0.9288958,0.011880723,0.059223514,positive,0.9991581439971924,0.0008418560028076172,agreement,agreement,none,none
491,324,0,neutral,0.23747608,0.0386722,0.72385174,negative,0.08764688670635223,0.9123531132936478,none,none,none,none
492,324,0,negative,0.014949305,0.7432171,0.24183366,negative,0.005462068598717451,0.9945379314012825,none,none,none,none
493,324,0,neutral,0.1724076,0.304025,0.5235674,neutral,0.6640058755874634,0.3359941244125366,none,none,none,none
494,324,0,positive,0.7382341,0.011052531,0.25071338,positive,0.7075173854827881,0.2924826145172119,agreement,agreement,none,none
495,324,0,neutral,0.036698565,0.2652548,0.6980466,negative,0.0012058285064995289,0.9987941714935005,none,none,none,none
496,324,0,negative,0.010836673,0.82169247,0.16747092,negative,0.00041142330155707896,0.9995885766984429,none,none,none,none
497,324,0,neutral,0.16964702,0.35648507,0.47386786,negative,0.1427891105413437,0.8572108894586563,none,none,none,none
498,324,0,neutral,0.032723375,0.59520346,0.37207317,negative,0.006395889446139336,0.9936041105538607,none,none,none,none
499,324,0,positive,0.7116893,0.058724016,0.22958665,positive,0.9839725494384766,0.016027450561523438,agreement,agreement,none,none
500,324,0,positive,0.95132965,0.0044411127,0.044229243,positive,0.9997133612632751,0.0002866387367248535,agreement,agreement,none,none
501,324,0,neutral,0.038619082,0.43722796,0.524153,positive,0.813716471195221,0.18628352880477905,none,agreement,none,none
502,324,0,neutral,0.69528705,0.053004857,0.2517081,positive,0.9320695996284485,0.06793040037155151,none,agreement,none,none
503,324,0,neutral,0.6978703,0.024950592,0.27717906,positive,0.9989051818847656,0.001094818115234375,none,agreement,none,none
505,325,0,neutral,0.2107252,0.03653344,0.75274134,positive,0.9981060028076172,0.0018939971923828125,none,agreement,none,none
506,325,0,positive,0.967067,0.009300786,0.023632191,positive,0.9998576641082764,0.0001423358917236328,agreement,agreement,none,none
507,325,0,negative,0.018545669,0.8005753,0.18087904,negative,0.001033141976222396,0.9989668580237776,none,none,none,none
508,325,0,positive,0.8707339,0.009134181,0.1201319,positive,0.7670034170150757,0.23299658298492432,agreement,agreement,none,none
509,325,0,neutral,0.12309963,0.17625937,0.7006409,negative,0.0022221263498067856,0.9977778736501932,none,none,none,none
510,325,0,positive,0.7042963,0.009579552,0.2861242,negative,0.07069630920886993,0.9293036907911301,agreement,none,none,none
511,325,0,neutral,0.51733196,0.13222449,0.35044354,negative,0.19745971262454987,0.8025402873754501,none,none,none,none
512,325,0,neutral,0.40818298,0.14075726,0.4510598,negative,0.08038908243179321,0.9196109175682068,none,none,none,none
513,325,0,neutral,0.23488298,0.08068551,0.68443155,negative,0.017586957663297653,0.9824130423367023,none,none,none,none
514,325,0,neutral,0.07023868,0.48205376,0.4477075,negative,0.009939713403582573,0.9900602865964174,none,none,none,none
515,325,0,neutral,0.5306618,0.064670995,0.40466717,positive,0.9988662004470825,0.0011337995529174805,none,agreement,none,none
516,325,0,positive,0.9586527,0.010605723,0.03074152,positive,0.9998082518577576,0.00019174814224243164,agreement,agreement,none,none
517,325,0,neutral,0.07801298,0.11489352,0.8070935,negative,0.008119757287204266,0.9918802427127957,none,none,none,none
518,325,0,neutral,0.02049759,0.6559482,0.32355425,negative,0.006120335776358843,0.9938796642236412,none,none,none,none
519,325,0,neutral,0.10591126,0.54857147,0.3455173,negative,0.001536801690235734,0.9984631983097643,none,none,none,none
520,325,0,negative,0.015967347,0.78218144,0.20185122,negative,0.0003877669805660844,0.9996122330194339,none,none,none,none
521,325,0,negative,0.019917302,0.8010307,0.17905207,negative,0.0005202058237046003,0.9994797941762954,none,none,none,none
522,325,0,negative,0.00822055,0.89814126,0.09363811,negative,0.0004119949589949101,0.9995880050410051,none,none,none,none
523,325,0,positive,0.9006958,0.028401894,0.07090229,positive,0.9935708045959473,0.006429195404052734,agreement,agreement,none,none
524,325,0,positive,0.97539073,0.0036569373,0.020952374,positive,0.9988753199577332,0.0011246800422668457,agreement,agreement,none,none
525,325,0,positive,0.902168,0.015764134,0.082067885,positive,0.9921423196792603,0.007857680320739746,agreement,agreement,none,none
526,325,0,positive,0.9577786,0.0053293104,0.03689211,positive,0.9934825301170349,0.006517469882965088,agreement,agreement,none,none
527,325,0,neutral,0.21963812,0.07009457,0.71026725,negative,0.006091118324548006,0.993908881675452,none,none,none,none
528,325,0,positive,0.8217335,0.016685614,0.1615809,positive,0.9964926838874817,0.0035073161125183105,agreement,agreement,none,none
531,325,0,positive,0.94994336,0.0062128226,0.043843742,positive,0.9984931945800781,0.001506805419921875,agreement,agreement,none,none
534,326,0,neutral,0.12909248,0.14617911,0.7247284,negative,0.030029715970158577,0.9699702840298414,none,conflict,none,conflict
535,326,0,neutral,0.124689646,0.14351228,0.731798,negative,0.03051811270415783,0.9694818872958422,none,conflict,none,conflict
536,326,0,neutral,0.5824765,0.018560091,0.39896342,positive,0.9926398992538452,0.007360100746154785,none,agreement,none,agreement
537,326,0,neutral,0.05115691,0.22621645,0.7226267,negative,0.011187965981662273,0.9888120340183377,none,conflict,none,conflict
538,326,0,neutral,0.015298704,0.69407284,0.29062852,negative,0.000434111658250913,0.9995658883417491,none,conflict,none,conflict
539,326,0,positive,0.90936357,0.005063784,0.08557265,neutral,0.5859048962593079,0.41409510374069214,agreement,none,none,none
540,326,0,neutral,0.4179837,0.005773661,0.5762426,negative,0.12669794261455536,0.8733020573854446,none,conflict,none,conflict
541,326,0,neutral,0.19321868,0.21283363,0.59394765,negative,0.008221411146223545,0.9917785888537765,none,conflict,none,conflict
542,326,0,neutral,0.6349126,0.0390585,0.32602885,positive,0.9956207871437073,0.004379212856292725,none,agreement,none,agreement
543,327,0,neutral,0.51411533,0.06273571,0.42314902,negative,0.06257720291614532,0.9374227970838547,none,conflict,none,conflict
544,327,0,neutral,0.24729984,0.1514655,0.6012347,negative,0.07919269055128098,0.920807309448719,none,conflict,none,conflict
545,327,0,neutral,0.14108184,0.02832566,0.8305926,negative,0.06947488337755203,0.930525116622448,none,conflict,none,conflict
546,327,0,neutral,0.08548214,0.47230536,0.44221252,negative,0.006098076701164246,0.9939019232988358,none,conflict,none,conflict
547,327,0,neutral,0.03833095,0.6304184,0.33125064,positive,0.706366240978241,0.29363375902175903,none,agreement,none,none
548,327,0,negative,0.019795693,0.74601007,0.23419425,negative,0.2614818215370178,0.7385181784629822,conflict,conflict,conflict,conflict
549,327,0,neutral,0.4486954,0.3410994,0.21020521,negative,0.003261731704697013,0.996738268295303,none,conflict,none,conflict
550,327,0,positive,0.7893276,0.030223845,0.18044852,positive,0.9985793828964233,0.0014206171035766602,agreement,agreement,agreement,agreement
551,327,0,neutral,0.35602537,0.22497989,0.41899464,negative,0.05886257067322731,0.9411374293267727,none,conflict,none,conflict
552,327,0,positive,0.77228814,0.047730517,0.17998134,negative,0.13865524530410767,0.8613447546958923,agreement,conflict,none,conflict
553,327,0,positive,0.9772828,0.0044502188,0.018266972,positive,0.999875545501709,0.00012445449829101562,agreement,agreement,none,agreement
554,327,0,positive,0.8113173,0.02000666,0.168676,positive,0.9357280135154724,0.06427198648452759,agreement,agreement,none,agreement
555,327,0,neutral,0.60211724,0.082852654,0.31503016,negative,0.004924458917230368,0.9950755410827696,none,conflict,none,conflict
556,327,0,positive,0.83436936,0.027071066,0.13855955,positive,0.9991739392280579,0.0008260607719421387,agreement,agreement,none,agreement
557,327,0,neutral,0.5467775,0.11750117,0.33572134,positive,0.9985206723213196,0.00147932767868042,none,agreement,none,none
558,328,0,positive,0.95299244,0.0055477293,0.041459832,positive,0.9996764659881592,0.0003235340118408203,agreement,agreement,none,none
559,328,0,neutral,0.12680647,0.64025545,0.23293805,negative,0.04174630716443062,0.9582536928355694,none,conflict,none,conflict
560,328,0,positive,0.959901,0.0059643826,0.034134645,positive,0.9984169006347656,0.001583099365234375,agreement,agreement,none,agreement
561,328,0,neutral,0.104087554,0.11236287,0.78354955,negative,0.002471688436344266,0.9975283115636557,none,conflict,none,conflict
562,328,0,negative,0.0077513284,0.93052596,0.06172267,negative,0.00037120457272976637,0.9996287954272702,conflict,conflict,conflict,conflict
563,328,0,negative,0.019105034,0.85504586,0.12584908,positive,0.992041289806366,0.007958710193634033,conflict,agreement,conflict,none
564,328,0,negative,0.01589819,0.80760646,0.1764954,negative,0.013926318846642971,0.986073681153357,conflict,conflict,conflict,conflict
565,328,0,neutral,0.16194554,0.2153919,0.62266254,positive,0.99859219789505,0.0014078021049499512,none,agreement,none,none
566,328,0,positive,0.9705964,0.0082233725,0.021180302,positive,0.9997894167900085,0.00021058320999145508,agreement,agreement,agreement,agreement
567,328,0,neutral,0.20769894,0.34016013,0.452141,negative,0.0007989804144017398,0.9992010195855983,none,conflict,none,conflict
568,328,0,neutral,0.05877092,0.4033753,0.53785384,positive,0.9862204790115356,0.013779520988464355,none,agreement,none,agreement
569,328,0,positive,0.90876824,0.0049416455,0.086290106,positive,0.9997814297676086,0.00021857023239135742,agreement,agreement,none,none
570,328,0,positive,0.7197148,0.0072948127,0.27299038,positive,0.9997888207435608,0.00021117925643920898,agreement,agreement,none,none
571,328,0,positive,0.97593737,0.0040864106,0.019976204,positive,0.9995348453521729,0.00046515464782714844,agreement,agreement,none,none
572,328,0,positive,0.92589533,0.004338404,0.06976623,positive,0.9995633959770203,0.00043660402297973633,agreement,agreement,agreement,none
573,328,0,positive,0.74458015,0.053993393,0.20142649,positive,0.9981001019477844,0.0018998980522155762,agreement,agreement,none,agreement
574,328,0,positive,0.8534752,0.025798662,0.12072611,positive,0.9713525176048279,0.02864748239517212,agreement,agreement,none,agreement
575,328,0,positive,0.9843522,0.00525738,0.010390477,positive,0.9998050332069397,0.00019496679306030273,agreement,agreement,none,agreement
576,328,0,positive,0.96377224,0.005914615,0.030313136,positive,0.999854326248169,0.0001456737518310547,agreement,agreement,agreement,agreement
577,328,0,positive,0.93630946,0.008643872,0.055046663,negative,0.010237657465040684,0.9897623425349593,agreement,conflict,none,conflict
578,328,0,neutral,0.067606814,0.37051684,0.56187636,negative,0.002049725968390703,0.9979502740316093,none,conflict,none,conflict
579,328,0,positive,0.96986157,0.0073128254,0.022825649,positive,0.9994693398475647,0.0005306601524353027,agreement,agreement,none,agreement
580,328,0,neutral,0.09399128,0.51985663,0.38615215,negative,0.0017183545278385282,0.9982816454721615,none,conflict,none,conflict
581,328,0,neutral,0.12221653,0.0924824,0.7853011,negative,0.0023037493228912354,0.9976962506771088,none,conflict,none,conflict
582,328,0,positive,0.9401124,0.012758183,0.047129396,positive,0.9988859295845032,0.0011140704154968262,agreement,agreement,none,none
583,328,0,positive,0.97446364,0.0053354613,0.02020089,positive,0.9998038411140442,0.00019615888595581055,agreement,agreement,none,none
585,329,0,neutral,0.38308728,0.006113262,0.61079943,positive,0.9873635172843933,0.01263648271560669,none,agreement,none,none
587,329,0,positive,0.9787998,0.003920271,0.017279899,positive,0.9998061060905457,0.0001938939094543457,agreement,agreement,none,none
588,329,0,positive,0.9155834,0.011298087,0.07311849,positive,0.9990119934082031,0.000988006591796875,agreement,agreement,none,none
589,329,0,negative,0.017426709,0.835982,0.1465913,negative,0.001822563586756587,0.9981774364132434,conflict,conflict,conflict,conflict
590,329,0,neutral,0.11430663,0.14532363,0.74036974,positive,0.9497069716453552,0.050293028354644775,none,agreement,none,agreement
591,329,0,neutral,0.015501674,0.6483118,0.33618647,negative,0.0007045677048154175,0.9992954322951846,none,conflict,none,conflict
592,329,0,positive,0.972024,0.0050270543,0.022948945,positive,0.9980373978614807,0.001962602138519287,agreement,agreement,none,none
593,329,0,neutral,0.64966035,0.005887689,0.34445193,positive,0.9983782768249512,0.0016217231750488281,none,agreement,none,none
594,329,0,positive,0.9726863,0.0029550572,0.024358708,positive,0.9997599720954895,0.00024002790451049805,agreement,agreement,agreement,none
595,329,0,neutral,0.67970145,0.04151534,0.27878323,positive,0.9981129169464111,0.0018870830535888672,none,agreement,none,none
597,329,0,neutral,0.6352475,0.03516176,0.32959074,positive,0.9992296695709229,0.0007703304290771484,none,agreement,none,none
598,329,0,positive,0.719156,0.0066839764,0.27415997,positive,0.9994437098503113,0.0005562901496887207,agreement,agreement,none,none
599,329,0,neutral,0.31414032,0.0307953,0.65506434,positive,0.9714561104774475,0.02854388952255249,none,agreement,none,agreement
600,329,0,positive,0.9577023,0.009504795,0.032792922,positive,0.9937509894371033,0.0062490105628967285,agreement,agreement,none,none
602,330,1,positive,0.8243211,0.028197074,0.14748183,negative,0.2361183613538742,0.7638816386461258,none,agreement,none,none
603,330,1,neutral,0.09578487,0.21733393,0.6868812,positive,0.9990178346633911,0.0009821653366088867,none,none,none,none
604,330,1,neutral,0.6560319,0.013164741,0.3308033,positive,0.9996484518051147,0.0003515481948852539,none,none,none,none
605,330,1,positive,0.76202375,0.00638934,0.23158692,negative,0.09933532029390335,0.9006646797060966,none,agreement,none,none
607,330,1,neutral,0.46369416,0.010871588,0.52543426,negative,0.08474066108465195,0.915259338915348,none,agreement,none,none
608,330,1,neutral,0.17900723,0.37796694,0.44302586,positive,0.9711291790008545,0.028870820999145508,none,none,none,none
609,330,1,negative,0.022752197,0.7463633,0.23088458,negative,0.0040555973537266254,0.9959444026462734,agreement,agreement,none,none
610,330,1,neutral,0.028018257,0.5439596,0.42802215,negative,0.003243554849177599,0.9967564451508224,none,agreement,none,none
612,330,1,positive,0.9572105,0.0083816545,0.034407806,positive,0.9995158910751343,0.00048410892486572266,none,none,none,none
613,331,0,neutral,0.24669717,0.010670214,0.7426326,negative,0.018957089632749557,0.9810429103672504,none,none,none,none
614,331,0,neutral,0.3389904,0.09019476,0.57081485,positive,0.9798451066017151,0.020154893398284912,none,agreement,none,none
615,331,0,neutral,0.20262848,0.3160428,0.48132882,negative,0.018017180263996124,0.9819828197360039,none,none,none,none
616,331,0,neutral,0.14193451,0.38572264,0.47234285,negative,0.012924274429678917,0.9870757255703211,none,none,none,none
617,331,0,neutral,0.30775604,0.38470557,0.3075384,positive,0.8478118181228638,0.15218818187713623,none,agreement,none,none
618,331,0,positive,0.9132238,0.011293005,0.07548324,positive,0.9922868013381958,0.007713198661804199,agreement,agreement,none,none
619,331,0,neutral,0.18834992,0.17031412,0.64133596,positive,0.9893097877502441,0.01069021224975586,none,agreement,none,none
620,331,0,negative,0.04696509,0.72885096,0.22418402,negative,0.04728911817073822,0.9527108818292618,none,none,none,none
621,331,0,neutral,0.49883673,0.1714355,0.3297278,positive,0.9944583177566528,0.005541682243347168,none,agreement,none,none
622,331,0,neutral,0.053926695,0.504279,0.44179425,negative,0.0006289745797403157,0.9993710254202597,none,none,none,none
623,331,0,negative,0.015683621,0.7921776,0.19213869,negative,0.002109156921505928,0.9978908430784941,none,none,none,none
624,331,0,neutral,0.49834308,0.09716329,0.4044936,negative,0.01672164537012577,0.9832783546298742,none,none,none,none
625,331,0,neutral,0.109295495,0.22029178,0.6704127,positive,0.9869427680969238,0.013057231903076172,none,agreement,none,none
626,331,0,neutral,0.080450915,0.52216744,0.39738163,negative,0.008431199938058853,0.9915688000619411,none,none,none,none
627,331,0,negative,0.024679402,0.812392,0.16292861,negative,0.004624605178833008,0.995375394821167,none,none,none,none
628,331,0,neutral,0.06637302,0.42594954,0.5076775,positive,0.9882853031158447,0.011714696884155273,none,agreement,none,none
629,331,0,positive,0.8647445,0.004595694,0.1306598,positive,0.9961579442024231,0.0038420557975769043,agreement,agreement,none,none
630,331,0,neutral,0.05912655,0.5630473,0.37782615,negative,0.008329478092491627,0.9916705219075084,none,none,none,none
631,331,0,negative,0.008172551,0.7896046,0.20222278,negative,0.0012463857419788837,0.9987536142580211,none,none,none,none
632,331,0,neutral,0.6301955,0.04254711,0.3272574,neutral,0.5003750920295715,0.49962490797042847,none,none,none,none
634,332,1,neutral,0.15453488,0.19420256,0.6512625,negative,0.003917332738637924,0.9960826672613621,none,agreement,none,agreement
635,332,1,neutral,0.11255996,0.44306484,0.4443752,negative,0.0033579315058887005,0.9966420684941113,none,agreement,none,none
637,332,1,neutral,0.47151783,0.19548929,0.33299282,negative,0.0036262429784983397,0.9963737570215017,none,agreement,none,agreement
638,332,1,neutral,0.05399558,0.5444386,0.4015658,negative,0.0020020639058202505,0.9979979360941797,none,agreement,none,none
642,332,1,positive,0.8429451,0.023504756,0.1335501,positive,0.9995962977409363,0.0004037022590637207,conflict,conflict,conflict,conflict
644,332,1,positive,0.8199098,0.051503174,0.12858702,neutral,0.44936278462409973,0.5506372153759003,conflict,none,conflict,none
645,332,1,neutral,0.15342546,0.3952276,0.45134693,positive,0.9976261258125305,0.0023738741874694824,none,conflict,none,conflict
646,332,1,neutral,0.4027741,0.12867723,0.46854874,positive,0.9957154393196106,0.004284560680389404,none,conflict,none,conflict
647,332,1,negative,0.010460352,0.90641695,0.083122715,negative,0.0006525919889099896,0.99934740801109,agreement,agreement,agreement,agreement
648,332,1,neutral,0.19166526,0.41376483,0.3945699,negative,0.030390474945306778,0.9696095250546932,none,agreement,none,none
649,332,1,positive,0.9269342,0.013104044,0.0599618,positive,0.8914928436279297,0.10850715637207031,conflict,conflict,conflict,conflict
650,332,1,negative,0.015612174,0.8453531,0.13903469,negative,0.0030030265916138887,0.9969969734083861,agreement,agreement,agreement,none
651,332,1,neutral,0.11469287,0.44905448,0.43625265,negative,0.005497248377650976,0.994502751622349,none,agreement,none,none
652,332,1,neutral,0.020409828,0.68681896,0.29277125,negative,0.0005865381099283695,0.9994134618900716,none,agreement,none,agreement
654,332,1,positive,0.8817172,0.011672191,0.10661057,positive,0.9997934699058533,0.00020653009414672852,conflict,conflict,conflict,conflict
655,332,1,neutral,0.64127815,0.028492484,0.33022943,positive,0.9976045489311218,0.002395451068878174,none,conflict,none,conflict
656,332,1,positive,0.8122446,0.031823535,0.15593186,positive,0.9994397759437561,0.0005602240562438965,conflict,conflict,conflict,conflict
658,333,0,positive,0.7198704,0.022841113,0.25728846,positive,0.999747097492218,0.0002529025077819824,agreement,agreement,none,none
659,333,0,positive,0.86634254,0.02831041,0.105346955,positive,0.9975722432136536,0.0024277567863464355,agreement,agreement,none,none
660,333,0,neutral,0.06821089,0.34945652,0.5823326,negative,0.0018582288175821304,0.9981417711824179,none,none,none,none
661,333,0,neutral,0.67031693,0.010558094,0.31912503,positive,0.9986476302146912,0.0013523697853088379,none,agreement,none,none
662,333,0,positive,0.9566891,0.0044428734,0.03886799,positive,0.9998237490653992,0.00017625093460083008,agreement,agreement,none,none
663,333,0,positive,0.9819151,0.0032567082,0.014828158,positive,0.9997739195823669,0.00022608041763305664,agreement,agreement,none,none
664,333,0,positive,0.96780396,0.0074138315,0.024782283,positive,0.9997660517692566,0.0002339482307434082,agreement,agreement,none,none
665,333,0,neutral,0.37336344,0.070942484,0.55569404,negative,0.15952424705028534,0.8404757529497147,none,none,none,none
666,333,0,neutral,0.30443802,0.3686103,0.32695177,positive,0.9980508089065552,0.0019491910934448242,none,agreement,none,none
669,333,0,neutral,0.17748871,0.07882221,0.74368906,positive,0.8017057180404663,0.1982942819595337,none,agreement,none,none
670,333,0,positive,0.93991584,0.0045552463,0.055528887,positive,0.9910111427307129,0.00898885726928711,agreement,agreement,none,none
671,333,0,neutral,0.17202504,0.46560526,0.36236966,positive,0.9884810447692871,0.01151895523071289,none,agreement,none,none
672,333,0,neutral,0.059397254,0.33945063,0.6011521,negative,0.002825674368068576,0.9971743256319314,none,none,none,none
673,333,0,neutral,0.21265641,0.33885235,0.44849125,positive,0.94947350025177,0.05052649974822998,none,agreement,none,none
674,333,0,neutral,0.25251427,0.25652537,0.49096045,negative,0.28589218854904175,0.7141078114509583,none,none,none,none
675,333,0,neutral,0.039667755,0.3711118,0.58922046,negative,0.003725269343703985,0.996274730656296,none,none,none,none
676,333,0,positive,0.9079197,0.016653871,0.07542642,positive,0.9990826845169067,0.0009173154830932617,agreement,agreement,none,none
677,333,0,positive,0.97503406,0.0034941658,0.021471722,positive,0.9998652935028076,0.0001347064971923828,agreement,agreement,none,none
678,333,0,neutral,0.33136684,0.113690056,0.5549431,positive,0.9968268275260925,0.0031731724739074707,none,agreement,none,none
679,333,0,neutral,0.63436806,0.025752619,0.33987933,positive,0.9898983836174011,0.010101616382598877,none,agreement,none,none
680,333,0,positive,0.94063705,0.0060609886,0.053301923,positive,0.999819815158844,0.00018018484115600586,agreement,agreement,none,none
683,334,0,neutral,0.20093995,0.12512065,0.67393947,positive,0.987533688545227,0.01246631145477295,none,agreement,none,none
684,334,0,neutral,0.63128126,0.015566563,0.35315222,positive,0.9930197596549988,0.006980240345001221,none,agreement,none,none
685,334,0,neutral,0.0882719,0.34922186,0.56250626,positive,0.9947793483734131,0.005220651626586914,none,agreement,none,none
686,334,0,positive,0.8799026,0.006301332,0.11379607,positive,0.9997544884681702,0.000245511531829834,agreement,agreement,none,none
687,334,0,neutral,0.33716252,0.06501067,0.59782684,negative,0.07768840342760086,0.9223115965723991,none,none,none,none
688,334,0,neutral,0.16148192,0.32324252,0.51527554,negative,0.0016509591368958354,0.9983490408631042,none,none,none,none
689,334,0,neutral,0.04260844,0.61376226,0.3436293,positive,0.7831954956054688,0.21680450439453125,none,agreement,none,none
690,334,0,neutral,0.2037612,0.23134637,0.5648925,positive,0.9380619525909424,0.06193804740905762,none,agreement,none,none
691,334,0,neutral,0.17276311,0.39724153,0.4299953,negative,0.26676198840141296,0.733238011598587,none,none,none,none
692,334,0,negative,0.009435769,0.83620083,0.15436342,negative,0.0011847437126562,0.9988152562873438,none,none,none,none
693,334,0,neutral,0.25018036,0.047440067,0.7023796,positive,0.9981257319450378,0.0018742680549621582,none,agreement,none,none
694,334,0,neutral,0.08063652,0.16469947,0.754664,negative,0.017548251897096634,0.9824517481029034,none,none,none,none
695,334,0,positive,0.95481455,0.0041849227,0.041000504,positive,0.9990241527557373,0.0009758472442626953,agreement,agreement,none,none
696,334,0,neutral,0.097466156,0.28413886,0.61839503,negative,0.012424797751009464,0.9875752022489905,none,none,none,none
697,334,0,neutral,0.26805577,0.018490275,0.713454,positive,0.7723932862281799,0.22760671377182007,none,agreement,none,none
698,334,0,negative,0.017171742,0.78895426,0.19387396,negative,0.013783982954919338,0.9862160170450807,none,none,none,none
699,334,0,neutral,0.10408768,0.4501814,0.4457309,negative,0.002710619941353798,0.9972893800586462,none,none,none,none
700,334,0,neutral,0.08285762,0.4258126,0.4913298,negative,0.0016568854916840792,0.9983431145083159,none,none,none,none
701,334,0,neutral,0.5280122,0.024431631,0.44755617,negative,0.016957640647888184,0.9830423593521118,none,none,none,none
702,334,0,neutral,0.08784258,0.40190762,0.51024973,positive,0.9853116273880005,0.014688372611999512,none,agreement,none,none
704,334,0,negative,0.06382792,0.70527,0.23090212,negative,0.021212860941886902,0.9787871390581131,none,none,none,none
705,334,0,positive,0.9063405,0.011745718,0.0819138,positive,0.9034953117370605,0.09650468826293945,agreement,agreement,none,none
706,334,0,positive,0.82719356,0.017110717,0.15569572,positive,0.9993809461593628,0.000619053840637207,agreement,agreement,none,none
707,334,0,neutral,0.12738913,0.100883424,0.77172744,negative,0.017796102911233902,0.9822038970887661,none,none,none,none
708,335,0,neutral,0.35197145,0.012031113,0.6359975,positive,0.9989098310470581,0.0010901689529418945,none,agreement,none,none
709,335,0,positive,0.9184886,0.0060462398,0.07546516,positive,0.9977293610572815,0.002270638942718506,agreement,agreement,none,none
