model,dataset,n,n_speakers,median_mass,p10_mass,min_mass,share_below_0.01,share_below_0.15,mass_column_used,file
Qwen2.5-Omni,edaic,259,64,0.99622905254364,0.9940351247787476,0.9913673996925354,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/part3/omni_edaic_segs_zeroshot_scores.csv
Qwen2.5-Omni,unknown,275,275,0.996233567595482,0.9938397258520127,0.9915412962436676,0.0,0.0,mass,scores/pitt_all/o25_full_zeroshot_scores.csv
Qwen2.5-Omni,unknown,275,275,0.996233567595482,0.9938397258520127,0.9915412962436676,0.0,0.0,mass,scores/edaic_windows/o25_full_zeroshot_scores.csv
Qwen2.5-Omni,pcgita,1100,100,0.9964001029729843,0.9930838763713836,0.98494952917099,0.0,0.0,mass,<local data dir>/paper1_local_runs/omni_final/omni_pcgita_p2.csv
Qwen2.5-Omni,pcgita,1100,100,0.9964001029729843,0.9930838763713836,0.98494952917099,0.0,0.0,mass,<local data dir>/Desktop/release/omni_final/omni_pcgita_p2.csv
Qwen2.5-Omni,pitt,20,13,0.9964115023612976,0.9956976681947708,0.9943213164806366,0.0,0.0,mass,<local data dir>/paper1_local_runs/rebuild/omni_pitt_text_v2.csv
Qwen2.5-Omni,smoke,2,1,0.9964288976043463,0.9958111833781003,0.9956567548215388,0.0,0.0,mass,<local data dir>/Desktop/release/omni_final/smoke_q2a_zeroshot_scores.csv
Qwen2.5-Omni,smoke,2,1,0.9964288976043463,0.9958111833781003,0.9956567548215388,0.0,0.0,mass,<local data dir>/paper1_local_runs/omni_final/smoke_q2a_zeroshot_scores.csv
Qwen2.5-Omni,edaic275,275,275,0.9965280145406724,0.995185774564743,0.9922630041837692,0.0,0.0,answer_mass,<local data dir>/paper1_local_runs/omni_results/omni_edaic275_audio.csv
Qwen2.5-Omni,pitt468,468,228,0.9965315610170364,0.9956167638301849,0.9943568110466005,0.0,0.0,answer_mass,<local data dir>/paper1_local_runs/omni_results/omni_pitt468_audio.csv
Qwen2.5-Omni,pitt_all,708,266,0.9965848624706268,0.9956442087888717,0.9935631304979324,0.0,0.0,answer_mass,scores/pitt_all/o25_pitt_all_text.csv
Qwen2.5-Omni,pitt,468,228,0.996614396572113,0.9956919759511949,0.9943217933177948,0.0,0.0,mass,<local data dir>/Desktop/release/omni_final/omni_pitt_zeroshot_scores.csv
Qwen2.5-Omni,pitt,468,228,0.996614396572113,0.9956919759511949,0.9943217933177948,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/part10/o25_pitt_zeroshot_scores.csv
Qwen2.5-Omni,pitt,468,228,0.996614396572113,0.9956919759511949,0.9943217933177948,0.0,0.0,mass,<local data dir>/paper1_local_runs/omni_final/omni_pitt_zeroshot_scores.csv
Qwen2.5-Omni,edaic,275,275,0.9966187253594398,0.9951856583356857,0.9920702129602432,0.0,0.0,mass,<local data dir>/Desktop/release/omni_final/omni_edaic_zeroshot_scores.csv
Qwen2.5-Omni,edaic,275,275,0.9966187253594398,0.9951856583356857,0.9920702129602432,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/part10/o25_edaic_zeroshot_scores.csv
Qwen2.5-Omni,edaic,275,275,0.9966187253594398,0.9951856583356857,0.9920702129602432,0.0,0.0,mass,<local data dir>/paper1_local_runs/omni_final/omni_edaic_zeroshot_scores.csv
Kimi-Audio,pitt,468,228,0.9966231435537338,0.9917780682444572,0.9829561114311218,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv
Kimi-Audio,pitt,468,228,0.9966231435537338,0.9917780682444572,0.9829561114311218,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/kimi/kimi_pitt_zeroshot_scores.csv
Qwen2.5-Omni,pitt,468,228,0.9966443926095963,0.9953864216804504,0.9924605786800385,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/o25_pitt_text.csv
Qwen2.5-Omni,pitt,468,228,0.9966443926095963,0.9953864216804504,0.9924605786800385,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/o25_pitt_text.csv
Qwen2.5-Omni,edaic_conflict,390,74,0.9966529980301858,0.994700987637043,0.9907322525978088,0.0,0.0,mass,<local data dir>/Desktop/release/edaic_conflict_new/o25_edaic_conflict_zeroshot_scores.csv
Qwen2.5-Omni,edaic_conflict,390,74,0.9966529980301858,0.994700987637043,0.9907322525978088,0.0,0.0,mass,<local data dir>/Desktop/release/podE_final/out/o25_edaic_conflict_zeroshot_scores.csv
Qwen2.5-Omni,adress2020,156,156,0.996662050485611,0.9957392364740372,0.9950958490371704,0.0,0.0,mass,<local data dir>/Desktop/release/omni_final/omni_adress2020_zeroshot_scores.csv
Qwen2.5-Omni,adress2020,156,156,0.996662050485611,0.9957392364740372,0.9950958490371704,0.0,0.0,mass,<local data dir>/paper1_local_runs/omni_final/omni_adress2020_zeroshot_scores.csv
Qwen2.5-Omni,adresso,237,237,0.996677666902542,0.9958130836486817,0.9945845603942872,0.0,0.0,mass,<local data dir>/paper1_local_runs/omni_final/omni_adresso_zeroshot_scores.csv
Qwen2.5-Omni,adresso,237,237,0.996677666902542,0.9958130836486817,0.9945845603942872,0.0,0.0,mass,<local data dir>/Desktop/release/omni_final/omni_adresso_zeroshot_scores.csv
Qwen2-Audio,adress2020,156,156,0.9966805800795556,0.9931062161922455,0.9817187637090684,0.0,0.0,mass,<local data dir>/paper1_local_runs/probe_results/adress2020_zeroshot_scores.csv
Qwen2.5-Omni,pitt_all,708,266,0.9966816529631615,0.9959190964698792,0.9944646656513214,0.0,0.0,mass,scores/pitt_all/o25_pitt_all_zeroshot_scores.csv
Qwen2.5-Omni,pitt,20,13,0.9966896772384644,0.9959603667259216,0.9948550760746002,0.0,0.0,mass,<local data dir>/paper1_local_runs/rebuild/omni_pitt_text_v3.csv
unattributed,unknown,966,138,0.9966950118541718,0.994851753115654,0.9914804697036744,0.0,0.0,mass,scores/edaic_conflict_v2/p14_o25_zeroshot_scores.csv
Qwen2-Audio,pitt,468,228,0.9966980665922164,0.9933391347527505,0.971694678068161,0.0,0.0,mass,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv
Qwen2-Audio,pitt,468,228,0.9967006146907806,0.99335016310215,0.971832662820816,0.0,0.0,mass,<local data dir>/paper1_local_runs/probe_results/pitt_zeroshot_scores.csv
Qwen2.5-Omni,smoke,2,1,0.9967165440320969,0.9962815374135972,0.9961727857589722,0.0,0.0,mass,<local data dir>/Desktop/release/omni_final/smoke_omni_zeroshot_scores.csv
Qwen2.5-Omni,smoke,2,1,0.9967165440320969,0.9962815374135972,0.9961727857589722,0.0,0.0,mass,<local data dir>/paper1_local_runs/omni_final/smoke_omni_zeroshot_scores.csv
Qwen2-Audio,adress2020,156,156,0.9967229887843132,0.9931092709302902,0.9815637469291688,0.0,0.0,mass,<local data dir>/paper1_local_runs/probe2/adress2020_zeroshot_scores.csv
Qwen2-Audio,pitt,468,228,0.9967856258153915,0.9934358164668083,0.97183957695961,0.0,0.0,mass,<local data dir>/paper1_local_runs/qwen2audio_pitt_audio.csv
Kimi-Audio,pitt,468,228,0.9967911839485168,0.992592951655388,0.984996497631073,0.0,0.0,mass,<local data dir>/paper1_local_runs/kimi_pitt_audio.csv
Qwen2-Audio,adress2020,156,156,0.9968173056840897,0.9932318180799484,0.981680616736412,0.0,0.0,mass,<local data dir>/paper1_local_runs/qwen2audio_adress2020_audio.csv
Qwen2.5-Omni,adress2020,156,156,0.9968242645263672,0.9958857148885728,0.994888037443161,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/o25_adress2020_text.csv
Qwen2.5-Omni,adress2020,156,156,0.9968242645263672,0.9958857148885728,0.994888037443161,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/o25_adress2020_text.csv
unattributed,unknown,156,156,0.9968242645263672,0.9958857148885728,0.994888037443161,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/TEST_text.csv
Qwen2.5-Omni,pitt,20,13,0.9968980699777603,0.9950850903987885,0.9942986071109772,0.0,0.0,mass,<local data dir>/paper1_local_runs/rebuild/omni_pitt_text_v5.csv
Qwen2-Audio,adresso,237,237,0.9969336986541748,0.9936134636402129,0.9873510748147964,0.0,0.0,mass,<local data dir>/paper1_local_runs/probe2/adresso_zeroshot_scores.csv
Qwen2-Audio,adresso,237,237,0.9969404935836792,0.9936269536614418,0.9873097836971284,0.0,0.0,mass,<local data dir>/paper1_local_runs/probe_results/adresso_zeroshot_scores.csv
Qwen2.5-Omni,pitt,20,13,0.9969431757926941,0.9961645513772963,0.9948124885559082,0.0,0.0,mass,<local data dir>/paper1_local_runs/rebuild/omni_pitt_text_v4.csv
Qwen2-Audio,unknown,275,275,0.9970297515392303,0.9899393409490586,0.9748281128704548,0.0,0.0,mass,scores/pitt_all/q2a_full_zeroshot_scores.csv
Qwen2-Audio,unknown,275,275,0.9970297515392303,0.9899393409490586,0.9748281128704548,0.0,0.0,mass,scores/edaic_windows/q2a_full_zeroshot_scores.csv
Qwen2-Audio,adresso,237,237,0.997042715549469,0.9937320500612259,0.9874674528837204,0.0,0.0,mass,<local data dir>/paper1_local_runs/qwen2audio_adresso_audio.csv
Kimi-Audio,adress2020,156,156,0.9971073567867279,0.9923944026231766,0.9804921746253968,0.0,0.0,mass,<local data dir>/Desktop/release/podD2_final/out/kimi_adress2020_zeroshot_scores.csv
Kimi-Audio,adress2020,156,156,0.9971073567867279,0.9923944026231766,0.9804921746253968,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/kimi_new/kimi_adress2020_zeroshot_scores.csv
Qwen2.5-Omni,adress2020,20,20,0.9971846044063568,0.9961814075708391,0.99563530087471,0.0,0.0,mass,<local data dir>/paper1_local_runs/rebuild/omni_adress2020_text_v1.csv
Qwen2-Audio,unknown,275,275,0.9972422420978546,0.991059684753418,0.9748281128704548,0.0,0.0,mass,scores/edaic_windows/q2a_mid300_zeroshot_scores.csv
Kimi-Audio,kcl,37,37,0.9972690641880037,0.9960074543952941,0.9921298623085022,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/kimi_new/kimi_kcl_zeroshot_scores.csv
Kimi-Audio,kcl,37,37,0.9972690641880037,0.9960074543952941,0.9921298623085022,0.0,0.0,mass,<local data dir>/Desktop/release/podD2_final/out/kimi_kcl_zeroshot_scores.csv
Qwen2.5-Omni,neurovoz,1270,107,0.9972724057734011,0.9967755109071732,0.9953200817108154,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/o25_neurovoz_text.csv
Qwen2.5-Omni,neurovoz,1270,107,0.9972724057734011,0.9967755109071732,0.9953200817108154,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podE_final/out/o25_neurovoz_text.csv
Kimi-Audio,adress2020,156,156,0.9974410980939864,0.9939097166061401,0.9873509407043456,0.0,0.0,mass,<local data dir>/paper1_local_runs/kimi_adress2020_audio.csv
Qwen2.5-Omni,adresso,237,237,0.9974790513515472,0.996680599451065,0.9863807242363692,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/o25_adresso_text.csv
Qwen2.5-Omni,adresso,237,237,0.9974790513515472,0.996680599451065,0.9863807242363692,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/o25_adresso_text.csv
Kimi-Audio,pitt,468,228,0.9974833130836487,0.9934389352798463,0.981921285390854,0.0,0.0,mass,<local data dir>/Desktop/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv
Qwen2.5-Omni,pcgita,1100,100,0.9977965392172335,0.9968557350337507,0.994757890701294,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/o25_pcgita_text.csv
Qwen2.5-Omni,pcgita,1100,100,0.9977965392172335,0.9968557350337507,0.994757890701294,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podE_final/out/o25_pcgita_text.csv
Qwen2.5-Omni,adresso,20,20,0.9978366419672966,0.9968855023384094,0.9962582886219024,0.0,0.0,mass,<local data dir>/paper1_local_runs/rebuild/omni_adresso_text_v1.csv
Kimi-Audio,kcl30b,37,37,0.9978708773851396,0.9968820452690125,0.9945730566978456,0.0,0.0,mass,<local data dir>/paper1_local_runs/kimi_kcl30b_audio.csv
Qwen2.5-Omni,kcl,37,37,0.9980287663638592,0.9972999263554811,0.9966929964721204,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/o25_kcl_text.csv
Qwen2.5-Omni,kcl,37,37,0.9980287663638592,0.9972999263554811,0.9966929964721204,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podE_final/out/o25_kcl_text.csv
Kimi-Audio,edaic,275,275,0.998050570487976,0.9969719648361206,0.9942303597927094,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/part3/kimi_edaic_zeroshot_scores.csv
Kimi-Audio,edaic,275,275,0.998050570487976,0.9969719648361206,0.9942303597927094,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/kimi/kimi_edaic_zeroshot_scores.csv
Kimi-Audio,smoke,3,3,0.998200625181198,0.9981632649898529,0.9981539249420166,0.0,0.0,mass,<local data dir>/paper1_local_runs/kimi_smoke2.csv
Kimi-Audio,unknown,275,275,0.9982790946960448,0.9970893621444702,0.9945348352193832,0.0,0.0,mass,scores/pitt_all/kimi_full_zeroshot_scores.csv
Kimi-Audio,kcl,37,37,0.998283624649048,0.9975066602230073,0.996292680501938,0.0,0.0,mass,<local data dir>/paper1_local_runs/kimi_kcl_audio.csv
Qwen2.5-Omni,conflict,390,74,0.9984242171049118,0.9975829169154167,0.9945857226848602,0.0,0.0,mass,<local data dir>/Desktop/release/podE_final/out/o25_conflict_match_zeroshot_scores.csv
Qwen2.5-Omni,conflict,390,74,0.9984242171049118,0.9975829169154167,0.9945857226848602,0.0,0.0,mass,<local data dir>/Desktop/release/edaic_conflict_new/o25_conflict_match_zeroshot_scores.csv
Qwen2.5-Omni,edaic30,275,275,0.9985819905996324,0.9979557603597641,0.9971038103103638,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/o25_edaic30_text.csv
Qwen2.5-Omni,edaic30,275,275,0.9985819905996324,0.9979557603597641,0.9971038103103638,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/o25_edaic30_text.csv
Qwen2.5-Omni,edaic30,20,20,0.9985874574631453,0.9978474721312524,0.9966995418071748,0.0,0.0,mass,<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v3.csv
unattributed,unknown,966,138,0.9986017988994718,0.997373029589653,0.9935183525085448,0.0,0.0,answer_mass,<local data dir>/Desktop/release/edaic_rerun/part15/partB/p14_o25_text.csv
unattributed,unknown,966,138,0.9986017988994718,0.997373029589653,0.9935183525085448,0.0,0.0,answer_mass,scores/part16/pod_sync/p14_o25_text.csv
Qwen2.5-Omni,conflict,390,74,0.998605102300644,0.9974898099899292,0.9953338801860808,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/o25_conflict_text.csv
Qwen2.5-Omni,conflict,390,74,0.998605102300644,0.9974898099899292,0.9953338801860808,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/o25_conflict_text.csv
Qwen2.5-Omni,edaic30,20,20,0.9986627493053675,0.9980887383222579,0.9975929260253906,0.0,0.0,mass,<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v5.csv
Qwen2.5-Omni,edaic30,20,20,0.9986787559464574,0.9975309520959855,0.9960446655750276,0.0,0.0,mass,<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v1.csv
Kimi-Audio,unknown,275,275,0.9987076371908188,0.9973555475473403,0.9944717288017272,0.0,0.0,mass,scores/edaic_windows/kimi_mid300_zeroshot_scores.csv
Qwen2.5-Omni,edaic30,20,20,0.9987412374466658,0.9978681325912476,0.9972216486930848,0.0,0.0,mass,<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v4.csv
Qwen2.5-Omni,edaic30,20,20,0.9987927451729774,0.9976139113307,0.9966230392456056,0.0,0.0,mass,<local data dir>/paper1_local_runs/rebuild/omni_edaic30_text_v2.csv
Qwen2.5-Omni,edaicfull,275,275,0.998899981379509,0.9979663968086243,0.9967092871665956,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/o25_edaicfull_text.csv
Qwen2.5-Omni,edaicfull,275,275,0.998899981379509,0.9979663968086243,0.9967092871665956,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/o25_edaicfull_text.csv
Qwen2-Audio,edaic_conflict,390,74,0.9989346556831152,0.9948018100112677,0.9856283217668532,0.0,0.0,mass,<local data dir>/Desktop/release/edaic_conflict_new/q2a_edaic_conflict_zeroshot_scores.csv
Qwen2-Audio,edaic_conflict,390,74,0.9989346556831152,0.9948018100112677,0.9856283217668532,0.0,0.0,mass,<local data dir>/Desktop/release/podE_final/out/q2a_edaic_conflict_zeroshot_scores.csv
unattributed,unknown,966,138,0.9989490555599332,0.9944128692150116,0.9743061363697052,0.0,0.0,mass,scores/edaic_conflict_v2/p14_q2a_zeroshot_scores.csv
Qwen2-Audio,unknown,275,275,0.9989950340241194,0.9944595456123352,0.9578070938587188,0.0,0.0,mass,scores/edaic_windows/q2a_mid30_zeroshot_scores.csv
Kimi-Audio,unknown,275,275,0.99911617487669,0.997893512248993,0.994054764509201,0.0,0.0,mass,scores/edaic_windows/kimi_mid30_zeroshot_scores.csv
unattributed,kcl,37,37,0.9991311356425284,0.9980243504047395,0.996868461370468,0.0,0.0,mass,<local data dir>/paper1_local_runs/kcl_probe_recut/kcl_zeroshot_scores.csv
Qwen2-Audio,kcl,37,37,0.9991311356425284,0.9980243504047395,0.996868461370468,0.0,0.0,mass,<local data dir>/paper1_local_runs/probe2/kcl_zeroshot_scores.csv
Qwen2-Audio,kcl30b,37,37,0.9991907440125942,0.9981063157320023,0.9969717115163804,0.0,0.0,mass,<local data dir>/paper1_local_runs/qwen2audio_kcl30b_audio.csv
Qwen3-Omni-30B-A3B,unknown,275,275,0.9991925656795502,0.9983192741870881,0.994899958372116,0.0,0.0,mass,scores/edaic_windows/q3o_full_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,unknown,275,275,0.9991925656795502,0.9983192741870881,0.994899958372116,0.0,0.0,mass,scores/pitt_all/q3o_full_zeroshot_scores.csv
Kimi-Audio,unknown,390,74,0.999193474650383,0.9981361970305443,0.9961492866277696,0.0,0.0,answer_mass,<local data dir>/Desktop/release/edaic_conflict_new/kimi/perclip_390rows_kimi.csv
Kimi-Audio,edaic_conflict,390,74,0.999193474650383,0.9981361970305443,0.9961492866277696,0.0,0.0,mass,<local data dir>/Desktop/release/edaic_conflict_new/kimi/kimi_edaic_conflict_zeroshot_scores.csv
Qwen2-Audio,neurovoz,1270,107,0.9992140547838062,0.9984360238537192,0.9842047840356828,0.0,0.0,mass,<local data dir>/paper1_local_runs/probe_results/neurovoz_zeroshot_scores.csv
Qwen2-Audio,neurovoz,1270,107,0.9992140547838062,0.9984360238537192,0.9842047840356828,0.0,0.0,mass,<local data dir>/paper1_local_runs/probe2/pod_runs/neurovoz_zeroshot_scores.csv
Qwen2-Audio,neurovoz,1270,107,0.9992167884483933,0.998434256389737,0.9841738566756248,0.0,0.0,mass,<local data dir>/paper1_local_runs/probe2/neurovoz_zeroshot_scores.csv
unattributed,unknown,966,138,0.99922913312912,0.9978828728199004,0.9929368495941162,0.0,0.0,mass,scores/edaic_conflict_v2/p14_kimi_zeroshot_scores.csv
Qwen2-Audio,pcgita,1100,1100,0.9994133650325239,0.9987790144979953,0.9975547939538956,0.0,0.0,mass,<local data dir>/paper1_local_runs/probe2/pcgita_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,unknown,275,275,0.9994644932448864,0.9987660020589828,0.9979736804962158,0.0,0.0,mass,scores/edaic_windows/q3o_mid300_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,pitt,468,228,0.999529168009758,0.9993274062871932,0.9969913959503174,0.0,0.0,mass,scores/part16/POD3/q3o_pitt_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,unknown,275,275,0.9995325356721878,0.9992083072662353,0.9984371066093444,0.0,0.0,mass,scores/edaic_windows/q3o_mid30_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,pitt,468,228,0.999533087015152,0.9993177115917207,0.9984645247459412,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,pitt,468,228,0.999533087015152,0.9993177115917207,0.9984645247459412,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/part10/q3o_pitt_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,pitt,468,228,0.999533087015152,0.9993177115917207,0.9984645247459412,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/final/q3o_pitt_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,pitt,468,228,0.999533087015152,0.9993177115917207,0.9984645247459412,0.0,0.0,mass,<local data dir>/Desktop/release/podD2_final/out/q3o_pitt_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,adresso,237,237,0.9995370209217072,0.9993546783924103,0.9990410655736924,0.0,0.0,mass,<local data dir>/Desktop/release/podD2_final/out/q3o_adresso_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,adresso,237,237,0.9995370209217072,0.9993546783924103,0.9990410655736924,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/q3o_new/q3o_adresso_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,adresso,237,237,0.9995370209217072,0.9993546783924103,0.9990410655736924,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/q3o/q3o_adresso_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,adress2020,156,156,0.9995424151420593,0.9993486702442169,0.997895285487175,0.0,0.0,mass,<local data dir>/Desktop/release/podD2_final/out/q3o_adress2020_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,adress2020,156,156,0.9995424151420593,0.9993486702442169,0.997895285487175,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/q3o/q3o_adress2020_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,adress2020,156,156,0.9995424151420593,0.9993486702442169,0.997895285487175,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/q3o_new/q3o_adress2020_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,kcl,37,37,0.9995728433132172,0.999423748254776,0.9993423819541932,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/q3o/q3o_kcl_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,kcl,37,37,0.9995728433132172,0.999423748254776,0.9993423819541932,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/q3o_new/q3o_kcl_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,kcl,37,37,0.9995728433132172,0.999423748254776,0.9993423819541932,0.0,0.0,mass,<local data dir>/Desktop/release/podD2_final/out/q3o_kcl_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,neurovoz,1270,107,0.9996153712272644,0.9992905259132384,0.9982790052890778,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/q3o_neurovoz_text.csv
Qwen3-Omni-30B-A3B,neurovoz,1270,107,0.9996153712272644,0.9992905259132384,0.9982790052890778,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/q3o_neurovoz_text.csv
Qwen2-Audio,kcl30,31,31,0.9996226988732816,0.9986080452799796,0.9963257610797882,0.0,0.0,mass,<local data dir>/paper1_local_runs/qwen2audio_kcl30_audio.csv
Qwen3-Omni-30B-A3B,edaic_conflict,390,74,0.9996460229158401,0.9993437379598616,0.9988989233970642,0.0,0.0,mass,<local data dir>/Desktop/release/podD2_final/out/q3o_edaic_conflict_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,edaic_conflict,390,74,0.9996460229158401,0.9993437379598616,0.9988989233970642,0.0,0.0,mass,<local data dir>/Desktop/release/edaic_conflict_new/q3o_edaic_conflict_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,pcgita,1100,100,0.9996571764349937,0.9995751470327378,0.9992325901985168,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/q3o/q3o_pcgita_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,pcgita,1100,100,0.9996571764349937,0.9995751470327378,0.9992325901985168,0.0,0.0,mass,<local data dir>/Desktop/release/podD2_final/out/q3o_pcgita_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,pcgita,1100,100,0.9996571764349937,0.9995751470327378,0.9992325901985168,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/q3o_new/q3o_pcgita_zeroshot_scores.csv
unattributed,unknown,966,138,0.999671757221222,0.9993421286344528,0.9987323582172394,0.0,0.0,mass,scores/edaic_conflict_v2/p14_q3o_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,neurovoz,1270,107,0.9996859133243561,0.9996250033378601,0.9994548559188844,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/q3o_new/q3o_neurovoz_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,neurovoz,1270,107,0.9996859133243561,0.9996250033378601,0.9994548559188844,0.0,0.0,mass,<local data dir>/Desktop/release/podD2_final/out/q3o_neurovoz_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,neurovoz,1270,107,0.9996859133243561,0.9996250033378601,0.9994548559188844,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/q3o/q3o_neurovoz_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,kcl,37,37,0.9997010566294192,0.9995012164115906,0.998595267534256,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/q3o_kcl_text.csv
Qwen3-Omni-30B-A3B,kcl,37,37,0.9997010566294192,0.9995012164115906,0.998595267534256,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/q3o_kcl_text.csv
Qwen3-Omni-30B-A3B,edaic,275,275,0.9997146762907504,0.9992617666721345,0.9983277767896652,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/part10/q3o_edaic_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,edaic,275,275,0.9997146762907504,0.9992617666721345,0.9983277767896652,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/final/q3o_edaic_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,edaic,275,275,0.9997146762907504,0.9992617666721345,0.9983277767896652,0.0,0.0,mass,<local data dir>/Desktop/release/overnight2/q3o_new/q3o_edaic_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,edaic,275,275,0.9997146762907504,0.9992617666721345,0.9983277767896652,0.0,0.0,mass,<local data dir>/Desktop/release/podD2_final/out/q3o_edaic_zeroshot_scores.csv
Qwen3-Omni-30B-A3B,pcgita,1100,100,0.9997223988175392,0.9994311183691024,0.9988620281219482,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/q3o_pcgita_text.csv
Qwen3-Omni-30B-A3B,pcgita,1100,100,0.9997223988175392,0.9994311183691024,0.9988620281219482,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/q3o_pcgita_text.csv
Qwen3-Omni-30B-A3B,pitt,468,228,0.9997306242585182,0.9995907887816429,0.9990876615047456,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/q3o_pitt_text.csv
Qwen3-Omni-30B-A3B,pitt,468,228,0.9997306242585182,0.9995907887816429,0.9990876615047456,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/q3o_pitt_text.csv
Qwen3-Omni-30B-A3B,adress2020,156,156,0.9997393786907196,0.9996383041143417,0.9994615018367768,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/q3o_adress2020_text.csv
