seg_uid,set,pair_id,speaker_id,start,end,span,speech_s,nw,n_turns,db_p_pos,db_p_neg,db_clearly_positive,db_clearly_negative
c003145,conflict,636,438,854.3,917.1,62.80000000000007,61.30000000000007,185,2,0.0005566446343436837,0.9994433553656563,0,1
c003147,conflict,637,438,951.2,969.5,18.299999999999955,18.299999999999955,47,1,0.011990155093371868,0.9880098449066281,0,1
c003148,conflict,638,438,970.5,1003.0,32.5,32.5,91,1,0.0003586718230508268,0.9996413281769492,0,1
c003154,conflict,639,438,1292.6,1352.1,59.5,51.700000000000045,151,3,0.002878922736272216,0.9971210772637278,0,1
c003167,conflict,640,439,508.4,533.1,24.700000000000045,24.700000000000045,62,1,0.01493623573333025,0.9850637642666698,0,1
c003168,conflict,641,439,544.0,609.1,65.10000000000002,63.799999999999955,174,2,0.0031746348831802607,0.9968253651168197,0,1
c003169,conflict,642,439,609.7,662.0,52.299999999999955,49.19999999999993,140,2,0.0020785925444215536,0.9979214074555784,0,1
c003170,conflict,643,439,663.4,682.7,19.300000000000068,19.300000000000068,62,1,0.00020638488058466464,0.9997936151194153,0,1
c003173,conflict,644,439,759.4,780.5,21.100000000000023,21.100000000000023,69,1,0.012595518492162228,0.9874044815078378,0,1
c003174,conflict,645,439,787.5,864.4,76.89999999999998,74.79999999999995,204,3,0.0073096430860459805,0.992690356913954,0,1
c003175,conflict,646,439,864.9,932.1,67.20000000000005,65.10000000000014,160,2,0.010754483751952648,0.9892455162480474,0,1
c003176,conflict,647,439,932.2,965.2,33.0,23.40000000000009,69,4,0.06797080487012863,0.9320291951298714,0,1
c003179,conflict,648,439,1082.8,1141.8,59.0,52.09999999999991,163,3,0.005969865247607231,0.9940301347523928,0,1
c003182,conflict,649,440,52.9,90.6,37.699999999999996,21.199999999999996,41,5,0.999580442905426,0.0004195570945739746,1,0
c003184,conflict,650,440,147.8,172.2,24.399999999999977,19.799999999999983,46,3,0.9995101690292358,0.0004898309707641602,1,0
c003185,conflict,651,440,180.9,233.3,52.400000000000006,33.80000000000001,73,6,0.9982669353485107,0.0017330646514892578,1,0
c003187,conflict,652,440,252.6,283.8,31.200000000000017,25.700000000000017,59,2,0.9916581511497498,0.008341848850250244,1,0
c003188,conflict,653,440,290.6,328.0,37.39999999999998,21.199999999999932,48,4,0.9939826130867004,0.0060173869132995605,1,0
c003189,conflict,654,440,329.9,385.1,55.200000000000045,45.80000000000007,117,2,0.9330640435218811,0.0669359564781189,1,0
c003190,conflict,655,440,386.7,424.6,37.900000000000034,19.700000000000102,36,5,0.9966974258422852,0.0033025741577148438,1,0
c003191,conflict,656,440,441.9,482.5,40.60000000000002,26.80000000000001,62,4,0.9989057779312134,0.001094222068786621,1,0
c003195,conflict,657,440,577.2,596.6,19.399999999999977,19.399999999999977,45,1,0.9861528873443604,0.013847112655639648,1,0
c003201,conflict,658,440,778.0,801.0,23.0,21.600000000000023,51,2,0.988828182220459,0.011171817779541016,1,0
c003204,conflict,659,440,888.0,931.8,43.799999999999955,27.39999999999975,59,8,0.994596540927887,0.005403459072113037,1,0
c003208,conflict,660,440,1083.0,1104.3,21.299999999999955,21.299999999999955,37,1,0.9985644221305847,0.0014355778694152832,1,0
c003209,conflict,661,440,1130.7,1166.8,36.09999999999991,24.199999999999815,50,3,0.9953809976577759,0.004619002342224121,1,0
c003210,conflict,662,440,1168.9,1213.0,44.09999999999991,18.700000000000045,45,7,0.9847129583358765,0.015287041664123535,1,0
c003212,conflict,663,440,1263.4,1297.1,33.69999999999982,19.59999999999968,56,4,0.9962999224662781,0.003700077533721924,1,0
c003216,conflict,664,441,108.3,136.4,28.10000000000001,15.500000000000014,37,4,0.9989458918571472,0.0010541081428527832,1,0
c003217,conflict,665,441,147.2,196.2,49.0,19.40000000000001,46,7,0.9993489384651184,0.0006510615348815918,1,0
c003232,conflict,666,441,724.4,732.4,8.0,8.0,27,1,0.9998188614845276,0.0001811385154724121,1,0
c003233,conflict,667,441,743.1,775.4,32.299999999999955,12.900000000000093,43,4,0.9988413453102112,0.0011586546897888184,1,0
c003237,conflict,668,441,899.4,911.3,11.899999999999977,8.399999999999864,26,3,0.9990901947021484,0.0009098052978515625,1,0
c003261,conflict,669,443,162.1,187.7,25.599999999999994,13.0,25,5,0.04386496543884277,0.9561350345611572,0,1
c003262,conflict,670,443,204.7,244.3,39.60000000000002,16.700000000000017,36,5,0.007830468006432056,0.9921695319935679,0,1
c003265,conflict,671,443,339.0,382.0,43.0,14.199999999999932,36,6,0.011812480166554451,0.9881875198334455,0,1
c003266,conflict,672,443,395.7,438.5,42.80000000000001,18.299999999999898,31,6,0.012651130557060242,0.9873488694429398,0,1
c003268,conflict,673,443,493.6,553.2,59.60000000000002,18.89999999999992,36,8,0.000626751862000674,0.9993732481379993,0,1
c003305,conflict,674,445,232.7,272.9,40.19999999999999,27.100000000000023,86,4,0.009482389315962791,0.9905176106840372,0,1
c003307,conflict,675,445,304.8,338.4,33.599999999999966,24.299999999999955,85,2,0.01772146113216877,0.9822785388678312,0,1
c003308,conflict,676,445,342.9,365.4,22.5,14.800000000000011,45,2,0.0018326384015381336,0.9981673615984619,0,1
c003314,conflict,677,445,509.8,534.0,24.19999999999999,18.499999999999943,49,2,0.026011480018496513,0.9739885199815035,0,1
c003315,conflict,678,445,543.5,562.4,18.899999999999977,18.899999999999977,69,1,0.11869318783283234,0.8813068121671677,0,1
c003318,conflict,679,445,632.6,663.0,30.399999999999977,20.799999999999955,65,2,0.0036642446648329496,0.996335755335167,0,1
c003320,conflict,680,445,699.2,708.0,8.799999999999955,6.0,29,2,0.005010973196476698,0.9949890268035233,0,1
c003321,conflict,681,446,17.6,91.2,73.6,20.200000000000024,40,9,0.061395592987537384,0.9386044070124626,0,1
c003329,conflict,682,446,413.0,451.8,38.80000000000001,32.80000000000007,65,3,0.048062924295663834,0.9519370757043362,0,1
c003330,conflict,683,446,455.1,484.4,29.299999999999955,20.19999999999999,47,3,0.0038971873000264168,0.9961028126999736,0,1
c003331,conflict,684,446,489.1,564.4,75.29999999999995,65.09999999999997,145,4,0.021940579637885094,0.9780594203621149,0,1
c003339,conflict,685,446,816.1,865.2,49.10000000000002,30.699999999999932,70,5,0.15848159790039062,0.8415184020996094,0,1
c003346,conflict,686,447,127.1,153.0,25.900000000000006,25.90000000000001,85,1,0.18558375537395477,0.8144162446260452,0,1
c003347,conflict,687,447,156.3,186.8,30.5,18.0,53,3,0.001846108352765441,0.9981538916472346,0,1
c003350,conflict,688,447,252.2,266.6,14.400000000000034,14.400000000000034,50,1,0.00859637837857008,0.9914036216214299,0,1
c003351,conflict,689,447,272.4,325.2,52.80000000000001,34.80000000000007,83,4,0.003174134297296405,0.9968258657027036,0,1
c003352,conflict,690,447,335.4,390.4,55.0,35.50000000000006,98,5,0.2774188220500946,0.7225811779499054,0,1
c003354,conflict,691,447,434.8,454.6,19.80000000000001,14.900000000000034,44,2,0.09809113293886185,0.9019088670611382,0,1
c003355,conflict,692,447,457.7,486.4,28.69999999999999,28.69999999999999,69,1,0.0030922251753509045,0.9969077748246491,0,1
c003357,conflict,693,447,507.5,523.7,16.200000000000045,16.200000000000045,45,1,0.0056923674419522285,0.9943076325580478,0,1
c003358,conflict,694,447,527.2,568.1,40.89999999999998,23.599999999999795,50,5,0.01716289296746254,0.9828371070325375,0,1
c003363,conflict,695,447,721.1,735.6,14.5,8.399999999999977,25,2,0.0017106655286625028,0.9982893344713375,0,1
c003364,conflict,696,447,750.4,782.0,31.600000000000023,22.200000000000045,46,3,0.02301412634551525,0.9769858736544847,0,1
c003365,conflict,697,448,18.8,77.1,58.3,16.099999999999987,41,5,0.9997572302818298,0.00024276971817016602,1,0
c003366,conflict,698,448,80.7,114.9,34.2,29.5,68,2,0.9962479472160339,0.0037520527839660645,1,0
c003367,conflict,699,448,121.5,145.5,24.0,21.69999999999999,53,2,0.8249582052230835,0.1750417947769165,1,0
c003369,conflict,700,448,182.4,213.7,31.299999999999983,23.799999999999955,54,3,0.9993742108345032,0.0006257891654968262,1,0
c003371,conflict,701,448,249.5,275.3,25.80000000000001,22.59999999999999,68,2,0.9981458187103271,0.0018541812896728516,1,0
c003372,conflict,702,448,276.7,318.8,42.10000000000002,36.200000000000045,84,2,0.9984121322631836,0.0015878677368164062,1,0
c003374,conflict,703,448,367.3,385.2,17.899999999999977,16.599999999999966,51,2,0.9958561062812805,0.004143893718719482,1,0
c003377,conflict,704,448,436.2,457.7,21.5,14.000000000000057,47,6,0.9411013126373291,0.0588986873626709,1,0
c003378,conflict,705,448,458.8,514.5,55.69999999999999,45.19999999999999,111,3,0.9992870688438416,0.0007129311561584473,1,0
c003380,conflict,706,448,547.4,573.1,25.700000000000045,25.700000000000045,73,1,0.9901936650276184,0.009806334972381592,1,0
c003381,conflict,707,448,578.3,597.5,19.200000000000045,19.200000000000045,46,1,0.9740186333656311,0.025981366634368896,1,0
c003386,conflict,708,448,746.2,774.1,27.899999999999977,25.299999999999955,76,2,0.7211458086967468,0.2788541913032532,1,0
c003387,conflict,709,448,776.7,793.5,16.799999999999955,16.799999999999955,50,1,0.9528188109397888,0.04718118906021118,1,0
c003388,conflict,710,448,802.6,830.6,28.0,25.5,86,2,0.9996992349624634,0.0003007650375366211,1,0
c003389,conflict,711,448,832.3,850.3,18.0,15.699999999999932,40,2,0.998695433139801,0.0013045668601989746,1,0
c003392,conflict,712,448,935.3,976.2,40.90000000000009,29.899999999999977,80,3,0.7498267889022827,0.2501732110977173,1,0
c003395,conflict,713,448,1021.3,1059.7,38.40000000000009,27.0,57,5,0.9985270500183105,0.0014729499816894531,1,0
c003397,conflict,714,448,1131.2,1165.6,34.399999999999864,31.699999999999815,75,2,0.9965039491653442,0.0034960508346557617,1,0
c003400,conflict,715,449,80.2,102.4,22.200000000000003,18.299999999999997,60,3,0.0006685745902359486,0.999331425409764,0,1
c003405,conflict,716,449,221.3,255.4,34.099999999999994,21.09999999999999,91,2,0.04406054690480232,0.9559394530951977,0,1
c003406,conflict,717,449,256.2,285.9,29.69999999999999,25.59999999999997,108,2,0.0031066578812897205,0.9968933421187103,0,1
c003410,conflict,718,449,448.4,486.1,37.700000000000045,37.700000000000045,150,1,0.0036099895369261503,0.9963900104630738,0,1
c003412,conflict,719,449,520.8,551.9,31.100000000000023,31.100000000000023,122,1,0.21526506543159485,0.7847349345684052,0,1
c003413,conflict,720,449,558.4,605.6,47.200000000000045,47.200000000000045,195,1,0.0006186529062688351,0.9993813470937312,0,1
c003414,conflict,721,449,608.4,662.8,54.39999999999998,54.39999999999998,220,1,0.0008133573574014008,0.9991866426425986,0,1
c003415,conflict,722,449,669.4,707.9,38.5,38.5,155,1,0.015527523122727871,0.9844724768772721,0,1
c003421,conflict,723,449,924.3,962.4,38.10000000000002,38.10000000000002,142,1,0.21777872741222382,0.7822212725877762,0,1
c003422,conflict,724,449,967.1,984.6,17.5,17.5,62,1,0.014206002466380596,0.9857939975336194,0,1
c003456,conflict,725,451,15.3,102.1,86.8,25.29999999999999,47,9,0.05954620614647865,0.9404537938535213,0,1
c003457,conflict,726,451,108.0,140.6,32.599999999999994,21.40000000000002,43,5,0.003161258529871702,0.9968387414701283,0,1
c003464,conflict,727,451,395.5,428.7,33.19999999999999,22.499999999999943,58,5,0.06366048753261566,0.9363395124673843,0,1
c003468,conflict,728,451,547.6,568.4,20.799999999999955,20.799999999999955,68,1,0.04352252185344696,0.956477478146553,0,1
c003469,conflict,729,451,569.1,586.5,17.399999999999977,17.399999999999977,52,1,0.0012428931659087539,0.9987571068340912,0,1
c003470,conflict,730,451,598.7,650.7,52.0,33.59999999999991,71,5,0.0013536923797801137,0.9986463076202199,0,1
c003473,conflict,731,451,703.8,724.9,21.100000000000023,16.899999999999977,40,2,0.0006458529969677329,0.9993541470030323,0,1
c003474,conflict,732,451,726.0,758.1,32.10000000000002,26.600000000000023,68,4,0.0011180972214788198,0.9988819027785212,0,1
c003475,conflict,733,451,760.2,819.7,59.5,21.5,40,5,0.001564232399687171,0.9984357676003128,0,1
c003476,conflict,734,451,824.2,846.3,22.09999999999991,22.09999999999991,62,1,0.0018513933755457401,0.9981486066244543,0,1
c003477,conflict,735,451,847.5,868.7,21.200000000000045,15.5,44,5,0.0006307815783657134,0.9993692184216343,0,1
c003480,conflict,736,451,965.2,982.2,17.0,17.0,41,1,0.009936278685927391,0.9900637213140726,0,1
c003487,conflict,737,452,135.3,192.1,56.79999999999998,16.299999999999983,44,9,0.002367073902860284,0.9976329260971397,0,1
c003488,conflict,738,452,197.8,245.9,48.099999999999994,13.699999999999989,29,9,0.012892146594822407,0.9871078534051776,0,1
c003490,conflict,739,452,331.0,366.1,35.10000000000002,17.100000000000023,45,4,0.04139517992734909,0.9586048200726509,0,1
c003491,conflict,740,452,368.2,394.7,26.5,18.80000000000001,35,4,0.0009515818674117327,0.9990484181325883,0,1
c003495,conflict,741,452,586.0,623.3,37.299999999999955,17.100000000000023,43,3,0.00042358823702670634,0.9995764117629733,0,1
c003496,conflict,742,452,625.7,660.6,34.89999999999998,15.300000000000068,45,6,0.09978030622005463,0.9002196937799454,0,1
c003498,conflict,743,452,707.3,739.5,32.200000000000045,11.399999999999975,34,4,0.017879649996757507,0.9821203500032425,0,1
c003501,conflict,744,453,27.9,119.6,91.69999999999999,29.599999999999977,70,10,0.9362874031066895,0.06371259689331055,1,0
c003502,conflict,745,453,120.8,159.8,39.000000000000014,23.300000000000026,72,3,0.9826833009719849,0.017316699028015137,1,0
c003506,conflict,746,453,286.9,304.7,17.80000000000001,17.80000000000001,51,1,0.9995373487472534,0.00046265125274658203,1,0
c003507,conflict,747,453,306.9,352.1,45.200000000000045,26.60000000000008,73,7,0.7713298201560974,0.2286701798439026,1,0
c003509,conflict,748,453,385.1,396.8,11.699999999999989,11.699999999999989,34,1,0.9914801120758057,0.008519887924194336,1,0
c003512,conflict,749,453,484.0,503.9,19.899999999999977,12.599999999999966,46,3,0.9809702038764954,0.01902979612350464,1,0
c003513,conflict,750,453,504.8,536.4,31.599999999999966,14.399999999999975,46,5,0.988959550857544,0.011040449142456055,1,0
c003516,conflict,751,453,642.1,689.5,47.39999999999998,23.79999999999984,71,3,0.9441076517105103,0.055892348289489746,1,0
c003517,conflict,752,453,690.5,740.4,49.89999999999998,33.19999999999982,107,7,0.9669739007949829,0.03302609920501709,1,0
c003518,conflict,753,453,741.1,769.2,28.100000000000023,14.300000000000068,42,3,0.9872839450836182,0.012716054916381836,1,0
c003521,conflict,754,453,914.6,936.4,21.799999999999955,20.699999999999932,75,2,0.9660471081733704,0.03395289182662964,1,0
c003523,conflict,755,453,1001.2,1023.6,22.399999999999977,22.399999999999977,66,1,0.9995796084403992,0.0004203915596008301,1,0
c003526,conflict,756,454,175.8,222.5,46.69999999999999,22.300000000000068,59,9,0.28480908274650574,0.7151909172534943,0,1
c003530,conflict,757,454,314.2,366.1,51.900000000000034,16.599999999999966,31,7,0.28558671474456787,0.7144132852554321,0,1
c003531,conflict,758,454,382.5,396.3,13.800000000000011,9.900000000000034,31,3,0.0038552170153707266,0.9961447829846293,0,1
c003532,conflict,759,454,410.3,433.4,23.099999999999966,9.799999999999898,25,3,0.03215832635760307,0.9678416736423969,0,1
c003533,conflict,760,454,459.5,480.7,21.19999999999999,17.0,48,2,0.0006320007378235459,0.9993679992621765,0,1
c003536,conflict,761,454,627.6,662.2,34.60000000000002,13.300000000000068,45,7,0.0016588505823165178,0.9983411494176835,0,1
c003538,conflict,762,454,722.9,793.8,70.89999999999998,25.0,72,8,0.0006207727710716426,0.9993792272289284,0,1
c003551,conflict,763,455,449.7,494.4,44.69999999999999,36.99999999999994,90,2,0.07507021725177765,0.9249297827482224,0,1
c003585,conflict,764,457,157.2,191.5,34.30000000000001,18.499999999999943,48,4,0.22083278000354767,0.7791672199964523,0,1
c003589,conflict,765,457,312.3,348.8,36.5,15.199999999999932,46,3,0.0029386153910309076,0.9970613846089691,0,1
c003590,conflict,766,457,377.0,392.6,15.600000000000023,12.700000000000044,32,2,0.0007098472560755908,0.9992901527439244,0,1
c003591,conflict,767,457,412.2,439.1,26.900000000000034,17.500000000000057,54,3,0.0005574883543886244,0.9994425116456114,0,1
c003599,conflict,768,457,624.1,648.4,24.299999999999955,14.699999999999932,45,3,0.015110675245523453,0.9848893247544765,0,1
c003655,conflict,769,461,159.8,194.0,34.19999999999999,15.700000000000015,38,5,0.8752301335334778,0.12476986646652222,1,0
c003656,conflict,770,461,204.1,264.0,59.900000000000006,16.799999999999955,45,7,0.9004175066947937,0.0995824933052063,1,0
c003661,conflict,771,461,429.0,449.9,20.899999999999977,19.19999999999999,57,2,0.9998588562011719,0.000141143798828125,1,0
c003670,conflict,772,461,748.4,799.5,51.10000000000002,12.600000000000025,41,8,0.9988083839416504,0.0011916160583496094,1,0
c003671,conflict,773,461,803.8,836.5,32.700000000000045,11.899999999999864,41,5,0.9581959843635559,0.04180401563644409,1,0
c003674,conflict,774,461,902.7,932.2,29.5,11.20000000000016,33,5,0.9648873209953308,0.03511267900466919,1,0
c003701,conflict,775,463,97.3,133.8,36.500000000000014,24.700000000000017,56,3,0.011135599575936794,0.9888644004240632,0,1
c003708,conflict,776,463,377.8,399.7,21.899999999999977,21.899999999999977,39,1,0.0013054183218628168,0.9986945816781372,0,1
c003710,conflict,777,463,446.3,466.7,20.399999999999977,19.100000000000023,44,2,0.004840797279030085,0.9951592027209699,0,1
c003712,conflict,778,463,496.8,535.6,38.80000000000001,27.699999999999932,60,3,0.0006664710817858577,0.9993335289182141,0,1
c003722,conflict,779,464,204.1,230.2,26.099999999999994,22.899999999999977,50,4,0.012629431672394276,0.9873705683276057,0,1
c003725,conflict,780,464,301.5,324.4,22.899999999999977,21.699999999999932,51,2,0.16783607006072998,0.83216392993927,0,1
c003726,conflict,781,464,332.3,359.3,27.0,27.0,88,1,0.004258212633430958,0.995741787366569,0,1
c003728,conflict,782,464,391.1,430.9,39.799999999999955,31.09999999999997,89,3,0.003143089823424816,0.9968569101765752,0,1
c003732,conflict,783,464,542.1,560.8,18.699999999999932,17.699999999999932,71,2,0.24794873595237732,0.7520512640476227,0,1
c003737,conflict,784,464,719.7,752.3,32.59999999999991,25.899999999999977,73,5,0.02159556746482849,0.9784044325351715,0,1
c003740,conflict,785,464,837.1,865.3,28.199999999999932,28.199999999999932,96,1,0.12921369075775146,0.8707863092422485,0,1
c003741,conflict,786,464,866.1,893.5,27.399999999999977,19.199999999999932,52,4,0.002920706057921052,0.997079293942079,0,1
c003749,conflict,787,465,186.1,243.0,56.900000000000006,50.30000000000001,168,2,0.011595056392252445,0.9884049436077476,0,1
c003751,conflict,788,465,273.7,310.6,36.900000000000034,26.100000000000023,64,3,0.0010183622362092137,0.9989816377637908,0,1
c003752,conflict,789,465,314.2,343.4,29.19999999999999,23.899999999999977,75,3,0.06379756331443787,0.9362024366855621,0,1
c003753,conflict,790,465,348.3,408.9,60.599999999999966,56.099999999999966,215,2,0.0030257469043135643,0.9969742530956864,0,1
c003754,conflict,791,465,409.5,472.4,62.89999999999998,42.69999999999999,150,5,0.019313665106892586,0.9806863348931074,0,1
c003755,conflict,792,465,479.7,504.0,24.30000000000001,23.30000000000001,61,2,0.005186793860048056,0.9948132061399519,0,1
c003759,conflict,793,465,607.9,651.8,43.89999999999998,43.89999999999998,151,1,0.0013471029233187437,0.9986528970766813,0,1
c003760,conflict,794,465,656.9,692.0,35.10000000000002,31.0,109,2,0.0030724224634468555,0.9969275775365531,0,1
c003761,conflict,795,465,692.9,708.8,15.899999999999977,15.899999999999975,29,1,0.00025514306616969407,0.9997448569338303,0,1
c003765,conflict,796,465,797.4,839.6,42.200000000000045,36.39999999999998,132,2,0.006613045930862427,0.9933869540691376,0,1
c003766,conflict,797,465,847.1,868.5,21.399999999999977,19.09999999999991,54,2,0.0010476395254954696,0.9989523604745045,0,1
c003767,conflict,798,465,878.0,894.5,16.5,13.699999999999932,52,2,0.003236849093809724,0.9967631509061903,0,1
c003770,conflict,799,465,945.6,977.5,31.899999999999977,28.899999999999977,77,3,0.006781531032174826,0.9932184689678252,0,1
c003771,conflict,800,465,978.8,1027.2,48.40000000000009,48.40000000000009,164,1,0.002363880630582571,0.9976361193694174,0,1
c003816,conflict,801,467,290.7,331.9,41.19999999999999,29.600000000000023,73,5,0.04533318057656288,0.9546668194234371,0,1
c003821,conflict,802,467,456.6,479.3,22.69999999999999,13.599999999999966,44,5,0.007528986316174269,0.9924710136838257,0,1
c003822,conflict,803,467,480.3,525.4,45.099999999999966,32.69999999999999,86,6,0.0021308274008333683,0.9978691725991666,0,1
c003823,conflict,804,467,526.6,573.0,46.39999999999998,18.699999999999932,42,8,0.0077535477466881275,0.9922464522533119,0,1
c003824,conflict,805,467,575.7,591.9,16.199999999999932,11.499999999999886,35,3,0.002936022123321891,0.9970639778766781,0,1
c003828,conflict,806,467,710.8,731.1,20.300000000000068,12.700000000000044,43,5,0.001167896087281406,0.9988321039127186,0,1
c003830,conflict,807,467,762.6,793.1,30.5,11.29999999999984,30,6,0.013314888812601566,0.9866851111873984,0,1
c003832,conflict,808,467,871.2,894.6,23.399999999999977,8.20000000000016,29,4,0.001816211617551744,0.9981837883824483,0,1
c003835,conflict,809,468,80.2,101.3,21.099999999999994,14.200000000000005,41,3,0.00892368983477354,0.9910763101652265,0,1
c003836,conflict,810,468,105.4,134.7,29.299999999999983,20.899999999999977,68,4,0.17064227163791656,0.8293577283620834,0,1
c003840,conflict,811,468,249.5,292.3,42.80000000000001,35.39999999999998,105,4,0.016518546268343925,0.9834814537316561,0,1
c003844,conflict,812,468,391.3,420.4,29.099999999999966,25.899999999999977,83,3,0.002916228026151657,0.9970837719738483,0,1
c003846,conflict,813,468,453.8,466.6,12.800000000000011,11.899999999999975,43,2,0.04708324372768402,0.952916756272316,0,1
c003851,conflict,814,468,589.2,618.2,29.0,11.900000000000093,41,6,0.0036116677802056074,0.9963883322197944,0,1
c003857,conflict,815,468,822.2,851.6,29.399999999999977,17.799999999999955,42,3,0.008701317943632603,0.9912986820563674,0,1
c003863,conflict,816,469,103.0,126.6,23.599999999999994,14.099999999999994,44,4,0.0007595584611408412,0.9992404415388592,0,1
c003865,conflict,817,469,169.2,203.9,34.70000000000002,32.80000000000001,88,2,0.0034072170965373516,0.9965927829034626,0,1
c003870,conflict,818,469,326.7,347.6,20.900000000000034,20.90000000000003,40,1,0.1150425598025322,0.8849574401974678,0,1
c003872,conflict,819,469,377.4,393.1,15.700000000000045,13.500000000000057,33,2,0.004774594679474831,0.9952254053205252,0,1
c003873,conflict,820,469,406.2,424.3,18.100000000000023,15.300000000000011,50,2,0.00039256465970538557,0.9996074353402946,0,1
c003874,conflict,821,469,429.8,449.8,20.0,19.100000000000023,44,2,0.001881638658232987,0.998118361341767,0,1
c003877,conflict,822,469,518.1,541.1,23.0,19.700000000000045,50,3,0.0009181726491078734,0.9990818273508921,0,1
c003878,conflict,823,469,543.6,584.6,41.0,31.100000000000023,95,2,0.008792079985141754,0.9912079200148582,0,1
c003882,conflict,824,469,659.4,688.3,28.899999999999977,15.699999999999932,47,4,0.0008868643781170249,0.999113135621883,0,1
c003883,conflict,825,469,694.4,739.8,45.39999999999998,20.899999999999864,40,6,0.006583039183169603,0.9934169608168304,0,1
c003885,conflict,826,469,774.6,818.0,43.39999999999998,34.10000000000002,72,3,0.008248071186244488,0.9917519288137555,0,1
c003886,conflict,827,469,821.8,856.1,34.30000000000007,24.600000000000136,44,5,0.013666692189872265,0.9863333078101277,0,1
c003888,conflict,828,469,896.9,922.7,25.800000000000068,22.700000000000045,41,2,0.004560103174299002,0.995439896825701,0,1
c003891,conflict,829,469,1003.0,1028.4,25.40000000000009,21.100000000000136,50,3,0.08060214668512344,0.9193978533148766,0,1
c003898,conflict,830,470,185.0,203.5,18.5,18.5,53,1,0.011842085048556328,0.9881579149514437,0,1
c003899,conflict,831,470,208.4,232.8,24.400000000000006,17.799999999999983,47,3,0.0009025945910252631,0.9990974054089747,0,1
c003901,conflict,832,470,326.0,363.4,37.39999999999998,19.899999999999977,47,4,0.0016726905014365911,0.9983273094985634,0,1
c003902,conflict,833,470,371.9,410.3,38.400000000000034,27.80000000000001,68,3,0.0030135938432067633,0.9969864061567932,0,1
c003903,conflict,834,470,416.6,436.5,19.899999999999977,15.299999999999956,45,3,0.00980488583445549,0.9901951141655445,0,1
c003907,conflict,835,470,537.8,591.3,53.5,32.39999999999998,91,6,0.0015943122562021017,0.9984056877437979,0,1
c003908,conflict,836,470,594.9,618.4,23.5,13.699999999999932,41,3,0.009195014834403992,0.990804985165596,0,1
c003911,conflict,837,470,704.5,725.0,20.5,18.199999999999932,46,2,0.000604246451985091,0.9993957535480149,0,1
c003912,conflict,838,470,732.4,773.3,40.89999999999998,30.700000000000045,56,3,0.011018100194633007,0.988981899805367,0,1
c003914,conflict,839,470,816.0,842.7,26.700000000000045,26.700000000000045,73,1,0.004912957549095154,0.9950870424509048,0,1
c003920,conflict,840,471,184.9,217.8,32.900000000000006,17.899999999999977,48,5,0.02810010127723217,0.9718998987227678,0,1
c003921,conflict,841,471,221.1,264.9,43.79999999999998,40.89999999999998,103,2,0.1094755008816719,0.8905244991183281,0,1
c003922,conflict,842,471,271.9,317.5,45.60000000000002,18.999999999999943,42,6,0.05169212445616722,0.9483078755438328,0,1
c003924,conflict,843,471,380.8,433.1,52.30000000000001,44.0,84,2,0.0115803899243474,0.9884196100756526,0,1
c003927,conflict,844,471,518.3,547.3,29.0,29.0,52,1,0.00035116798244416714,0.9996488320175558,0,1
c003929,conflict,845,471,586.3,604.3,18.0,18.0,49,1,0.005045550409704447,0.9949544495902956,0,1
c003932,conflict,846,471,760.5,792.7,32.200000000000045,31.0,73,2,0.009790937416255474,0.9902090625837445,0,1
c003944,conflict,847,472,416.8,446.3,29.5,29.5,56,1,0.024089589715003967,0.975910410284996,0,1
c003946,conflict,848,472,517.8,566.4,48.60000000000002,10.999999999999886,42,4,0.021517250686883926,0.9784827493131161,0,1
c003951,conflict,849,472,723.8,786.8,63.0,21.999999999999886,41,7,0.02554209530353546,0.9744579046964645,0,1
c003958,conflict,850,473,212.6,247.5,34.900000000000006,11.500000000000028,42,4,0.003574907314032316,0.9964250926859677,0,1
c003960,conflict,851,473,293.4,370.9,77.5,13.399999999999975,40,12,0.005907105281949043,0.994092894718051,0,1
c003970,conflict,852,474,295.1,312.3,17.19999999999999,17.19999999999999,53,1,0.000438862043665722,0.9995611379563343,0,1
c003971,conflict,853,474,316.0,332.9,16.899999999999977,12.699999999999989,38,2,0.00022438277665060014,0.9997756172233494,0,1
c003972,conflict,854,474,349.1,420.2,71.09999999999997,59.49999999999994,210,3,0.002583220135420561,0.9974167798645794,0,1
c003973,conflict,855,474,429.2,459.2,30.0,30.0,88,1,0.009858785197138786,0.9901412148028612,0,1
c003974,conflict,856,474,477.1,514.5,37.39999999999998,30.0,94,2,0.0018673340091481805,0.9981326659908518,0,1
c003977,conflict,857,474,569.0,602.9,33.89999999999998,33.89999999999998,116,1,0.0015225571114569902,0.998477442888543,0,1
c003978,conflict,858,474,604.3,635.1,30.800000000000068,22.20000000000016,80,4,0.0007803994230926037,0.9992196005769074,0,1
c003980,conflict,859,474,690.8,719.9,29.100000000000023,19.799999999999955,48,4,0.0004338592989370227,0.999566140701063,0,1
c003996,conflict,860,476,93.4,121.2,27.799999999999997,12.59999999999998,42,5,0.00044140711543150246,0.9995585928845685,0,1
c004000,conflict,861,476,246.3,313.9,67.59999999999997,16.299999999999955,44,6,0.0006779141840524971,0.9993220858159475,0,1
c004002,conflict,862,476,355.2,390.0,34.80000000000001,13.000000000000057,30,6,0.0029986752197146416,0.9970013247802854,0,1
