id,speaker,arm,p_yes,answer_mass,prompt
conflict_440_c003208,440,conflict,0.4229503011,0.9942072332,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_441_c003216,441,conflict,0.0566873054,0.9982336946,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_441_c003217,441,conflict,0.2228189473,0.9973894805,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_441_c003232,441,conflict,0.4380042624,0.9969273806,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_443_c003268,443,conflict,0.2945505537,0.9940839112,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_445_c003308,445,conflict,0.8934359409,0.9979698434,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_445_c003314,445,conflict,0.3347230121,0.9965426922,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_445_c003318,445,conflict,0.2451901562,0.9952068329,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_446_c003330,446,conflict,0.3490193887,0.9962571263,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_447_c003345,447,conflict,0.1562331812,0.9963687509,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_447_c003355,447,conflict,0.6656024789,0.9970814288,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_447_c003356,447,conflict,0.5001846145,0.9957002401,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_447_c003357,447,conflict,0.8934411813,0.9967744872,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_447_c003363,447,conflict,0.5003156912,0.9973246753,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_448_c003365,448,conflict,0.0954364906,0.9946913496,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_448_c003366,448,conflict,0.2569917105,0.9964658320,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_448_c003369,448,conflict,0.1646220652,0.9962936938,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_448_c003374,448,conflict,0.2815911359,0.9974860251,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_448_c003378,448,conflict,0.5929351606,0.9967515171,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_448_c003388,448,conflict,0.0804069381,0.9978279769,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_448_c003395,448,conflict,0.2816402526,0.9965335727,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_448_c003397,448,conflict,0.1259917564,0.9972708225,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_449_c003413,449,conflict,0.2453003893,0.9952977002,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_451_c003457,451,conflict,0.1646306568,0.9953307807,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_451_c003469,451,conflict,0.0901606758,0.9966837019,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_451_c003471,451,conflict,0.3778285223,0.9955922663,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_451_c003474,451,conflict,0.4691643801,0.9952301681,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_451_c003475,451,conflict,0.3781009558,0.9964170456,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_451_c003477,451,conflict,0.6656507580,0.9947321117,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_452_c003490,452,conflict,0.2571074578,0.9966530204,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_452_c003491,452,conflict,0.3213333521,0.9944239259,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_452_c003495,452,conflict,0.2691555812,0.9959577918,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_452_c003496,452,conflict,0.4691035669,0.9961500764,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_454_c003532,454,conflict,0.5316173369,0.9960526228,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_454_c003533,454,conflict,0.2944813264,0.9958355427,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_454_c003538,454,conflict,0.1331212859,0.9968754798,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_457_c003585,457,conflict,0.2570563884,0.9956536293,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_457_c003590,457,conflict,0.3926184910,0.9971045852,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_457_c003591,457,conflict,0.3927008657,0.9965527058,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_457_c003593,457,conflict,0.4227591849,0.9968050122,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_461_c003654,461,conflict,0.0716493071,0.9970729575,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_461_c003661,461,conflict,0.0276019402,0.9982403424,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_461_c003668,461,conflict,0.3926309208,0.9928859174,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_461_c003670,461,conflict,0.1646180924,0.9975911677,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_463_c003708,463,conflict,0.7984640016,0.9975096285,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_463_c003710,463,conflict,0.5314986706,0.9960862696,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_464_c003726,464,conflict,0.1009635412,0.9964700192,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_464_c003731,464,conflict,0.2452222739,0.9967789054,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_464_c003741,464,conflict,0.3075249256,0.9963519871,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_465_c003755,465,conflict,0.1330885011,0.9950447828,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_465_c003761,465,conflict,0.1192917708,0.9959001839,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_465_c003766,465,conflict,0.8176756030,0.9974128604,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_465_c003767,465,conflict,0.4076547255,0.9958553016,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_465_c003768,465,conflict,0.6079248855,0.9970703721,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_465_c003771,465,conflict,0.1825587237,0.9948045909,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_467_c003828,467,conflict,0.5625039917,0.9957903028,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_467_c003830,467,conflict,0.5929132826,0.9950663447,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_468_c003835,468,conflict,0.3777820399,0.9969615042,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_468_c003844,468,conflict,0.3347700780,0.9954126477,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_468_c003845,468,conflict,0.3075796250,0.9940584600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_469_c003865,469,conflict,0.0758982966,0.9967182428,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_469_c003873,469,conflict,0.3347798408,0.9968668818,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_469_c003874,469,conflict,0.3777226413,0.9945796728,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_469_c003878,469,conflict,0.3924989612,0.9952565432,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_469_c003882,469,conflict,0.5929472326,0.9959628284,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_469_c003883,469,conflict,0.2452876563,0.9959729016,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_470_c003896,470,conflict,0.2570425421,0.9954286516,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_470_c003901,470,conflict,0.4847117903,0.9961525500,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_470_c003907,470,conflict,0.4381383937,0.9958014488,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_470_c003911,470,conflict,0.7313174933,0.9965972006,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_470_c003914,470,conflict,0.2019866006,0.9947005659,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_471_c003927,471,conflict,0.8872722421,0.9963806793,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_471_c003929,471,conflict,0.7433366004,0.9955505431,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_471_c003932,471,conflict,0.2569934829,0.9943798184,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_472_c003942,472,conflict,0.2453537068,0.9947942048,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_472_c003944,472,conflict,0.3210054997,0.9972324967,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_472_c003946,472,conflict,0.3925702946,0.9972437024,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_474_c003970,474,conflict,0.2122450033,0.9967062175,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_474_c003971,474,conflict,0.4535024976,0.9953446388,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_474_c003972,474,conflict,0.1920547558,0.9965755343,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_474_c003974,474,conflict,0.5159203006,0.9965272248,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_474_c003978,474,conflict,0.3925790838,0.9952794909,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_476_c003996,476,conflict,0.5624186247,0.9976186752,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_476_c004000,476,conflict,0.6226307912,0.9969517291,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_476_c004005,476,conflict,0.5777807955,0.9976790547,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_477_c004026,477,conflict,0.0901530936,0.9961486906,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_477_c004028,477,conflict,0.3778135161,0.9941999614,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_477_c004033,477,conflict,0.2228842278,0.9959934950,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_477_c004034,477,conflict,0.1404305905,0.9963872135,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_477_c004035,477,conflict,0.2944719198,0.9953674972,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_478_c004044,478,conflict,0.2122286242,0.9957708120,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_478_c004055,478,conflict,0.4227120959,0.9952188432,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_478_c004058,478,conflict,0.8671379359,0.9973921478,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_480_c004083,480,conflict,0.2815466157,0.9963871837,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_480_c004093,480,conflict,0.0901754426,0.9973386228,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_482_c004143,482,conflict,0.2020017007,0.9958918393,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_485_c004226,485,conflict,0.6373049371,0.9973493218,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_486_c004237,486,conflict,0.5778986284,0.9961507916,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_487_c004262,487,conflict,0.4846731269,0.9946430027,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_488_c004281,488,conflict,0.2816906015,0.9950490594,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_488_c004282,488,conflict,0.3488417230,0.9949961603,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_488_c004283,488,conflict,0.2122435685,0.9947316200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_488_c004284,488,conflict,0.5160213173,0.9950934350,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_488_c004293,488,conflict,0.2452631696,0.9934927076,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_488_c004294,488,conflict,0.2945353579,0.9952707887,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_488_c004295,488,conflict,0.5928994002,0.9968471229,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_489_c004304,489,conflict,0.2815633078,0.9955866635,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_492_c004351,492,conflict,0.1646537245,0.9969789833,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_603_c004422,603,conflict,0.7983766648,0.9955702275,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_603_c004430,603,conflict,0.8873069660,0.9970721453,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_603_c004434,603,conflict,0.0803928997,0.9975996315,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_603_c004435,603,conflict,0.4689758708,0.9952295423,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_603_c004438,603,conflict,0.5928705064,0.9951405525,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_605_c004454,605,conflict,0.0953897900,0.9975895584,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_608_c004488,608,conflict,0.2122384883,0.9938743711,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_608_c004498,608,conflict,0.2228525701,0.9944332540,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_608_c004506,608,conflict,0.8177043716,0.9964593947,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_608_c004508,608,conflict,0.3488135826,0.9956728816,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_608_c004509,608,conflict,0.2019703063,0.9944260120,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_608_c004510,608,conflict,0.8520720841,0.9973498881,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_608_c004511,608,conflict,0.7188225144,0.9967415333,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_609_c004531,609,conflict,0.3631418335,0.9959268868,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_609_c004532,609,conflict,0.6079216895,0.9950189888,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_609_c004533,609,conflict,0.4534688177,0.9953966141,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_609_c004534,609,conflict,0.4689874912,0.9956346452,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_612_c004554,612,conflict,0.1068079015,0.9955231547,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_612_c004562,612,conflict,0.4689996493,0.9950277209,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_615_c004587,615,conflict,0.4846911127,0.9961288869,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_615_c004594,615,conflict,0.2338978187,0.9953617454,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_615_c004598,615,conflict,0.6656115404,0.9954197109,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_615_c004599,615,conflict,0.5624306279,0.9960565865,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_620_c004678,620,conflict,0.1646359973,0.9972562194,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_622_c004706,622,conflict,0.6080187194,0.9965235889,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_624_c004751,624,conflict,0.3074777914,0.9964667261,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_624_c004757,624,conflict,0.7882187620,0.9968997985,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_624_c004762,624,conflict,0.4380936878,0.9968729317,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_625_c004777,625,conflict,0.6655865029,0.9962950945,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_625_c004778,625,conflict,0.5928179627,0.9956289232,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_625_c004779,625,conflict,0.3632909074,0.9974160790,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_627_c004811,627,conflict,0.2339028360,0.9956789315,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_627_c004815,627,conflict,0.4690311110,0.9966020286,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_627_c004824,627,conflict,0.8355880399,0.9979107380,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_627_c004825,627,conflict,0.8934297706,0.9982758164,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_628_c004846,628,conflict,0.3076274049,0.9955111742,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_628_c004849,628,conflict,0.1646520605,0.9969691485,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_629_c004877,629,conflict,0.7187805743,0.9973210394,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_632_c004906,632,conflict,0.1330718580,0.9971972704,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_632_c004919,632,conflict,0.2122703296,0.9954262078,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_632_c004920,632,conflict,0.2338030242,0.9972223938,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_632_c004923,632,conflict,0.3925953733,0.9952151179,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_634_c004970,634,conflict,0.4690134306,0.9973255396,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_634_c004977,634,conflict,0.4227461228,0.9961806834,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_636_c004995,636,conflict,0.1009738275,0.9974092767,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_636_c004997,636,conflict,0.1128666217,0.9964114726,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_636_c004999,636,conflict,0.0396758395,0.9983393997,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_636_c005031,636,conflict,0.1562330188,0.9977571517,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_636_c005034,636,conflict,0.1260361170,0.9976861775,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_637_c005040,637,conflict,0.2019603065,0.9975527972,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_637_c005044,637,conflict,0.3209931345,0.9966083765,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_637_c005045,637,conflict,0.1733809506,0.9982168525,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_637_c005057,637,conflict,0.3777557327,0.9966064095,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_637_c005058,637,conflict,0.2339028565,0.9975767285,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_638_c005059,638,conflict,0.2340589484,0.9941938221,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005068,640,conflict,0.0851434154,0.9975432828,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005069,640,conflict,0.0474405692,0.9979438260,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005070,640,conflict,0.1404410110,0.9967885166,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005072,640,conflict,0.0954322254,0.9951168746,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005081,640,conflict,0.1825904389,0.9960930198,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005082,640,conflict,0.1067325305,0.9969605207,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005083,640,conflict,0.1128660055,0.9973500669,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005084,640,conflict,0.0675764542,0.9974851981,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_641_c005085,641,conflict,0.1482777151,0.9949673116,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_641_c005086,641,conflict,0.1259803767,0.9973044842,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_641_c005093,641,conflict,0.2229476890,0.9950811863,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_641_c005094,641,conflict,0.0953986837,0.9977592826,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_649_c005115,649,conflict,0.5469411648,0.9946941733,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_649_c005116,649,conflict,0.0566928319,0.9982509166,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_649_c005118,649,conflict,0.2816381144,0.9969581664,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_650_c005125,650,conflict,0.6373580066,0.9963331521,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_650_c005129,650,conflict,0.6226700579,0.9959195554,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_650_c005131,650,conflict,0.5315178035,0.9946901500,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005270,659,conflict,0.1561984867,0.9959779829,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005279,659,conflict,0.1825279271,0.9968350828,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005280,659,conflict,0.0675874135,0.9983285889,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005281,659,conflict,0.2018985970,0.9977279454,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005284,659,conflict,0.2019327536,0.9972483665,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005285,659,conflict,0.0373418025,0.9983646236,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005297,659,conflict,0.5158083635,0.9973330498,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005299,659,conflict,0.2451977921,0.9965030402,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_660_c005309,660,conflict,0.2228390520,0.9957275242,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_660_c005310,660,conflict,0.8177436062,0.9973693490,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_660_c005315,660,conflict,0.9433880062,0.9981736541,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_660_c005317,660,conflict,0.5778632827,0.9921148419,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_661_c005327,661,conflict,0.0804345035,0.9960795343,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_661_c005333,661,conflict,0.4075614456,0.9959734678,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_661_c005337,661,conflict,0.2121785554,0.9966452271,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
