seg_uid,set,pair_id,speaker_id,start,end,span,speech_s,nw,n_turns,p_pos,p_neg,p_neu,val,npos,nneg,oof
c001899,conflict,187,381,851.5,868.8,17.299999999999955,14.599999999999907,45,3,0.66525126,0.022196002,0.3125527,1.0,1,0,0.5385478274914554
c001900,conflict,188,381,880.2,908.2,28.0,19.0,52,6,0.8338419,0.00989626,0.15626186,9.4,5,0,0.2056081451625277
c001901,conflict,189,381,914.5,939.2,24.700000000000045,16.700000000000045,60,4,0.8155472,0.020010017,0.16444272,9.0,3,0,0.2326848054931672
c001905,conflict,190,381,1023.5,1052.3,28.799999999999955,11.0,38,5,0.9864109,0.0029101938,0.01067886,12.0,4,0,0.3881333963088403
c001924,conflict,191,382,614.5,640.9,26.399999999999977,26.399999999999977,87,1,0.02577981,0.7147445,0.25947568,2.5999999999999996,5,3,0.2540812568170925
c001928,conflict,192,382,735.7,749.3,13.599999999999909,7.999999999999773,29,3,0.027250966,0.6999509,0.27279818,-5.0,0,2,0.3637661930221196
c001964,conflict,193,384,2.6,118.3,115.7,17.80000000000002,41,14,0.8251543,0.014857268,0.15998839,4.0,3,1,0.4655021379369927
c001965,conflict,194,384,124.5,165.9,41.400000000000006,16.100000000000023,43,6,0.9069795,0.0044587418,0.08856179,4.0,2,0,0.2904392343124421
c001966,conflict,195,384,167.2,214.8,47.60000000000002,15.800000000000011,47,7,0.9733776,0.003933065,0.02268932,10.0,4,0,0.3486338543490948
c001984,conflict,196,384,964.2,977.4,13.199999999999932,13.199999999999932,42,1,0.8475788,0.026079617,0.1263415,5.0,3,0,0.5647050187933427
c001985,conflict,197,384,984.6,1009.3,24.699999999999932,24.699999999999932,57,1,0.8322006,0.032751895,0.13504747,2.0,1,1,0.3924508469001598
c002031,conflict,198,387,246.3,288.7,42.39999999999998,15.299999999999956,54,5,0.006521186,0.828468,0.16501077,6.0,4,1,0.4967361943595288
c002114,conflict,199,392,220.2,247.2,27.0,15.399999999999975,48,3,0.013483917,0.7108687,0.2756473,-3.0,0,1,0.4224122258047363
c002121,conflict,200,392,501.2,525.6,24.400000000000034,15.100000000000025,43,5,0.013681227,0.7951739,0.19114493,7.0,4,1,0.2033242867104494
c002122,conflict,201,392,526.8,547.9,21.100000000000023,9.799999999999956,28,2,0.007935422,0.82767385,0.16439071,-3.0,1,2,0.3446259095533184
c002130,conflict,202,393,202.9,225.4,22.5,18.59999999999999,64,3,0.014379886,0.65184367,0.3337765,0.0,1,1,0.5289509257956785
c002303,conflict,203,403,108.9,135.0,26.099999999999994,16.59999999999998,48,3,0.031099064,0.61005145,0.3588495,1.0,1,0,0.4235259833060391
c002308,conflict,204,403,269.4,295.8,26.400000000000034,26.40000000000003,84,1,0.007870663,0.8527554,0.1393739,4.0,4,2,0.3835290009862219
c002310,conflict,205,403,332.9,390.9,58.0,48.80000000000001,149,2,0.013769305,0.7061384,0.28009233,4.0,3,1,0.3888672796860222
c002311,conflict,206,403,396.7,426.0,29.30000000000001,25.600000000000023,78,2,0.018211115,0.6235327,0.35825613,6.0,4,1,0.3780200217204997
c002331,conflict,207,404,338.6,371.9,33.299999999999955,24.09999999999997,49,5,0.012640586,0.82132727,0.16603221,3.0,3,1,0.4892937518281862
c002336,conflict,208,404,543.4,567.5,24.100000000000023,19.299999999999955,45,4,0.013110624,0.77207935,0.21481012,-2.0,0,1,0.5385712712083737
c002350,conflict,209,405,109.4,141.6,32.19999999999999,16.799999999999997,50,4,0.9182304,0.007870462,0.073899135,4.5,3,1,0.5635768251912002
c002351,conflict,210,405,146.6,173.4,26.80000000000001,21.19999999999999,41,4,0.9596306,0.005935789,0.03443356,5.9,2,0,0.3044714013225795
c002353,conflict,211,405,205.3,240.9,35.599999999999994,25.39999999999995,46,4,0.71938103,0.00821924,0.27239975,9.0,3,0,0.5364319525519647
c002354,conflict,212,405,242.9,275.0,32.099999999999994,18.69999999999999,41,5,0.98147637,0.0028266488,0.01569692,13.0,4,0,0.3728003187272884
c002356,conflict,213,405,308.6,334.6,26.0,20.600000000000023,57,2,0.8561055,0.013268994,0.13062555,7.0,3,0,0.378918854650105
c002357,conflict,214,405,341.8,408.6,66.80000000000001,41.69999999999999,84,8,0.8573851,0.011226695,0.13138816,14.2,8,0,0.3355608081017308
c002358,conflict,215,405,409.7,433.2,23.5,20.5,51,3,0.712772,0.0310406,0.25618735,9.5,4,0,0.408056752637975
c002381,conflict,216,405,1178.8,1222.5,43.700000000000045,21.300000000000185,56,5,0.7919998,0.055941176,0.15205897,12.4,5,1,0.4305857519396141
c002382,conflict,217,405,1226.4,1270.8,44.399999999999864,23.399999999999864,57,6,0.9725343,0.0026504693,0.024815207,14.5,4,0,0.3395042636864925
c002385,conflict,218,405,1380.0,1409.2,29.200000000000045,16.30000000000041,40,4,0.7636627,0.032929245,0.20340802,3.0,1,0,0.4260267335133672
c002386,conflict,219,405,1410.1,1437.7,27.600000000000136,26.600000000000136,76,2,0.89425945,0.029304646,0.076435864,5.7,3,1,0.465144289131261
c002387,conflict,220,405,1439.0,1478.0,39.0,25.59999999999991,56,5,0.8676983,0.036773067,0.09552861,20.5,7,1,0.4444229406282754
c002388,conflict,221,405,1479.1,1509.3,30.200000000000045,25.700000000000045,56,4,0.92438775,0.0063366075,0.06927571,14.0,7,0,0.5555516528346514
c002391,conflict,222,406,88.9,114.2,25.299999999999997,14.399999999999975,43,3,0.04476629,0.74878377,0.20644997,2.0,3,2,0.396368460484909
c002394,conflict,223,406,194.5,214.5,20.0,15.099999999999994,41,3,0.017077753,0.7533321,0.22959012,3.0,3,0,0.4352631172513875
c002411,conflict,224,407,145.3,188.2,42.89999999999998,40.99999999999997,115,2,0.034061495,0.6463289,0.3196096,2.0,3,2,0.3938834127978586
c002425,conflict,225,407,717.7,757.4,39.69999999999993,15.599999999999795,41,7,0.04659996,0.60970575,0.34369433,0.0,0,0,0.355752070354981
c002426,conflict,226,407,758.8,771.7,12.900000000000091,12.900000000000093,41,1,0.02537023,0.7292045,0.24542528,0.5,1,2,0.3603600055251891
c002427,conflict,227,407,798.3,831.0,32.700000000000045,20.600000000000136,69,5,0.04734113,0.63887674,0.31378207,-10.0,2,5,0.6050179976138368
c002443,conflict,228,408,360.5,406.9,46.39999999999998,13.899999999999975,41,4,0.027812527,0.71689314,0.25529435,-12.0,0,4,0.2779458465965597
c002508,conflict,229,411,414.9,459.3,44.400000000000034,9.999999999999943,25,4,0.01862928,0.6061933,0.3751774,-4.0,0,2,0.4567476847417418
c002509,conflict,230,411,471.9,504.4,32.5,25.19999999999999,53,5,0.015656857,0.73094726,0.25339586,-1.0,1,1,0.3724922184456839
c002513,conflict,231,411,637.2,679.8,42.59999999999991,42.59999999999991,122,1,0.017718818,0.67748797,0.30479318,-5.0,0,2,0.3381829746808897
c002514,conflict,232,411,681.1,694.4,13.299999999999955,11.899999999999864,44,2,0.022601437,0.6055352,0.37186328,-3.0,1,2,0.3994809269204438
c002515,conflict,233,411,696.0,734.0,38.0,38.0,114,1,0.016476955,0.64533764,0.33818543,-3.0,0,1,0.5729018861001222
c002518,conflict,234,411,795.3,845.4,50.10000000000002,40.80000000000007,124,3,0.026332365,0.6367716,0.3368961,3.5,4,3,0.2685173579379875
c002520,conflict,235,411,870.7,961.9,91.19999999999993,69.69999999999982,185,4,0.014157583,0.79430145,0.19154099,-5.0,5,6,0.4469998470184701
c002525,conflict,236,411,1087.8,1106.6,18.799999999999955,12.799999999999956,46,3,0.03315812,0.7056586,0.26118332,0.0,1,2,0.4991317737905664
c002579,conflict,237,414,34.8,91.7,56.900000000000006,20.0,52,10,0.9437372,0.0065222243,0.04974061,7.0,4,0,0.3924204016691805
c002581,conflict,238,414,134.6,163.3,28.700000000000017,16.700000000000045,40,4,0.9211703,0.0036129733,0.07521666,3.0,1,0,0.2738755997592003
c002582,conflict,239,414,164.6,218.6,54.0,28.10000000000005,78,7,0.9745594,0.0057617077,0.019678896,17.0,6,0,0.4280872523507122
c002583,conflict,240,414,223.0,254.9,31.900000000000006,18.600000000000023,40,4,0.9458582,0.007809557,0.04633226,15.0,5,0,0.3763987831100611
c002584,conflict,241,414,256.2,293.2,37.0,21.5,55,5,0.9543255,0.0058936793,0.03978081,17.0,7,0,0.4991988191695533
c002594,conflict,242,414,626.8,656.1,29.300000000000068,20.0,62,4,0.7014125,0.040175773,0.25841174,8.0,4,1,0.4060245452766769
c002595,conflict,243,414,657.4,690.1,32.700000000000045,19.200000000000045,50,5,0.72300804,0.083907,0.193085,-6.0,1,5,0.5864677885697395
c002598,conflict,244,414,745.4,791.5,46.10000000000002,25.09999999999991,67,8,0.7941565,0.014666399,0.19117713,11.0,5,1,0.4414823544017285
c002599,conflict,245,414,797.1,815.8,18.699999999999932,12.099999999999907,25,3,0.71108073,0.037284132,0.2516351,10.0,4,1,0.4448008106025079
c002601,conflict,246,414,877.2,910.9,33.69999999999993,26.399999999999864,63,4,0.86872154,0.018924735,0.11235375,4.0,2,1,0.4518543506014766
c002603,conflict,247,414,935.5,957.0,21.5,12.700000000000044,40,2,0.72324693,0.0555956,0.22115746,7.5,2,0,0.4127590273398894
c002613,conflict,248,415,370.9,391.2,20.30000000000001,20.30000000000001,70,1,0.017756306,0.6203612,0.36188245,-1.0,1,2,0.3806990662391164
c002616,conflict,249,415,453.4,483.2,29.80000000000001,28.5,84,2,0.011748493,0.8430848,0.1451667,-3.0,2,3,0.4780093758582751
c002617,conflict,250,415,504.9,542.8,37.89999999999998,22.800000000000068,55,3,0.0150531195,0.8850476,0.09989918,-11.0,1,5,0.4249855614549535
c002622,conflict,251,415,679.8,728.9,49.10000000000002,25.100000000000023,71,5,0.039285015,0.67610466,0.28461036,7.0,4,1,0.4642182373285369
c002633,conflict,252,416,313.1,346.4,33.299999999999955,29.59999999999997,85,2,0.0075387065,0.84060824,0.15185311,-7.5,2,7,0.4323181289995513
c002636,conflict,253,416,417.9,434.4,16.5,14.199999999999932,50,3,0.027510688,0.68907124,0.28341812,0.6000000000000001,1,1,0.4105789295001589
c002642,conflict,254,416,584.4,606.5,22.100000000000023,13.600000000000025,47,2,0.010702095,0.8102257,0.17907223,-0.5999999999999996,3,2,0.2871033560158409
c002645,conflict,255,416,714.6,745.1,30.5,18.40000000000009,46,4,0.026209455,0.632906,0.34088457,0.0,0,0,0.2207435973290675
c002699,conflict,256,419,203.0,226.6,23.599999999999994,21.19999999999999,51,2,0.019868253,0.6227536,0.35737813,2.0,2,1,0.4889141299725769
c002702,conflict,257,419,322.6,343.3,20.69999999999999,20.69999999999999,54,1,0.026612746,0.74118006,0.2322071,-6.5,2,3,0.4501196854515291
c002704,conflict,258,419,394.6,428.0,33.39999999999998,33.39999999999998,96,1,0.008860215,0.84389216,0.14724757,0.0,6,5,0.5241596028520812
c002705,conflict,259,419,432.2,449.0,16.80000000000001,16.80000000000001,46,1,0.006357832,0.8803076,0.113334514,-9.5,0,3,0.5038104375857545
c002706,conflict,260,419,455.3,503.0,47.69999999999999,39.60000000000002,117,4,0.07699896,0.65399194,0.26900917,10.6,6,2,0.1990648497208844
c002710,conflict,261,419,655.3,673.3,18.0,18.0,47,1,0.016989507,0.7173991,0.26561138,-4.0,0,2,0.6371510817279507
c002715,conflict,262,419,799.5,825.7,26.200000000000045,22.800000000000068,63,2,0.032272078,0.73669994,0.23102787,2.0,2,1,0.4297062509963556
c002726,conflict,263,420,401.9,417.6,15.700000000000045,8.300000000000068,31,3,0.009404876,0.9021039,0.08849125,1.0,1,1,0.4364235090321492
c002727,conflict,264,420,427.9,482.7,54.80000000000001,15.900000000000093,49,5,0.008411334,0.9077361,0.08385257,-2.0,1,2,0.5374066767934562
c002728,conflict,265,420,502.5,530.2,27.700000000000045,13.600000000000025,40,4,0.009503877,0.85719246,0.1333037,0.0,0,0,0.4909417512899433
c002809,conflict,266,423,365.3,392.3,27.0,27.0,65,1,0.012192752,0.74953,0.23827723,-3.0,0,1,0.3990194309372312
c002811,conflict,267,423,448.4,467.1,18.700000000000045,15.10000000000008,33,2,0.057954445,0.6078185,0.33422711,-3.0,0,2,0.6081867405202883
c002813,conflict,268,423,517.9,538.1,20.200000000000045,17.600000000000136,42,2,0.032875597,0.68839663,0.27872777,4.0,3,1,0.5034036985272379
c002816,conflict,269,423,631.6,688.7,57.10000000000002,24.500000000000114,50,7,0.035594005,0.63781583,0.3265902,-4.0,0,2,0.497408395516652
c002817,conflict,270,423,691.6,729.2,37.60000000000002,24.100000000000023,64,4,0.009153134,0.86758626,0.123260655,3.0,2,1,0.3112606994709757
c002818,conflict,271,423,735.3,759.8,24.5,17.100000000000023,42,4,0.007524307,0.8735969,0.11887875,-1.0,1,2,0.7722802418589453
c002834,conflict,272,424,366.7,380.9,14.199999999999989,14.199999999999989,46,1,0.008885319,0.9006577,0.090456955,-12.0,0,5,0.5161474090420787
c002839,conflict,273,424,568.8,614.3,45.5,45.5,163,1,0.017747251,0.66560847,0.3166443,-2.0,0,2,0.3188224336835576
c002844,conflict,274,424,835.9,866.2,30.300000000000068,29.000000000000114,92,2,0.016107274,0.86786646,0.116026305,-2.0,2,4,0.5777405153034846
c002845,conflict,275,424,867.2,907.0,39.799999999999955,39.799999999999955,136,1,0.01404765,0.7885558,0.1973965,6.6,3,0,0.5449660332407534
c002882,conflict,276,426,105.9,148.9,43.0,18.60000000000001,52,8,0.6667049,0.033885926,0.29940915,1.5,1,1,0.3379189767232133
c002892,conflict,277,426,430.4,451.5,21.100000000000023,15.100000000000025,43,2,0.7997288,0.016408449,0.18386279,4.0,3,0,0.3424933634768634
c002897,conflict,278,426,618.9,683.0,64.10000000000002,41.90000000000009,85,7,0.8031044,0.021942465,0.1749531,16.0,8,0,0.3814349982720619
c002898,conflict,279,426,694.6,737.4,42.799999999999955,19.79999999999984,46,9,0.9312433,0.020430906,0.048325844,8.0,5,4,0.3497458021871337
c002900,conflict,280,426,772.0,810.3,38.299999999999955,19.40000000000009,44,7,0.9622676,0.005951902,0.031780582,17.0,7,0,0.328705236989201
c002943,conflict,281,429,358.5,387.5,29.0,12.600000000000025,40,5,0.01474772,0.7155519,0.2697004,-6.0,1,3,0.3704803752355348
c002945,conflict,282,429,410.6,456.3,45.69999999999999,24.89999999999992,49,6,0.01770077,0.6286295,0.3536698,-5.0,0,3,0.4029583054522847
c002946,conflict,283,429,460.1,489.9,29.799999999999955,14.599999999999966,38,5,0.013593456,0.77643025,0.20997629,-1.3,1,2,0.4388370801334473
c002955,conflict,284,429,843.7,873.2,29.5,18.79999999999984,48,4,0.033603013,0.6411278,0.3252692,-3.0,1,2,0.2320205078883052
c002959,conflict,285,430,116.4,148.2,31.799999999999983,17.699999999999974,43,4,0.014750078,0.83747864,0.14777134,2.0,1,0,0.3037822633319214
c002961,conflict,286,430,186.2,212.5,26.30000000000001,10.599999999999994,38,3,0.039938103,0.66674465,0.2933172,0.0,0,0,0.5644063485219242
c002965,conflict,287,430,317.0,363.0,46.0,26.19999999999999,79,6,0.021006612,0.7237712,0.2552221,2.5,3,2,0.5847726970229173
c002967,conflict,288,430,413.6,431.6,18.0,18.0,49,1,0.015495399,0.77306634,0.21143825,-2.0,1,2,0.5257703775366068
c002970,conflict,289,430,496.8,516.1,19.30000000000001,13.300000000000068,40,2,0.030001659,0.65574723,0.3142511,0.0,1,1,0.5990098700337079
c002972,conflict,290,430,557.2,581.1,23.899999999999977,19.5,56,2,0.014913904,0.779396,0.20569012,-3.5,1,3,0.544484890485306
c002975,conflict,291,430,660.2,707.3,47.09999999999991,21.09999999999991,58,6,0.020310057,0.793574,0.18611597,5.0,4,3,0.3589995066101762
c002985,conflict,292,431,348.1,411.6,63.5,26.500000000000057,50,8,0.041186806,0.6296157,0.3291974,1.0,1,1,0.3936196701224761
c002992,conflict,293,431,709.9,726.8,16.899999999999977,15.600000000000025,48,2,0.008511587,0.8778785,0.11360992,-3.5,0,2,0.4341208107896041
c002993,conflict,294,431,728.1,757.2,29.100000000000023,25.200000000000045,78,2,0.022800105,0.7697425,0.20745747,1.0,4,4,0.4968904183226338
c003002,conflict,295,432,396.0,439.2,43.19999999999999,16.899999999999977,45,6,0.016213248,0.82820624,0.15558046,1.0,1,1,0.3311951596926336
c003045,conflict,296,434,469.0,523.3,54.299999999999955,44.5,130,3,0.011136547,0.84258664,0.1462768,-7.0,3,6,0.5131100143959383
c003046,conflict,297,434,525.4,556.1,30.700000000000045,26.5,81,3,0.008182473,0.88052005,0.11129757,-11.0,0,4,0.4381571445651997
c003048,conflict,298,434,593.0,610.1,17.100000000000023,16.300000000000068,43,2,0.015990065,0.66410226,0.31990758,2.0,1,0,0.6337428696863204
c003050,conflict,299,434,688.2,724.5,36.299999999999955,31.199999999999932,100,5,0.012788537,0.7508349,0.23637667,-3.0,0,1,0.5934847732105236
c003060,conflict,300,434,1088.9,1123.2,34.299999999999955,20.0,67,6,0.010392277,0.9068757,0.082731925,-4.0,2,4,0.5636236757323788
c003095,conflict,301,436,259.9,280.8,20.900000000000034,16.900000000000034,69,2,0.024838308,0.653036,0.32212567,2.0,2,1,0.5711744755220002
c003098,conflict,302,436,351.6,386.8,35.19999999999999,21.299999999999955,80,3,0.061894216,0.6232335,0.3148723,-1.0,5,5,0.4100969177681243
c003100,conflict,303,436,408.9,443.9,35.0,27.600000000000023,99,2,0.025773684,0.67498755,0.29923883,2.7,5,4,0.5043179836835242
c003105,conflict,304,436,564.8,589.7,24.90000000000009,24.90000000000009,87,1,0.015978279,0.7412446,0.24277715,3.0,2,1,0.5086719997411069
c003113,conflict,305,437,263.1,314.1,51.0,26.89999999999992,46,7,0.013975888,0.8817715,0.104252525,-2.0,1,2,0.4134987118486479
c003122,conflict,306,437,624.6,645.0,20.399999999999977,20.399999999999977,51,1,0.009231624,0.86613905,0.12462926,-8.5,1,3,0.5215297285021323
c003129,conflict,307,438,119.2,142.1,22.89999999999999,22.89999999999999,53,1,0.033843517,0.653896,0.31226048,2.0,1,0,0.2189931351780044
c003144,conflict,308,438,817.9,844.4,26.5,26.5,86,1,0.027508447,0.6173493,0.3551422,-1.0,2,2,0.3282141292114026
c003148,conflict,309,438,970.5,1003.0,32.5,32.5,91,1,0.016624816,0.80853087,0.17484425,1.0,3,2,0.1989165678190356
c003149,conflict,310,438,1075.9,1099.9,24.0,24.0,73,1,0.026292283,0.7209498,0.25275788,-1.0,1,2,0.4580665002568608
c003170,conflict,311,439,663.4,682.7,19.300000000000068,19.300000000000068,62,1,0.0064726546,0.9243425,0.069184795,-7.5,0,2,0.3771292616712582
c003174,conflict,312,439,787.5,864.4,76.89999999999998,74.79999999999995,204,3,0.02813204,0.7006393,0.2712286,-0.4000000000000003,5,4,0.3616031193904436
c003182,conflict,313,440,52.9,90.6,37.699999999999996,21.199999999999996,41,5,0.86849594,0.0037568468,0.12774724,4.0,2,0,0.3936924115322369
c003184,conflict,314,440,147.8,172.2,24.399999999999977,19.799999999999983,46,3,0.8879988,0.013814345,0.098186806,7.0,3,0,0.4217034222964085
c003187,conflict,315,440,252.6,283.8,31.200000000000017,25.700000000000017,59,2,0.93038243,0.0051019266,0.06451562,3.0,1,0,0.3262587166269344
c003207,conflict,316,440,1018.3,1081.5,63.200000000000045,34.10000000000025,54,8,0.7132722,0.010838299,0.27588952,-3.0,2,2,0.5605836518148481
c003208,conflict,317,440,1083.0,1104.3,21.299999999999955,21.299999999999955,37,1,0.89256215,0.0092387535,0.09819905,2.0,1,1,0.644855105310602
c003215,conflict,318,441,58.0,107.5,49.5,14.99999999999998,40,10,0.656896,0.080972545,0.2621314,2.0,2,1,0.3138740033623169
c003216,conflict,319,441,108.3,136.4,28.10000000000001,15.500000000000014,37,4,0.9730666,0.0037674282,0.02316598,10.0,4,0,0.370338594373538
c003217,conflict,320,441,147.2,196.2,49.0,19.40000000000001,46,7,0.94914263,0.014361815,0.03649561,3.5,4,2,0.5467805845304139
c003232,conflict,321,441,724.4,732.4,8.0,8.0,27,1,0.9543533,0.016466243,0.029180497,3.3,3,2,0.4784628017525023
c003233,conflict,322,441,743.1,775.4,32.299999999999955,12.900000000000093,43,4,0.6923442,0.0103055,0.29735038,0.0,0,0,0.4676279132766295
c003265,conflict,323,443,339.0,382.0,43.0,14.199999999999932,36,6,0.026074719,0.6475969,0.32632846,2.0,1,0,0.3615370944296417
c003268,conflict,324,443,493.6,553.2,59.60000000000002,18.89999999999992,36,8,0.023331098,0.7767375,0.19993146,4.0,2,1,0.6179307256237674
c003308,conflict,325,445,342.9,365.4,22.5,14.800000000000011,45,2,0.007815056,0.91101974,0.081165105,0.0,1,1,0.5735796055020493
c003314,conflict,326,445,509.8,534.0,24.19999999999999,18.499999999999943,49,2,0.037672915,0.7175258,0.24480134,3.0,3,1,0.4279048840448832
c003315,conflict,327,445,543.5,562.4,18.899999999999977,18.899999999999977,69,1,0.13167317,0.64382774,0.22449903,1.0,3,2,0.4770705909749815
c003318,conflict,328,445,632.6,663.0,30.399999999999977,20.799999999999955,65,2,0.007950688,0.90219235,0.08985688,-16.5,0,5,0.3405605907434508
c003329,conflict,329,446,413.0,451.8,38.80000000000001,32.80000000000007,65,3,0.045439523,0.6723186,0.28224194,3.0,1,1,0.6268433667277147
c003330,conflict,330,446,455.1,484.4,29.299999999999955,20.19999999999999,47,3,0.0070519443,0.90205204,0.090896,-5.0,1,3,0.489713201162609
c003345,conflict,331,447,86.7,123.6,36.89999999999999,21.09999999999999,43,3,0.06175094,0.7176777,0.2205713,6.0,4,1,0.3636533547536924
c003350,conflict,332,447,252.2,266.6,14.400000000000034,14.400000000000034,50,1,0.0132369,0.6908933,0.29586983,2.0,2,1,0.4369236026614774
c003354,conflict,333,447,434.8,454.6,19.80000000000001,14.900000000000034,44,2,0.030416178,0.65306646,0.31651738,-2.0,2,3,0.4470246182239643
c003355,conflict,334,447,457.7,486.4,28.69999999999999,28.69999999999999,69,1,0.013163569,0.7605289,0.22630748,-2.0,0,1,0.4310203914485073
c003356,conflict,335,447,487.9,502.9,15.0,14.199999999999989,44,2,0.016371736,0.7996079,0.1840204,-1.4,2,2,0.546432347021037
c003357,conflict,336,447,507.5,523.7,16.200000000000045,16.200000000000045,45,1,0.0085021015,0.7911223,0.20037554,-2.0,1,2,0.620189051569003
c003363,conflict,337,447,721.1,735.6,14.5,8.399999999999977,25,2,0.011049779,0.7441181,0.24483204,2.0,2,1,0.3228926305458084
c003365,conflict,338,448,18.8,77.1,58.3,16.099999999999987,41,5,0.9327139,0.003840205,0.063445896,9.6,4,0,0.402260488027386
c003366,conflict,339,448,80.7,114.9,34.2,29.5,68,2,0.7971371,0.02841357,0.17444938,8.0,5,1,0.4497642119821784
c003369,conflict,340,448,182.4,213.7,31.299999999999983,23.799999999999955,54,3,0.8822118,0.011555255,0.10623289,9.0,3,0,0.3488468027936892
c003374,conflict,341,448,367.3,385.2,17.899999999999977,16.599999999999966,51,2,0.7556757,0.027686574,0.2166378,10.0,5,0,0.3269605966493117
c003378,conflict,342,448,458.8,514.5,55.69999999999999,45.19999999999999,111,3,0.93405086,0.010794645,0.055154495,22.0,9,0,0.3821285690263958
c003381,conflict,343,448,578.3,597.5,19.200000000000045,19.200000000000045,46,1,0.69157934,0.06383732,0.24458331,7.0,4,0,0.2869182631459243
c003388,conflict,344,448,802.6,830.6,28.0,25.5,86,2,0.9442661,0.0106164655,0.04511738,18.0,7,0,0.347405073349791
c003395,conflict,345,448,1021.3,1059.7,38.40000000000009,27.0,57,5,0.76008844,0.07217834,0.16773327,3.0,3,1,0.4834395422626196
c003397,conflict,346,448,1131.2,1165.6,34.399999999999864,31.699999999999815,75,2,0.95612365,0.0050583635,0.038817983,3.0,2,0,0.4483646956538748
c003413,conflict,347,449,558.4,605.6,47.200000000000045,47.200000000000045,195,1,0.010294666,0.8029611,0.18674427,0.5,4,4,0.5525073395404867
c003414,conflict,348,449,608.4,662.8,54.39999999999998,54.39999999999998,220,1,0.01768868,0.62445354,0.3578578,2.0,6,4,0.5459516818748464
c003457,conflict,349,451,108.0,140.6,32.599999999999994,21.40000000000002,43,5,0.022015687,0.7306305,0.2473538,-2.5,1,2,0.4825433973731979
c003468,conflict,350,451,547.6,568.4,20.799999999999955,20.799999999999955,68,1,0.025655013,0.6389407,0.33540428,-3.0,1,2,0.2748906160806408
c003469,conflict,351,451,569.1,586.5,17.399999999999977,17.399999999999977,52,1,0.0075025563,0.8672132,0.12528415,-9.5,1,4,0.5075920285962021
c003471,conflict,352,451,651.6,673.6,22.0,17.700000000000045,42,3,0.010605911,0.840671,0.14872304,-3.0,0,1,0.2735754297600761
c003473,conflict,353,451,703.8,724.9,21.100000000000023,16.899999999999977,40,2,0.021216225,0.672092,0.30669174,2.5,2,1,0.4659209559700395
c003474,conflict,354,451,726.0,758.1,32.10000000000002,26.600000000000023,68,4,0.010635976,0.75795346,0.23141062,-5.0,0,3,0.4842836173366974
c003475,conflict,355,451,760.2,819.7,59.5,21.5,40,5,0.014112954,0.8255859,0.16030112,-3.0,1,3,0.6345001689015498
c003477,conflict,356,451,847.5,868.7,21.200000000000045,15.5,44,5,0.010988294,0.78657186,0.20243979,-5.0,0,3,0.4469913569116912
c003480,conflict,357,451,965.2,982.2,17.0,17.0,41,1,0.033142813,0.61519486,0.35166234,0.0,0,0,0.5621358344042964
c003490,conflict,358,452,331.0,366.1,35.10000000000002,17.100000000000023,45,4,0.016627273,0.7903006,0.19307216,-3.0,0,1,0.3704099689736032
c003491,conflict,359,452,368.2,394.7,26.5,18.80000000000001,35,4,0.011176916,0.8025353,0.1862878,-9.0,0,3,0.3860640677394353
c003495,conflict,360,452,586.0,623.3,37.299999999999955,17.100000000000023,43,3,0.02239479,0.7269588,0.2506464,-1.5,0,1,0.5156221922690296
c003496,conflict,361,452,625.7,660.6,34.89999999999998,15.300000000000068,45,6,0.037861094,0.73756504,0.22457382,3.0,2,1,0.357810404804222
c003501,conflict,362,453,27.9,119.6,91.69999999999999,29.599999999999977,70,10,0.86835086,0.013488405,0.118160695,9.0,4,0,0.5992367389093515
c003502,conflict,363,453,120.8,159.8,39.000000000000014,23.300000000000026,72,3,0.9361917,0.013100594,0.050707754,12.0,5,0,0.4570303899944069
c003506,conflict,364,453,286.9,304.7,17.80000000000001,17.80000000000001,51,1,0.6519309,0.016574547,0.33149448,7.0,3,0,0.3602996498529935
c003513,conflict,365,453,504.8,536.4,31.599999999999966,14.399999999999975,46,5,0.636813,0.10337355,0.2598135,9.0,4,1,0.4404220835133628
c003519,conflict,366,453,775.3,831.2,55.90000000000009,19.70000000000016,62,8,0.6153865,0.10501373,0.27959982,8.0,4,2,0.3307712184611233
c003521,conflict,367,453,914.6,936.4,21.799999999999955,20.699999999999932,75,2,0.75171655,0.07929656,0.16898693,13.0,7,1,0.3147803045190789
c003529,conflict,368,454,285.2,313.3,28.100000000000023,16.600000000000023,48,4,0.023272239,0.67553395,0.30119383,-2.0,1,4,0.4255712082108796
c003532,conflict,369,454,410.3,433.4,23.099999999999966,9.799999999999898,25,3,0.022715015,0.783894,0.19339097,0.0,0,0,0.3035345190400332
c003533,conflict,370,454,459.5,480.7,21.19999999999999,17.0,48,2,0.014350684,0.8216773,0.16397204,-1.5,0,1,0.3215095752941157
c003536,conflict,371,454,627.6,662.2,34.60000000000002,13.300000000000068,45,7,0.06622251,0.6647196,0.26905793,-2.5,2,4,0.5536151860120959
c003538,conflict,372,454,722.9,793.8,70.89999999999998,25.0,72,8,0.008008932,0.896343,0.0956481,-8.0,1,5,0.4090360962323219
c003552,conflict,373,455,495.4,530.6,35.200000000000045,22.600000000000023,57,3,0.040446814,0.6923876,0.26716557,-9.2,0,4,0.4376217019903874
c003585,conflict,374,457,157.2,191.5,34.30000000000001,18.499999999999943,48,4,0.032724597,0.7189446,0.2483308,6.0,3,0,0.2209399559230311
