item_id,line,col,kind,text,value,value2,decimals,decimals2,unit,range_labels,in_red,in_comment,section,table,table_key,table_row,table_col,table_group,clause,context,prev_context,table_caption,para_before
L129_20,129,20,integer,37,37.0,,0,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Clips (speakers) [speakers],MDVR-KCL,Clips (speakers) [speakers],Parkinson's disease,37 (37),MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_27,129,27,point,0.71,0.71,,2,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Zero-shot Audio,MDVR-KCL,Zero-shot Audio,Parkinson's disease,0.71,MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_34,129,34,point,0.76,0.76,,2,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Zero-shot Text,MDVR-KCL,Zero-shot Text,Parkinson's disease,0.76,MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_41,129,41,point,0.70,0.7,,2,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Fine-tuned Audio,MDVR-KCL,Fine-tuned Audio,Parkinson's disease,0.70,MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L132_15,132,15,integer,275,275.0,,0,,,,no,no,Experimental Results,tab:main,E-DAIC | Clips (speakers) [clips],E-DAIC,Clips (speakers) [clips],Major depressive disorder,275 (275),E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L132_20,132,20,integer,275,275.0,,0,,,,no,no,Experimental Results,tab:main,E-DAIC | Clips (speakers) [speakers],E-DAIC,Clips (speakers) [speakers],Major depressive disorder,275 (275),E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L132_27,132,27,point,0.83,0.83,,2,,,,no,no,Experimental Results,tab:main,E-DAIC | Zero-shot Audio,E-DAIC,Zero-shot Audio,Major depressive disorder,0.83,E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L132_34,132,34,point,0.82,0.82,,2,,,,no,no,Experimental Results,tab:main,E-DAIC | Zero-shot Text,E-DAIC,Zero-shot Text,Major depressive disorder,0.82,E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L132_41,132,41,point,0.64,0.64,,2,,,,no,no,Experimental Results,tab:main,E-DAIC | Fine-tuned Audio,E-DAIC,Fine-tuned Audio,Major depressive disorder,0.64,E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L135_15,135,15,integer,468,468.0,,0,,,,no,no,Experimental Results,tab:main,Pitt | Clips (speakers) [clips],Pitt,Clips (speakers) [clips],Alzheimer's disease,468 (228),Pitt & 468 (228) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L135_20,135,20,integer,228,228.0,,0,,,,no,no,Experimental Results,tab:main,Pitt | Clips (speakers) [speakers],Pitt,Clips (speakers) [speakers],Alzheimer's disease,468 (228),Pitt & 468 (228) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L135_27,135,27,point,0.66,0.66,,2,,,,no,no,Experimental Results,tab:main,Pitt | Zero-shot Audio,Pitt,Zero-shot Audio,Alzheimer's disease,0.66,Pitt & 468 (228) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L135_34,135,34,point,0.66,0.66,,2,,,,no,no,Experimental Results,tab:main,Pitt | Zero-shot Text,Pitt,Zero-shot Text,Alzheimer's disease,0.66,Pitt & 468 (228) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L135_41,135,41,point,0.77,0.77,,2,,,,no,no,Experimental Results,tab:main,Pitt | Fine-tuned Audio,Pitt,Fine-tuned Audio,Alzheimer's disease,0.77,Pitt & 468 (228) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L136_15,136,15,integer,237,237.0,,0,,,,no,no,Experimental Results,tab:main,ADReSSo | Clips (speakers) [clips],ADReSSo,Clips (speakers) [clips],Alzheimer's disease,237 (237),ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L136_20,136,20,integer,237,237.0,,0,,,,no,no,Experimental Results,tab:main,ADReSSo | Clips (speakers) [speakers],ADReSSo,Clips (speakers) [speakers],Alzheimer's disease,237 (237),ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L136_27,136,27,point,0.62,0.62,,2,,,,no,no,Experimental Results,tab:main,ADReSSo | Zero-shot Audio,ADReSSo,Zero-shot Audio,Alzheimer's disease,0.62,ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L136_34,136,34,point,0.55,0.55,,2,,,,no,no,Experimental Results,tab:main,ADReSSo | Zero-shot Text,ADReSSo,Zero-shot Text,Alzheimer's disease,0.55,ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L136_41,136,41,point,0.82,0.82,,2,,,,no,no,Experimental Results,tab:main,ADReSSo | Fine-tuned Audio,ADReSSo,Fine-tuned Audio,Alzheimer's disease,0.82,ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L137_15,137,15,integer,156,156.0,,0,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Clips (speakers) [clips],ADReSS-2020,Clips (speakers) [clips],Alzheimer's disease,156 (156),ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L137_20,137,20,integer,156,156.0,,0,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Clips (speakers) [speakers],ADReSS-2020,Clips (speakers) [speakers],Alzheimer's disease,156 (156),ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L137_27,137,27,point,0.62,0.62,,2,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Zero-shot Audio,ADReSS-2020,Zero-shot Audio,Alzheimer's disease,0.62,ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L137_34,137,34,point,0.75,0.75,,2,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Zero-shot Text,ADReSS-2020,Zero-shot Text,Alzheimer's disease,0.75,ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L137_41,137,41,point,0.77,0.77,,2,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Fine-tuned Audio,ADReSS-2020,Fine-tuned Audio,Alzheimer's disease,0.77,ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L143_160,143,160,range,0.56 and 0.71,0.56,0.71,2,2,,,no,no,Audio LLM performance,,,,,,"Qwen2.5-Omni stays between 0.56 and 0.71 on the Parkinson's and Alzheimer's sets,","Zero-shot, Qwen2.5-Omni stays between 0.56 and 0.71 on the Parkinson's and Alzheimer's sets, and only E-DAIC is higher (Table \reftab:main).",\subsectionAudio LLM performance We prompted Audio LLMs with a text prompt (clinical question) and a speech excerpt (clip) to perform zero-shot diagnosis.,,
L145_433,145,433,point,0.87,0.87,,2,,,,no,no,Audio LLM performance,,,,,,"Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews,","Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews, while Qwen2-Audio, which hears 30 s, stays at 0.63.",On E-DAIC the audio answer on the whole interview matches the transcript alone.,,
L145_442,145,442,point,0.86,0.86,,2,,,,no,no,Audio LLM performance,,,,,,"Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews,","Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews, while Qwen2-Audio, which hears 30 s, stays at 0.63.",On E-DAIC the audio answer on the whole interview matches the transcript alone.,,
L145_502,145,502,integer,30,30.0,,0,,s,,no,no,Audio LLM performance,,,,,,"which hears 30 s,","Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews, while Qwen2-Audio, which hears 30 s, stays at 0.63.",On E-DAIC the audio answer on the whole interview matches the transcript alone.,,
L145_518,145,518,point,0.63,0.63,,2,,,,no,no,Audio LLM performance,,,,,,stays at 0.63.,"Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews, while Qwen2-Audio, which hears 30 s, stays at 0.63.",On E-DAIC the audio answer on the whole interview matches the transcript alone.,,
L148_81,148,81,integer,300,300.0,,0,,s,,no,yes,Audio LLM performance,,,,,,"With 300 s segments on depression,","With 300 s segments on depression, Audio Flamingo 3, Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86, 0.84 and 0.83, respectively.",,,
L148_174,148,174,point,0.86,0.86,,2,,,,no,yes,Audio LLM performance,,,,,,"Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86,","With 300 s segments on depression, Audio Flamingo 3, Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86, 0.84 and 0.83, respectively.",,,
L148_182,148,182,point,0.84,0.84,,2,,,,no,yes,Audio LLM performance,,,,,,"0.84 and 0.83,","With 300 s segments on depression, Audio Flamingo 3, Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86, 0.84 and 0.83, respectively.",,,
L148_193,148,193,point,0.83,0.83,,2,,,,no,yes,Audio LLM performance,,,,,,"0.84 and 0.83,","With 300 s segments on depression, Audio Flamingo 3, Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86, 0.84 and 0.83, respectively.",,,
L148_368,148,368,range,0.47 and 0.67,0.47,0.67,2,2,,,no,yes,Audio LLM performance,,,,,,where the transcript answer sits between 0.47 and 0.67;,"The audio answer beats the transcript answer only where there are few words to read, on Parkinson's read-speech, where the transcript answer sits between 0.47 and 0.67; on depression no model beats its own transcript. %Agreed, cutting it to two sentences: the recording-only floor and the age-matched check. -- MSL please add your comment to the comments not in the textt",,,
L152_125,152,125,point,0.92,0.92,,2,,,,no,yes,Probing Results,,,,,,"Under nested layer selection the encoder probe reads 0.92 on PC-GITA,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L152_142,152,142,point,0.96,0.96,,2,,,,no,yes,Probing Results,,,,,,"0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L152_163,152,163,point,0.89,0.89,,2,,,,no,yes,Probing Results,,,,,,"0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L152_197,152,197,point,0.78,0.78,,2,,,,no,yes,Probing Results,,,,,,and 0.78 on the Pitt Alzheimer's segments;,"Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L152_284,152,284,point,0.54,0.54,,2,,,,no,yes,Probing Results,,,,,,"the same model's answers on the same clips read 0.54,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L152_290,152,290,point,0.55,0.55,,2,,,,no,yes,Probing Results,,,,,,"0.55,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L152_296,152,296,point,0.66,0.66,,2,,,,no,yes,Probing Results,,,,,,0.66 and 0.62.,"Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L152_305,152,305,point,0.62,0.62,,2,,,,no,yes,Probing Results,,,,,,0.66 and 0.62.,"Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L152_467,152,467,point,0.86,0.86,,2,,,,no,yes,Probing Results,,,,,,the readable signal rises to 0.86 by the deep layers while,"On Alzheimer's the signal does not stop at the encoder: probing the language model's own stages at the audio-token positions, the readable signal rises to 0.86 by the deep layers while the answer stays where it was.",\subsectionProbing Results\labelsec:gap,,
L152_598,152,598,point,0.70,0.7,,2,,,,no,yes,Probing Results,,,,,,"On Alzheimer's the words also carry the task (a text classifier reads 0.70) and the model can transcribe,","On Alzheimer's the words also carry the task (a text classifier reads 0.70) and the model can transcribe, so the words could be helping here too; where the words carry almost nothing, on MDVR-KCL read-speech, the probe still holds 0.82 to 0.88 through every language-model stage.",\subsectionProbing Results\labelsec:gap,,
L152_759,152,759,range,0.82 to 0.88,0.82,0.88,2,2,,,no,yes,Probing Results,,,,,,the probe still holds 0.82 to 0.88 through every language-model stage.,"On Alzheimer's the words also carry the task (a text classifier reads 0.70) and the model can transcribe, so the words could be helping here too; where the words carry almost nothing, on MDVR-KCL read-speech, the probe still holds 0.82 to 0.88 through every language-model stage.",\subsectionProbing Results\labelsec:gap,,
L152_829,152,829,integer,30,30.0,,0,,s,,no,yes,Probing Results,,,,,,"On depression at the 30 s window Qwen2-Audio accepts,","On depression at the 30 s window Qwen2-Audio accepts, the nested probe (0.66) and the answer (0.65) coincide.",\subsectionProbing Results\labelsec:gap,,
L152_881,152,881,point,0.66,0.66,,2,,,,no,yes,Probing Results,,,,,,the nested probe (0.66) and the answer (0.65) coincide.,"On depression at the 30 s window Qwen2-Audio accepts, the nested probe (0.66) and the answer (0.65) coincide.",\subsectionProbing Results\labelsec:gap,,
L152_903,152,903,point,0.65,0.65,,2,,,,no,yes,Probing Results,,,,,,the nested probe (0.66) and the answer (0.65) coincide.,"On depression at the 30 s window Qwen2-Audio accepts, the nested probe (0.66) and the answer (0.65) coincide.",\subsectionProbing Results\labelsec:gap,,
L154_34,154,34,range,0.75 to 0.92,0.75,0.92,2,2,,,no,no,Probing Results,,,,,,"The best probe achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset,","The best probe achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset, far above the model's own answers on the same clips (Fig. \reffig:gap).",,,
L154_75,154,75,point,0.77,0.77,,2,,,,no,no,Probing Results,,,,,,"The best probe achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset,","The best probe achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset, far above the model's own answers on the same clips (Fig. \reffig:gap).",,,
L154_183,154,183,integer,708,708.0,,0,,,,no,no,Probing Results,,,,,,"On all 708 Pitt segments,","On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.","The best probe achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset, far above the model's own answers on the same clips (Fig. \reffig:gap).",,
L154_251,154,251,point,0.80,0.8,,2,,,,no,no,Probing Results,,,,,,the encoder probe reaches 0.80 and the zero-shot answer 0.67.,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.","The best probe achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset, far above the model's own answers on the same clips (Fig. \reffig:gap).",,
L154_281,154,281,point,0.67,0.67,,2,,,,no,no,Probing Results,,,,,,the encoder probe reaches 0.80 and the zero-shot answer 0.67.,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.","The best probe achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset, far above the model's own answers on the same clips (Fig. \reffig:gap).",,
L154_326,154,326,range,0.77 to 0.93,0.77,0.93,2,2,,,no,no,Probing Results,,,,,,The same probes on Qwen2-Audio achieve 0.77 to 0.93 against,The same probes on Qwen2-Audio achieve 0.77 to 0.93 against answers of 0.54 to 0.68 on the Parkinson's and Alzheimer's sets.,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",,
L154_358,154,358,range,0.54 to 0.68,0.54,0.68,2,2,,,no,no,Probing Results,,,,,,answers of 0.54 to 0.68 on the Parkinson's and Alzheimer's sets.,The same probes on Qwen2-Audio achieve 0.77 to 0.93 against answers of 0.54 to 0.68 on the Parkinson's and Alzheimer's sets.,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",,
L154_452,154,452,range,0.77 to 0.94,0.77,0.94,2,2,,,no,no,Probing Results,,,,,,On Qwen3-Omni they obtain AUC scores of 0.77 to 0.94 against,On Qwen3-Omni they obtain AUC scores of 0.77 to 0.94 against 0.60 to 0.78.,The same probes on Qwen2-Audio achieve 0.77 to 0.93 against answers of 0.54 to 0.68 on the Parkinson's and Alzheimer's sets.,,
L154_473,154,473,range,0.60 to 0.78,0.6,0.78,2,2,,,no,no,Probing Results,,,,,,0.60 to 0.78.,On Qwen3-Omni they obtain AUC scores of 0.77 to 0.94 against 0.60 to 0.78.,The same probes on Qwen2-Audio achieve 0.77 to 0.93 against answers of 0.54 to 0.68 on the Parkinson's and Alzheimer's sets.,,
L154_789,154,789,range,0.06 on PC-GITA to 0.18,0.06,0.18,2,2,,PC-GITA|ADReSSo,no,no,Probing Results,,,,,,by 0.06 on PC-GITA to 0.18 on ADReSSo.,"The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.","However, these results demonstrate that representations contain necessary information for diagnosis.",,
L154_902,154,902,point,0.87,0.87,,2,,,,no,no,Probing Results,,,,,,"Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69,","Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel.","The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.",,
L154_949,154,949,point,0.69,0.69,,2,,,,no,no,Probing Results,,,,,,"Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69,","Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel.","The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.",,
L154_1068,154,1068,point,0.64,0.64,,2,,,,no,no,Probing Results,,,,,,The Alzheimer's and E-DAIC sets stay below 0.64 on every such feature.,The Alzheimer's and E-DAIC sets stay below 0.64 on every such feature.,"Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel.",,
L154_1135,154,1135,point,0.71,0.71,,2,,,,no,no,Probing Results,,,,,,Age alone separates the Pitt groups at 0.71.,Age alone separates the Pitt groups at 0.71.,The Alzheimer's and E-DAIC sets stay below 0.64 on every such feature.,,
L154_1189,154,1189,point,0.39,0.39,,2,,,,no,no,Probing Results,,,,,,"On the age matched clips the age alone falls to 0.39,","On the age matched clips the age alone falls to 0.39, while the encoder probe, with its layer chosen inside the training folds, reaches 0.80 and the zero-shot answer 0.65.",Age alone separates the Pitt groups at 0.71.,,
L154_1277,154,1277,point,0.80,0.8,,2,,,,no,no,Probing Results,,,,,,reaches 0.80 and the zero-shot answer 0.65.,"On the age matched clips the age alone falls to 0.39, while the encoder probe, with its layer chosen inside the training folds, reaches 0.80 and the zero-shot answer 0.65.",Age alone separates the Pitt groups at 0.71.,,
L154_1307,154,1307,point,0.65,0.65,,2,,,,no,no,Probing Results,,,,,,reaches 0.80 and the zero-shot answer 0.65.,"On the age matched clips the age alone falls to 0.39, while the encoder probe, with its layer chosen inside the training folds, reaches 0.80 and the zero-shot answer 0.65.",Age alone separates the Pitt groups at 0.71.,,
L154_1467,154,1467,point,0.80,0.8,,2,,,,no,no,Probing Results,,,,,,"The information also survives past the audio encoder as probing the language model's representations at the audio-token positions on Alzheimer's rises to 0.80,","The information also survives past the audio encoder as probing the language model's representations at the audio-token positions on Alzheimer's rises to 0.80, and the answer state itself achieves 0.77.","On the age matched clips the age alone falls to 0.39, while the encoder probe, with its layer chosen inside the training folds, reaches 0.80 and the zero-shot answer 0.65.",,
L154_1510,154,1510,point,0.77,0.77,,2,,,,no,no,Probing Results,,,,,,and the answer state itself achieves 0.77.,"The information also survives past the audio encoder as probing the language model's representations at the audio-token positions on Alzheimer's rises to 0.80, and the answer state itself achieves 0.77.","On the age matched clips the age alone falls to 0.39, while the encoder probe, with its layer chosen inside the training folds, reaches 0.80 and the zero-shot answer 0.65.",,
L154_1663,154,1663,point,0.01,0.01,,2,,,,no,no,Probing Results,,,,,,"The cosine between the probe direction and the Yes minus No readout direction is 0.01 in magnitude,","The cosine between the probe direction and the Yes minus No readout direction is 0.01 in magnitude, no larger than between two random directions.",The probe and the answer use different directions of that vector.,,
L154_1794,154,1794,point,0.77,0.77,,2,,,,no,no,Probing Results,,,,,,Removing the readout direction from the state leaves the probe at 0.77.,Removing the readout direction from the state leaves the probe at 0.77.,"The cosine between the probe direction and the Yes minus No readout direction is 0.01 in magnitude, no larger than between two random directions.",,
L154_2030,154,2030,point,0.69,0.69,,2,,,,no,no,Probing Results,,,,,,"On E-DAIC the best probe is 0.69,","On E-DAIC the best probe is 0.69, at the language model, below the answer of 0.83.",The performance difference shrinks as the words carry more diagnostic information.,,
L154_2079,154,2079,point,0.83,0.83,,2,,,,no,no,Probing Results,,,,,,below the answer of 0.83.,"On E-DAIC the best probe is 0.69, at the language model, below the answer of 0.83.",The performance difference shrinks as the words carry more diagnostic information.,,
L158_138,158,138,point,0.68,0.68,,2,,,,no,yes,Probing Results,,,,,,Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72);,"Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L158_144,158,144,percent,95,95.0,,0,,%,,no,yes,Probing Results,,,,,,Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72);,"Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L158_168,158,168,interval,0.63 to 0.72,0.63,0.72,2,2,,,no,yes,Probing Results,,,,,,Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72);,"Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L158_208,158,208,point,0.62,0.62,,2,,,,no,yes,Probing Results,,,,,,"with the audio it scores 0.62 (0.56 to 0.67),","Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
