line_start,line_end,unit,status,ratio,new_numbers,text,best_base_text
230,230,sentence,added,0.491,0.52 0.86,"On the Pitt conflict segments the fine-tuned answer stays at 0.52, while the agreement segments rise to 0.86.","\begintable[t] \captionAnswers on the conflict and agreement segments, AUC against the label."
230,230,sentence,added,0.481,,"On E-DAIC the retrained projector lands near the probe range, consistent with a task the words carry and the voice does not.",In each case we used a 30 s window starting at the patient's first words rather than at the interviewer's prompt.
230,230,sentence,added,0.456,0.70 0.74,A projector trained on PC-GITA lifts the NeuroVoz answer from 0.70 to 0.74.,"Interventions that leave the weights frozen do not recover it, while retraining the projector with everything else frozen lifts the Pitt answer from 0.62 to 0.76."
230,230,sentence,added,0.500,0.56 0.68,One trained on NeuroVoz lifts PC-GITA from 0.56 to 0.68.,[tab:cross] PC-GITA & 0.86 & 0.46 & 0.92
230,230,sentence,added,0.426,,"On Parkinson's and Alzheimer's the deficit sits in the readout rather than the representation, since the probe reads the signal at every depth and retraining the projector recovers it.","Finally, we ask whether the gap closes under interventions that leave the weights frozen and under retraining the projector alone (Section \refsec:results)."
230,230,sentence,added,0.463,,"The direction test and the fine tuning are on Qwen2.5-Omni, and we release the segment lists, scripts and every clip's score\footnote\urlhttps://github.com/parw8649/audio-llm-utility-gap.","None lifts the conflict answer above 0.56, and each one that moves it does so by losing part of the agreement arm; full numbers are on the project page\footnote\urlhttps://github.com/parw8649/audio-llm-utility-gap."
246,248,sentence,added,0.560,,"\sectionConclusions In this paper, we showed how Audio LLM models could under-perform in diagnosing three different clinical conditions.","In this paper, we study how audio LLMs leverage the information present in audio representations to reach an answer."
248,248,sentence,added,0.508,,We then inspected the audio representations through probing to learn whether the information necessary for correct diagnosis is present.,The representation carries the information necessary for paralinguistic assessment but the LLM emits the incorrect response.
248,248,sentence,added,0.436,,"The probing results demonstrated a wide utility gap, i.e., the LLM does not effectively use the information available from the audio encoder, hence, resulting in lower performance.",This points to a utility gap between the information in speech representations and the outputs of audio LLMs.
248,248,sentence,added,0.502,,"Similar to previous work , we found a strong language bias in Audio LLMs as they are more likely to follow the spoken words rather than paralinguistic speech.",Linear probes are trained on the frozen hidden states of an audio LLM as the same model is queried on the same recordings with the same question.
248,248,sentence,added,0.346,,"To alleviate this problem and narrow the utility gap, we performed a supervised fine-tuning limited to the projector layer keeping the rest of the model's weights frozen \colorred resulting in a significant performance gain in AD and MDD detection. This work demonstrated that the hidden state representations carry necessary paralinguistic information in their representation and future work should focus on further narrowing the utility gap.","To demonstrate the language bias of audio LLMs, we tested their performance on a set of samples for MDD and AD detection where the spoken words do not point towards the diagnosis, e.g., positive sentiment for MDD and fluent speech for AD."
249,251,sentence,edited,0.926,,\section*Acknowledgments Research was sponsored by the ARO and was accomplished under Cooperative Agreement Number W911NF-25-2-0040.,\sectionAcknowledgments Research was sponsored by the ARO and was accomplished under Cooperative Agreement Number W911NF-25-2-0040.
251,251,sentence,added,0.505,,The authors declare no conflict of interest.,The voices are real and the contradiction occurs naturally.
251,253,sentence,edited,0.958,,\section*Compliance with Ethical Standards This study was a secondary analysis of existing recordings only acquired under each distributor's data agreement.,\sectionCompliance with Ethical Standards This study was a secondary analysis of existing recordings only acquired under each distributor's data agreement.
253,255,sentence,edited,0.603,,"No new recordings were made, no audio is redistributed, and no ethical approval was required for this secondary analysis.",No new recordings were made and no audio is redistributed.
257,260,sentence,added,0.310,1,\let\oldbibliography\thebibliography \renewcommand\thebibliography[1]\oldbibliography#1\setlength\itemsep0pt\setlength\parsep0pt\setlength\parskip0pt\raggedright \sloppy \setlength\emergencystretch1em \bibliographystyleIEEEbib \bibliographyrefs,[tab:cross] KCL & 0.89 & 0.58 & 0.64
