clip,speaker
PD_BARBAS_0066.wav,66
PD_PIDIO_0066.wav,66
PD_TOMAS_0066.wav,66
PD_GANGA_0066.wav,66
PD_CARMEN_0066.wav,66
PD_BURRO_0070.wav,70
PD_MANGA_0070.wav,70
PD_CARMEN_0070.wav,70
PD_ABLANDADA_0070.wav,70
PD_CALLE_0070.wav,70
PD_TOMAS_0070.wav,70
PD_DIABLO_0070.wav,70
PD_SOMBRA_0070.wav,70
PD_BARBAS_0070.wav,70
PD_PIDIO_0070.wav,70
PD_PERRO_0070.wav,70
PD_GANGA_0070.wav,70
PD_MANGA_0077.wav,77
PD_BARBAS_0077.wav,77
PD_ABLANDADA_0077.wav,77
PD_GANGA_0077.wav,77
PD_SOMBRA_0077.wav,77
PD_PERRO_0077.wav,77
PD_BURRO_0077.wav,77
PD_PIDIO_0077.wav,77
PD_DIABLO_0077.wav,77
PD_CARMEN_0077.wav,77
PD_CALLE_0077.wav,77
PD_CARMEN_0109.wav,109
PD_SOMBRA_0109.wav,109
PD_CALLE_0109.wav,109
PD_DIABLO_0109.wav,109
PD_TOMAS_0109.wav,109
PD_PIDIO_0109.wav,109
PD_BURRO_0109.wav,109
PD_BARBAS_0109.wav,109
PD_MANGA_0109.wav,109
PD_ABLANDADA_0109.wav,109
PD_GANGA_0109.wav,109
PD_PERRO_0109.wav,109
PD_TOMAS_0111.wav,111
PD_SOMBRA_0111.wav,111
PD_CALLE_0111.wav,111
PD_BARBAS_0111.wav,111
PD_PIDIO_0111.wav,111
PD_GANGA_0111.wav,111
PD_CARMEN_0111.wav,111
PD_DIABLO_0111.wav,111
PD_BURRO_0111.wav,111
PD_ABLANDADA_0111.wav,111
PD_MANGA_0111.wav,111
PD_PERRO_0111.wav,111
PD_PIDIO_0113.wav,113
PD_CALLE_0113.wav,113
PD_PERRO_0113.wav,113
PD_CARMEN_0113.wav,113
PD_BARBAS_0113.wav,113
PD_GANGA_0113.wav,113
PD_MANGA_0113.wav,113
PD_DIABLO_0113.wav,113
PD_SOMBRA_0113.wav,113
PD_BURRO_0113.wav,113
PD_ABLANDADA_0113.wav,113
PD_TOMAS_0113.wav,113
PD_GANGA_0117.wav,117
PD_TOMAS_0117.wav,117
PD_BARBAS_0117.wav,117
PD_PIDIO_0117.wav,117
PD_CALLE_0117.wav,117
PD_ABLANDADA_0117.wav,117
PD_CARMEN_0117.wav,117
PD_PERRO_0117.wav,117
PD_MANGA_0117.wav,117
PD_BURRO_0117.wav,117
PD_DIABLO_0117.wav,117
PD_SOMBRA_0117.wav,117
