item_id,line,col,kind,text,value,value2,decimals,decimals2,unit,range_labels,in_red,in_comment,section,table,table_key,table_row,table_col,table_group,clause,context,prev_context,table_caption,para_before
L121_20,121,20,integer,107,107.0,,0,,,,no,no,Experimental Results,tab:main,NeuroVoz | Clips (speakers) [speakers],NeuroVoz,Clips (speakers) [speakers],Parkinson's disease,1270 (107),NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L121_27,121,27,point,0.70,0.7,,2,,,,no,no,Experimental Results,tab:main,NeuroVoz | Zero-shot Audio,NeuroVoz,Zero-shot Audio,Parkinson's disease,0.70,NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L121_34,121,34,point,0.54,0.54,,2,,,,no,no,Experimental Results,tab:main,NeuroVoz | Zero-shot Text,NeuroVoz,Zero-shot Text,Parkinson's disease,0.54,NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L121_41,121,41,point,0.90,0.9,,2,,,,no,no,Experimental Results,tab:main,NeuroVoz | Fine-tuned Audio,NeuroVoz,Fine-tuned Audio,Parkinson's disease,0.90,NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L122_16,122,16,integer,37,37.0,,0,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Clips (speakers) [clips],MDVR-KCL,Clips (speakers) [clips],Parkinson's disease,37 (37),MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L122_20,122,20,integer,37,37.0,,0,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Clips (speakers) [speakers],MDVR-KCL,Clips (speakers) [speakers],Parkinson's disease,37 (37),MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L122_27,122,27,point,0.71,0.71,,2,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Zero-shot Audio,MDVR-KCL,Zero-shot Audio,Parkinson's disease,0.71,MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L122_34,122,34,point,0.76,0.76,,2,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Zero-shot Text,MDVR-KCL,Zero-shot Text,Parkinson's disease,0.76,MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L122_41,122,41,point,0.70,0.7,,2,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Fine-tuned Audio,MDVR-KCL,Fine-tuned Audio,Parkinson's disease,0.70,MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L125_15,125,15,integer,275,275.0,,0,,,,no,no,Experimental Results,tab:main,E-DAIC | Clips (speakers) [clips],E-DAIC,Clips (speakers) [clips],Major depressive disorder,275 (275),E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L125_20,125,20,integer,275,275.0,,0,,,,no,no,Experimental Results,tab:main,E-DAIC | Clips (speakers) [speakers],E-DAIC,Clips (speakers) [speakers],Major depressive disorder,275 (275),E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L125_27,125,27,point,0.83,0.83,,2,,,,no,no,Experimental Results,tab:main,E-DAIC | Zero-shot Audio,E-DAIC,Zero-shot Audio,Major depressive disorder,0.83,E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L125_34,125,34,point,0.82,0.82,,2,,,,no,no,Experimental Results,tab:main,E-DAIC | Zero-shot Text,E-DAIC,Zero-shot Text,Major depressive disorder,0.82,E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L125_41,125,41,point,0.64,0.64,,2,,,,no,no,Experimental Results,tab:main,E-DAIC | Fine-tuned Audio,E-DAIC,Fine-tuned Audio,Major depressive disorder,0.64,E-DAIC & 275 (275) & 0.83 & 0.82 & 0.64,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_15,128,15,integer,468,468.0,,0,,,,no,no,Experimental Results,tab:main,Pitt | Clips (speakers) [clips],Pitt,Clips (speakers) [clips],Alzheimer's disease,468 (227),Pitt & 468 (227) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_20,128,20,integer,227,227.0,,0,,,,no,no,Experimental Results,tab:main,Pitt | Clips (speakers) [speakers],Pitt,Clips (speakers) [speakers],Alzheimer's disease,468 (227),Pitt & 468 (227) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_27,128,27,point,0.66,0.66,,2,,,,no,no,Experimental Results,tab:main,Pitt | Zero-shot Audio,Pitt,Zero-shot Audio,Alzheimer's disease,0.66,Pitt & 468 (227) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_34,128,34,point,0.66,0.66,,2,,,,no,no,Experimental Results,tab:main,Pitt | Zero-shot Text,Pitt,Zero-shot Text,Alzheimer's disease,0.66,Pitt & 468 (227) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_41,128,41,point,0.77,0.77,,2,,,,no,no,Experimental Results,tab:main,Pitt | Fine-tuned Audio,Pitt,Fine-tuned Audio,Alzheimer's disease,0.77,Pitt & 468 (227) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_15,129,15,integer,237,237.0,,0,,,,no,no,Experimental Results,tab:main,ADReSSo | Clips (speakers) [clips],ADReSSo,Clips (speakers) [clips],Alzheimer's disease,237 (237),ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_20,129,20,integer,237,237.0,,0,,,,no,no,Experimental Results,tab:main,ADReSSo | Clips (speakers) [speakers],ADReSSo,Clips (speakers) [speakers],Alzheimer's disease,237 (237),ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_27,129,27,point,0.62,0.62,,2,,,,no,no,Experimental Results,tab:main,ADReSSo | Zero-shot Audio,ADReSSo,Zero-shot Audio,Alzheimer's disease,0.62,ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_34,129,34,point,0.55,0.55,,2,,,,no,no,Experimental Results,tab:main,ADReSSo | Zero-shot Text,ADReSSo,Zero-shot Text,Alzheimer's disease,0.55,ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_41,129,41,point,0.82,0.82,,2,,,,no,no,Experimental Results,tab:main,ADReSSo | Fine-tuned Audio,ADReSSo,Fine-tuned Audio,Alzheimer's disease,0.82,ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L130_15,130,15,integer,156,156.0,,0,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Clips (speakers) [clips],ADReSS-2020,Clips (speakers) [clips],Alzheimer's disease,156 (156),ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L130_20,130,20,integer,156,156.0,,0,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Clips (speakers) [speakers],ADReSS-2020,Clips (speakers) [speakers],Alzheimer's disease,156 (156),ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L130_27,130,27,point,0.62,0.62,,2,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Zero-shot Audio,ADReSS-2020,Zero-shot Audio,Alzheimer's disease,0.62,ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L130_34,130,34,point,0.75,0.75,,2,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Zero-shot Text,ADReSS-2020,Zero-shot Text,Alzheimer's disease,0.75,ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L130_41,130,41,point,0.77,0.77,,2,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Fine-tuned Audio,ADReSS-2020,Fine-tuned Audio,Alzheimer's disease,0.77,ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L136_139,136,139,range,0.56 and 0.71,0.56,0.71,2,2,,,no,no,Audio LLM performance,,,,,,"Qwen2.5-Omni stays between 0.56 and 0.71 on the Parkinson's and Alzheimer's sets,","Zero-shot, Qwen2.5-Omni stays between 0.56 and 0.71 on the Parkinson's and Alzheimer's sets, and only E-DAIC is higher (Table \reftab:main).",\subsectionAudio LLM performance We prompted Audio LLMs with a clinical question and a speech excerpt to perform zero-shot diagnosis.,,
L140_221,140,221,point,0.87,0.87,,2,,,,no,no,Audio LLM performance,,,,,,"Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews,","Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews, while Qwen2-Audio, which hears 30 s, stays at 0.63.",On E-DAIC the audio answer on the whole interview matches the transcript alone.,,
L140_230,140,230,point,0.86,0.86,,2,,,,no,no,Audio LLM performance,,,,,,"Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews,","Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews, while Qwen2-Audio, which hears 30 s, stays at 0.63.",On E-DAIC the audio answer on the whole interview matches the transcript alone.,,
L140_290,140,290,integer,30,30.0,,0,,s,,no,no,Audio LLM performance,,,,,,"which hears 30 s,","Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews, while Qwen2-Audio, which hears 30 s, stays at 0.63.",On E-DAIC the audio answer on the whole interview matches the transcript alone.,,
L140_306,140,306,point,0.63,0.63,,2,,,,no,no,Audio LLM performance,,,,,,stays at 0.63.,"Qwen3-Omni and Audio Flamingo 3 reach 0.87 and 0.86 on the same interviews, while Qwen2-Audio, which hears 30 s, stays at 0.63.",On E-DAIC the audio answer on the whole interview matches the transcript alone.,,
L143_81,143,81,integer,300,300.0,,0,,s,,no,yes,Audio LLM performance,,,,,,"With 300 s segments on depression,","With 300 s segments on depression, Audio Flamingo 3, Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86, 0.84 and 0.83, respectively.",,,
L143_174,143,174,point,0.86,0.86,,2,,,,no,yes,Audio LLM performance,,,,,,"Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86,","With 300 s segments on depression, Audio Flamingo 3, Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86, 0.84 and 0.83, respectively.",,,
L143_182,143,182,point,0.84,0.84,,2,,,,no,yes,Audio LLM performance,,,,,,"0.84 and 0.83,","With 300 s segments on depression, Audio Flamingo 3, Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86, 0.84 and 0.83, respectively.",,,
L143_193,143,193,point,0.83,0.83,,2,,,,no,yes,Audio LLM performance,,,,,,"0.84 and 0.83,","With 300 s segments on depression, Audio Flamingo 3, Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86, 0.84 and 0.83, respectively.",,,
L143_368,143,368,range,0.47 and 0.67,0.47,0.67,2,2,,,no,yes,Audio LLM performance,,,,,,where the transcript answer sits between 0.47 and 0.67;,"The audio answer beats the transcript answer only where there are few words to read, on Parkinson's read-speech, where the transcript answer sits between 0.47 and 0.67; on depression no model beats its own transcript. %Agreed, cutting it to two sentences: the recording-only floor and the age-matched check. -- MSL please add your comment to the comments not in the textt",,,
L147_125,147,125,point,0.92,0.92,,2,,,,no,yes,Probing Results,,,,,,"Under nested layer selection the encoder probe reads 0.92 on PC-GITA,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_142,147,142,point,0.96,0.96,,2,,,,no,yes,Probing Results,,,,,,"0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_163,147,163,point,0.89,0.89,,2,,,,no,yes,Probing Results,,,,,,"0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_197,147,197,point,0.78,0.78,,2,,,,no,yes,Probing Results,,,,,,and 0.78 on the Pitt Alzheimer's segments;,"Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_284,147,284,point,0.54,0.54,,2,,,,no,yes,Probing Results,,,,,,"the same model's answers on the same clips read 0.54,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_290,147,290,point,0.55,0.55,,2,,,,no,yes,Probing Results,,,,,,"0.55,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_296,147,296,point,0.66,0.66,,2,,,,no,yes,Probing Results,,,,,,0.66 and 0.62.,"Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_305,147,305,point,0.62,0.62,,2,,,,no,yes,Probing Results,,,,,,0.66 and 0.62.,"Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_467,147,467,point,0.86,0.86,,2,,,,no,yes,Probing Results,,,,,,the readable signal rises to 0.86 by the deep layers while,"On Alzheimer's the signal does not stop at the encoder: probing the language model's own stages at the audio-token positions, the readable signal rises to 0.86 by the deep layers while the answer stays where it was.",\subsectionProbing Results\labelsec:gap,,
L147_598,147,598,point,0.70,0.7,,2,,,,no,yes,Probing Results,,,,,,"On Alzheimer's the words also carry the task (a text classifier reads 0.70) and the model can transcribe,","On Alzheimer's the words also carry the task (a text classifier reads 0.70) and the model can transcribe, so the words could be helping here too; where the words carry almost nothing, on MDVR-KCL read-speech, the probe still holds 0.82 to 0.88 through every language-model stage.",\subsectionProbing Results\labelsec:gap,,
L147_759,147,759,range,0.82 to 0.88,0.82,0.88,2,2,,,no,yes,Probing Results,,,,,,the probe still holds 0.82 to 0.88 through every language-model stage.,"On Alzheimer's the words also carry the task (a text classifier reads 0.70) and the model can transcribe, so the words could be helping here too; where the words carry almost nothing, on MDVR-KCL read-speech, the probe still holds 0.82 to 0.88 through every language-model stage.",\subsectionProbing Results\labelsec:gap,,
L147_829,147,829,integer,30,30.0,,0,,s,,no,yes,Probing Results,,,,,,"On depression at the 30 s window Qwen2-Audio accepts,","On depression at the 30 s window Qwen2-Audio accepts, the nested probe (0.66) and the answer (0.65) coincide.",\subsectionProbing Results\labelsec:gap,,
L147_881,147,881,point,0.66,0.66,,2,,,,no,yes,Probing Results,,,,,,the nested probe (0.66) and the answer (0.65) coincide.,"On depression at the 30 s window Qwen2-Audio accepts, the nested probe (0.66) and the answer (0.65) coincide.",\subsectionProbing Results\labelsec:gap,,
L147_903,147,903,point,0.65,0.65,,2,,,,no,yes,Probing Results,,,,,,the nested probe (0.66) and the answer (0.65) coincide.,"On depression at the 30 s window Qwen2-Audio accepts, the nested probe (0.66) and the answer (0.65) coincide.",\subsectionProbing Results\labelsec:gap,,
L149_87,149,87,range,0.75 to 0.92,0.75,0.92,2,2,,,no,no,Probing Results,,,,,,achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig. \reffig:gap).,"The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig. \reffig:gap).",,,
L149_128,149,128,point,0.77,0.77,,2,,,,no,no,Probing Results,,,,,,achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig. \reffig:gap).,"The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig. \reffig:gap).",,,
L149_308,149,308,point,0.35,0.35,,2,,,,no,no,Probing Results,,,,,,at 0.35 on PC-GITA and 0.11 on Pitt.,"The paired difference \Delta of Section \refsec:setup excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.","The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig. \reffig:gap).",,
L149_328,149,328,point,0.11,0.11,,2,,,,no,no,Probing Results,,,,,,at 0.35 on PC-GITA and 0.11 on Pitt.,"The paired difference \Delta of Section \refsec:setup excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.","The encoder probe, with its layer chosen inside the training folds, achieves an AUC of 0.75 to 0.92 on the Parkinson's sets and 0.77 on the Pitt dataset (Fig. \reffig:gap).",,
L149_350,149,350,integer,708,708.0,,0,,,,no,no,Probing Results,,,,,,"On all 708 Pitt segments,","On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.","The paired difference \Delta of Section \refsec:setup excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.",,
L149_418,149,418,point,0.80,0.8,,2,,,,no,no,Probing Results,,,,,,the encoder probe reaches 0.80 and the zero-shot answer 0.67.,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.","The paired difference \Delta of Section \refsec:setup excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.",,
L149_448,149,448,point,0.67,0.67,,2,,,,no,no,Probing Results,,,,,,the encoder probe reaches 0.80 and the zero-shot answer 0.67.,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.","The paired difference \Delta of Section \refsec:setup excludes zero on every Parkinson's and Alzheimer's set except MDVR-KCL, at 0.35 on PC-GITA and 0.11 on Pitt.",,
L149_494,149,494,point,0.90,0.9,,2,,,,no,no,Probing Results,,,,,,On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against,On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77.,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",,
L149_514,149,514,point,0.81,0.81,,2,,,,no,no,Probing Results,,,,,,On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against,On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77.,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",,
L149_556,149,556,point,0.60,0.6,,2,,,,no,no,Probing Results,,,,,,zero-shot answers of 0.60 and 0.77.,On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77.,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",,
L149_565,149,565,point,0.77,0.77,,2,,,,no,no,Probing Results,,,,,,zero-shot answers of 0.60 and 0.77.,On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77.,"On all 708 Pitt segments, middle third included, the encoder probe reaches 0.80 and the zero-shot answer 0.67.",,
L149_642,149,642,range,0.06 on PC-GITA to 0.18,0.06,0.18,2,2,,PC-GITA|ADReSSo,no,no,Probing Results,,,,,,by 0.06 on PC-GITA to 0.18 on ADReSSo.,"The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.",On Qwen3-Omni the encoder probe reaches 0.90 on PC-GITA and 0.81 on Pitt against zero-shot answers of 0.60 and 0.77.,,
L149_755,149,755,point,0.87,0.87,,2,,,,no,no,Probing Results,,,,,,"Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69,","Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel.","The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.",,
L149_802,149,802,point,0.69,0.69,,2,,,,no,no,Probing Results,,,,,,"Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69,","Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel.","The encoder probe beats the eGeMAPS baseline on all seven datasets, by 0.06 on PC-GITA to 0.18 on ADReSSo.",,
L149_940,149,940,point,0.60,0.6,,2,,,,no,no,Probing Results,,,,,,Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89.,Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89.,"Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel.",,
L149_989,149,989,point,0.89,0.89,,2,,,,no,no,Probing Results,,,,,,Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89.,Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89.,"Recording features from the quietest frames separate the NeuroVoz groups at 0.87 by spectral centroid alone and PC-GITA at 0.69, so part of the Parkinson's probe may come from the recording channel.",,
L149_998,149,998,integer,38,38.0,,0,,,,no,no,Probing Results,,,,,,On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63.,On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63.,Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89.,,
L149_1063,149,1063,point,0.90,0.9,,2,,,,no,no,Probing Results,,,,,,On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63.,On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63.,Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89.,,
L149_1096,149,1096,point,0.63,0.63,,2,,,,no,no,Probing Results,,,,,,On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63.,On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63.,Normalising loudness and noise floor lowers those features to 0.60 on NeuroVoz and leaves the encoder probe at 0.89.,,
L149_1141,149,1141,point,0.71,0.71,,2,,,,no,no,Probing Results,,,,,,Age alone separates the Pitt groups at 0.71.,Age alone separates the Pitt groups at 0.71.,On 38 age and sex matched NeuroVoz pairs the encoder probe stays at 0.90 and the zero-shot answer at 0.63.,,
